,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.30187857239e-05,1.97425233788e-05,2.83285579737e-05,2.23335738388e-05,3.02599097563e-05,1.58470203728e-05,1.58754947692e-05,3.54760172351e-05,3.89171291132e-05,2.98867229281e-05,2.97985674128e-05,1.51836740382e-05,1.45710569706e-05,1.20505719415e-05,1.33673157909e-05,3.84215266678e-05,2.8769296231e-05,2.818126543e-05,4.56463675212e-05
HSBC,1.97425233788e-05,7.97715592495e-05,6.79387947034e-06,1.00952358095e-05,2.44007900284e-05,4.84968945395e-06,6.49087610382e-06,-1.1595412554e-05,3.72753054912e-05,9.86556114939e-06,2.58286682055e-05,1.07507489114e-05,2.23597904764e-05,-8.70275277602e-07,1.01007913872e-05,4.95373882565e-05,2.09232860651e-05,1.36962427387e-05,2.00280330717e-05
GOOGL,2.83285579737e-05,6.79387947034e-06,9.91680724342e-05,2.77680922097e-05,2.76246251082e-05,2.38463174393e-05,2.05338183611e-05,6.50168792443e-05,2.66718463607e-05,7.23226134616e-05,3.80861118652e-05,-5.8583424776e-07,2.03102909157e-06,9.19076430828e-06,1.73672740757e-05,1.92424557437e-05,4.90414169214e-05,5.78487976376e-05,9.7165025807e-05
INTC,2.23335738388e-05,1.00952358095e-05,2.77680922097e-05,8.18479294164e-05,2.0548027151e-05,2.46792780307e-05,2.26612680656e-05,4.69987948077e-05,2.59530872236e-05,3.94230262637e-05,3.28682596162e-05,1.19548403868e-05,1.98112426955e-05,1.35850491347e-05,9.78331787488e-06,2.1436267272e-05,2.36569775698e-05,3.45868766551e-05,5.50063894975e-05
LPX,3.02599097563e-05,2.44007900284e-05,2.76246251082e-05,2.0548027151e-05,0.000190530302342,9.48275904153e-06,1.34658420261e-05,3.99393639046e-05,7.64033335483e-05,3.51459500364e-05,4.12767694673e-05,9.80695488369e-06,1.30661456074e-05,1.83721042649e-05,1.81460418767e-05,7.46830046754e-05,6.60867560327e-05,3.24229059009e-05,8.2427122593e-05
RTN,1.58470203728e-05,4.84968945395e-06,2.38463174393e-05,2.46792780307e-05,9.48275904153e-06,5.66768299339e-05,3.91374568493e-05,2.60508513563e-05,3.63169337479e-06,2.01112360307e-05,3.1227766646e-05,7.07375087606e-06,6.72821217115e-06,7.70006794811e-06,1.2719343579e-05,1.60844624234e-05,1.61861998244e-05,1.95742182153e-05,2.65839807217e-05
LMT,1.58754947692e-05,6.49087610382e-06,2.05338183611e-05,2.26612680656e-05,1.34658420261e-05,3.91374568493e-05,4.72825455941e-05,2.88516914577e-05,4.80434702718e-06,1.66472277256e-05,2.76910258855e-05,7.96472427303e-06,3.78277380418e-06,5.14103285088e-06,1.15576346374e-05,1.68244047149e-05,1.89062553979e-05,1.986547881e-05,3.03606461715e-05
MASI,3.54760172351e-05,-1.1595412554e-05,6.50168792443e-05,4.69987948077e-05,3.99393639046e-05,2.60508513563e-05,2.88516914577e-05,0.000397945334682,6.56237914836e-05,8.07151030621e-05,4.24977105554e-05,1.04964499993e-05,1.56861203842e-05,1.52744333157e-05,9.12087636692e-06,3.12543451616e-05,4.44212728486e-05,6.46994745895e-05,0.000113891267885
THO,3.89171291132e-05,3.72753054912e-05,2.66718463607e-05,2.59530872236e-05,7.64033335483e-05,3.63169337479e-06,4.80434702718e-06,6.56237914836e-05,0.000351495378091,4.42920346061e-05,4.03045886648e-05,2.83785995288e-05,3.43247985828e-05,2.64738807038e-05,1.05186693524e-05,9.7847887988e-05,5.55398781155e-05,5.77033914281e-05,0.000101223123786
FB,2.98867229281e-05,9.86556114939e-06,7.23226134616e-05,3.94230262637e-05,3.51459500364e-05,2.01112360307e-05,1.66472277256e-05,8.07151030621e-05,4.42920346061e-05,9.62172928405e-05,3.16881113335e-05,1.41077823145e-05,5.98944280898e-06,1.62534073445e-05,1.40794192767e-05,3.45928570114e-05,4.0541503135e-05,5.40639322471e-05,0.000100894638412
