,THO,FB,ALGN,MRK,CELG,MSFT
THO,1.0,0.2074490935634321,0.034515639621061966,0.1735817133336609,0.25699890242532447,0.3366713680663557
FB,0.2074490935634321,1.0,0.4255849534334061,0.17876214140399996,0.29808936775602896,0.6507954063927114
ALGN,0.034515639621061966,0.42558495343340613,1.0,0.05844598753714353,0.298076111518108,0.3198393794964817
MRK,0.1735817133336609,0.17876214140399996,0.05844598753714353,1.0,0.27252358167471297,0.10799066946759228
CELG,0.25699890242532447,0.29808936775602896,0.298076111518108,0.27252358167471297,1.0,0.3905344342309631
MSFT,0.3366713680663557,0.6507954063927114,0.31983937949648167,0.1079906694675923,0.3905344342309631,1.0
