Date,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,px,sbac,stz,unp,wlk
2017-06-01,136.946655,113.029999,232.644257,117.370003,346.390015,41.490658,10.89,80.559998,12.2,151.529999,966.950012,90.129997,79.983414,43.009998,79.749748,108.318024,32.04673,52.722561,1890.819946,132.519333,138.25,184.194489,109.950043,62.254776
2017-06-02,137.645874,112.910004,252.418869,118.209999,353.029999,41.819317,10.3,80.43,12.25,153.610001,975.599976,91.82,79.774574,42.900002,79.24482,109.693428,32.305012,52.29586,1895.959961,135.019714,138.690002,184.274277,110.556511,62.753372
2017-06-05,135.418381,110.879997,250.118118,118.400002,344.429993,41.620129,10.19,79.279999,12.35,153.630005,983.679993,89.480003,78.998909,42.040001,78.126045,107.829659,31.977192,52.395092,1891.579956,132.622131,137.929993,184.014969,109.552361,62.723457
2017-06-06,131.153152,111.449997,251.754425,118.019997,342.829987,41.550415,11.14,76.879997,12.2,152.809998,976.570007,89.410004,78.263016,41.639999,78.35376,104.640312,32.275211,52.682869,1889.859985,132.492905,136.990005,185.331436,108.329475,62.254776
2017-06-07,130.473907,111.169998,252.170944,117.150002,345.880005,41.719723,10.79,75.410004,12.05,153.119995,980.940002,89.910004,77.35807,41.540001,78.452759,104.769882,32.65398,52.563789,1890.369995,132.284164,135.899994,184.044891,108.478615,61.935677
2017-06-08,125.77916,111.120003,252.835388,114.480003,337.450012,40.773582,10.6,74.839996,12.1,154.710007,983.409973,88.160004,77.2089,41.830002,78.690384,104.730019,32.663948,53.02026,1892.380005,132.184753,134.270004,182.957809,109.204384,63.371632
2017-06-09,128.216446,105.949997,241.321671,113.5,332.839996,40.524601,10.79,75.379997,12.5,149.600006,949.830017,86.82,78.213295,40.25,81.066536,102.078873,31.876505,54.290443,1842.119995,135.375565,134.300003,180.514389,109.114906,65.50563
2017-06-12,130.803528,107.440002,240.657227,112.959999,338.649994,40.803463,11.16,75.349998,12.3,148.440002,942.900024,88.010002,78.591179,39.970001,80.967529,101.730042,31.487768,54.052284,1812.98999,134.162857,132.419998,178.659378,109.492706,64.857452
2017-06-13,131.482773,107.550003,240.924988,113.879997,341.809998,41.052448,11.83,75.5,12.25,150.679993,953.400024,89.150002,79.207741,40.52,82.1259,103.534012,31.986149,54.60799,1843.52002,135.465027,132.050003,179.068283,110.894554,65.784843
2017-06-14,130.443939,106.199997,238.544891,113.980003,338.329987,40.922974,10.81,75.269997,12.15,150.25,950.76001,87.889999,80.112686,39.740002,80.125977,103.563919,32.245308,52.940872,1831.609985,134.381546,132.910004,179.417343,109.164619,63.411522
2017-06-15,131.003311,105.580002,237.021133,113.209999,338.339996,41.271549,10.27,72.730003,12.15,149.800003,942.309998,87.559998,79.943634,39.950001,79.343819,104.391144,32.474564,52.583637,1809.199951,134.053513,132.220001,179.816269,110.029579,62.334549
2017-06-16,130.01442,104.879997,235.288208,113.900002,340.220001,41.112202,10.36,70.07,11.65,150.639999,939.780029,88.019997,79.356911,39.990002,80.076469,104.151947,32.504467,53.357651,1802.609985,135.186707,133.050003,180.394714,110.735474,63.471355
2017-06-19,129.455048,106.160004,240.168259,114.150002,340.26001,41.630089,9.92,70.550003,11.9,152.869995,957.369995,88.440002,80.629799,40.130001,80.492302,105.577187,33.042721,53.873665,1851.599976,135.643951,132.960007,182.788269,111.182877,64.368828
2017-06-20,123.44178,104.93,239.012985,114.18,333.609985,40.225819,8.7,68.940002,11.7,152.25,950.630005,86.269997,80.013245,39.709999,79.304214,103.842979,33.07262,52.444706,1850.640015,133.954117,131.559998,184.054871,107.723007,63.571072
2017-06-21,120.033943,105.690002,244.122101,113.82,333.880005,40.116268,8.01,68.050003,11.6,153.910004,959.450012,86.269997,78.700569,40.240002,78.779488,103.78318,32.853333,51.333298,1867.780029,132.065475,131.080002,184.005005,106.997238,62.563908
2017-06-22,120.623566,106.779999,243.046494,113.349998,334.130005,39.777649,8.42,67.68,11.7,153.399994,957.090027,85.919998,77.905014,40.040001,79.215118,103.543976,33.142395,50.777588,1862.930054,131.677811,131.240005,183.616043,106.768562,63.022617
2017-06-23,119.664177,107.75,244.26152,113.300003,330.799988,39.339439,9.23,66.599998,11.9,155.070007,965.590027,85.720001,75.647621,40.830002,79.37352,103.713409,34.04945,51.105061,1874.280029,132.005844,131.910004,184.074814,107.474457,62.165028
2017-06-26,121.712875,106.120003,241.761749,113.919998,332.649994,39.429073,9.34,68.489998,11.7,153.589996,952.27002,85.970001,76.274117,40.790001,80.086372,103.583847,33.740452,50.936367,1876.339966,132.085358,132.800003,181.980453,107.404861,62.404358
2017-06-27,121.882767,102.919998,234.371964,113.620003,329.869995,39.090454,9.25,69.220001,11.6,150.580002,927.330017,85.209999,75.906174,40.73,81.254646,100.693504,33.620842,51.452374,1858.25,131.43924,135.740005,181.790955,106.728798,62.982727
2017-06-28,116.636093,104.279999,240.06868,113.699997,340.299988,39.697975,9.48,69.970001,11.75,153.240005,940.48999,87.5,76.592339,41.439999,82.967461,101.640343,33.590939,52.216469,1890.209961,132.84082,134.350006,183.187195,108.140579,65.076836
2017-06-29,115.976517,101.389999,233.087204,110.660004,335.73999,38.711998,9.38,69.730003,11.45,151.039993,917.789978,86.739998,76.174675,41.389999,82.937752,99.876236,32.783558,51.412685,1876.98999,130.882599,134.520004,192.272751,107.265671,64.917282
2017-06-30,116.516167,100.82,232.101242,110.360001,336.850006,38.919998,8.55,69.919998,11.6,150.979996,908.72998,86.75,77.09951,41.98,83.551598,99.975899,31.18874,51.928696,1870.52002,131.757339,134.899994,193.210236,108.27977,66.024162
2017-07-03,118.335022,99.360001,228.824631,110.419998,328.670013,38.360001,8.79,69.889999,11.5,148.429993,898.700012,84.879997,77.825462,41.299999,84.511963,99.776573,30.4611,52.692787,1843.130005,133.377579,134.279999,191.215591,109.403229,66.762085
2017-07-05,105.143379,102.599998,230.667099,110.0,335.109985,38.709999,8.15,68.209999,11.1,150.339996,911.710022,86.0,76.940407,41.279999,82.53183,100.833038,30.879742,52.494324,1866.01001,131.866684,134.410004,193.399719,107.623589,65.814758
2017-07-06,103.094681,102.050003,234.08313,110.370003,332.179993,38.25,7.43,67.93,10.85,148.820007,906.690002,85.349998,76.164726,41.139999,82.224915,99.3181,30.201941,52.444706,1872.300049,131.638046,134.360001,193.240158,107.136429,65.665176
2017-07-07,101.865456,103.32,238.644485,110.82,332.429993,38.57,7.35,67.980003,11.85,151.440002,918.590027,85.919998,76.721626,41.310001,83.096169,100.01577,30.740194,53.65535,1918.5,132.264282,136.679993,193.000809,107.723007,66.542709
2017-07-10,101.105934,103.739998,240.785751,111.760002,336.600006,38.759998,7.5,66.389999,12.1,153.5,928.799988,86.589996,76.492897,40.84,83.36348,100.374573,31.079094,53.665276,1921.819946,132.542603,134.490005,193.300003,107.872139,67.360413
2017-07-11,100.186516,104.300003,239.909317,111.07,337.850006,38.77,7.46,66.870003,12.1,155.270004,930.090027,87.010002,75.826622,41.200001,83.620903,100.394508,31.328285,53.784355,1929.150024,132.164886,133.600006,193.369812,107.961617,68.04847
2017-07-12,100.876083,106.68,245.416809,112.510002,342.649994,39.02,7.47,67.400002,12.35,158.899994,943.830017,87.839996,75.796791,41.419998,84.868385,100.464272,31.637281,53.347729,1946.180054,133.019745,136.25,196.571198,108.578033,69.105499
2017-07-13,103.15464,107.07,246.303177,113.050003,339.040009,39.310001,7.69,68.57,12.25,159.259995,947.159973,87.650002,76.095116,41.990002,84.630775,100.364601,31.826668,53.427116,1940.699951,132.781174,135.910004,195.72348,108.220116,69.594116
2017-07-14,101.975388,108.739998,249.271042,114.290001,342.799988,39.200001,7.6,69.110001,12.3,159.970001,955.98999,88.57,75.637672,42.330002,85.016899,100.653633,31.806732,53.397346,1950.869995,133.506805,136.490005,197.787933,108.896179,70.042854
2017-07-17,101.675575,106.940002,248.006226,114.190002,342.309998,39.200001,7.68,69.870003,12.3,159.729996,953.419983,88.790001,76.005623,42.07,84.79908,101.012436,31.746927,53.893513,1945.459961,133.735428,136.0,196.07254,108.418961,70.212379
2017-07-18,100.236488,107.699997,249.858658,114.489998,344.630005,39.18,7.6,69.279999,12.2,162.860001,965.400024,89.050003,75.538231,41.759998,84.403053,101.660271,32.44466,54.409527,1976.23999,133.357712,137.490005,196.65097,108.617798,69.185265
2017-07-19,100.806129,110.25,253.364319,114.809998,346.609985,39.34,8.14,70.349998,12.25,164.139999,970.890015,89.589996,76.403404,42.16,86.294083,101.899475,32.683884,55.124001,1992.099976,134.808975,138.460007,197.767975,107.215958,70.302124
2017-07-20,103.164635,109.910004,252.39827,115.510002,345.299988,39.490002,7.9,70.769997,12.35,164.529999,968.150024,90.029999,72.157104,42.459999,86.155464,102.058945,33.620842,54.975155,1999.219971,134.401428,135.809998,197.588455,105.525795,69.833443
2017-07-21,105.203339,109.75,252.079575,114.739998,350.070007,39.630001,7.61,70.889999,12.25,164.429993,972.919983,90.419998,73.43,42.689999,86.006966,102.507439,33.919868,54.915611,1994.890015,133.934235,136.600006,197.987396,104.243263,69.743698
