Date,BAC,C,JPM,MS
2017-01-03,22.530001,60.59,87.230003,43.049999
2017-01-04,22.950001,61.41,86.910004,43.619999
2017-01-05,22.68,60.34,86.110001,43.220001
2017-01-06,22.68,60.549999,86.120003,43.849998
2017-01-09,22.549999,60.220001,86.18,42.709999
2017-01-10,22.940001,60.23,86.43,43.060001
2017-01-11,23.07,59.959999,87.080002,43.669998
2017-01-12,22.92,59.23,86.239998,43.630001
2017-01-13,23.01,59.630001,86.699997,43.810001
2017-01-17,22.049999,58.380001,83.550003,42.150002
2017-01-18,22.629999,57.389999,83.940002,42.860001
2017-01-19,22.530001,56.66,83.300003,42.450001
2017-01-20,22.639999,56.110001,83.669998,42.59
2017-01-23,22.559999,55.68,83.709999,41.959999
2017-01-24,22.950001,56.740002,84.720001,42.73
2017-01-25,23.370001,57.689999,86.029999,43.860001
2017-01-26,23.440001,57.360001,86.75,44.02
2017-01-27,23.360001,57.110001,86.93,43.650002
2017-01-30,22.950001,56.610001,86.029999,43.119999
2017-01-31,22.639999,55.830002,84.629997,42.490002
2017-02-01,22.889999,56.049999,84.949997,42.700001
2017-02-02,22.719999,55.98,84.589996,42.130001
2017-02-03,23.290001,57.759998,87.18,44.43
2017-02-06,23.120001,57.639999,86.769997,44.630001
2017-02-07,22.9,57.189999,86.720001,44.869999
2017-02-08,22.67,56.32,85.959999,43.91
2017-02-09,23.120001,57.259998,87.199997,44.849998
2017-02-10,23.08,57.630001,87.0,44.700001
2017-02-13,23.4,58.950001,88.150002,45.259998
2017-02-14,24.059999,59.830002,89.559998,46.040001
2017-02-15,24.58,60.5,90.589996,46.490002
2017-02-16,24.58,60.380001,90.529999,46.110001
2017-02-17,24.52,60.169998,90.230003,46.150002
2017-02-21,24.780001,60.549999,91.010002,46.560001
2017-02-22,24.790001,60.619999,91.059998,46.52
2017-02-23,24.58,60.619999,91.129997,46.580002
2017-02-24,24.23,59.560001,90.330002,45.529999
2017-02-27,24.57,60.02,90.43,45.84
2017-02-28,24.68,59.810001,90.620003,45.669998
2017-03-01,25.5,61.540001,93.599998,46.810001
