curr_date,GOOGL,AAPL,ACN,XLV,IAI,ICLR,MSFT,PPA,SONVY,PCLN,$US,AMT,GRMN,SAFM,EWO,INTC,LPX,PYPL,IXG,AMGN,ANTM,FXI,EWT,RHHBY,EZU,EBAY,UL,SH
2017-03-01,0.01398933296,0.0204393597912,0.0128163265306,0.0100013337779,0.0310582630368,0.00441687970933,0.0150047202251,0.0149186250037,0.00267379679144,0.00524905255042,0.0,-0.00827602571412,0.0141445259805,0.00620787030505,0.0201149425287,-0.00745859095418,0.0152672179813,0.0102380952381,0.0220794203671,0.00968677284137,0.0130444964731,0.0104711253803,0.00524859540749,0.00427347140039,0.0152499576391,0.0109143946363,0.0016849410278,-0.0141822869517
2017-03-02,-0.00805371928801,-0.00593737779213,0.00225677440155,-0.0031687088241,-0.0167348087902,-0.00499165682186,-0.0143209111697,-0.0100222935402,-0.00266666666667,0.000686565136296,0.0,0.00852074871823,-0.0118456056553,-0.00951580077954,-0.00450704225352,-0.000556637907042,-0.00918972392691,0.00801319820881,-0.0116072547414,-0.000953758949906,-0.00598909980242,-0.0215025399742,-0.0187346431593,0.0612110985666,-0.00584141847451,-0.0105048147067,-0.00588734218067,0.00616556059408
2017-03-03,-0.000905994024526,0.00590092083113,-0.00570968244004,0.00397354966887,0.00434947041699,-0.00298614425482,0.00374938279177,-0.00292465685209,0.00649350649351,0.000420891160539,0.0,0.00749063683461,-0.00386699528486,-0.00348397378079,0.0096208262592,-0.000278418267892,-0.00126467121689,0.00607900397475,0.00848150369464,0.0119615315116,0.000180749531959,0.00264757744241,0.00187784031681,0.0,0.0139899264695,-0.00501321144205,0.00740274973356,-0.000291858768602
2017-03-06,-0.00213171546116,-0.00314782517633,-0.0032352070789,-0.00382587056098,-0.00395403871297,-0.014735868998,0.000311237354086,-0.00338452166065,0.00037954459203,-0.00281829005109,0.0,-0.00829946413589,0.00465834627329,-0.0197054774839,-0.00504484304933,-0.00919225575531,-0.010130856474,-0.00371833613103,-0.00582243228781,-0.00410649285416,-0.000963879518072,-0.00079215740143,0.00187447684314,-0.00339287497797,-0.00358722386384,-0.00296392987766,-0.000839827821964,0.00233514316025
2017-03-07,0.00457941849518,0.0012918616705,0.00730283199128,-0.00701892445984,-0.00472589774193,-0.00206709635377,0.00202279455529,0.000226443297552,-0.0106221923133,0.00361227835978,0.0,-8.71937938035e-05,-0.00482998473068,-0.00983460509926,0.00112676056338,0.0064660950239,-0.00255872057319,0.000466526719536,-0.00292825763904,-0.0115903372276,0.00102507841353,0.00317122093023,0.00592447770502,-0.00588059406126,-0.00581553570159,-0.00505344842608,0.00252151712545,0.00320329062318
2017-03-08,0.00292544314138,-0.00372709278305,0.0025777348363,0.00400101344354,-0.000759753057559,-0.00926041184355,0.00916142828691,-0.00271613852422,-0.00651840490798,0.00404848321176,0.0,-0.0127288495047,0.00931865693336,-0.00971403591855,-0.00112549240293,-0.00502793310134,0.0123985041641,-0.00233149923832,0.0,0.00225501177543,-0.00216855015266,-0.00131714966589,-0.002789832783,-0.00684928414848,-0.00278559873061,-0.00448165507972,-0.00314395311557,0.00261248178193
2017-03-09,0.0049201208076,-0.00230220863309,-0.01028442078,0.00544637361114,0.00418173343125,-0.0116836431357,-0.0040005386675,0.000226940530483,0.0162099575453,0.00340125497365,0.0,-0.00211937481666,0.00230811685678,0.0188471171989,0.0056338028169,0.00561485136482,-0.00211152871622,0.00303802283155,0.00391577738757,0.00641241425589,0.00319951113309,-0.0116064099182,-0.0121230035513,-0.00125388714734,0.0122905869355,-0.00420168067227,0.0222875941487,-0.00115810650961
2017-03-10,0.00416155213984,0.00331703218358,0.00608865075499,0.00383143073507,0.00113566151294,0.00398206814358,0.00308971096448,-0.00158838211936,0.00113942271174,0.00275516792924,0.0,0.00513276106195,0.00767601213441,0.0161185414081,0.0151261064426,0.00251256281407,0.00761743578576,0.00163103455876,0.00471316438669,0.0140845295561,0.00138410765248,0.00480386963427,0.00755188774223,0.00564971733679,0.0113134651593,-0.00150690174804,0.0106951873858,-0.00376814492754
2017-03-13,0.00368006419633,0.000431205982688,0.00088760590656,-0.000789747270739,0.00397048598923,-0.00880018591968,-0.00338827968582,0.00477270454545,0.00720781459758,0.00734221376404,0.0,0.00598696943147,-0.0125690349484,-0.00330029809433,0.0022074502093,-0.0208855472013,0.00419995817723,-0.00930453550572,0.000647055968942,-0.00214946536431,0.00498768691815,0.0162017521274,0.00905687070581,0.0112359859165,0.00136422912064,-0.00965891911685,-0.00732600747509,-0.000872825163597
2017-03-14,0.00153826826187,-0.0015085632509,-0.00104802482225,-0.00368807965459,-0.0030131639553,-0.00750278845188,-0.00463599141765,-0.00452388610097,-0.00225984942598,0.00106388078077,0.0,-0.00210051632942,-0.00829315364679,-0.000747703458202,-0.0143171806167,0.000568828213879,-0.0117106231702,-0.0115050950927,-0.00387976068736,-0.00513674666992,-0.0123176987468,-0.00313640894597,-0.00278551523412,-0.000617314776709,-0.00980929128585,0.00152392558598,0.00369003697602,0.00378570180547
2017-03-15,0.00286408758108,0.0105763144623,0.00718262425365,0.0125594528366,0.00302227055199,0.0215446508173,0.00527862100428,0.00749834162683,0.0109475651189,-0.00057660825325,0.0,0.0110507106924,0.00933496730202,0.020096172525,0.0134077653631,-0.00227407617965,0.0287769796351,0.00688838512534,0.00665368397685,0.0137686601646,0.0243371120617,0.017042527977,0.0288640897311,-0.0311920929218,0.0132085855806,0.000912903198025,0.0142974063378,-0.00841314161842
2017-03-16,0.00185398838332,0.00163744118281,-0.00560901428824,-0.00966181014032,0.0122410927398,-0.0115935246277,-0.00169885714286,-0.00338297248534,0.00896187419859,0.00339370358707,0.0,-0.0016481870372,0.0088631788492,-0.0159278633553,0.0137816986649,0.00113962969457,0.016454134778,0.000235975471479,0.00467517337861,-0.0136363905705,-0.00460992324958,0.0141788859454,0.0045247961071,0.00669426182039,0.0127648288973,0.00638488921815,0.00704788562223,0.0020479812756
2017-03-17,0.00272413218391,-0.00497545660707,0.00902500417446,-0.0090968229162,-0.0119069581395,-0.00486647123617,0.00355823025307,0.00950445823726,0.00148034789045,-0.000760986603693,0.0,0.00799379643735,0.0,0.00862524721008,-0.00435019055738,0.00369951632611,-0.000404613533169,0.0160377350926,-0.00754175224647,-0.0638498691697,-0.000890594951794,-0.00508390950686,-0.000300240249256,0.00443315389487,-0.00107270042712,0.0181269799472,-0.00179964014396,0.0017518540146
