Date,BAC,C,JPM,MS
2017-03-31,23.393116,59.385731,86.355591,42.421059
2017-04-03,23.393116,59.246746,86.041008,42.292332
2017-04-04,23.24437,59.246746,86.327744,42.094284
2017-04-05,22.976622,59.157402,85.220352,41.331818
2017-04-06,23.065872,59.455219,85.507088,41.678394
2017-04-07,22.966705,58.998562,85.210464,41.539764
2017-04-10,22.827875,58.849648,84.913834,41.500153
2017-04-11,22.728708,58.601467,84.765526,41.173382
2017-04-12,22.460962,58.085236,84.439232,40.668369
2017-04-13,22.153549,57.618652,83.450485,40.292084
2017-04-17,22.619625,58.561756,84.894058,41.084263
2017-04-18,22.52046,57.995892,84.201935,40.806999
2017-04-19,22.550209,57.310902,83.509811,41.628883
2017-04-20,22.877457,57.985966,84.587555,42.084385
2017-04-21,22.52046,57.300976,83.56913,41.391228
2017-04-24,23.432783,59.008484,86.51561,43.134018
2017-04-25,23.779861,59.772896,87.267067,43.837074
2017-04-26,23.690613,59.663696,87.43515,43.936096
2017-04-27,23.452614,59.116234,86.624374,43.309433
2017-04-28,23.145205,58.847477,86.021233,43.140331
2017-05-01,23.412951,59.185909,86.080559,43.508377
2017-05-02,23.333618,59.434757,85.526855,43.120438
2017-05-03,23.571615,59.962318,86.021233,43.249752
2017-05-04,23.650948,59.932453,86.12011,43.050808
2017-05-05,23.541864,59.962318,86.021233,42.851871
2017-05-08,23.760027,60.221115,86.12011,42.792187
2017-05-09,23.779861,59.952362,85.774048,42.603195
2017-05-10,23.948442,60.091713,86.446404,42.871761
2017-05-11,23.86911,60.420197,86.179436,42.642979
2017-05-12,23.799696,60.78849,85.942131,42.503723
2017-05-15,23.859194,61.136875,86.357407,43.200016
2017-05-16,23.789778,62.201946,86.624374,43.15028
2017-05-17,22.38163,59.703514,83.321938,40.753044
2017-05-18,22.550209,59.803055,83.015434,41.091244
2017-05-19,22.857622,60.818348,83.82621,41.578648
2017-05-22,22.847708,60.778538,83.747108,41.439388
2017-05-23,23.194786,61.425537,84.795189,42.195362
2017-05-24,23.165037,61.98296,84.74575,42.404255
2017-05-25,23.055954,61.664433,84.389793,42.404255
2017-05-26,23.046038,61.783878,84.399689,42.61314
2017-05-30,22.718792,61.355862,82.956116,42.056103
2017-05-31,22.295954,60.260933,81.2258,41.518967
2017-06-01,22.514833,60.798443,82.125557,42.384357
2017-06-02,22.335752,60.828304,81.710281,42.294834
2017-06-05,22.295954,60.967659,81.858604,42.662876
2017-06-06,22.116871,60.728764,82.026688,42.712608
2017-06-07,22.484987,61.594757,82.966003,43.050808
2017-06-08,22.853104,62.918625,83.994293,43.866467
2017-06-09,23.549541,64.152908,85.981689,44.672176
2017-06-12,23.658983,64.023506,86.001457,44.612495
2017-06-13,23.649035,64.391808,86.288193,44.910908
2017-06-14,23.639084,64.421661,86.110214,44.672176
2017-06-15,23.420204,63.80452,85.596069,44.453342
2017-06-16,23.310764,63.59549,85.210464,44.244453
2017-06-19,23.788321,64.18277,87.079201,45.47789
2017-06-20,23.370459,63.615398,86.535378,45.259052
2017-06-21,23.012289,63.535767,86.139885,44.672176
2017-06-22,22.813309,63.326733,86.041008,44.373768
2017-06-23,22.703867,63.117702,85.882805,43.458637
2017-06-26,22.773512,63.485996,86.258537,43.766998
2017-06-27,23.151579,63.933926,87.059425,43.985832
2017-06-28,23.758472,64.879547,88.809509,44.085304
2017-06-29,24.196234,66.671249,90.124542,44.513027
2017-06-30,24.136539,66.571701,90.371735,44.324032
2017-07-03,24.554403,67.945351,92.210983,45.368473
2017-07-05,24.79318,68.134468,93.135574,45.915558
2017-07-06,24.584249,67.318245,92.837318,45.885719
2017-07-07,24.703638,67.596962,93.304588,45.806141
2017-07-10,24.763332,67.338158,92.64843,45.74646
2017-07-11,24.47481,66.511986,92.29052,45.239159
2017-07-12,24.226082,66.611519,91.972382,44.721912
2017-07-13,24.494709,66.71106,92.558945,45.27895
2017-07-14,24.086794,66.412445,91.71389,44.960644
2017-07-17,23.897762,66.521942,90.858887,45.089954
2017-07-18,23.778372,66.581657,90.540749,44.900959
2017-07-19,23.937557,66.392532,90.669991,46.373123
2017-07-20,23.818169,66.054108,90.669991,46.263702
2017-07-21,23.678881,65.695763,90.361794,46.343281
2017-07-24,23.788321,65.795303,90.749527,46.462646
2017-07-25,24.355419,67.716408,92.260696,47.35788
2017-07-26,24.086794,67.666641,91.395744,46.959999
2017-07-27,23.987305,67.288383,91.01796,47.09
2017-07-28,23.907711,67.119171,90.749527,46.66
2017-07-31,23.997253,68.134468,91.266502,46.900002
2017-08-01,24.325573,69.279167,92.489357,47.209999
2017-08-02,24.464861,69.099998,92.568893,47.330002
2017-08-03,24.245981,68.129997,91.962433,47.259998
2017-08-04,24.842926,68.980003,93.1157,48.080002
2017-08-07,24.832977,69.040001,93.473595,48.310001
2017-08-08,24.773283,68.879997,93.135574,47.93
2017-08-09,24.614098,68.43,92.98645,47.650002
2017-08-10,23.997253,67.220001,91.654236,46.299999
2017-08-11,23.738577,66.800003,90.88871,45.650002
2017-08-14,24.295725,67.889999,91.952492,46.509998
2017-08-15,24.34547,67.970001,92.191101,46.43
2017-08-16,24.066896,67.709999,91.554817,46.009998
2017-08-17,23.519695,66.599998,90.123184,45.09
2017-08-18,23.499798,66.580002,90.212662,45.389999
2017-08-21,23.261017,65.949997,90.103302,44.68
2017-08-22,23.708729,66.849998,91.027893,45.57
2017-08-23,23.639084,67.230003,91.13726,45.799999
2017-08-24,23.718678,67.690002,90.988129,46.0
2017-08-25,23.649035,67.849998,91.35598,45.939999
2017-08-28,23.599287,67.809998,91.067665,45.48
2017-08-29,23.460001,67.480003,90.570572,45.349998
2017-08-30,23.870001,68.010002,90.77935,45.66
2017-08-31,23.889999,68.029999,90.361794,45.5
2017-09-01,24.09,68.580002,91.167084,46.189999
2017-09-05,23.309999,67.160004,88.989815,44.889999
2017-09-06,23.41,67.32,89.586327,45.07
2017-09-07,22.969999,66.059998,88.015503,44.07
2017-09-08,22.889999,66.169998,87.906143,44.009998
2017-09-11,23.360001,67.709999,89.268188,45.16
2017-09-12,23.950001,68.790001,90.361794,45.75
2017-09-13,24.33,69.389999,90.620285,46.220001
2017-09-14,24.24,69.239998,90.44133,46.419998
2017-09-15,24.379999,69.040001,91.087555,46.599998
2017-09-18,24.700001,70.599998,92.37999,47.32
2017-09-19,24.860001,71.150002,93.394066,47.669998
2017-09-20,25.059999,71.459999,94.050232,47.889999
2017-09-21,25.16,71.760002,94.47773,48.259998
2017-09-22,25.02,71.400002,94.278893,48.220001
2017-09-25,24.76,70.839996,93.573021,47.740002
2017-09-26,24.809999,70.940002,93.155457,47.459999
2017-09-27,25.41,72.279999,94.626862,48.07
2017-09-28,25.450001,72.650002,94.825699,48.150002
2017-09-29,25.34,72.739998,94.954941,48.169998
2017-10-02,25.620001,73.800003,96.277206,48.919998
2017-10-03,25.860001,74.129997,96.784248,49.279999
2017-10-04,25.709999,74.059998,95.800003,49.009998
2017-10-05,26.129999,75.720001,97.089996,49.630001
