,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26427271017e-05,2.09331888896e-05,2.76763200351e-05,2.21356064926e-05,2.95378351968e-05,1.55161729782e-05,1.53558312512e-05,3.50331089098e-05,3.78833813458e-05,2.91767389397e-05,2.90553602019e-05,1.59343155395e-05,1.4287443806e-05,1.16275965719e-05,1.29187547344e-05,3.83525122269e-05,2.87633880458e-05,2.77521140402e-05,4.50967716261e-05
HSBC,2.09331888896e-05,8.48063081463e-05,8.51475755469e-06,1.1012403105e-05,2.77754023929e-05,5.28953829299e-06,6.78001112538e-06,-9.46410852323e-06,4.1152327809e-05,1.24460163312e-05,2.60527856652e-05,1.48056492594e-05,2.15166029162e-05,-2.74591639523e-07,1.08042420398e-05,5.51641818834e-05,2.28248458244e-05,1.61862185664e-05,2.65517032867e-05
GOOGL,2.76763200351e-05,8.51475755469e-06,9.8294133523e-05,2.64621291755e-05,2.58057852511e-05,2.33841476168e-05,1.93609933068e-05,6.38445317684e-05,2.46024119892e-05,7.17324278831e-05,3.70194837025e-05,-2.76285448255e-07,2.91288452839e-06,8.56444872498e-06,1.63214052806e-05,1.66543618755e-05,4.8335909222e-05,5.6740719051e-05,9.40729599183e-05
INTC,2.21356064926e-05,1.1012403105e-05,2.64621291755e-05,8.13927234745e-05,1.8972020554e-05,2.43347111522e-05,2.19348368374e-05,5.17679614296e-05,2.55091302197e-05,3.96608973579e-05,3.07478021962e-05,1.75977997098e-05,2.14705220342e-05,1.33914752488e-05,9.18223145747e-06,2.21800979464e-05,2.49055079176e-05,3.50700438243e-05,5.45044488755e-05
LPX,2.95378351968e-05,2.77754023929e-05,2.58057852511e-05,1.8972020554e-05,0.000186129137454,8.88609301066e-06,1.23762454757e-05,3.96926527666e-05,7.30401380698e-05,3.27333050314e-05,3.82551181745e-05,1.06332159292e-05,1.23038451501e-05,1.73333962307e-05,1.78655697873e-05,7.70646877112e-05,6.74814079944e-05,3.12568724988e-05,8.17487941301e-05
RTN,1.55161729782e-05,5.28953829299e-06,2.33841476168e-05,2.43347111522e-05,8.88609301066e-06,5.60519240723e-05,3.87034285688e-05,2.58370608188e-05,3.56974996042e-06,1.95513803116e-05,2.96879361746e-05,8.67581865409e-06,4.72560997638e-06,7.68261788069e-06,1.26786218457e-05,1.71351232623e-05,1.74284221472e-05,1.98879139712e-05,2.72746352286e-05
LMT,1.53558312512e-05,6.78001112538e-06,1.93609933068e-05,2.19348368374e-05,1.23762454757e-05,3.87034285688e-05,4.75463927987e-05,2.80143251441e-05,3.09452970017e-06,1.55598825401e-05,2.5333550278e-05,9.5887773517e-06,3.47334325724e-06,4.66652188407e-06,1.13673573991e-05,1.89718916951e-05,2.01037864265e-05,1.90307260577e-05,2.8912355526e-05
MASI,3.50331089098e-05,-9.46410852323e-06,6.38445317684e-05,5.17679614296e-05,3.96926527666e-05,2.58370608188e-05,2.80143251441e-05,0.000392411622498,6.48853344001e-05,7.94023877659e-05,4.22029238025e-05,1.31412621268e-05,1.7602683021e-05,1.35492934547e-05,9.36877015243e-06,3.198355333e-05,4.38001624054e-05,6.4123654751e-05,0.00011236525572
THO,3.78833813458e-05,4.1152327809e-05,2.46024119892e-05,2.55091302197e-05,7.30401380698e-05,3.56974996042e-06,3.09452970017e-06,6.48853344001e-05,0.000343024787621,4.14298289719e-05,3.78361032004e-05,2.94819300949e-05,3.20614527487e-05,2.58226322312e-05,1.09491111009e-05,9.7355833224e-05,5.57562168966e-05,5.57535468609e-05,9.90628526953e-05
FB,2.91767389397e-05,1.24460163312e-05,7.17324278831e-05,3.96608973579e-05,3.27333050314e-05,1.95513803116e-05,1.55598825401e-05,7.94023877659e-05,4.14298289719e-05,9.5836545095e-05,2.97796802897e-05,1.61716244695e-05,6.91990997683e-06,1.52921948049e-05,1.31465252507e-05,3.18045205922e-05,4.05043694662e-05,5.38123899334e-05,9.70778557702e-05
AOS,2.90553602019e-05,2.60527856652e-05,3.70194837025e-05,3.07478021962e-05,3.82551181745e-05,2.96879361746e-05,2.5333550278e-05,4.22029238025e-05,3.78361032004e-05,2.97796802897e-05,9.0201135326e-05,3.87017064368e-06,1.35636501132e-05,7.62390802478e-06,1.8121596851e-05,2.77518053701e-05,3.34073770563e-05,3.9524485696e-05,6.12078237504e-05
T,1.59343155395e-05,1.48056492594e-05,-2.76285448255e-07,1.75977997098e-05,1.06332159292e-05,8.67581865409e-06,9.5887773517e-06,1.31412621268e-05,2.94819300949e-05,1.61716244695e-05,3.87017064368e-06,9.25317499996e-05,1.73134024026e-05,2.04846176709e-05,7.01753736477e-06,3.56343649935e-05,9.37170765094e-06,5.68818930635e-06,1.84234446337e-05
