,agg,portfolioreturn,portfoliostandarddeviation,shy,spy,returnoverrisk
27,0.11,0.0354699781173,0.00208066460383,0.45,0.44,17.0474270827
28,0.16,0.032559022223,0.00212200188591,0.46,0.38,15.3435406629
29,0.11,0.0438874578291,0.00147845060033,0.32,0.57,29.6847644549
30,0.65,0.0395145689366,0.00129905496714,0.01,0.34,30.4179345263
31,0.14,0.0567743490222,0.000696629404193,0.1,0.76,81.4986399948
32,0.75,0.0239801805576,0.00139184290868,0.18,0.07,17.2290855585
33,0.27,0.021751929868,0.00253603331125,0.55,0.18,8.57714674783
34,0.73,0.0281230557364,0.00132523626188,0.13,0.14,21.2211637617
35,0.14,0.0243994270539,0.00279318877295,0.6,0.26,8.73533049043
36,0.67,0.0379616875153,0.00130860472718,0.02,0.31,29.0092850247
37,0.17,0.0275738416565,0.00245234197022,0.53,0.3,11.2438811517
38,0.14,0.033464405205,0.00212416162243,0.46,0.4,15.7541708934
39,0.18,0.0446036080284,0.00122667407298,0.26,0.56,36.3614174385
40,0.03,0.04427149756,0.00171467890275,0.37,0.6,25.819118372
41,0.2,0.0275107640623,0.00235371380292,0.51,0.29,11.6882367041
42,0.37,0.0172250149582,0.00253134105322,0.55,0.08,6.80469940482
43,0.13,0.00866465756072,0.0040124533561,0.85,0.02,2.15944131725
44,0.15,0.0608541466067,0.0006763674919,0.03,0.82,89.9720157097
45,0.21,0.0561955023428,0.000726375705994,0.06,0.73,77.3642371008
46,0.05,0.0284736504727,0.00281347794156,0.6,0.35,10.1204456065
47,0.51,0.0341972779017,0.00117912412854,0.19,0.3,29.002271325
48,0.03,0.0585164632261,0.000768768360479,0.15,0.82,76.1171586063
49,0.06,0.0662233669043,0.000608940172684,0.01,0.93,108.751844393
50,0.18,0.0303586423624,0.00221417271763,0.48,0.34,13.7110543006
51,0.13,0.0242046201055,0.0028434956018,0.61,0.26,8.51227625959
52,0.03,0.0429765006813,0.0018088362458,0.39,0.58,23.7591991984
53,0.5,0.0152250162117,0.00226801847399,0.49,0.01,6.71291543095
54,0.15,0.0479041778194,0.00109921803433,0.23,0.62,43.5802327868
55,0.44,0.0360711214598,0.00117364844275,0.21,0.35,30.734179117
56,0.45,0.0272009502571,0.00162527374186,0.34,0.21,16.7362269854
57,0.09,0.0454403392504,0.00143358543488,0.31,0.6,31.6969872494
58,0.37,0.0275849899881,0.00181119288463,0.39,0.24,15.2302884039
59,0.11,0.0380599718748,0.00189235746391,0.41,0.48,20.1124642678
60,0.36,0.013792715813,0.00281226776752,0.61,0.03,4.90448170417
61,0.3,0.0469412914091,0.000898117901126,0.14,0.56,52.266290818
62,0.22,0.052505318655,0.000777447942107,0.11,0.67,67.5354783405
63,0.44,0.0237686511119,0.00186795570013,0.4,0.16,12.7244190588
64,0.06,0.0493884074808,0.00125557775949,0.27,0.67,39.3352041382
65,0.07,0.0327482550056,0.00242186697779,0.52,0.41,13.5219049213
66,0.13,0.0539895483163,0.000809024973802,0.15,0.72,66.7340935875
67,0.25,0.0459672566671,0.000994896375568,0.19,0.56,46.2030597316
68,0.42,0.0227315387757,0.00199290391982,0.43,0.15,11.4062391817
69,0.43,0.0294013301178,0.0015400066053,0.32,0.25,19.0916909166
70,0.35,0.0524478152266,0.000913125454548,0.02,0.63,57.4376882885
71,0.12,0.0194773240815,0.00323375157877,0.69,0.19,6.02313554617
72,0.47,0.0282380625932,0.00151854136863,0.31,0.22,18.595517499
73,0.92,0.0247019049228,0.00158969059478,0.05,0.03,15.5388130268
74,0.25,0.0550322348182,0.000770694648127,0.05,0.7,71.4060165747
75,0.45,0.0226684611815,0.00191255159185,0.41,0.14,11.8524704265
76,0.01,0.0302844164366,0.00282410446446,0.6,0.39,10.7235468155
77,0.31,0.0348336280095,0.00150292666848,0.32,0.37,23.1771973578
78,0.47,0.0424830282593,0.00101346870233,0.09,0.44,41.9184412521
79,0.07,0.0327482550056,0.00242186697779,0.52,0.41,13.5219049213
80,0.21,0.0419505366767,0.00131516219528,0.28,0.51,31.8976144747
81,0.16,0.011191573724,0.00371119543691,0.79,0.05,3.01562499583
82,0.46,0.0364607353566,0.00113773072699,0.19,0.35,32.046893427
83,0.21,0.0102231131478,0.00360202134448,0.77,0.02,2.83816006906
84,0.33,0.0287482575126,0.00184880732176,0.4,0.27,15.5496233568
85,0.57,0.0411936055463,0.00115690383204,0.04,0.39,35.6067673091
86,0.68,0.0349190022668,0.00127541216452,0.06,0.26,27.3786021792
87,0.3,0.0372288148186,0.00137842362369,0.29,0.41,27.0082536158
88,0.46,0.0345182400385,0.00121552860354,0.22,0.32,28.3977192623
89,0.26,0.0319170979495,0.00184267604546,0.4,0.34,17.3210576151
90,0.06,0.0241359683455,0.00310288027027,0.66,0.28,7.77856902078
91,0.35,0.02849037297,0.00180787438158,0.39,0.26,15.7590445776
92,0.58,0.0271434468287,0.00138525741348,0.25,0.17,19.5945147555
93,0.49,0.0228001905357,0.00179841792992,0.38,0.13,12.6779154925
94,0.43,0.0229263457241,0.00195130377844,0.42,0.15,11.7492447754
95,0.48,0.0394403430108,0.00105059456055,0.13,0.39,37.540973932
96,0.48,0.0452678289651,0.00104607069545,0.04,0.48,43.274158393
97,0.13,0.033917096696,0.00212536757657,0.46,0.41,15.958226271
98,0.35,0.0297853698488,0.0017217495955,0.37,0.28,17.2994783484
99,0.08,0.0174030994093,0.00353689961613,0.75,0.17,4.92043916935
100,0.39,0.0182621272944,0.0023932079838,0.52,0.09,7.63081496384
101,0.32,0.0194884724131,0.00253280100033,0.55,0.13,7.69443490057
102,0.43,0.0145088660124,0.00253193269169,0.55,0.02,5.7303521772
103,0.15,0.0239467355629,0.00279124743698,0.6,0.25,8.5792234847
104,0.29,0.0344440141127,0.00158270677276,0.34,0.37,21.7627261761
105,0.2,0.0495257110007,0.000905910365029,0.17,0.63,54.6695489009
106,0.37,0.0340599743817,0.00140220312359,0.29,0.34,24.2903284187
107,0.07,0.0567056972622,0.000782365590652,0.15,0.78,72.4797945356
108,0.16,0.0539264707221,0.00077235075831,0.13,0.71,69.8212180695
109,0.55,0.0343290072559,0.0011603865417,0.16,0.29,29.5841135881
110,0.74,0.0263753673667,0.0013493496627,0.15,0.11,19.5467254306
111,0.39,0.0169671304156,0.00248509983103,0.54,0.07,6.8275447947
112,0.07,0.0469932206717,0.00138893701783,0.3,0.63,33.8339464414
113,0.09,0.0473828345685,0.00130035716426,0.28,0.63,36.4383231552
114,0.46,0.0332232431598,0.0012744367205,0.24,0.3,26.0689625662
115,0.72,0.0266332519093,0.00133656456276,0.16,0.12,19.9266482528
116,0.54,0.0237742252777,0.00162394600803,0.33,0.13,14.6397879979
117,0.27,0.0126869517169,0.00320357780756,0.69,0.04,3.96024460119
118,0.55,0.0278540228622,0.00139367307266,0.26,0.19,19.986052259
119,0.21,0.0128131069053,0.00340783276511,0.73,0.06,3.75989897053
120,0.5,0.0314124771959,0.0013005812087,0.24,0.26,24.1526457447
121,0.17,0.0482937917162,0.00102849032888,0.21,0.62,46.9559998378
122,0.46,0.0448782150684,0.00100664183176,0.06,0.48,44.5821082063
123,0.15,0.0368967043502,0.00184268584463,0.4,0.45,20.0233286958
124,0.1,0.0339801742902,0.00222464927436,0.48,0.42,15.2743961405
125,0.01,0.032874410194,0.00262955048736,0.56,0.43,12.501912533
126,0.37,0.0165775165189,0.00257779116679,0.56,0.07,6.43089973014
127,0.13,0.0507520561195,0.000978459946783,0.2,0.67,51.8693241214
128,0.45,0.0356184299688,0.00118081524316,0.21,0.34,30.1642701306
129,0.06,0.0118334979976,0.00403289098462,0.85,0.09,2.93424693172
130,0.5,0.0346499693927,0.00117065535334,0.19,0.31,29.5987792596
131,0.79,0.0221694145937,0.0014341137264,0.18,0.03,15.4586168347
132,0.07,0.0482882175504,0.00129981141775,0.28,0.65,37.1501718565
133,0.46,0.0202732743725,0.00204317377524,0.44,0.1,9.92244253431
134,0.4,0.0391768843025,0.00109142836968,0.19,0.41,35.8950576975
135,0.18,0.0510785924221,0.000865053433448,0.16,0.66,59.0467483823
136,0.35,0.0265478776519,0.00193941540638,0.42,0.23,13.6885978963
137,0.28,0.0439616837548,0.00104285088651,0.2,0.52,42.1552921167
138,0.07,0.0282157659301,0.00276003992833,0.59,0.34,10.2229557045
139,0.11,0.0451824547078,0.00138922659169,0.3,0.59,32.52345944
140,0.13,0.0131971466363,0.0036700428837,0.78,0.09,3.59591074396
141,0.32,0.0525108928208,0.000855641542086,0.04,0.64,61.3702002976
142,0.14,0.0308744114475,0.00231376533321,0.5,0.36,13.3437955027
143,0.05,0.0427186161387,0.00175880791137,0.38,0.57,24.2883920765
144,0.07,0.0120283049459,0.00398076194812,0.84,0.09,3.02160870274
145,0.27,0.055421848715,0.000807646151271,0.03,0.7,68.6214484249
146,0.46,0.0254532618874,0.00170821366171,0.36,0.18,14.9005141792
147,0.5,0.0430674491044,0.00105446626652,0.06,0.44,40.8428894048
148,0.17,0.0340488260502,0.00198075312105,0.43,0.4,17.1898383945
149,0.54,0.0257167205958,0.00151723484034,0.3,0.16,16.9497298059
150,0.18,0.0601435705732,0.000718888562386,0.02,0.8,83.6618826895
151,0.1,0.0501676352743,0.00108894022952,0.23,0.67,46.0701459219
152,0.58,0.0368559234192,0.00114162527159,0.1,0.32,32.2837312174
153,0.36,0.0189727033279,0.00243879385222,0.53,0.11,7.77954369153
154,0.6,0.0268855622861,0.00137294998749,0.24,0.16,19.5823318629
155,0.39,0.0214996194912,0.00216632093694,0.47,0.14,9.92448492954
156,0.1,0.0488726383956,0.00117199381782,0.25,0.65,41.7004233748
157,0.22,0.0486203280188,0.000917055703736,0.17,0.61,53.0178568441
158,0.13,0.0112546513182,0.00381668030592,0.81,0.06,2.94880640139
159,0.09,0.0467353361291,0.00134440180487,0.29,0.62,34.7629227809
160,0.47,0.0347130469869,0.00119547122983,0.21,0.32,29.0371245419
161,0.04,0.0451138029478,0.00161991155899,0.35,0.61,27.8495469073
162,0.02,0.0583216562777,0.000801328259357,0.16,0.82,72.7812299101
163,0.35,0.0394978464393,0.00114564121864,0.22,0.43,34.4766282817
164,0.05,0.021998666079,0.00330085569048,0.7,0.25,6.66453433347
165,0.23,0.0494626334065,0.000868332137054,0.15,0.62,56.9628040883
166,0.56,0.0371138079617,0.00112180832568,0.11,0.33,33.0839120304
167,0.46,0.0299857509629,0.0014412080402,0.29,0.25,20.8059836793
168,0.21,0.0542530070247,0.000742402975496,0.09,0.7,73.0775721749
169,0.09,0.0214828969938,0.00319252332444,0.68,0.23,6.72912765565
170,0.11,0.0639599094494,0.000658670092292,0.01,0.88,97.1046206558
171,0.02,0.0214142452339,0.00345644437383,0.73,0.25,6.19545490042
172,0.13,0.0352120935747,0.00203104597262,0.44,0.43,17.3369259235
173,0.81,0.0309765082022,0.00147303568737,0.03,0.16,21.0290276522
174,0.24,0.0256999980984,0.00235010995554,0.51,0.25,10.9356577286
175,0.52,0.0311545926533,0.00128613075088,0.23,0.25,24.2235034284
176,0.53,0.024874415208,0.00158278418167,0.32,0.15,15.715607659
177,0.32,0.0337334380792,0.00154674493664,0.33,0.35,21.8093088783
178,0.52,0.018204623866,0.00201343337591,0.43,0.05,9.04158244508
179,0.38,0.0148298281492,0.0026707154629,0.58,0.04,5.55275481614
180,0.44,0.0295961370662,0.00150575144994,0.31,0.25,19.6553933701
181,0.52,0.0156146301085,0.00218409876211,0.47,0.01,7.14923261684
182,0.68,0.0342715038275,0.00126854213385,0.07,0.25,27.0164489717
183,0.73,0.0333030432513,0.00134718997115,0.05,0.22,24.7203764611
184,0.12,0.0453772616562,0.00134571168142,0.29,0.59,33.7198987589
185,0.79,0.0267019036693,0.00139162508705,0.11,0.1,19.1875699265
186,0.36,0.0228576939641,0.0021641925794,0.47,0.17,10.5617652429
187,0.05,0.00904869729171,0.00428173277666,0.9,0.05,2.11332602096
188,0.92,0.0247019049228,0.00158969059478,0.05,0.03,15.5388130268
189,0.93,0.0268392071892,0.00165845129734,0.01,0.06,16.1832953626
190,0.36,0.0163827095705,0.00262466757375,0.57,0.07,6.24182267283
191,0.08,0.0212880900455,0.00324385758387,0.69,0.23,6.56258466812
192,0.29,0.0266740328403,0.00211621046898,0.46,0.25,12.6046219085
193,0.01,0.0671918274804,0.000543724052848,0.03,0.96,123.577073938
194,0.04,0.0250413513275,0.00310830975738,0.66,0.3,8.05625992325
195,0.81,0.0283865144448,0.00143101545773,0.07,0.12,19.8366232115
196,0.14,0.014039452024,0.00356984695548,0.76,0.1,3.93278821169
197,0.16,0.0221990471932,0.00288576290585,0.62,0.22,7.69260951695
198,0.22,0.0246628857623,0.00249357877165,0.54,0.24,9.89055811777
199,0.2,0.0190932843506,0.00297474392809,0.64,0.16,6.41846317267
200,0.36,0.0429301455845,0.000988851607784,0.16,0.48,43.4141434837
201,0.33,0.0190357809221,0.00253236707012,0.55,0.12,7.51699117665
202,0.09,0.0415553486142,0.0017078140163,0.37,0.54,24.3324789571
203,0.54,0.036724194065,0.00111348584995,0.13,0.33,32.9812849142
204,0.46,0.0351657384779,0.00118809016347,0.21,0.33,29.5985435778
205,0.11,0.0231675077693,0.00299316898972,0.64,0.25,7.74012688523
206,0.02,0.0466666843691,0.00157584554266,0.34,0.64,29.6137426581
207,0.35,0.0472678277116,0.000888177496292,0.1,0.55,53.218898147
208,0.02,0.0492566781266,0.00139148555045,0.3,0.68,35.398627108
209,0.02,0.0524941703234,0.00116757489587,0.25,0.73,44.9600025739
210,0.8,0.0320766981326,0.00147464843431,0.02,0.18,21.7520985926
211,0.04,0.056121276417,0.000879998773127,0.18,0.78,63.774266659
212,0.49,0.0247426858538,0.00167890364792,0.35,0.16,14.7374066907
213,0.18,0.0420136142709,0.00139470570354,0.3,0.52,30.1236412559
214,0.28,0.0484941728304,0.000862310383011,0.13,0.59,56.2374914947
215,0.22,0.0240153873229,0.00254103122241,0.55,0.23,9.45103984206
216,0.42,0.0382715013205,0.00110642780429,0.19,0.39,34.5901478361
217,0.48,0.0459153274045,0.00105727800989,0.03,0.49,43.4278656842
218,0.12,0.0214198193996,0.00308793236409,0.66,0.22,6.93662194443
219,0.4,0.0424143764993,0.000985683375593,0.14,0.46,43.0304269602
220,0.46,0.0280432556448,0.00155174736662,0.32,0.22,18.0720497731
221,0.03,0.0624014538623,0.000603378766976,0.09,0.88,103.420036099
222,0.8,0.0230117199815,0.00142456414058,0.16,0.04,16.1535162412
223,0.22,0.0544478139731,0.000743394030954,0.08,0.7,73.2421995684
224,0.49,0.0454626359135,0.00106956134444,0.03,0.48,42.5058704204
225,0.21,0.0283530694501,0.00225850443456,0.49,0.3,12.5539135616
226,0.14,0.0418818849168,0.00152368316353,0.33,0.53,27.4872663288
227,0.63,0.0184050049801,0.0017400536707,0.35,0.02,10.5772628109
228,0.16,0.0105440752846,0.00376000187951,0.8,0.04,2.80427393988
229,0.09,0.0169504079183,0.00353414058855,0.75,0.16,4.79618948188
230,0.21,0.0341805554044,0.00184121618023,0.4,0.39,18.5641185274
231,0.54,0.0308967081107,0.00127469723641,0.22,0.24,24.23846795
232,0.39,0.0279746038849,0.00173013064174,0.37,0.24,16.1690702482
233,0.44,0.0347761245811,0.00123126567698,0.23,0.33,28.2442085661
234,0.63,0.0332974690855,0.00120583295043,0.12,0.25,27.6136666142
235,0.3,0.0527687773634,0.000826131173582,0.05,0.65,63.8745747053
236,0.64,0.0393197619882,0.00127060194233,0.02,0.34,30.9457751309
237,0.02,0.0680341328682,0.000571708746044,0.01,0.97,119.001385476
238,0.04,0.0120913825401,0.00408825494929,0.86,0.1,2.95759014301
239,0.89,0.0286499731532,0.00160665906467,0.01,0.1,17.8320178706
240,0.17,0.0191563619448,0.00307702772423,0.66,0.17,6.22560589686
241,0.33,0.0319857497095,0.00163281704967,0.35,0.32,19.5893040901
242,0.65,0.0226796095131,0.00149246040342,0.27,0.08,15.1961214255
243,0.14,0.0250469254932,0.00274497724336,0.59,0.27,9.12463866645
244,0.75,0.0200951899214,0.00149754531382,0.24,0.01,13.4187524985
245,0.03,0.0662864444985,0.000560749423318,0.03,0.94,118.210455048
246,0.21,0.0160505991021,0.00316584943781,0.68,0.11,5.06991864819
247,0.85,0.0239857547234,0.00146452070703,0.11,0.04,16.3778870508
248,0.84,0.0283234368506,0.0014870846901,0.05,0.11,19.0462836711
249,0.3,0.0385238116973,0.00130008868745,0.27,0.43,29.6316797995
250,0.53,0.0190469292537,0.00193296408107,0.41,0.06,9.8537419501
251,0.76,0.0293549750209,0.0013582326222,0.09,0.15,21.6126269838
252,0.18,0.0329486361198,0.00202668705907,0.44,0.38,16.2573871345
253,0.33,0.048820709133,0.000860596201636,0.09,0.58,56.7289386592
254,0.13,0.0203196294693,0.00313417878549,0.67,0.2,6.48323878758
255,0.54,0.0289542127926,0.00135714537325,0.25,0.21,21.3346435564
256,0.1,0.0320376789721,0.00236802073396,0.51,0.39,13.5293067804
257,0.11,0.0134550311789,0.0037242726941,0.79,0.1,3.61279430483
258,0.13,0.0190246325906,0.00323135925769,0.69,0.18,5.88750153524
259,0.62,0.0188576964711,0.00173508376751,0.35,0.03,10.8684645803
260,0.25,0.0323697894404,0.00184218895821,0.4,0.35,17.5713730647
261,0.72,0.0356982300604,0.00137222468789,0.02,0.26,26.0148577528
262,0.6,0.0398355310734,0.00119427270077,0.04,0.36,33.3554732079
263,0.19,0.015013486766,0.00331504666237,0.71,0.1,4.52889153459
264,0.05,0.060848572441,0.000635407041627,0.1,0.85,95.763138358
265,0.25,0.0537372379395,0.000769035601425,0.07,0.68,69.8761381657
266,0.42,0.0415089935173,0.00100442940446,0.14,0.44,41.3259441959
267,0.49,0.0221526920964,0.00183920842418,0.39,0.12,12.0446882502
268,0.05,0.0563160833654,0.000845070526051,0.17,0.78,66.640690486
269,0.3,0.0365813163792,0.00141857332087,0.3,0.4,25.7873991009
270,0.05,0.0388336255025,0.00204258366447,0.44,0.51,19.0120121776
271,0.2,0.0210357796687,0.00283047258697,0.61,0.19,7.43189662585
272,0.67,0.0256592171673,0.00136254819257,0.21,0.12,18.8317868735
273,0.67,0.0211267280918,0.00153552312557,0.28,0.05,13.7586518496
274,0.5,0.0327074740746,0.0012443088046,0.22,0.28,26.2856567066
275,0.04,0.0509412889021,0.00121142041189,0.26,0.7,42.0508754865
276,0.74,0.0218428782911,0.00144703375327,0.22,0.04,15.0949335092
277,0.19,0.015013486766,0.00331504666237,0.71,0.1,4.52889153459
278,0.29,0.0551639641724,0.0008426440541,0.02,0.69,65.4653218094
279,0.15,0.0537316637737,0.000791588183738,0.14,0.71,67.8783044992
280,0.59,0.0215107678228,0.00164836507761,0.33,0.08,13.049759495
281,0.46,0.0286907540842,0.00151417131628,0.31,0.23,18.9481558498
282,0.21,0.0108706115872,0.00355342951647,0.76,0.03,3.05918874619
283,0.83,0.0287761283416,0.00147430569489,0.05,0.12,19.5184271764
284,0.41,0.0490841678413,0.000972128378452,0.03,0.56,50.4914463247
285,0.38,0.0439672579206,0.000951673644552,0.13,0.49,46.1999322691
286,0.07,0.0541157035047,0.00092463584169,0.19,0.74,58.5265042352
287,0.14,0.0548318537041,0.000759639092826,0.13,0.73,72.1814533006
288,0.42,0.02855902473,0.00161520838835,0.34,0.24,17.681325169
289,0.79,0.0254069067905,0.00139509747722,0.13,0.08,18.2115638552
290,0.81,0.0251490222479,0.00141636493959,0.12,0.07,17.7560327462
291,0.2,0.0508207078795,0.000848752514974,0.15,0.65,59.8769452613
292,0.97,0.0250284412253,0.00171035729873,0.01,0.02,14.6334577248
293,0.1,0.0216777039422,0.003141329549,0.67,0.23,6.90080540869
294,0.79,0.0254069067905,0.00139509747722,0.13,0.08,18.2115638552
295,0.52,0.025327106699,0.00157804591289,0.32,0.16,16.049664013
296,0.9,0.0256072879047,0.0015639803703,0.05,0.05,16.3731517294
297,0.14,0.0328169067656,0.00217141346089,0.47,0.39,15.1131543378
298,0.13,0.00931215600008,0.00396348464811,0.84,0.03,2.34948708696
299,0.24,0.0457724497187,0.001022212513,0.2,0.56,44.7778217707
300,0.26,0.0461620636155,0.000969985659753,0.18,0.56,47.5904598706
301,0.26,0.0519895495698,0.000789817633922,0.09,0.65,65.8247516096
302,0.17,0.0424663057619,0.00139353724426,0.3,0.53,30.4737501181
303,0.48,0.0258428757842,0.00163626647432,0.34,0.18,15.7938063205
304,0.45,0.0148984799091,0.00244164686561,0.53,0.02,6.10181599927
305,0.27,0.0185144376712,0.00277290784893,0.6,0.13,6.67690333752
306,0.43,0.0429987973445,0.000979436114179,0.11,0.46,43.9015845158
307,0.09,0.011122921964,0.00397483024417,0.84,0.07,2.79833886751
308,0.62,0.0201526933498,0.00166414152807,0.33,0.05,12.1099636118
309,0.83,0.0255386361447,0.00144161992457,0.1,0.07,17.7152352776
310,0.38,0.0167723234673,0.00253126208285,0.55,0.07,6.62607146881
311,0.5,0.0152250162117,0.00226801847399,0.49,0.01,6.71291543095
312,0.49,0.0331601655656,0.00123695849052,0.22,0.29,26.8078240457
313,0.12,0.0505572491711,0.00101359090063,0.21,0.67,49.8793439636
314,0.55,0.0278540228622,0.00139367307266,0.26,0.19,19.986052259
315,0.25,0.0381972753947,0.0014482655764,0.31,0.44,26.3744965131
316,0.06,0.0189559808306,0.00349362280058,0.74,0.2,5.42588078696
317,0.51,0.032902281023,0.00122601820061,0.21,0.28,26.8366986775
318,0.35,0.02849037297,0.00180787438158,0.39,0.26,15.7590445776
319,0.68,0.0355665007062,0.00128416454942,0.05,0.27,27.696217531
320,0.36,0.0500526284175,0.00089475548021,0.05,0.59,55.9400076608
321,0.12,0.0246573115965,0.00284560393749,0.61,0.27,8.66505393516
322,0.66,0.0306443977339,0.00125250250165,0.14,0.2,24.4665361495
323,0.15,0.0135867605331,0.00356735502017,0.76,0.09,3.80863705917
324,0.49,0.021505193657,0.00188042377166,0.4,0.11,11.4363549222
325,0.15,0.040134196547,0.00161382561691,0.35,0.5,24.8689797253
326,0.08,0.0614329932861,0.000610283478117,0.07,0.85,100.663045108
327,0.76,0.0228799906273,0.00141587649944,0.19,0.05,16.1595948773
328,0.4,0.0139244451672,0.00267028019237,0.58,0.02,5.21460077747
329,0.56,0.0325813188862,0.00120349138533,0.18,0.26,27.0723324515
330,0.32,0.0227259646099,0.00230032869753,0.5,0.18,9.8794422877
331,0.34,0.0250580738248,0.0020726121756,0.45,0.21,12.0900929368
332,0.05,0.0181136754428,0.00359444842774,0.76,0.19,5.03934770716
333,0.27,0.0249894220648,0.00230153120466,0.5,0.23,10.8577376723
334,0.05,0.0245886598365,0.00310556725034,0.66,0.29,7.91760662527
335,0.75,0.0200951899214,0.00149754531382,0.24,0.01,13.4187524985
336,0.48,0.0284328695416,0.00148666367826,0.3,0.22,19.1252870151
337,0.17,0.0327538291714,0.00207415036022,0.45,0.38,15.7914439568
338,0.36,0.0176777064492,0.00253149105274,0.55,0.09,6.98312025637
339,0.45,0.0407984174838,0.00102007499147,0.13,0.42,39.9955080018
340,0.33,0.0248632668764,0.00211731473161,0.46,0.21,11.7428299653
341,0.34,0.0470730207633,0.000887574334947,0.11,0.55,53.0355812576
342,0.88,0.0232751786898,0.00150340678562,0.1,0.02,15.4816240771
343,0.04,0.041876310751,0.00185446544138,0.4,0.56,22.5813378975
344,0.18,0.0122286860601,0.00356017180257,0.76,0.06,3.43485841084
345,0.14,0.0548318537041,0.000759639092826,0.13,0.73,72.1814533006
346,0.2,0.0391657359709,0.0015271761495,0.33,0.47,25.6458536127
347,0.09,0.0363753610993,0.00208352202611,0.45,0.46,17.4585920587
348,0.04,0.0593587686138,0.000707996076466,0.13,0.83,83.840533284
349,0.32,0.0505683975027,0.00084367556127,0.07,0.61,59.9382035276
350,0.17,0.0165663681873,0.00327083589052,0.7,0.13,5.06487293823
351,0.45,0.0433884112412,0.000990896422303,0.09,0.46,43.7870298698
352,0.21,0.0147556022234,0.00326253202132,0.7,0.09,4.52274556294
353,0.07,0.0282157659301,0.00276003992833,0.59,0.34,10.2229557045
354,0.7,0.0268911364519,0.00132671212282,0.17,0.13,20.2690063574
355,0.27,0.048299365882,0.000874151989263,0.14,0.59,55.2528238513
356,0.12,0.0421397694593,0.00156867695891,0.34,0.54,26.863255191
357,0.34,0.0490155160813,0.000866961351268,0.08,0.58,56.5371409114
358,0.52,0.0421620661225,0.00107858357704,0.06,0.42,39.0902170402
359,0.52,0.0330970879714,0.00120999581027,0.2,0.28,27.3530599778
360,0.44,0.0283011401874,0.00158251668544,0.33,0.23,17.8836283041
361,0.26,0.0273846088739,0.00216249446777,0.47,0.27,12.6634353438
362,0.89,0.0228224871989,0.00151581781047,0.1,0.01,15.0562205043
363,0.05,0.0407761208206,0.00190016118878,0.41,0.54,21.4592956962
364,0.31,0.0115236841923,0.00314973430273,0.68,0.01,3.65862104063
365,0.01,0.00891696793752,0.00444252133765,0.93,0.06,2.0071862935
366,0.12,0.0550897382467,0.000774803841482,0.14,0.74,71.1015295708
367,0.16,0.0500414800859,0.000952796009233,0.19,0.65,52.5206650752
368,0.09,0.0324903704631,0.00236986402493,0.51,0.4,13.7098036517
369,0.14,0.0457668755529,0.00126149822009,0.27,0.59,36.2797781434
370,0.02,0.0492566781266,0.00139148555045,0.3,0.68,35.398627108
371,0.44,0.0380136167779,0.00109842800896,0.18,0.38,34.6072901162
372,0.11,0.00762754522457,0.00416519309328,0.88,0.01,1.83125849241
373,0.11,0.0600749188132,0.0006352444387,0.07,0.82,94.569767405
374,0.14,0.0218094332964,0.00298649810074,0.64,0.22,7.302677772
375,0.17,0.0340488260502,0.00198075312105,0.43,0.4,17.1898383945
376,0.81,0.0245015238086,0.00141863405854,0.13,0.06,17.2712079349
377,0.56,0.0390563032798,0.00111845091132,0.08,0.36,34.9199977259
