,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_price,end_price,stdev,stdev_np,mean_np
0,A,2017-03-02,2017-09-29,0.434385767395,0.233089868695,0.312757752524,51.380001,64.169998,0.0103424550129,0.0103424550129,0.00146934416324
1,AAL,2017-03-02,2017-09-29,0.0183509663117,0.0106179655978,0.0324812103718,45.720001,47.59,0.0186555835821,0.0186555835821,0.00024427195677
2,AAP,2017-03-02,2017-09-29,-0.546222639897,-0.368043123413,-1.00504965741,157.360001,99.014999,0.0252010234232,0.0252010234232,-0.00275515089215
3,AAPL,2017-03-02,2017-09-29,0.177681018684,0.09964953643,0.300280921575,138.960007,153.720001,0.0111500045918,0.0111500045918,0.000703790877037
4,ABBV,2017-03-02,2017-09-29,0.816284910599,0.414292506309,0.106117038378,63.25,88.860001,0.0111947100448,0.0111947100448,0.00240622764615
5,ABC,2017-03-02,2017-09-29,-0.174650152128,-0.105497155844,-0.0646205562874,91.940002,82.5,0.0151662362975,0.0151662362975,-0.000635839115411
6,ABT,2017-03-02,2017-09-29,0.31290194302,0.171309541566,0.475610953391,45.689999,53.400002,0.00877062845166,0.00877062845166,0.00110701689763
7,ACN,2017-03-02,2017-09-29,0.161772191028,0.0909970258725,0.143977250015,124.349998,135.360001,0.00896120518418,0.00896120518418,0.00062885152759
8,ADBE,2017-03-02,2017-09-29,0.434346340866,0.233070182519,0.642832584482,119.900002,148.399994,0.010318997486,0.010318997486,0.0014697091468
9,ADI,2017-03-02,2017-09-29,0.0525698996159,0.030205335955,0.0551983945967,83.650002,86.290001,0.0138160362981,0.0138160362981,0.000296051183443
10,ADM,2017-03-02,2017-09-29,-0.139445180972,-0.0835303841553,-0.235662355842,45.48,42.625,0.0120564395609,0.0120564395609,-0.000515496936683
11,ADP,2017-03-02,2017-09-29,0.0778141770458,0.0444848468811,0.0684764758003,104.07,109.18,0.0138992488808,0.0138992488808,0.00038964282838
12,ADS,2017-03-02,2017-09-29,-0.173346049103,-0.104676514512,-0.128276076336,243.940002,221.699997,0.0161642036375,0.0161642036375,-0.000615728616881
13,ADSK,2017-03-02,2017-09-29,0.490035519102,0.260654458563,0.886964289575,87.32,112.110001,0.0186018508059,0.0186018508059,0.00173224148183
14,AEE,2017-03-02,2017-09-29,0.101902497765,0.057980334477,0.0774458983011,55.119999,57.935001,0.0072997224432,0.0072997224432,0.000407374335329
15,AEP,2017-03-02,2017-09-29,0.110903850822,0.0629915428165,0.198517892971,66.5,70.285004,0.00648819876949,0.00648819876949,0.000433760460319
16,AES,2017-03-02,2017-09-29,-0.0428395601938,-0.0251101321586,-0.0599753842713,11.63,11.065,0.011123871506,0.011123871506,-0.000110446352509
17,AET,2017-03-02,2017-09-29,0.403859703176,0.217779218121,0.585596569605,129.509995,158.360001,0.00829742239317,0.00829742239317,0.00136634351894
18,AFL,2017-03-02,2017-09-29,0.202360864958,0.112976084695,0.226644168753,72.190002,81.224998,0.0072171342237,0.0072171342237,0.000749224871179
19,AGN,2017-03-02,2017-09-29,-0.272639120041,-0.16880753468,-0.488024024873,244.960007,203.883194,0.0107576291691,0.0107576291691,-0.00119081546765
20,AIG,2017-03-02,2017-09-29,-0.0838596053509,-0.0495992131951,-0.00838596053509,63.900002,61.4244,0.00811524327157,0.00811524327157,-0.000310977343928
21,AIV,2017-03-02,2017-09-29,-0.0817830326437,-0.0483485875706,-0.11694973668,45.540001,43.794998,0.00837252367392,0.00837252367392,-0.000300023109454
22,AIZ,2017-03-02,2017-09-29,-0.0894134379265,-0.0529498870193,-0.0464949877218,99.75,95.510002,0.0122205220028,0.0122205220028,-0.00029371108866
23,AJG,2017-03-02,2017-09-29,0.107062945742,0.0608553345172,0.147746865124,56.779999,61.275002,0.0076865712073,0.0076865712073,0.000428496863635
24,AKAM,2017-03-02,2017-09-29,-0.363662390907,-0.230908831952,-0.538220338542,63.790001,48.744999,0.0217997263954,0.0217997263954,-0.00151883027294
25,ALB,2017-03-02,2017-09-29,0.625751395874,0.326125011645,0.84476438443,103.059998,136.139999,0.0140014494892,0.0140014494892,0.00200686079002
26,ALGN,2017-03-02,2017-09-29,1.73715322789,0.794700880387,3.10950427792,104.120003,186.343796,0.0192563384585,0.0192563384585,0.0041377888774
27,ALK,2017-03-02,2017-09-29,-0.376027728943,-0.239624875092,-0.0225616637366,96.360001,76.220001,0.01479532717,0.01479532717,-0.0017400318203
28,ALL,2017-03-02,2017-09-29,0.19535166521,0.109203032792,0.310609147684,81.75,91.720001,0.00854916462593,0.00854916462593,0.000736653433976
29,ALLE,2017-03-02,2017-09-29,0.322244052321,0.176143243964,0.367358219646,73.959999,86.669998,0.00862970783933,0.00862970783933,0.0011337894106
30,ALXN,2017-03-02,2017-09-29,0.0739077196202,0.0422843879294,0.0140424667278,132.940002,139.884995,0.0198709132917,0.0198709132917,0.000476139390224
31,AMAT,2017-03-02,2017-09-29,0.815284311151,0.413839913913,1.1332451925,36.490002,52.099998,0.0172611526402,0.0172611526402,0.00249086061333
32,AMD,2017-03-02,2017-09-29,-0.242126530891,-0.148729946524,-0.370453592263,13.9,12.735,0.0378297382105,0.0378297382105,-0.000340255599822
33,AME,2017-03-02,2017-09-29,0.359460446132,0.19525887424,0.672191034267,54.700001,66.050003,0.00840633501371,0.00840633501371,0.00124075560023
34,AMG,2017-03-02,2017-09-29,0.218465936868,0.121610680073,0.203173321287,168.199997,189.899902,0.0122099142451,0.0122099142451,0.000850060928181
35,AMGN,2017-03-02,2017-09-29,0.0774256721019,0.0442661567475,0.0766514153809,178.070007,186.130005,0.0111863697894,0.0111863697894,0.000355406416297
36,AMP,2017-03-02,2017-09-29,0.190881223447,0.10679174938,0.0458114936273,131.600006,148.619995,0.0126113477161,0.0126113477161,0.000765045360731
37,AMT,2017-03-02,2017-09-29,0.365861201509,0.198524304235,0.409764545691,114.809998,136.440002,0.00900003769052,0.00900003769052,0.00126450590602
38,AMZN,2017-03-02,2017-09-29,0.227944955248,0.126670412912,0.047868440602,848.909973,961.140015,0.0106191058,0.0106191058,0.000862281910321
39,ANDV,2017-03-02,2017-09-29,0.362643123975,0.196883363109,0.540338254723,83.209999,102.919998,0.0129106098912,0.0129106098912,0.00129778747773
40,ANSS,2017-03-02,2017-09-29,0.238596675519,0.132336617457,0.104982537228,106.059998,122.699997,0.0119038111002,0.0119038111002,0.000910116065063
41,ANTM,2017-03-02,2017-09-29,0.241460254858,0.133856416519,0.335629754253,165.970001,189.320007,0.0102228858984,0.0102228858984,0.000901015505833
