,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,1.0,0.451214575784,0.376850030367,0.23633458945,-0.0121674388336,0.294172161903,0.526750583401,0.206692513722,0.249248092979,0.474571508573,0.732910841211,0.54224402202,0.0356636625824,0.502363165101,0.308213832107,0.712748287062,0.465694763821,0.480139527524,0.53999148769
GOOGL,0.451214575784,1.0,0.301087233991,0.284453083809,0.127597126563,0.324702473288,0.431416321137,0.280663563604,0.164724065933,0.762082587808,0.606385790269,0.286281412991,0.196063037318,0.408569616997,0.462603994761,0.323105535252,0.726939256115,0.803235372916,0.738338153312
INTC,0.376850030367,0.301087233991,1.0,0.26712809117,0.429643020273,-0.00856684661674,0.252689353762,0.356092087788,0.439913722521,0.578893416141,0.374739051614,0.335740607317,0.0897875519546,0.663014494052,0.392276145862,0.346032591615,0.474846741923,0.40483477897,0.294630998151
LPX,0.23633458945,0.284453083809,0.26712809117,1.0,0.284397188737,0.0412347531841,0.155785860904,0.259902043657,0.209203956394,0.388826143411,0.252489821514,-0.203850926777,0.292638053777,0.347222932566,0.258976748311,0.0782973917215,0.624247211332,0.248636287749,0.318522880195
BP,-0.0121674388336,0.127597126563,0.429643020273,0.284397188737,1.0,-0.123698414266,-0.174271399991,-0.312485717323,0.0381161818877,0.171211748154,0.158166996519,-0.0298882742241,-0.371419208945,0.322315226351,0.23671306304,0.0512974142283,0.294056673625,0.181404475411,0.104255594416
RTN,0.294172161903,0.324702473288,-0.00856684661674,0.0412347531841,-0.123698414266,1.0,0.739706414304,0.224939825455,0.0621009435011,0.239843710221,0.352281273796,0.184933678799,0.44133058677,0.208335597999,0.292582464356,-0.136201122632,0.395597532971,0.383575110041,0.28219735003
LMT,0.526750583401,0.431416321137,0.252689353762,0.155785860904,-0.174271399991,0.739706414304,1.0,0.312472521575,0.240059980684,0.494262552461,0.457739687298,0.299163590757,0.447683930771,0.468288905277,0.518929354979,0.17624627618,0.499520720366,0.534256360005,0.427009109593
MASI,0.206692513722,0.280663563604,0.356092087788,0.259902043657,-0.312485717323,0.224939825455,0.312472521575,1.0,0.131696696477,0.458591203806,0.399472743694,0.0696404186478,0.370723930723,0.415695095791,0.34471392999,0.00184209089365,0.410122489211,0.255724342369,0.257103022745
THO,0.249248092979,0.164724065933,0.439913722521,0.209203956394,0.0381161818877,0.0621009435011,0.240059980684,0.131696696477,1.0,0.371197656527,0.319077620788,0.478686025994,0.28734773802,0.436278539322,0.0298490236625,0.248046107273,0.466835492612,0.287353943305,0.261397116153
FB,0.474571508573,0.762082587808,0.578893416141,0.388826143411,0.171211748154,0.239843710221,0.494262552461,0.458591203806,0.371197656527,1.0,0.58586368665,0.187801393128,0.238641469332,0.572533612569,0.58680879503,0.354480935389,0.755637082713,0.755861284484,0.714368554143
AOS,0.732910841211,0.606385790269,0.374739051614,0.252489821514,0.158166996519,0.352281273796,0.457739687298,0.399472743694,0.319077620788,0.58586368665,1.0,0.425645886944,0.0370628611959,0.555088240081,0.403044961501,0.338279836568,0.555400189268,0.667712579876,0.638353465803
T,0.54224402202,0.286281412991,0.335740607317,-0.203850926777,-0.0298882742241,0.184933678799,0.299163590757,0.0696404186478,0.478686025994,0.187801393128,0.425645886944,1.0,0.0312492314634,0.367616083724,0.0466195104145,0.544797888517,0.218310550569,0.24784229375,0.224536648738
GOLD,0.0356636625824,0.196063037318,0.0897875519546,0.292638053777,-0.371419208945,0.44133058677,0.447683930771,0.370723930723,0.28734773802,0.238641469332,0.0370628611959,0.0312492314634,1.0,0.0879597432965,0.0790060003046,-0.0930759717395,0.357125978185,0.290193046458,0.183747957214
MRK,0.502363165101,0.408569616997,0.663014494052,0.347222932566,0.322315226351,0.208335597999,0.468288905277,0.415695095791,0.436278539322,0.572533612569,0.555088240081,0.367616083724,0.0879597432965,1.0,0.72004859659,0.369508226718,0.675756805337,0.574234788862,0.353422041857
JNJ,0.308213832107,0.462603994761,0.392276145862,0.258976748311,0.23671306304,0.292582464356,0.518929354979,0.34471392999,0.0298490236625,0.58680879503,0.403044961501,0.0466195104145,0.0790060003046,0.72004859659,1.0,0.229175961678,0.501220558776,0.623498407261,0.549653114316
EVR,0.712748287062,0.323105535252,0.346032591615,0.0782973917215,0.0512974142283,-0.136201122632,0.17624627618,0.00184209089365,0.248046107273,0.354480935389,0.338279836568,0.544797888517,-0.0930759717395,0.369508226718,0.229175961678,1.0,0.327094730603,0.296234094694,0.460848293808
CELG,0.465694763821,0.726939256115,0.474846741923,0.624247211332,0.294056673625,0.395597532971,0.499520720366,0.410122489211,0.466835492612,0.755637082713,0.555400189268,0.218310550569,0.357125978185,0.675756805337,0.501220558776,0.327094730603,1.0,0.712439360187,0.602157374363
MSFT,0.480139527524,0.803235372916,0.40483477897,0.248636287749,0.181404475411,0.383575110041,0.534256360005,0.255724342369,0.287353943305,0.755861284484,0.667712579876,0.24784229375,0.290193046458,0.574234788862,0.623498407261,0.296234094694,0.712439360187,1.0,0.73275655861
LRCX,0.53999148769,0.738338153312,0.294630998151,0.318522880195,0.104255594416,0.28219735003,0.427009109593,0.257103022745,0.261397116153,0.714368554143,0.638353465803,0.224536648738,0.183747957214,0.353422041857,0.549653114316,0.460848293808,0.602157374363,0.73275655861,1.0
