,AGN,EOG,CPB,EVHC,IDXX,QRVO,JWN,JBHT,BWA,FIS,GT,GIS,PYPL,GE,GD,GM,NTAP,MAS,MAR,MAT,FOXA,MAA,MAC,JNJ,XYL,BEN,CMI,DISCA,CMG,ALB,CME,CMA,CMS,PCG,HUM,PCLN,HCP,FTV,K,FFIV,BLL,HCA,BLK,FTI,HCN,NFX,MA,CBG,PRGO,MO,HLT,NOC,MU,CBS,NDAQ,MS,NOV,AMGN,FB,COST,FE,CTL,DPS,FL,REG,MSFT,GLW,BSX,GGP,FCX,BXP,MDT,F,DFS,JEC,ILMN,FMC,AVY,ALL,ALK,LMT,MMM,JNPR,MMC,ADBE,IBM,BAX,CAT,CAH,BAC,GS,CAG,LB,INCY,LH,PGR,HIG,CELG,A,ABC,ZION,ANTM,ABT,CERN,CFG,PNR,PNW,BHF,IVZ,PNC,GOOGL,CBOE,AMZN,AON,PRU,RE,RF,AOS,RL,AYI,CHK,L,HRS,HRL,MRO,MRK,HRB,IPG,NLSN,RHT,RHI,APH,APC,APA,APD,KSU,KSS,IFF,CHTR,NVDA,KORS,AVGO,PKG,BMY,AFL,EL,PAYX,OXY,ED,DISCK,EA,ORLY,DLR,CSX,EW,EQIX,ES,Q,MGM,ALGN,LUV,LUK,ADSK,LNT,ECL,HPE,PVH,DGX,NUE,EXPE,EXPD,ETFC,DUK,BHGE,CLX,DTE,BBY,FRT,BBT,INFO,KO,ARNC,KR,LNC,KEY,ITW,KLAC,DG,ANSS,AAP,HBAN,BIIB,ATVI,AKAM,DHI,HOLX,M,MLM,INTU,ALXN,DHR,YUM,AJG,MCO,JPM,MCD,NRG,PBCT,AXP,NFLX,EXC,AAPL,EXR,CDNS,AWK,HST,HSY,DLPH,FBHS,CTSH,OMC,GPN,HAL,FITB,EQR,EQT,GPC,HAS,PH,LVLT,GPS,PHM,KIM,AEP,AES,AET,EMN,GRMN,ESRX,AMAT,AEE,CTAS,EMR,FDX,CRM,NWSA,PX,PG,CTXS,PM,EFX,C,MHK,FOX,COTY,QCOM,XRX,MOS,PSA,PSX,MON,MCHP,ETR,COP,DVN,KMB,DVA,KMI,GWW,FISV,COG,COF,COH,PEG,ETN,COL,COO,KMX,DLTR,ZBH,AAL,ANDV,CI,DE,HES,CB,CA,CF,ZTS,CHRW,PLD,CMCSA,MKC,PDCO,CVX,AIZ,EIX,AIV,CVS,RCL,LOW,CHD,AIG,DIS,PPG,MNST,NSC,PPL,OKE,GOOG,IP,HPQ,IR,IT,IRM,MTB,JCI,MTD,PWR,CSCO,RJF,ARE,HBI,BA,BK,DRI,CCL,CCI,DRE,ALLE,FLIR,MYL,LYB,KHC,HSIC,D,NAVI,PEP,CINF,NTRS,CXO,FLS,FLR,REGN,HD,LKQ,LLY,INTC,NWS,DOV,AME,AMD,AMG,BCR,LLL,NWL,AMP,AMT,LRCX,O,BDX,MPC,ABBV,DWDP,MDLZ,AVB,NEM,NEE,ACN,NI,FAST,NBL,HP,ADS,ADP,GILD,MCK,ADM,ADI,LEG,LEN,EBAY,MET,AZO,MSI,DISH,PCAR,DAL,CL,ORCL,PXD,HOG,ESS,PKI,CNP,HON,ICE,CSRA,CNC,ISRG,PFE,NKE,PFG,DXC
AGN,0.000173927186024,3.63843203959e-06,-1.1118275336e-05,3.67279073254e-05,5.47637202746e-05,7.10280296232e-06,1.86147056595e-05,6.46326699646e-06,2.69863514043e-05,2.36508078299e-05,2.91975050633e-05,4.42399962341e-05,-3.2801752771e-07,2.08240113471e-06,2.98477595433e-06,2.50224512105e-06,3.11610492262e-05,2.26717499098e-05,2.07980723256e-05,-1.85747017897e-05,1.87918632779e-05,1.44005189854e-05,9.54864807435e-06,1.89205759906e-05,3.08886590981e-05,4.6537540261e-05,2.64434799961e-05,1.64505595333e-05,-3.20303803846e-05,-2.03328641097e-05,-3.11182615988e-06,-1.18202997479e-05,1.91407054625e-05,2.10824403023e-05,3.0118164525e-05,3.01996716726e-05,3.27715034893e-05,1.76728601743e-05,4.42352858365e-05,3.02212275559e-05,1.38237788645e-05,-6.6238058705e-06,1.96072119942e-05,-2.38843529834e-05,3.32737599237e-05,-1.74637053606e-05,2.08667562888e-05,4.93052141337e-05,3.13474885891e-05,1.20773745106e-05,1.52509833812e-05,1.54196019441e-05,-4.40411349031e-06,1.09776380736e-05,1.85029256724e-05,-1.51159420187e-05,-9.51336083565e-06,4.63371237964e-05,-8.77592936281e-06,-6.12230638374e-06,7.83680224588e-06,7.92048935427e-06,8.54737534569e-06,1.75133990385e-05,1.05886759331e-05,2.28957458865e-05,1.84305682241e-05,3.22908303923e-05,-6.60026548429e-07,2.06681736453e-05,-3.15283486861e-06,2.97801922603e-05,-2.26470596255e-06,6.82153935488e-06,3.95315068601e-05,5.87151778533e-05,2.10940215536e-07,1.03527746826e-05,2.19300264373e-05,1.92152461391e-05,2.00577998227e-06,1.41921086364e-05,1.63538886663e-05,3.93165239776e-05,3.63081411469e-05,-3.80643325586e-06,2.15689140008e-05,1.43918812758e-05,5.14008645804e-05,-2.0333509614e-05,2.65910065939e-06,1.53466957751e-05,7.44627548467e-05,2.95135714933e-05,2.63956201241e-05,5.84236625418e-06,1.08677325635e-05,6.41400642186e-05,1.92349969334e-05,5.55575677258e-05,-1.29373011498e-06,1.19703539275e-05,4.46760298044e-05,3.27539920163e-05,1.10812012802e-05,8.81526313453e-06,2.15335662708e-05,0.000882837294175,3.62566529617e-05,-6.44911641138e-06,4.55307631521e-06,1.1803471947e-05,2.51173026212e-05,1.6489614799e-05,6.80954097323e-06,-7.13334693289e-06,-1.78479553465e-06,-5.0494876735e-07,2.54670542331e-05,7.23641725673e-05,5.7207650134e-06,4.3942945128e-06,8.34352091221e-07,3.43253614153e-05,-2.26282037362e-05,1.91568595217e-05,3.69967927199e-06,2.49128456422e-05,3.17107999096e-05,3.06531170565e-05,2.23922109549e-05,7.19079068815e-06,-6.39952412891e-05,-3.66079874713e-06,1.25980513024e-05,7.365582366e-06,3.33298952433e-05,2.11589153626e-05,1.61912179895e-05,3.00938802069e-05,-3.62652449542e-05,3.32228770241e-05,2.7340247192e-06,3.94752289615e-05,1.60864001477e-05,3.75508289384e-05,1.99982329333e-05,3.16140152454e-06,1.98784265903e-05,1.58374006858e-05,3.9947765571e-05,1.8000408219e-05,2.51991461073e-05,2.79904344479e-05,4.54065263587e-05,1.8577789463e-05,9.41921129413e-06,3.33973479058e-05,9.81045916193e-06,5.9172845421e-05,7.31871482059e-06,-4.60361688541e-06,2.60271626329e-05,1.72538476537e-05,1.54202947535e-05,2.51974017722e-05,2.63403518166e-05,-6.6289049755e-06,1.93560660958e-06,2.91265305543e-05,2.11215196818e-05,1.80949582021e-05,1.2387247359e-05,2.01116053166e-05,1.55005864727e-05,2.05967724265e-05,-2.4504978244e-06,1.7639336434e-05,6.06767673014e-06,3.0843987693e-05,1.9150816298e-05,1.74513833453e-05,-2.66491101356e-05,5.4202292812e-06,-2.14365046919e-05,1.06870962559e-05,2.71722934611e-05,2.04926552837e-06,4.30461906416e-05,5.46667598744e-05,-7.7765903924e-06,9.06234070604e-05,4.79629089193e-05,1.99023597363e-05,2.45684000231e-05,2.76376493921e-05,7.19821354997e-05,2.86209813927e-05,3.05723754869e-05,3.70854935326e-05,3.32567083767e-05,-7.19641917649e-06,1.90580460517e-05,3.78195077834e-05,-1.98251799769e-05,-1.43956964734e-05,8.32007517895e-05,-4.41219310882e-07,-1.78025226415e-06,-9.914013076e-06,3.12285066408e-05,2.37638389627e-05,2.84180076138e-05,3.80218142042e-05,1.63370451444e-05,1.59438483526e-05,1.84816967867e-05,3.33239403336e-05,1.84605661403e-05,2.47422891468e-05,2.38285502002e-05,1.64920259051e-05,-1.15104330284e-05,-1.12058321274e-05,1.83515930064e-05,1.50286261359e-06,4.63140616054e-05,2.2825519318e-05,3.11096686495e-05,1.11002860739e-05,2.53708195356e-05,2.68039429266e-05,6.04880861803e-06,8.41990760432e-06,1.58002171899e-05,4.51113813756e-05,2.57900523469e-05,2.30930659456e-05,4.35359979441e-05,8.13330564624e-06,9.0287491062e-06,3.13867824972e-05,1.60207724946e-05,3.89738922439e-06,2.91139483448e-05,3.72672932836e-05,-7.5701200746e-07,9.11794124344e-06,2.10305394595e-05,1.40508179047e-05,1.63365121355e-05,-7.95682524826e-06,7.55086526422e-06,1.98433394128e-05,5.12560097936e-05,8.00373117814e-08,1.02133132402e-05,3.32988099409e-05,2.58375131228e-05,2.47022983299e-05,2.49121105427e-06,2.88076670683e-05,1.29359271054e-05,-1.41330486966e-05,-2.33165130422e-05,4.93028195246e-06,3.74635836336e-05,4.44664885732e-05,3.98443527756e-06,4.33027727983e-05,1.24974903126e-05,1.62375175663e-05,-7.43087896481e-06,1.05274287835e-05,7.31408991755e-06,1.14665392063e-05,9.59396377341e-05,2.96264565717e-05,1.99528631227e-05,4.39807286363e-05,8.95482347263e-06,4.15681495589e-05,2.42626035574e-05,-4.26120278876e-06,2.40238310012e-06,2.85092548198e-05,5.04050455095e-05,2.4976487549e-05,3.168638381e-05,-2.04858882051e-05,2.55084408634e-05,-8.06735009999e-06,3.4873003441e-06,7.20369840715e-05,-6.30932166859e-06,1.96555470963e-05,2.74686190495e-05,2.5973447198e-05,3.25038469811e-05,3.57483594766e-05,2.1916296622e-05,2.76923560601e-05,3.08208677038e-05,2.61241369252e-06,-5.7453600997e-06,6.81155138655e-06,-1.0370297781e-05,1.11383161693e-05,3.6677056426e-05,4.58614602976e-06,-6.29459709325e-06,2.42626774956e-05,1.56598433399e-05,4.03151134685e-05,2.24363516941e-05,-3.50396409821e-06,2.07660130722e-05,3.15465295221e-05,3.10845839765e-05,3.55516421578e-05,1.46113394271e-05,2.02130001122e-05,1.15450802844e-05,2.68395365968e-05,1.44097224619e-05,-8.03008156187e-06,1.51269696288e-05,8.4669163738e-06,1.19155144872e-05,5.58211085644e-06,3.00331763557e-05,7.36292504598e-05,2.57445212588e-05,2.40141329537e-05,6.7763924961e-05,1.95747693839e-05,2.10836536941e-05,7.0774558199e-06,3.98423711644e-05,8.74357718133e-07,-2.70246634727e-06,1.86448083959e-05,6.0562362355e-05,4.45661714376e-05,4.40189648298e-07,3.04107778732e-05,3.4344308234e-05,-7.41631325795e-07,3.50655080664e-05,2.68996772586e-06,1.37820344097e-05,3.24422940436e-05,4.92576561215e-05,1.58466279025e-05,1.05223778218e-06,1.15597900932e-05,3.01831710988e-05,2.15637629951e-05,3.27907940253e-05,2.17731729694e-05,5.03371062378e-05,5.29236888767e-05,4.00418679014e-05,2.41212865493e-05,2.39164817934e-07,2.27669296131e-05,6.04719514493e-05,5.40282712609e-06,3.94492158679e-05,2.21987734119e-05,7.99212905595e-06,-8.55956364862e-06,5.98682026614e-06,7.70056474936e-06,3.19345098059e-05,8.53116643483e-05,4.69287570488e-05,1.3195042559e-05,9.91321375458e-06,1.28115202096e-05,2.88585839597e-05,4.80233595204e-05,-4.98899866364e-06,1.1443942918e-05,2.88002227664e-05,2.5207909859e-05,3.91804262255e-05,1.60195294439e-05,2.81458204937e-05,4.83898929161e-05,-1.23320967797e-05,2.96061885446e-05,3.23245690252e-05,4.45222941623e-05,2.50900300071e-05,2.53713957029e-06,4.41548558051e-06,8.22048333042e-06,1.82093250382e-05,3.0666280296e-05,-3.0024292237e-06,1.6756498195e-05,1.66372238103e-05,2.31417001962e-05
EOG,3.63843203959e-06,0.000169703086354,1.79142071661e-05,1.28461809552e-05,2.2474001247e-05,1.16802688616e-05,8.79675430163e-05,-1.06011302267e-05,8.17747063001e-05,7.99225297459e-06,5.24253759648e-05,5.58501717229e-08,1.92247121966e-05,3.23482441128e-05,-1.57304570822e-05,5.02721617768e-05,7.76189907742e-05,2.76370463252e-05,2.92017551423e-05,7.56785337652e-05,5.34476425802e-05,9.31410060075e-07,7.76625787572e-05,-2.74722541409e-06,5.41698382058e-06,4.12411775974e-05,3.54437953066e-05,4.33882112381e-05,7.73286536131e-05,3.58145769239e-06,5.00063866795e-06,3.28513664285e-05,-1.46991340662e-05,-1.28836347855e-05,-4.60917077349e-05,3.43449947015e-05,2.27131744008e-05,8.45058848972e-06,-2.54455069615e-05,-3.24475872437e-06,2.64812832054e-05,-5.64268247941e-06,1.63227860413e-05,0.000100413573156,-4.18822897058e-06,0.000222878222902,-5.65029688442e-06,3.65168148565e-05,3.36469800457e-06,2.54686533077e-05,2.08672094263e-05,-1.15015048026e-05,3.16921361897e-05,2.79344813415e-05,-8.3533071305e-06,5.67123974762e-05,9.81094677527e-05,2.6948344441e-05,3.04567786953e-05,3.56404762533e-05,-1.91374996681e-05,6.29264608531e-05,3.26169937633e-07,1.97532241772e-05,4.001247382e-05,2.67750225887e-05,4.1272983677e-05,9.4236213e-06,8.41843014997e-05,6.2616438559e-05,2.34030509899e-05,-1.53139864336e-05,4.76183322027e-05,3.97345449189e-05,7.48452012241e-05,-5.67775902506e-05,-1.46535141158e-05,-5.48303711815e-06,-1.24177941155e-05,2.01023073545e-05,-2.41546335212e-06,-1.7576322893e-05,4.56324518959e-05,-1.47563619559e-05,-1.95972076498e-05,-1.83822457979e-06,7.98875059455e-06,3.15886515408e-05,9.06232039893e-05,5.78425749818e-05,4.27008497711e-05,2.54518296775e-05,0.000191826088013,1.2484582898e-05,-1.80308713436e-06,-2.28219785499e-05,-8.67178491387e-07,2.1592556112e-05,-1.56872826326e-05,9.95293680078e-05,3.36357973828e-05,-1.58671448952e-05,4.16905264382e-06,1.67999411987e-05,4.31196417056e-05,1.4230236929e-05,-2.63840524127e-05,-4.94657369718e-05,3.52820956108e-05,3.83159072663e-05,1.90847773575e-05,-1.12754371618e-05,4.28159144139e-05,-9.08184472269e-06,6.68178895535e-05,-2.45020572218e-05,2.67268282188e-05,1.40870524498e-05,5.14525856607e-05,3.56226591153e-05,0.000249936090646,2.69970286205e-05,-2.36956493157e-06,6.43533369189e-06,0.000154442093408,1.82668147678e-05,-2.63923157788e-05,-4.69051469985e-05,-5.04327991335e-06,4.48968828574e-06,2.36857300207e-05,5.75344920225e-06,0.000151786561809,0.000242381286527,1.1641796218e-05,-3.03935668784e-06,7.25394232132e-05,1.05909287884e-05,2.75491936262e-05,2.57041319899e-05,8.9548442294e-05,2.13110780615e-05,1.12886542095e-05,1.95442088911e-05,1.2702759417e-05,3.72938078788e-05,3.03543241339e-05,7.55831340955e-05,-1.18421925595e-05,3.31342508639e-05,-1.79009994093e-05,6.03070572598e-05,-1.00999265514e-05,-2.87929704893e-06,4.29191380815e-06,-7.52452709277e-08,-1.99498228706e-05,-7.06198325725e-06,5.15883215356e-05,-1.07312075986e-05,7.30903488318e-06,1.43538646129e-05,3.45909987164e-05,-1.2291271195e-05,8.64022624851e-08,6.45369249856e-05,8.52146368252e-06,-1.55230061618e-05,3.60029743051e-05,2.20258291443e-05,-1.54716544166e-05,1.01287946867e-05,-1.22465217209e-05,7.35442994311e-05,-2.09820015234e-05,-2.47948702417e-05,3.21277007772e-05,3.68462676512e-05,1.49487643567e-05,-1.95650875027e-05,9.35572695356e-06,1.96117293032e-05,8.08617020205e-05,5.68864414215e-05,5.78477658028e-05,2.0230042313e-05,4.21723199298e-05,3.94916433388e-05,1.40023881292e-05,7.26055095076e-05,5.04913816233e-05,5.72418194192e-06,-4.06557398818e-05,5.43385001805e-05,2.02018855857e-05,6.32150847633e-05,0.000108535308418,1.64397028755e-05,1.21526260954e-05,3.30000238148e-05,-3.39099707905e-06,2.28933806491e-06,-2.36183368467e-06,6.65805876025e-06,2.79529592547e-05,5.67926738766e-07,-2.18284757411e-06,4.45376742697e-05,7.19478743347e-06,1.54186225524e-05,-2.28976019925e-06,8.02753822276e-06,1.32088610362e-05,2.70208659397e-05,5.78596408029e-06,4.49715012092e-05,4.92351114289e-06,2.77302733031e-05,2.21689257333e-05,2.33614013597e-05,-6.98702448691e-06,2.78177739454e-05,0.000102570432323,2.69819349518e-05,1.7993714357e-05,9.97564028236e-05,4.69803975709e-05,2.11799032687e-05,2.87302603441e-05,4.15563175767e-05,0.000105681484997,-4.72892304991e-06,8.37605664684e-05,-2.23524592063e-05,2.83041842701e-05,-2.51437422342e-05,1.72577476258e-05,3.24436653085e-05,1.01467605384e-05,4.30367264157e-05,-1.19810088529e-05,1.17177492129e-05,3.8900436178e-05,1.34814107869e-05,-2.82747299605e-06,5.09699072553e-05,9.41547631917e-06,5.61859433837e-06,2.87188317093e-05,1.25367553365e-05,-3.15056345523e-05,4.06969018408e-05,-1.25728933707e-05,4.99737797097e-05,1.91658443503e-05,3.16332673877e-05,2.89652264798e-05,8.94486239298e-05,-3.95522423775e-06,4.47513318677e-05,9.07141083895e-06,2.84752068622e-05,-1.15347460564e-05,0.000105496371754,0.000167313361651,1.677102399e-07,3.94412723312e-05,3.7577829152e-05,7.55677732613e-06,2.74205244374e-05,7.43172085358e-05,2.33444413878e-05,5.22933519729e-05,-1.95956532144e-05,3.90821131439e-05,-4.20579748398e-05,-9.90131375916e-06,2.60552553639e-05,1.39304211355e-05,2.77134006038e-05,2.6564196376e-05,2.70798862193e-05,-8.77884272217e-06,2.51229784993e-05,0.000155972232028,-2.03999762834e-05,-1.4928126749e-05,6.59719774421e-05,-1.64761464582e-05,2.5545285768e-06,1.39296447003e-05,1.90069523796e-05,-3.35035858697e-05,5.63999336603e-05,5.835659944e-05,4.13789093321e-05,-6.50107454293e-07,5.70465536261e-06,3.44241527414e-05,-5.79635026772e-06,2.4812412589e-05,2.91471697228e-06,-5.82984523222e-06,2.86837393145e-05,2.33528307864e-05,-8.37405807508e-06,2.27380623536e-05,-1.44470858662e-05,6.81942782455e-05,1.73721359321e-05,4.60335886455e-05,2.8922652386e-05,7.37501977147e-06,-3.25238265548e-06,-3.24437730017e-05,2.82838395259e-05,4.20829524147e-06,-1.22549281973e-07,1.68670842521e-05,3.67544778665e-05,4.23450776931e-05,1.50373907272e-05,2.30231293895e-05,1.90755047265e-05,1.78352774184e-05,-6.01970522695e-07,-1.46674702084e-06,-1.95381334082e-06,2.80978019629e-05,3.11475607018e-05,1.00620187625e-05,6.57936143814e-05,4.4760795101e-05,1.83699129733e-05,-8.71058096233e-06,-1.38493902607e-05,2.5495354219e-05,-1.28915778511e-06,-3.06637881533e-05,-3.1293137406e-05,0.000187251150771,7.61857259649e-05,3.42474065878e-05,1.70705833946e-05,1.98106964469e-05,3.1525370138e-05,2.47604558579e-05,3.39584488234e-05,5.27875817531e-05,8.6076280612e-06,-1.7279792548e-06,6.20782156564e-05,4.59805025323e-05,-4.74966535156e-06,-1.06821400517e-06,-2.08555698185e-05,4.40481766924e-05,-2.54445705542e-05,5.23540027409e-05,1.82826520152e-05,-2.49467496803e-05,4.67063465211e-05,-9.68216249684e-07,5.0455099058e-05,1.77342076409e-05,1.43879291439e-05,3.73787132612e-06,-1.60133331501e-05,1.23558095012e-05,-1.40965399879e-05,3.39500544561e-05,0.000216420597678,0.000159145761649,3.6632881959e-05,5.53306239623e-05,3.76173652651e-05,5.75521610488e-05,2.30238042358e-05,2.36986132507e-05,2.09345328523e-05,3.65431842405e-06,4.66520468007e-05,6.03386789652e-05,6.18616444733e-05,1.95655258203e-05,4.33413783282e-05,2.40554730173e-05,8.09640196996e-06,8.03558328155e-06,2.75149945969e-07,0.000214112373308,4.31564011624e-05,-2.14508226719e-06,-5.31312842774e-06,-6.2558128413e-06,-3.10522537343e-06,1.01026501745e-05,2.51666170069e-05,1.67388806663e-05,8.02262745511e-06,5.72132625771e-06,6.93743915253e-06,2.70966061951e-05,-1.44058974323e-05
