,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_price,end_price,stdev,stdev_np,mean_np
0,AAL,2017-03-02,2017-09-29,0.0205625503612,0.0118921639414,0.0368069651465,45.720001,47.650002,0.0186567302137,0.0186567302137,0.000252808888794
1,ADM,2017-03-02,2017-09-29,-0.141008689657,-0.084497875059,-0.078964866208,45.48,42.580002,0.0120581803139,0.0120581803139,-0.000522608996111
2,AES,2017-03-02,2017-09-29,-0.0398589521534,-0.0233480176211,-0.0406561311965,11.63,11.085,0.0111234885509,0.0111234885509,-9.82500406733e-05
3,AGN,2017-03-02,2017-09-29,-0.27643206772,-0.171327796483,-0.522456607991,244.960007,203.264999,0.0107600767733,0.0107600767733,-0.00121128289808
4,ALKS,2017-03-02,2017-09-29,-0.231295441378,-0.14168479554,-0.235921350206,61.16,51.25,0.0162597189907,0.0162597189907,-0.000900009877213
5,AMAT,2017-03-02,2017-09-29,0.799715614999,0.406784336868,0.5757952428,36.490002,51.84,0.0172121050055,0.0172121050055,0.00245615608394
6,AMD,2017-03-02,2017-09-29,-0.244174578048,-0.15006684492,-0.0293009493658,13.9,12.715,0.0378299730362,0.0378299730362,-0.000350862753287
7,AMGN,2017-03-02,2017-09-29,0.074479292939,0.0426065573775,0.130338762643,178.070007,185.834198,0.0111839784831,0.0111839784831,0.000344629451611
8,APD,2017-03-02,2017-09-29,0.0889409640036,0.0507341770376,0.0560328073223,140.570007,150.979996,0.00868147072939,0.00868147072939,0.00037161244599
9,ARNC,2017-03-02,2017-09-29,-0.234926545585,-0.144042005957,-0.30540450926,28.540001,25.285,0.0188884822616,0.0188884822616,-0.000871122348648
10,AVT,2017-03-02,2017-09-29,-0.258077800537,-0.159182883201,-0.44647459493,46.490002,39.509998,0.0132386074228,0.0132386074228,-0.00108199516293
11,AXP,2017-03-02,2017-09-29,0.17985868444,0.100830105001,0.291371068793,80.099998,90.18,0.00870652423541,0.00870652423541,0.000686546710225
12,AXS,2017-03-02,2017-09-29,-0.3018783078,-0.188381237687,-0.570550001743,70.190002,57.560001,0.0131924695427,0.0131924695427,-0.00132212843457
13,BAC,2017-03-02,2017-09-29,-0.00976998125506,-0.0056862745098,-0.00664358725344,25.23,25.355,0.0137603759696,0.0137603759696,5.61120461693e-05
14,BC,2017-03-02,2017-09-29,-0.138861335597,-0.0831692927029,-0.0749851212225,60.48,55.889999,0.0160383035485,0.0160383035485,-0.000457019920305
15,BEN,2017-03-02,2017-09-29,0.0427844975376,0.0246316534215,0.0111239693598,42.889999,44.509998,0.0108741209898,0.0108741209898,0.000223461277978
16,CA,2017-03-02,2017-09-29,0.0296212388128,0.0170992671756,0.00296212388128,32.630001,33.310001,0.0162049164228,0.0162049164228,0.000242713704498
17,CAH,2017-03-02,2017-09-29,-0.299228811885,-0.18659359464,-0.430889489114,81.790001,66.739998,0.0147108713764,0.0147108713764,-0.00128200612586
18,CASY,2017-03-02,2017-09-29,-0.0979031569727,-0.0580884086709,-0.175246650981,115.580002,109.290001,0.0120216526398,0.0120216526398,-0.000330985629583
19,CELG,2017-03-02,2017-09-29,0.32210448517,0.176071136041,0.054757762479,122.239998,145.479996,0.0118302255418,0.0118302255418,0.00116575370691
20,CL,2017-03-02,2017-09-29,-0.0142539012883,-0.00830385254974,-0.0129710501724,73.739998,72.849998,0.00816275664125,0.00816275664125,-2.36289152487e-05
21,CMCSA,2017-03-02,2017-09-29,0.0315805475511,0.0182229848364,0.00631610951022,37.450001,38.275002,0.0112258949205,0.0112258949205,0.000185259135677
22,COLM,2017-03-02,2017-09-29,0.190485317315,0.106578021326,0.158102813371,55.759998,61.57,0.0133730868815,0.0133730868815,0.000773137968907
23,CRI,2017-03-02,2017-09-29,0.220125611512,0.122497773487,0.433647454679,88.5,98.690002,0.0120091045657,0.0120091045657,0.000852884300208
24,CSCO,2017-03-02,2017-09-29,-0.042358850724,-0.024825784693,-0.0622675105643,34.389999,33.584999,0.0105091235094,0.0105091235094,-0.000113988506968
25,CVS,2017-03-02,2017-09-29,0.012620697121,0.0073110783387,0.000504827884841,81.349998,81.290001,0.0109934817086,0.0109934817086,0.000109394817423
26,CVX,2017-03-02,2017-09-29,0.0516991057567,0.0297102220682,0.0315364545116,113.360001,117.263397,0.0090335844848,0.0090335844848,0.00023840577048
27,CXO,2017-03-02,2017-09-29,-0.0343036174925,-0.0200698507401,-0.0356757621922,132.429993,131.830002,0.0164011567998,0.0164011567998,-1.42438594317e-06
28,DIS,2017-03-02,2017-09-29,-0.190332912745,-0.115408887649,-0.334985926431,110.589996,98.224998,0.00923338545997,0.00923338545997,-0.0007855399255
29,DISH,2017-03-02,2017-09-29,-0.205167468577,-0.124858876436,-0.326216275038,60.82,54.25,0.0149345368553,0.0149345368553,-0.000789207691534
30,EGN,2017-03-02,2017-09-29,0.00884879630483,0.00513006577024,0.0111494833441,52.720001,54.860001,0.0198683844179,0.0198683844179,0.000231315373983
31,ETR,2017-03-02,2017-09-29,0.0215089678403,0.0124370862017,0.00473197292487,75.540001,76.519997,0.00726408056285,0.00726408056285,0.000109803292524
32,F,2017-03-02,2017-09-29,-0.0930845844097,-0.0551694247439,-0.166621406093,12.66,11.9899,0.0110040532986,0.0110040532986,-0.000322949124298
33,FCNCA,2017-03-02,2017-09-29,0.0508735338554,0.0292406616619,0.0300153849747,362.230011,378.73999,0.015292556282,0.015292556282,0.000310663360052
34,FLS,2017-03-02,2017-09-29,-0.189431073634,-0.114836743606,-0.00378862147269,47.029999,42.567501,0.0164372205887,0.0164372205887,-0.000686417272202
35,FSLR,2017-03-02,2017-09-29,0.597922430444,0.312892661336,0.819153729708,35.52,45.977501,0.0258707543088,0.0258707543088,0.00216872352549
36,FTI,2017-03-02,2017-09-29,-0.260214936956,-0.160590483898,-0.106688124152,33.139999,27.860001,0.0152984269836,0.0152984269836,-0.00106502369723
37,GE,2017-03-02,2017-09-29,-0.317155139511,-0.198744677087,-0.139548261385,30.190001,24.189899,0.0105339061176,0.0105339061176,-0.00144069973191
38,GPC,2017-03-02,2017-09-29,-0.0179371013561,-0.0104577301439,-0.00125559709493,95.870003,95.560097,0.0119976218795,0.0119976218795,4.28343973898e-07
39,GPS,2017-03-02,2017-09-29,0.385671285179,0.20859025894,0.559223363509,25.129999,29.405001,0.0199259999606,0.0199259999606,0.00147709852286
40,GRMN,2017-03-02,2017-09-29,0.0511941249078,0.0294230225449,0.0829344823507,51.720001,53.880001,0.0100078330124,0.0100078330124,0.000245562993025
41,GWR,2017-03-02,2017-09-29,-0.030835885338,-0.0180275711021,-0.0289857322177,73.730003,74.080002,0.0133515295132,0.0133515295132,-3.38267398131e-05
42,GWW,2017-03-02,2017-09-29,-0.438418706853,-0.284756628913,-0.372655900825,248.210007,180.320007,0.0168687851236,0.0168687851236,-0.00211622134457
43,HAIN,2017-03-02,2017-09-29,0.306569224433,0.168024726047,0.410802760741,35.279999,41.57,0.0170703010399,0.0170703010399,0.0011925856011
44,HAS,2017-03-02,2017-09-29,-0.00824875357727,-0.00479935668334,-0.0123731303659,97.529999,97.459999,0.0130868813175,0.0130868813175,5.41164626607e-05
45,HD,2017-03-02,2017-09-29,0.203993065137,0.113853373309,0.138715284293,147.949997,163.380005,0.00877506225148,0.00877506225148,0.000767256826849
46,HHC,2017-03-02,2017-09-29,0.00247831851513,0.00143871017472,0.00473358836389,117.169998,118.330002,0.00948013189008,0.00948013189008,5.43375859732e-05
47,HOG,2017-03-02,2017-09-29,-0.280275159607,-0.173887031716,-0.269064153222,58.639999,48.244999,0.013694969356,0.013694969356,-0.00119618960826
48,HPE,2017-03-02,2017-09-29,0.159959240875,0.0900078531039,0.0143963316787,13.338702,14.685,0.0130566190297,0.0130566190297,0.000667909429128
49,HRL,2017-03-02,2017-09-29,-0.145810447409,-0.0874738020981,-0.0787376416007,35.200001,32.184799,0.0114533834255,0.0114533834255,-0.000552213390446
