,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.298332826415,0.156274798327,0.501199148378,51.080002,58.23,0.00949852874071
1,BP,2017-03-01,2017-09-19,0.165738529936,0.0890330535986,0.0845266502673,34.23,36.939999,0.00929392400557
2,CELG,2017-03-01,2017-09-19,0.294061381463,0.154157563693,0.0911590282537,123.699997,142.550003,0.0119623441187
3,EVR,2017-03-01,2017-09-19,-0.0700701844348,-0.0395977483496,-0.111411593251,81.599998,76.400002,0.0145451805772
4,FB,2017-03-01,2017-09-19,0.528139204624,0.265973180329,0.966494744462,137.419998,171.589996,0.0097837257803
5,GOOGL,2017-03-01,2017-09-19,0.199767740409,0.106600555959,0.39554012601,856.75,935.0,0.00990977273119
6,HSBC,2017-03-01,2017-09-19,0.429495452293,0.219851146895,0.747322086991,40.84,49.16,0.00921178146819
7,INTC,2017-03-01,2017-09-19,0.0475017406426,0.0261463804932,0.0935784290659,35.93,37.1465,0.00901723787586
8,JNJ,2017-03-01,2017-09-19,0.197094883238,0.105228771011,0.201036780903,123.860001,135.070007,0.00707845610919
9,LMT,2017-03-01,2017-09-19,0.288958892512,0.15162433405,0.0664605452779,268.380005,307.0,0.00691180836494
10,LPX,2017-03-01,2017-09-19,0.300477665458,0.157336768448,0.435692614915,23.940001,27.290001,0.0136420780544
11,LRCX,2017-03-01,2017-09-19,1.04944167811,0.490458912684,1.56366810038,119.669998,176.679001,0.0165905183155
12,MASI,2017-03-01,2017-09-19,-0.101846247879,-0.0579902384021,-0.138510897116,92.779999,85.120003,0.0198125293595
13,MRK,2017-03-01,2017-09-19,-0.00381830083706,-0.00212539841542,-0.00530743816351,66.209999,65.730003,0.00738175030172
14,MSFT,2017-03-01,2017-09-19,0.347381087355,0.180368818381,0.0937928935857,64.940002,75.519997,0.00851734378723
15,RTN,2017-03-01,2017-09-19,0.375317862851,0.193918281956,0.0825699298273,154.570007,184.042496,0.00748944603136
16,SPY,2017-03-01,2017-09-19,0.103429346808,0.056265035496,0.107566520681,239.779999,249.774994,0.00481746455436
17,T,2017-03-01,2017-09-19,-0.153935340206,-0.088777193377,-0.0492593088659,42.040001,38.080002,0.00964337546797
18,THO,2017-03-01,2017-09-19,0.0478902476765,0.0263580310413,0.0454957352927,113.550003,113.740997,0.0185208353786
