,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,0.996358156445,0.205387241415,0.0505059107141,0.399864190998,-0.033165438065,0.0228953442433,0.0615940164955,0.0811142906065,0.360862210987,0.277845596094,0.296799136889,0.083694510631,-0.051626253279,0.0914540282235,-0.0143684359589,0.615925826246,0.293857708068,0.257081038559,0.202191928057
GOOGL,0.205387241415,0.660339902758,0.247548554291,0.472025561048,0.0162215217177,0.141095395306,0.193287982879,0.249191593876,0.174664825509,0.452537166815,0.33827932938,0.0545070236311,0.142569331946,0.110477101015,0.131892464356,0.319914928929,0.322272667061,0.343009713006,0.522421156101
INTC,0.0505059107141,0.247548554291,0.929265726749,-0.0228496366176,0.0742187983401,0.149328005915,0.055348746755,0.121911230321,0.226343861632,0.200369539401,0.260137389723,0.00589594845788,-0.228613486422,0.303861565863,0.111452155726,0.0587555866526,0.180180968531,0.317778395246,0.481710072462
LPX,0.399864190998,0.472025561048,-0.0228496366176,4.01896311474,0.500188690906,0.208997980602,0.195663103432,0.501406878467,1.3720824548,0.40601704275,0.960252492716,-0.152999160101,-0.0614091389022,0.0376851720797,0.030920806174,0.683300517765,0.731192722036,0.340084889968,0.379010950443
BP,-0.033165438065,0.0162215217177,0.0742187983401,0.500188690906,0.814709224984,-0.00354460526892,-0.0948400530265,-0.199904149605,0.265149734538,0.0482139588643,0.284201368146,0.00341691338527,-0.240968635616,0.196480879761,0.061024947132,0.296274952509,0.0949870679815,0.0754041437679,0.120864642869
RTN,0.0228953442433,0.141095395306,0.149328005915,0.208997980602,-0.00354460526892,0.648432230522,0.219180736935,0.126069817446,0.019247248875,0.0976613631135,0.263131735717,-0.0772834662676,0.310843658475,0.062874980344,0.16494460553,-0.0127138137267,0.345371669891,0.184973993723,0.501524547157
LMT,0.0615940164955,0.193287982879,0.055348746755,0.195663103432,-0.0948400530265,0.219180736935,0.541294131943,0.139483344326,0.0574116494236,0.225422670665,0.174540703004,0.0596838299883,0.0403036621273,0.0925148833309,0.172963265942,0.0923000101074,0.139761126255,0.172658901899,0.12079531154
MASI,0.0811142906065,0.249191593876,0.121911230321,0.501406878467,-0.199904149605,0.126069817446,0.139483344326,1.53480613105,0.268836520119,0.271430458388,0.332514257312,0.142673015069,0.295784968748,0.111707631248,0.288302017975,0.315617984843,0.542998023009,0.101288894208,0.301341473751
THO,0.360862210987,0.174664825509,0.226343861632,1.3720824548,0.265149734538,0.019247248875,0.0574116494236,0.268836520119,2.20113697557,0.511181683025,0.61245896315,0.156345235422,-0.146756110434,0.0244407586579,-0.0862230239222,0.629816701101,0.373776612636,0.195436715747,0.427059979701
FB,0.277845596094,0.452537166815,0.200369539401,0.40601704275,0.0482139588643,0.0976613631135,0.225422670665,0.271430458388,0.511181683025,0.915907969929,0.356016947279,0.026182651056,0.133976432775,0.0623908597251,0.102492322226,0.406247601707,0.378754367521,0.251923752378,0.596397787912
AOS,0.296799136889,0.33827932938,0.260137389723,0.960252492716,0.284201368146,0.263131735717,0.174540703004,0.332514257312,0.61245896315,0.356016947279,1.22393459506,0.151514545599,-0.112020590221,0.0613100368922,0.0806710153632,0.714671428794,0.452821737669,0.447132419809,0.708475463782
T,0.083694510631,0.0545070236311,0.00589594845788,-0.152999160101,0.00341691338527,-0.0772834662676,0.0596838299883,0.142673015069,0.156345235422,0.026182651056,0.151514545599,0.779982461517,0.291146522062,0.0320327600431,0.15542186744,0.27199299037,-0.00329301545413,0.0960307307875,0.0472777745193
GOLD,-0.051626253279,0.142569331946,-0.228613486422,-0.0614091389022,-0.240968635616,0.310843658475,0.0403036621273,0.295784968748,-0.146756110434,0.133976432775,-0.112020590221,0.291146522062,5.05628670015,0.134213880697,0.202137823669,-0.137132645023,0.360531919949,0.0927195273287,0.0539527321674
MRK,0.0914540282235,0.110477101015,0.303861565863,0.0376851720797,0.196480879761,0.062874980344,0.0925148833309,0.111707631248,0.0244407586579,0.0623908597251,0.0613100368922,0.0320327600431,0.134213880697,1.00730470682,0.199918872116,0.264795473638,0.141928683152,0.218680044824,0.221876547248
JNJ,-0.0143684359589,0.131892464356,0.111452155726,0.030920806174,0.061024947132,0.16494460553,0.172963265942,0.288302017975,-0.0862230239222,0.102492322226,0.0806710153632,0.15542186744,0.202137823669,0.199918872116,0.560272167646,0.0806501320304,0.283512227732,0.215284893866,0.336779026262
EVR,0.615925826246,0.319914928929,0.0587555866526,0.683300517765,0.296274952509,-0.0127138137267,0.0923000101074,0.315617984843,0.629816701101,0.406247601707,0.714671428794,0.27199299037,-0.137132645023,0.264795473638,0.0806501320304,1.7424645875,0.384774050346,0.352722187751,0.564396561951
CELG,0.293857708068,0.322272667061,0.180180968531,0.731192722036,0.0949870679815,0.345371669891,0.139761126255,0.542998023009,0.373776612636,0.378754367521,0.452821737669,-0.00329301545413,0.360531919949,0.141928683152,0.283512227732,0.384774050346,1.64437240063,0.359528379438,0.837989304854
MSFT,0.257081038559,0.343009713006,0.317778395246,0.340084889968,0.0754041437679,0.184973993723,0.172658901899,0.101288894208,0.195436715747,0.251923752378,0.447132419809,0.0960307307875,0.0927195273287,0.218680044824,0.215284893866,0.352722187751,0.359528379438,0.646658211963,0.582988374539
LRCX,0.202191928057,0.522421156101,0.481710072462,0.379010950443,0.120864642869,0.501524547157,0.12079531154,0.301341473751,0.427059979701,0.596397787912,0.708475463782,0.0472777745193,0.0539527321674,0.221876547248,0.336779026262,0.564396561951,0.837989304854,0.582988374539,2.01419120107
