Date,AAPL,AMZN,BAC,CA,CHD,MS,MSFT,TSLA
2016-11-29,110.090332,762.52002,19.985369,31.711998,44.327374,40.020309,60.055836,189.570007
2016-11-30,109.16188,750.570007,20.880087,31.204292,43.289379,40.769459,59.239883,189.399994
2016-12-01,108.144531,743.650024,21.25577,29.690945,42.28104,41.558037,58.197826,181.880005
2016-12-02,108.5495,740.340027,20.988836,30.315811,42.913719,41.232746,58.246979,181.470001
2016-12-05,107.769203,759.359985,21.591906,30.628244,43.655148,41.489033,59.200565,186.800003
2016-12-06,108.598877,764.719971,21.908272,30.335339,44.238403,41.903034,58.935135,185.850006
2016-12-07,109.665604,770.419983,22.313614,30.999258,44.36692,42.031178,60.331097,193.149994
2016-12-08,110.742218,767.330017,22.689299,31.028549,43.289379,42.957764,59.977184,192.289993
2016-12-09,112.549728,768.659973,22.827707,30.930914,43.81332,43.105618,60.92094,192.179993
2016-12-12,111.907722,760.119995,22.353161,31.067606,43.961605,42.366322,61.11755,192.429993
2016-12-13,113.77449,774.340027,22.353161,31.956087,43.823208,41.952324,61.913837,198.149994
2016-12-14,113.77449,768.820007,22.412479,31.604597,44.238403,42.248043,61.618916,198.690002
2016-12-15,114.396751,761.0,22.896912,31.965851,44.337257,42.395893,61.520611,197.580002
2016-12-16,114.544907,757.77002,22.402592,31.262875,44.446003,42.100182,61.24535,202.490005
2016-12-19,115.206673,766.0,22.224638,31.946321,44.119778,42.218472,62.543003,202.729996
2016-12-20,115.512863,771.219971,22.452023,32.102543,44.228519,42.878902,62.464359,208.789993
2016-12-21,115.621513,770.599976,22.372932,31.663181,44.060463,42.750759,62.464359,207.699997
2016-12-22,114.860977,766.340027,22.283955,31.399565,44.001144,42.179039,62.474186,208.449997
2016-12-23,115.088142,760.590027,22.343275,31.292164,44.208748,42.445183,62.169441,213.339996
2016-12-27,115.819054,771.400024,22.353161,31.467911,44.515202,42.504326,62.208755,219.529999
2016-12-28,115.325203,772.130005,22.076342,31.214056,43.645264,42.011467,61.923668,219.740005
2016-12-29,115.29557,765.150024,21.750088,31.380037,44.307602,41.54818,61.835197,214.679993
2016-12-30,114.396751,749.869995,21.848953,31.018787,43.684803,41.646751,61.088055,213.690002
2017-01-03,114.722694,753.669983,22.274069,31.526491,43.833092,42.435326,61.520611,216.990005
2017-01-04,114.594292,757.179993,22.689299,32.034195,44.188976,42.997189,61.24535,226.990005
2017-01-05,115.17704,780.450012,22.422365,32.297813,44.376804,42.602898,61.24535,226.75
2017-01-06,116.461075,795.98999,22.422365,32.405209,44.357029,43.223904,61.776207,229.009995
2017-01-09,117.527794,796.919983,22.29384,32.463791,43.793549,42.100182,61.579594,231.279999
2017-01-10,117.646317,795.900024,22.679413,32.229465,43.081779,42.445183,61.559933,229.869995
2017-01-11,118.278458,799.02002,22.807934,32.219704,43.062008,43.046471,62.120285,229.729996
2017-01-12,117.784599,813.640015,22.659639,32.278286,42.973038,43.007046,61.550102,229.589996
2017-01-13,117.577179,817.140015,22.748615,32.307575,43.279491,43.184479,61.63858,237.75
2017-01-17,118.525383,809.719971,21.799522,32.024429,44.011032,41.54818,61.471455,235.580002
2017-01-18,118.515503,807.47998,22.372932,31.926796,44.228519,42.248043,61.441967,238.360001
2017-01-19,118.308083,809.039978,22.274069,31.780342,44.416348,41.843895,61.24535,243.759995
2017-01-20,118.525383,808.330017,22.382818,31.799868,45.029259,41.981895,61.677898,244.729996
2017-01-23,118.604401,817.880005,22.303726,31.682709,45.009487,41.360889,61.894176,248.919998
2017-01-24,118.495758,822.440002,22.689299,32.170887,45.563084,42.119896,62.444698,254.610001
2017-01-25,120.382278,836.52002,23.104528,30.569662,45.701485,43.233761,62.601986,254.470001
2017-01-26,120.441551,839.150024,23.173731,30.598953,45.572968,43.391476,63.181995,252.509995
2017-01-27,120.451416,835.77002,23.094641,30.393919,44.821659,43.223141,64.666435,252.949997
2017-01-30,120.135345,830.380005,22.689299,30.393919,44.792004,42.698318,64.027435,250.630005
2017-01-31,119.858795,823.47998,22.382818,30.530609,44.703033,42.074486,63.555569,251.929993
2017-02-01,127.167854,832.349976,22.62998,30.218176,44.732689,42.282433,62.503681,249.240005
2017-02-02,126.950554,839.950012,22.461908,30.686827,45.009487,41.718002,62.10062,251.550003
2017-02-03,127.493805,810.200012,23.025436,31.106659,45.286285,43.99551,62.601986,251.330002
2017-02-06,128.688934,807.640015,22.857368,31.087132,44.930401,44.193554,62.562668,257.769989
2017-02-07,129.913696,812.5,22.639866,30.745407,46.729595,44.431206,62.35622,257.480011
2017-02-08,130.417435,819.710022,22.412479,30.598953,47.283195,43.480595,62.267746,262.079987
2017-02-09,131.359818,821.359985,22.857368,30.843042,47.520447,44.4114,62.975552,269.200012
2017-02-10,131.062225,827.460022,22.817822,31.018787,47.688507,44.262871,62.916569,269.230011
2017-02-13,132.222839,836.530029,23.134186,31.096895,47.866444,44.817394,63.624386,280.600006
2017-02-14,133.939011,836.390015,23.786688,31.170712,47.975189,45.589767,63.861748,280.980011
2017-02-15,134.425079,842.700012,24.300781,31.190397,48.23222,46.035366,63.822189,279.76001
2017-02-16,134.266357,844.140015,24.300781,31.387243,48.559719,45.659081,63.812298,268.950012
2017-02-17,134.633408,845.070007,24.241465,31.584091,49.323895,45.698692,63.911205,272.230011
2017-02-21,135.60556,856.440002,24.49851,31.643147,49.234577,46.104683,63.782627,277.390015
2017-02-22,136.012268,855.609985,24.508396,31.712044,49.313969,46.065075,63.654053,273.51001
2017-02-23,135.43692,852.190002,24.300781,31.741568,49.244499,46.124489,63.911205,255.990005
2017-02-24,135.565887,845.23999,23.954758,32.115578,49.155182,45.084755,63.911205,257.0
2017-02-27,135.83371,848.640015,24.290895,32.056522,49.184956,45.39172,63.525482,246.229996
2017-02-28,135.89325,845.039978,24.399647,31.761255,49.462837,45.223381,63.278221,249.990005
2017-03-01,138.670807,853.080017,25.287176,32.233685,49.84988,46.352238,64.227699,250.020004
2017-03-02,137.847473,848.909973,25.01943,32.115578,49.810184,45.827415,63.307896,250.479996
2017-03-03,138.660889,849.880005,25.227676,31.967941,49.472759,46.37204,63.545258,251.570007
