,USD,GOOGL,AAPL,ACN,XLV,EWO,ICLR,MSFT,PPA,SONVY,PCLN,AMT,GRMN,SAFM,IAI,INTC,LPX,PYPL,IXG,AMGN,ANTM,FXI,EWT,RHHBY,EZU,EBAY,UL,SH
AMT,0.0977002855022,0.102423710554,0.155541880254,0.207043841662,0.163302641029,0.129940205058,0.00573391259784,0.219745123264,0.143642741614,0.109585903081,0.146308118446,1.0,0.093871232146,0.00456753983778,-0.162954979671,0.112061629245,-0.0700465670135,0.176754980861,-0.0558154028496,-0.0181194112675,0.107321833881,0.118459748549,0.118797317935,0.186983473863,0.136960524238,0.0843523477439,0.185584553399,-0.115525874413
GRMN,0.346149961758,0.173966399589,0.372913007794,0.219001479384,0.295249867415,0.222653312519,0.147955124231,0.338263612782,0.439553745843,0.0869469511113,0.109248442688,0.093871232146,1.0,0.0981468579072,0.418953734114,0.273346597791,0.272020449476,0.173306904134,0.396217054253,0.179263657367,0.240036112783,0.25168286641,0.234227723096,-0.0478218774326,0.28802807854,0.174480874088,0.106456947619,-0.529308693462
SAFM,0.092830909266,-0.0425076083296,0.0517448821807,0.0736582282586,0.118327325612,0.0938556990759,0.113782885204,0.0643596039129,0.142589655423,0.0252949258731,0.0213190115348,0.00456753983778,0.0981468579072,1.0,0.143545898414,0.128279764872,0.030144524077,0.1358372477,0.1127957049,0.0654878674995,-0.00196115915666,0.0399474481705,0.000962814440414,0.016626796258,0.119257635686,0.09445408585,-0.000980135428643,-0.167753651666
IAI,0.378877073367,0.325710382359,0.299953177156,0.233816436178,0.361320807234,0.405701278107,0.102835938151,0.308407831839,0.587914302662,0.0288880181069,0.264757519761,-0.162954979671,0.418953734114,0.143545898414,1.0,0.27903586276,0.326219661241,0.238446328069,0.842006444772,0.373664695776,0.312022429946,0.435227242015,0.280892975308,-0.0435199583826,0.438041563892,0.234851327247,0.111424119685,-0.733011403622
INTC,0.605933318898,0.24588250826,0.373761142904,0.254682226434,0.216757573679,0.224196170347,0.14012109542,0.420901958008,0.461237310486,0.0676416010354,0.355309465379,0.112061629245,0.273346597791,0.128279764872,0.27903586276,1.0,0.111072900479,0.369939358539,0.373169503967,0.189462951734,0.12654616935,0.266825939718,0.228523300002,0.165042827519,0.339932569636,0.32026357455,0.193109691122,-0.491004461178
LPX,0.170687145032,0.0999427808091,0.0342795560258,0.235613480734,0.340018607243,0.108548276379,0.0782110528684,0.172865473231,0.318947905163,0.0918870331805,0.115113994671,-0.0700465670135,0.272020449476,0.030144524077,0.326219661241,0.111072900479,1.0,0.0444322231751,0.266426732769,0.239695788328,0.147809891747,0.137822251583,0.115560095358,0.0174041659467,0.151028079999,0.152336674309,0.0733402513246,-0.381372136399
PYPL,0.489274372139,0.48552215944,0.344427924262,0.342468643857,0.330843513739,0.231276024918,0.3813722381,0.501111035898,0.442541641182,0.0112594739012,0.387577401228,0.176754980861,0.173306904134,0.1358372477,0.238446328069,0.369939358539,0.0444322231751,1.0,0.295030173309,0.140749376445,0.14272638089,0.28765293283,0.330726422433,0.118549797248,0.27836313733,0.445881085758,0.184199533714,-0.492681981452
IXG,0.461216610234,0.338517916397,0.380007766721,0.285717953412,0.396637557889,0.646086036541,0.116197553941,0.426731998616,0.622082236875,0.0955839267755,0.391728324161,-0.0558154028496,0.396217054253,0.1127957049,0.842006444772,0.373169503967,0.266426732769,0.295030173309,1.0,0.367879113214,0.259545006324,0.518678369758,0.398153191998,0.0886416296579,0.712493530119,0.267055485802,0.200406505003,-0.788780823672
AMGN,0.249713902293,0.300780456699,0.298430396248,0.143549819445,0.692684317446,0.199700765708,0.0268457070111,0.256446139184,0.257735012371,0.0789291766997,0.282340344816,-0.0181194112675,0.179263657367,0.0654878674995,0.373664695776,0.189462951734,0.239695788328,0.140749376445,0.367879113214,1.0,0.245623546669,0.253139722586,0.258574870075,0.0991113111415,0.29727420046,0.249264643086,0.188421928825,-0.468134887641
ANTM,0.165283859219,0.268272005931,0.238002407102,0.101137233498,0.453853321459,0.102867511812,0.0559715680876,0.20023973524,0.351899432211,0.0677222408329,0.129265501664,0.107321833881,0.240036112783,-0.00196115915666,0.312022429946,0.12654616935,0.147809891747,0.14272638089,0.259545006324,0.245623546669,1.0,0.221564844013,0.182374807948,-0.0610104824055,0.143026605125,0.147671330732,0.0506973931481,-0.394011579085
FXI,0.45566174426,0.377375165588,0.488970005027,0.21758031299,0.341084961474,0.4000131744,0.199280237838,0.437621107283,0.438678955617,0.134119021763,0.319317364533,0.118459748549,0.25168286641,0.0399474481705,0.435227242015,0.266825939718,0.137822251583,0.28765293283,0.518678369758,0.253139722586,0.221564844013,1.0,0.70499683829,0.0344501630681,0.420443856906,0.444865784231,0.345371247676,-0.589703221729
EWT,0.425712648549,0.41297946846,0.512819809707,0.159017079024,0.390880682601,0.395708669348,0.260614272504,0.451548091399,0.353980075093,0.124640021695,0.364303060903,0.118797317935,0.234227723096,0.000962814440414,0.280892975308,0.228523300002,0.115560095358,0.330726422433,0.398153191998,0.258574870075,0.182374807948,0.70499683829,1.0,-0.0436244161924,0.418804553685,0.401709435552,0.302739933046,-0.534286955442
RHHBY,0.10406227357,0.14560591989,0.107622855214,0.128989211287,0.181578077431,0.220013542817,0.0534648353895,0.0584402049389,0.126440699191,0.306124241638,0.15521948587,0.186983473863,-0.0478218774326,0.016626796258,-0.0435199583826,0.165042827519,0.0174041659467,0.118549797248,0.0886416296579,0.0991113111415,-0.0610104824055,0.0344501630681,-0.0436244161924,1.0,0.326797041919,0.14271015346,0.252206378013,-0.149655212197
EZU,0.432396068538,0.357965252441,0.347580010606,0.254788614952,0.41597807959,0.816271896513,0.0803651464198,0.4417245676,0.449882696909,0.397237727371,0.387285808621,0.136960524238,0.28802807854,0.119257635686,0.438041563892,0.339932569636,0.151028079999,0.27836313733,0.712493530119,0.29727420046,0.143026605125,0.420443856906,0.418804553685,0.326797041919,1.0,0.311037950878,0.454058158465,-0.604213331892
EBAY,0.516600576946,0.534413868202,0.462900372688,0.20250218007,0.37452401167,0.278932710132,0.125626012383,0.557619662479,0.385838415961,0.156419804966,0.414749287989,0.0843523477439,0.174480874088,0.09445408585,0.234851327247,0.32026357455,0.152336674309,0.445881085758,0.267055485802,0.249264643086,0.147671330732,0.444865784231,0.401709435552,0.14271015346,0.311037950878,1.0,0.293797837249,-0.486234672417
UL,0.251828390145,0.256572472185,0.324806367193,0.179079083968,0.234481891189,0.411855221167,0.0962712396359,0.262758726606,0.181656613841,0.293820005594,0.187728353009,0.185584553399,0.106456947619,-0.000980135428643,0.111424119685,0.193109691122,0.0733402513246,0.184199533714,0.200406505003,0.188421928825,0.0506973931481,0.345371247676,0.302739933046,0.252206378013,0.454058158465,0.293797837249,1.0,-0.317298107592
SH,-0.654930486711,-0.567230847766,-0.592033894814,-0.442391036255,-0.656443801134,-0.497701111048,-0.268663215871,-0.669203298742,-0.767549192371,-0.143717331797,-0.478987167275,-0.115525874413,-0.529308693462,-0.167753651666,-0.733011403622,-0.491004461178,-0.381372136399,-0.492681981452,-0.788780823672,-0.468134887641,-0.394011579085,-0.589703221729,-0.534286955442,-0.149655212197,-0.604213331892,-0.486234672417,-0.317298107592,1.0
