,USD,GOOGL,AAPL,ACN,XLV,EWO,ICLR,MSFT,PPA,SONVY,PCLN,AMT,GRMN,SAFM,IAI,INTC,LPX,PYPL,IXG,AMGN,ANTM,FXI,EWT,RHHBY,EZU,EBAY,UL,SH
USD,1.0,0.57865333251,0.602945377837,0.341679478984,0.339586846912,0.33106259271,0.223215914981,0.686218146035,0.548402301175,0.120877668589,0.468063432989,0.099408402704,0.345579276061,0.0938350400776,0.378300520344,0.605663754143,0.170431376953,0.489256479432,0.460691616976,0.249610935234,0.164034553174,0.455421024422,0.42554708501,0.104400015766,0.431845234845,0.516849556863,0.251862493967,-0.654859647948
GOOGL,0.57865333251,1.0,0.523757319549,0.259525956459,0.418993552004,0.261374594608,0.144224830881,0.632181760747,0.444292055609,0.0634110931584,0.505283070967,0.102683682215,0.173956663205,-0.0424772675773,0.325864785244,0.245880621928,0.0999250516231,0.485505014423,0.338627578063,0.300706255887,0.267878395357,0.377373937584,0.412979449458,0.145526667703,0.358161145707,0.534416818076,0.256476083818,-0.567257689412
AAPL,0.602945377837,0.523757319549,1.0,0.208305738784,0.284623402748,0.288972747968,0.22823852828,0.562258305027,0.407769466892,0.0309489398895,0.407435687419,0.156472279877,0.372922639487,0.0517751991268,0.299839534323,0.373495678437,0.0343656295022,0.344285796103,0.380013371409,0.298133661427,0.236733015295,0.48875274499,0.512661484834,0.107345377536,0.347425259933,0.46289715704,0.324463893572,-0.59193009611
ACN,0.341679478984,0.259525956459,0.208305738784,1.0,0.310757938538,0.233645789739,0.179633686793,0.437090235868,0.45530226538,0.0679248414329,0.2610326683,0.206821896307,0.218609407443,0.0741732282293,0.233976597417,0.254992357219,0.235180163018,0.342573735547,0.285596442806,0.143902632629,0.102399242925,0.217816364091,0.159172872493,0.12955132854,0.255145356547,0.202506031057,0.179484896358,-0.44244344761
XLV,0.339586846912,0.418993552004,0.284623402748,0.310757938538,1.0,0.300765505103,0.220416489338,0.426350897077,0.483923257166,0.217280523282,0.373750593745,0.161357517391,0.294206218538,0.119201125746,0.361648649998,0.217624003845,0.338705552568,0.330973562939,0.396165503065,0.692859301127,0.45704286856,0.341574466767,0.391037583462,0.182881550662,0.416783414161,0.374144056746,0.235450549591,-0.656098795526
EWO,0.33106259271,0.261374594608,0.288972747968,0.233645789739,0.300765505103,1.0,0.0934264829714,0.330801505167,0.352833746847,0.303042750211,0.350517032508,0.131046240199,0.222241725996,0.0944910500552,0.405440063255,0.223928229978,0.108348787777,0.231200980428,0.645905507569,0.199626522882,0.102171437884,0.399847161546,0.395586610369,0.220179162846,0.816365424522,0.279011045083,0.411821414134,-0.49759637244
ICLR,0.223215914981,0.144224830881,0.22823852828,0.179633686793,0.220416489338,0.0934264829714,1.0,0.133477445446,0.212921336807,0.14145700279,0.216388773362,0.00508427728989,0.14795318897,0.11383034938,0.103172837548,0.140460866167,0.0780820281393,0.381503670867,0.116371066531,0.0270959160165,0.0569470829376,0.199544497778,0.260806389466,0.0536965496299,0.0808001753999,0.125628940872,0.0964993053062,-0.268825493896
MSFT,0.686218146035,0.632181760747,0.562258305027,0.437090235868,0.426350897077,0.330801505167,0.133477445446,1.0,0.543072157819,0.134494045451,0.500985945881,0.221158305707,0.336823600245,0.0663108044608,0.307506847306,0.420707494046,0.171934485976,0.501099884878,0.425507755809,0.256814692113,0.200734560659,0.437481635336,0.451392418774,0.0598271485437,0.441108644861,0.557721058348,0.263435860778,-0.668921890996
PPA,0.548402301175,0.444292055609,0.407769466892,0.45530226538,0.483923257166,0.352833746847,0.212921336807,0.543072157819,1.0,0.0726907418085,0.440132318181,0.144439839715,0.438756694097,0.143711825482,0.587671598703,0.461181761713,0.318375960251,0.442546602749,0.621557201711,0.257940251915,0.3519835225,0.438631162107,0.353913248853,0.127191774375,0.449699744739,0.385905041733,0.182050552524,-0.767428354509
SONVY,0.120877668589,0.0634110931584,0.0309489398895,0.0679248414329,0.217280523282,0.303042750211,0.14145700279,0.134494045451,0.0726907418085,1.0,0.0684827822217,0.107590619902,0.0875572478384,0.0245926226764,0.0300944172678,0.0686318671882,0.0919744234129,0.0116263587258,0.0965733395126,0.0794533861958,0.0701493151151,0.134921284809,0.12525017061,0.306207473463,0.399090141456,0.156443968726,0.294231196649,-0.144298496695
PCLN,0.468063432989,0.505283070967,0.407435687419,0.2610326683,0.373750593745,0.350517032508,0.216388773362,0.500985945881,0.440132318181,0.0684827822217,1.0,0.146477809698,0.108874133624,0.0218346647924,0.264766102583,0.355438537321,0.114803664515,0.387622389059,0.391581521427,0.282504906765,0.12981146674,0.319406404435,0.364347885489,0.155616513953,0.387491806131,0.414756657206,0.187981599499,-0.478988964794
AMT,0.099408402704,0.102683682215,0.156472279877,0.206821896307,0.161357517391,0.131046240199,0.00508427728989,0.221158305707,0.144439839715,0.107590619902,0.146477809698,1.0,0.095975805739,0.00198619109513,-0.161185257481,0.113331772011,-0.0691991160034,0.177318340506,-0.0537365558326,-0.0181289059537,0.108858859645,0.119445617582,0.119621308076,0.185845061532,0.139409739805,0.0842931937798,0.185361503628,-0.116449112947
