,AXS,AXP,VSAT,BC,EGN,JWN,PAG,AGN,TAP,UAL,LYB,KHC,WTM,LPX,HAIN,GPC,HRL,GE,T,HAS,LVLT,GPS,MAS,VIA,VRSK,SNA,XRAY,LAZ,JNJ,APD,CXO,AES,BEN,KSS,FLS,SKX,AMAT,COLM,SWKS,CRI,HD,ARNC,LLY,NWS,RTN,AMD,PCLN,NWL,FSLR,PM,GRMN,S,QCOM,FTI,NFX,MD,AVT,MO,MDLZ,UHS,MS,JLL,NUAN,ETR,KMB,MUR,PEP,AMGN,KMI,GWW,OTEX,GWR,LUK,WPX,SEE,HPE,WHR,LNG,CASY,MDT,UNP,CL,CA,WAB,SJM,FCNCA,ADM,TRIP,NKE,LEG,LMT,VMC,MMM,CMCSA,BAC,CVX,AAL,CVS,CAH,LOW,PDCO,DISH,DIS,TGT,TWTR,F,SON,CELG,RPM,HOG,INTC,M,MLM,Y,XOM,STX,SLB,ALKS,CSCO,HHC
AXS,0.000175931413196,4.62072079593e-05,4.40191627897e-05,5.53869949075e-05,5.43136387029e-05,3.97043007418e-05,5.95465590113e-05,1.75585850562e-05,2.69420129032e-05,7.1561724206e-05,4.87262951097e-05,1.01150507874e-05,2.78965173201e-05,8.50301976067e-06,2.14293119593e-05,3.08512483497e-05,1.35061528044e-05,3.65764502739e-05,3.04557137109e-05,4.62412184354e-05,2.10036090297e-05,5.12589048237e-05,3.74307786455e-05,2.40391863725e-05,1.95758102425e-05,2.83889173597e-05,2.25946150565e-05,6.39124667935e-05,8.04437751325e-06,4.2267016678e-05,1.12451525507e-05,3.01598405032e-05,6.00518817815e-05,4.62732244417e-05,4.56412256908e-05,7.55293220007e-05,2.85327298482e-05,3.58189188859e-05,2.39347324817e-05,4.06512467638e-05,1.13674919441e-06,7.71606427249e-05,6.50884579746e-06,3.24963360878e-05,1.53707279018e-05,3.67980679094e-05,2.23946193816e-05,2.9327845843e-05,3.58845396359e-05,-1.50008229345e-06,3.41868064408e-05,3.19594104413e-05,3.94630463323e-05,9.13478467202e-06,4.35106976637e-05,6.11620521374e-05,5.83146938343e-05,2.1649619064e-06,1.6259636558e-05,2.57632867859e-05,8.38491325964e-05,5.56811977451e-05,3.80190912053e-05,4.57880458236e-06,7.25053683052e-06,1.29992466109e-05,-3.04623389678e-06,3.68158430324e-05,3.8040681541e-05,4.81412447933e-05,3.22977377999e-05,4.76064885503e-05,7.39085770987e-05,3.67660275417e-05,4.06384227969e-05,4.37713848731e-05,4.80143678179e-05,9.37517974858e-06,1.76208027255e-05,2.21729389917e-05,4.55221568339e-05,1.82544687008e-06,2.78935096965e-05,2.96134767108e-05,9.14561881087e-06,9.37120780205e-05,2.36862063441e-05,-1.94522346827e-05,2.15167205536e-05,7.56987246968e-05,1.65656332998e-05,2.53770882677e-05,2.05344121165e-05,4.42806076452e-05,8.33741223157e-05,1.61823071244e-05,8.58691645119e-05,1.12220049922e-05,2.82434855317e-05,1.69697571808e-05,5.22804605188e-05,3.89832313106e-05,3.27540448821e-05,9.15113287193e-06,4.04283004839e-05,3.2869737832e-05,3.26765177697e-05,1.54222608863e-05,3.64925541096e-05,3.33605929434e-05,2.91818289151e-05,7.2892414956e-05,2.78537700173e-05,0.000101370221635,7.004967549e-06,9.44580779131e-06,3.97488364697e-06,2.95026583266e-05,2.84902573705e-05,2.74246708304e-05
AXP,4.62072079593e-05,7.60349554794e-05,4.08409522878e-05,5.53326414543e-05,2.19591317863e-05,3.14113099638e-05,5.12352884275e-05,8.86180499076e-06,6.79250608712e-06,5.46453546033e-05,4.43115116937e-05,5.12927833295e-06,5.34166494883e-06,3.24372690427e-05,1.03912446712e-05,1.97450109146e-05,5.88239846674e-06,2.06951859889e-05,1.70372901939e-05,3.58118310216e-05,1.39081116576e-05,4.98329470276e-05,2.7614440142e-05,7.81667497438e-06,2.30322368821e-05,4.84732144032e-05,1.70910873452e-05,5.21119900922e-05,1.52215434263e-05,2.91851553326e-05,2.00750042011e-05,8.88993130269e-06,4.68645290505e-05,5.67401357544e-05,3.18873679202e-05,4.23764226684e-05,4.25904608426e-05,3.93176705982e-05,4.75968005935e-05,3.54621443646e-05,1.51191198379e-05,5.07935474416e-05,1.17562846512e-05,4.61623999487e-05,1.52061238853e-05,6.44130966718e-05,2.19132361337e-05,2.84911341556e-05,2.9013615838e-05,-3.40328838328e-06,2.56691701026e-05,5.22186242486e-05,3.14390045863e-05,1.21144962226e-05,3.47888189556e-05,-1.32204618972e-05,5.31879035424e-05,-4.25011413057e-06,1.14621846746e-05,1.90808023408e-05,6.24774943023e-05,5.02123970579e-05,3.9509042613e-05,-2.48088146438e-06,6.1489922879e-07,3.32209570505e-05,4.54482950411e-06,3.08202376338e-05,1.49306939674e-05,2.42467223859e-05,2.49764245744e-05,4.54939967082e-05,5.19043646642e-05,3.50614095291e-05,2.44247370048e-05,2.15692803927e-05,3.85875422279e-05,2.339024383e-05,4.39610526394e-06,1.82251390973e-05,3.40393859491e-05,-2.96046300083e-06,2.39655941485e-05,2.73641563713e-05,6.15664471401e-06,6.21922131006e-05,2.07138572141e-05,3.526394299e-05,2.61579196463e-05,3.0782152613e-05,1.89057932724e-05,3.93142433951e-05,1.47492018376e-05,2.24989691127e-05,6.78393486723e-05,1.76720485967e-05,6.20798326171e-05,2.46632827333e-05,2.89938450197e-05,2.34175388192e-05,3.32554036618e-05,2.38221878814e-05,1.80215291139e-05,1.70319105349e-05,3.87745477942e-05,4.10559742944e-05,3.50827046511e-05,2.91514166618e-05,4.15004888624e-05,1.26783828311e-05,2.67312260573e-05,6.36674644939e-05,4.39797307424e-05,3.3988870976e-05,1.20904947873e-05,2.12776565841e-05,1.40492743607e-05,2.38076401843e-05,3.16009132382e-05,1.26261041624e-05
VSAT,4.40191627897e-05,4.08409522878e-05,0.000217891235679,7.42344865992e-05,3.8479939511e-05,5.65816008697e-05,5.0594721491e-05,2.10577630292e-05,2.88052603412e-05,5.63534353343e-05,4.20525858379e-05,2.37127288222e-05,1.10811409487e-05,3.94925632926e-05,3.33393127649e-05,3.02452417093e-05,2.50261964139e-05,1.53779146963e-05,2.57091084198e-05,5.47295143413e-05,4.20144135644e-05,6.30095560062e-05,4.90167331015e-05,-2.32212726126e-07,3.88560498109e-05,3.53044821869e-05,6.6029380935e-05,5.20802614042e-05,9.87364292779e-06,3.9978019094e-05,2.58828188174e-05,4.44083949113e-05,4.9414580683e-05,6.07900817315e-05,5.75064697359e-05,4.05465903519e-05,6.8478380072e-05,5.00274174945e-05,5.97397043742e-05,5.11858717143e-05,9.54976836189e-06,7.56761242689e-05,7.54770305622e-06,5.53630896614e-05,1.76030237233e-06,7.4308930828e-05,6.56544568649e-05,3.5103430973e-05,7.75909829096e-05,1.54799014619e-05,4.15994365177e-05,8.95199733721e-05,3.09027420501e-05,2.25557035813e-05,2.85238052877e-05,5.08646250089e-05,6.93930781967e-05,1.83377546314e-05,2.74978741238e-05,1.13847957641e-05,6.09492147735e-05,5.42494329401e-05,6.96993538441e-05,1.45833774441e-05,2.00555162893e-05,3.07178003697e-05,1.38335019299e-05,3.69352893548e-05,3.44649374364e-05,2.01911240965e-05,5.06511005978e-05,4.35065519603e-05,4.87317440058e-05,6.47436477529e-05,3.9749927402e-05,2.46999518271e-05,4.43072686754e-05,4.43401490686e-05,5.12971378242e-05,2.06439223334e-05,4.01137053173e-05,2.51684494179e-05,3.46470900062e-05,1.53123263162e-05,1.76374485482e-05,6.63075975617e-05,2.8971634288e-05,9.46686831315e-06,5.84898534883e-06,5.19828803942e-05,1.02031889429e-05,5.08998678513e-05,9.0017320537e-06,3.06947633981e-05,5.84379136071e-05,1.40799411599e-05,7.19116946838e-05,1.95572165805e-05,4.19769066601e-05,1.1248863638e-05,5.59527660015e-05,2.26306353033e-05,2.77122055256e-05,3.66975495039e-05,3.76754681315e-05,1.66201385646e-05,4.1071515345e-05,3.9158555313e-05,4.24622556424e-05,1.07140166488e-05,3.88298130099e-05,6.05896206626e-05,5.02509402696e-05,3.26882966512e-05,7.25915995343e-06,2.25899559887e-05,1.28328315476e-05,4.802652802e-05,4.51518664309e-05,4.0286422052e-05
BC,5.53869949075e-05,5.53326414543e-05,7.42344865992e-05,0.000257984104453,5.30646141328e-05,0.000113846811435,7.59485102787e-05,1.38255174665e-05,1.48506920324e-05,9.89660246184e-05,8.5918377623e-05,6.03258725908e-06,4.36738032245e-06,8.24964988512e-05,1.87406522949e-05,4.59985000153e-05,2.45760818425e-05,4.88362818959e-05,9.7665828448e-06,4.76423585028e-05,2.29818655992e-05,0.000123088047734,6.69265707086e-05,-4.51829490131e-07,3.14045995159e-05,5.71345738367e-05,4.46674878572e-05,8.24905309213e-05,8.28802106832e-06,4.81267830533e-05,4.79788427286e-05,2.97333892881e-05,7.71230309678e-05,0.000106056950159,7.40527446125e-05,0.000123462000559,7.21734727956e-05,7.18187617672e-05,5.0363430873e-05,6.26089136452e-05,4.76992465053e-05,9.69805962891e-05,2.53952499762e-05,5.97269709707e-05,1.31408807189e-05,0.000109007389745,3.30053675191e-05,4.54324701152e-05,8.17655364488e-05,8.73625270402e-06,5.6282420721e-05,7.26924544551e-05,6.70342520364e-05,4.00148743682e-05,7.76026110113e-05,5.46022812459e-05,9.98174443018e-05,6.43220399006e-06,1.73621847696e-05,3.69566651905e-05,9.00661401455e-05,8.99545452682e-05,9.23436767617e-05,-1.36516304435e-05,-1.69249439463e-06,8.11844975326e-05,6.92976213488e-06,6.6194885894e-05,2.32386176869e-05,4.01912469779e-05,4.26528793085e-05,9.33608702962e-05,7.22433837084e-05,5.48315942185e-05,3.79204458301e-05,4.39651883243e-05,8.09240532067e-05,6.51848942684e-05,2.90972031458e-05,2.40625411706e-05,6.22065342319e-05,-6.17393924388e-06,8.44505793264e-05,4.73408666253e-05,-1.38260210615e-05,9.57849433838e-05,3.00278228625e-05,9.55246077953e-05,3.13163448805e-05,7.32572158215e-05,2.36340470308e-05,6.27922109223e-05,1.44080658766e-05,3.85495280094e-05,9.04309214457e-05,2.88782766143e-05,0.000133394836167,3.77622712301e-05,4.80003537092e-05,7.3680052102e-05,6.62138709575e-05,3.53826808237e-05,2.04700327083e-05,5.12376014242e-05,8.79211238637e-05,7.03071336594e-05,5.94920138046e-05,6.14847901656e-05,6.57111562021e-05,4.24690311708e-05,2.41708741803e-05,0.000116880875793,5.60770350315e-05,3.36926259251e-05,1.6229692563e-05,4.97327890149e-05,3.22272602469e-05,8.2197820092e-05,6.20369976588e-05,2.62027109108e-05
EGN,5.43136387029e-05,2.19591317863e-05,3.8479939511e-05,5.30646141328e-05,0.000396846688781,5.0266416301e-05,6.68191229422e-05,-1.54119777952e-05,5.0620652395e-05,2.94360021574e-06,0.000112358665394,-4.91328869592e-07,2.59733147144e-05,5.5158998997e-05,3.09044659063e-05,6.3093194463e-05,4.48538961178e-05,3.58061874829e-05,3.60023895944e-05,1.68355821474e-05,5.90656492406e-05,0.000102115656013,4.21296100538e-05,1.25253790674e-05,2.64589261329e-05,6.3140523384e-05,2.56912412564e-05,6.31780121452e-05,-1.98896957415e-06,5.87683734952e-05,0.000231685434413,5.51123107423e-05,4.26822526845e-05,5.88655839149e-05,0.000131548705562,7.45187179793e-05,1.65899489782e-05,4.9485613904e-05,1.51552459545e-05,3.27409594407e-05,1.36124587013e-05,0.000109951408469,-1.86525677411e-05,6.84953689852e-05,1.19614380126e-05,7.29996012372e-06,3.10468972349e-06,2.93767610917e-05,4.59689060976e-05,1.93203438897e-05,3.75235930133e-05,1.64518173336e-05,3.18505917932e-05,0.000161511336852,0.000333291543996,6.55451627133e-05,8.65400292464e-05,-4.43051065977e-06,1.91490875665e-05,2.73122036363e-05,6.88819841164e-05,5.04805998667e-05,4.41921978688e-05,1.06106358442e-05,1.12341920914e-05,0.000282673556398,-3.30941851842e-08,4.40690523914e-07,9.93686375465e-05,5.62293631372e-05,5.16013912693e-05,8.07032884026e-05,6.60818596009e-05,0.000433475486938,5.09804562456e-05,6.06121592149e-05,1.92023641591e-05,0.000156435870056,3.61725286404e-05,-5.92072960835e-06,3.86168063075e-05,7.87939524196e-06,-5.08255494265e-05,3.67407700121e-05,2.32798540606e-05,7.06119904451e-05,2.35816698006e-05,6.95131012825e-05,8.74027419768e-06,3.00338542265e-05,3.62819114615e-07,4.18482148213e-05,-2.01709528831e-05,2.4318175361e-05,7.09160042074e-05,9.76571213866e-05,3.62094699429e-05,2.99443522549e-05,5.46262093259e-05,5.04496476193e-05,2.94496288876e-05,7.24539644022e-05,2.74961218696e-05,5.75834027707e-05,-3.99406704919e-05,5.83563162966e-05,5.24349707335e-05,-1.23628140523e-05,6.13068269031e-05,2.81586554138e-05,1.34193195771e-06,4.80968944106e-05,5.24645376886e-05,2.92234944357e-05,5.21124997254e-05,-6.45381359768e-06,0.000123234602804,3.24992387612e-05,1.02518365904e-05,4.59503874893e-05
JWN,3.97043007418e-05,3.14113099638e-05,5.65816008697e-05,0.000113846811435,5.0266416301e-05,0.00051614207956,0.000116626883331,2.53480805901e-05,-3.73298529557e-05,6.31085739108e-05,4.34191392798e-05,-3.92132313797e-06,3.77622512337e-05,7.5819316524e-05,-2.58884530602e-05,7.99200529569e-05,1.57583140444e-05,6.07517573884e-05,2.4266708922e-05,3.36238328019e-05,4.9056384507e-05,0.000245394576384,4.60058682065e-05,6.16403611461e-05,7.96147560656e-06,4.6829099758e-05,4.34412767311e-05,3.75953964193e-05,-1.60873707055e-05,2.8717932116e-05,4.74540168076e-05,2.87453628107e-05,5.7954109344e-05,0.000288560108829,8.25982485163e-05,9.9378612241e-05,-7.31448728909e-06,0.0001122992265,1.44688200909e-05,0.000118213955851,3.7024649465e-05,2.69979384311e-05,2.191932612e-05,7.27122725774e-05,2.47351946587e-06,-0.000126300696476,5.12555514516e-06,5.51199902686e-05,7.92791884862e-05,-2.18859413558e-05,3.7812569987e-05,-2.84598068412e-05,1.30491724303e-05,7.49661368402e-05,9.35398060851e-05,5.57495620878e-05,5.16116053669e-05,9.66728600171e-06,-6.077786404e-06,4.71523508824e-05,6.88991484287e-05,8.59831009369e-05,5.40225167564e-05,-1.79527435644e-05,-9.46290343856e-06,0.000106657769083,-3.49390308324e-06,8.19373988774e-06,5.30867492105e-05,7.88638813837e-05,4.23254021067e-05,5.62805785135e-05,5.10589396011e-05,1.29323912124e-05,3.09478435907e-05,4.24885810219e-05,5.83943781146e-05,1.52250852518e-06,9.05405374355e-05,1.93857726316e-05,1.48011949371e-05,-8.12327356427e-06,1.99238936426e-05,4.97509973794e-05,6.24065509768e-06,0.000103920281573,2.53223477077e-05,5.94908443335e-05,3.35543015881e-05,8.00136330991e-05,-2.9553456485e-06,7.42612168934e-05,-2.82431098572e-06,1.85890814462e-05,7.35904885413e-05,3.26515543994e-05,0.000116847590749,5.25442228065e-05,7.22728006057e-05,6.37692404103e-05,4.61409060758e-05,3.65506584775e-05,2.87215997121e-05,0.000157315178736,2.38252028547e-05,7.05093413353e-05,4.60652028004e-05,2.03632194088e-05,2.33806129352e-05,9.88645675491e-05,2.04357099731e-05,0.000380968240035,7.49673231032e-05,2.98480190437e-05,1.35784664806e-05,4.07527301503e-05,4.18140078403e-05,1.8678230964e-05,3.04158363726e-05,8.28378549456e-06
PAG,5.95465590113e-05,5.12352884275e-05,5.0594721491e-05,7.59485102787e-05,6.68191229422e-05,0.000116626883331,0.000281747921146,2.23454562988e-05,2.99275095535e-05,6.26168730232e-05,7.92603120035e-05,2.09221834357e-05,2.43999560943e-05,7.71420877557e-05,7.62370770362e-05,6.3606353444e-05,4.48006411362e-05,4.50905191589e-05,3.55378397901e-05,5.75875108186e-05,5.8311617108e-05,0.000120384387714,7.1319690626e-05,3.9871515397e-05,4.76743258477e-05,7.0620447911e-05,3.57986473473e-05,6.89359373528e-05,-2.45057367093e-06,3.70623284109e-05,4.89469501359e-05,1.32933803426e-05,7.08985853361e-05,0.000146595996844,9.14531586903e-05,8.23876351388e-05,7.83120985571e-05,9.99066859101e-05,7.29599046882e-05,7.98563560766e-05,3.44225708424e-05,4.72795546013e-05,1.80606625183e-05,6.72420193794e-05,2.49325636834e-05,9.65780285528e-05,2.75558461224e-05,3.45592613273e-05,7.79495974344e-05,-2.71007789766e-06,6.68492464073e-05,9.16024897018e-05,4.36705254079e-05,3.79522610577e-05,0.000101804743386,2.39387394743e-05,6.39957100548e-05,7.30789128725e-06,2.35245601885e-05,3.72449124033e-05,9.01419783472e-05,9.19970133902e-05,5.16536226488e-05,-1.17227094355e-05,6.11302278365e-06,6.45723448669e-05,1.13563120342e-06,3.00671020995e-05,5.16179774893e-05,2.91595787126e-05,7.32735369068e-05,8.12938555879e-05,7.92877683792e-05,7.9443325326e-05,4.20668230748e-05,3.7490234192e-05,4.72584351544e-05,3.47591977617e-05,2.56587401557e-05,2.94037983573e-05,6.17957292414e-05,-2.67809404827e-07,3.78154270039e-05,3.93945316304e-05,2.69680972575e-05,7.15551567548e-05,3.69024755424e-05,9.13918661884e-05,4.14254702074e-05,5.02301431602e-05,1.85832480939e-05,6.15614108153e-05,1.03701365075e-05,4.03509990759e-05,9.42588035615e-05,2.68312053035e-05,8.71218154828e-05,6.41671922004e-05,4.60630226215e-05,5.41280429711e-05,6.2270309048e-05,5.60795981124e-05,2.40701356826e-05,7.38319474455e-05,7.34702623764e-05,9.05965856648e-05,4.46448950682e-05,2.81192524908e-05,5.69402187191e-05,5.09518290551e-05,3.0339279784e-05,0.0001423874752,7.17437845556e-05,3.9445677376e-05,1.76338726825e-05,6.51965539322e-05,2.75950035575e-05,3.82214052864e-05,4.09688231294e-05,3.62453201258e-05
AGN,1.75585850562e-05,8.86180499076e-06,2.10577630292e-05,1.38255174665e-05,-1.54119777952e-05,2.53480805901e-05,2.23454562988e-05,0.000114559357192,1.31638266304e-05,1.85561632422e-05,1.82455845642e-05,1.066332719e-05,3.1829500729e-06,4.01412703646e-05,2.06077685484e-05,1.5651354527e-05,2.55764661245e-05,8.89055118041e-06,2.74350375392e-06,1.8619503407e-05,7.59685341961e-06,1.9647803109e-05,2.25781109648e-05,3.09008400263e-05,2.55820528559e-05,1.24399867934e-05,3.72127374849e-05,1.67396415342e-05,1.59770307292e-05,1.46238605122e-05,-1.51736624591e-05,7.98883684405e-06,2.85067191261e-05,1.67249599166e-05,7.5750659899e-06,2.65827411963e-05,9.86179017702e-06,9.21523726394e-06,1.37697596286e-05,1.50836124196e-05,2.7468141004e-06,1.87398043962e-05,3.24805168624e-05,3.37061012571e-05,3.80168412076e-06,2.41668670602e-05,3.54508053537e-05,7.65351208255e-07,8.50007561708e-06,8.25213745071e-06,1.89313549131e-05,4.61677567707e-06,7.07971338898e-06,-1.66029738815e-05,-2.39335092879e-05,3.6687683626e-05,2.00663923551e-05,1.05315742634e-05,6.18581948501e-06,1.68454903828e-05,9.30941734345e-06,4.34490859828e-05,8.2710209063e-06,9.80778536511e-06,7.67353818854e-06,-2.26395621767e-05,4.95244863703e-06,4.4372949233e-05,2.57471107693e-05,1.50053380549e-05,2.13894623889e-05,1.20873550182e-05,9.02719456108e-06,-4.58940483305e-05,5.17296576628e-06,7.15187049627e-06,2.5440774099e-05,3.354153818e-05,1.49072888476e-05,2.8409256685e-05,1.00734934389e-05,4.8158082267e-06,4.75094746869e-05,-8.49257803583e-07,1.12694796709e-05,2.45512692999e-05,8.88289246216e-06,-1.16663806206e-05,1.56203696842e-05,1.66406123003e-05,6.20406586033e-06,2.39426773184e-05,1.38190085327e-05,3.54189973875e-06,1.4870064573e-06,-6.65406750988e-06,1.11263560164e-05,2.94386107412e-05,4.75933965038e-05,9.25241424176e-06,5.76677376223e-05,2.16320304928e-05,1.248516205e-05,-1.01612802919e-05,3.76140949982e-05,9.78394929882e-06,7.87193361196e-06,5.40587039338e-05,8.24119256094e-06,2.76036020847e-05,5.37017340044e-06,3.31743293003e-05,3.04166325451e-05,1.92775783931e-05,8.25309987551e-06,1.580896554e-05,-5.11005567926e-06,6.32597237463e-05,2.37227060662e-05,1.64619627999e-05
TAP,2.69420129032e-05,6.79250608712e-06,2.88052603412e-05,1.48506920324e-05,5.0620652395e-05,-3.73298529557e-05,2.99275095535e-05,1.31638266304e-05,0.000109758345726,2.27431360847e-05,2.56510609665e-05,1.68469471981e-05,-5.14191121152e-06,1.01328434643e-05,2.21333535833e-05,1.85784862755e-05,1.50801943313e-05,1.48488030463e-05,1.22440656972e-05,2.36386917712e-05,2.65352125917e-05,1.77188943064e-05,2.52183549343e-05,1.24014866993e-05,3.12971281058e-05,3.01040312822e-05,9.85108899011e-06,6.71454677294e-06,3.11558659661e-06,2.00778624956e-05,2.82548774355e-05,3.28302041739e-05,1.69903562539e-05,1.04897443782e-05,3.75681675647e-05,3.70848025435e-05,7.45205317311e-06,1.4960270212e-05,1.49399183481e-05,1.88992833604e-05,8.67631310048e-06,3.7508813853e-05,-3.32034233178e-06,1.68341377199e-05,5.74805151656e-06,-3.13090363284e-05,1.53029233285e-05,2.9219867569e-05,-1.49106931227e-05,1.98547671166e-05,4.13732727628e-05,0.000100835585777,2.06599921286e-05,2.52791021678e-05,2.66167584436e-05,2.69607757261e-05,2.37659543321e-05,2.06313185863e-05,1.50281617868e-05,1.36682220191e-05,1.567770276e-05,2.39423874828e-05,2.83080977878e-05,9.44493493499e-06,1.56398752094e-05,4.31814685929e-05,1.85888267333e-05,9.675228526e-07,1.96532154693e-05,-1.5709558916e-05,2.36244647576e-05,3.25835262051e-05,1.84632604871e-05,0.000100622431961,3.49612506493e-05,8.30983375156e-06,1.40980123084e-05,4.05979574484e-05,3.08966025069e-06,1.56232999869e-05,1.20536484493e-05,6.50302878909e-06,1.02675520333e-06,-3.56489044732e-06,8.53543787556e-06,4.12399321644e-06,2.1034431137e-05,4.45621197799e-05,2.51835291825e-06,1.60031956036e-05,9.35923696392e-06,8.51527003234e-06,1.04886445656e-05,2.23477408558e-05,8.32505799792e-06,1.45585185453e-05,1.76894294005e-05,8.30161419063e-06,-1.28743957455e-05,2.12380922859e-05,2.230943633e-05,3.34072184585e-05,1.65245515742e-05,5.7574688162e-06,-2.37362700082e-06,1.52837584993e-05,2.12329436199e-05,1.01429893511e-06,1.99518548982e-05,2.32960687291e-06,1.21229921591e-05,6.71363241281e-06,9.65019239169e-06,1.20205437764e-05,6.74506504904e-06,2.82382646636e-06,2.00307835861e-05,1.53107973803e-06,2.15192381536e-05,1.32118041204e-05
UAL,7.1561724206e-05,5.46453546033e-05,5.63534353343e-05,9.89660246184e-05,2.94360021574e-06,6.31085739108e-05,6.26168730232e-05,1.85561632422e-05,2.27431360847e-05,0.000329508492795,4.80361207422e-05,1.88447615164e-05,7.06912031543e-06,3.54590676412e-05,1.37850051554e-06,2.42766566284e-05,8.23013966188e-06,3.67341931508e-05,1.65129130847e-05,7.1574934831e-05,2.13682829855e-05,4.69169264201e-05,5.43667997915e-05,-1.46968343416e-05,2.66983942559e-05,4.45516773783e-05,4.08093995503e-05,7.82494203645e-05,1.94589989702e-05,5.32079249669e-05,-1.74039133942e-05,5.75905284566e-06,7.64165719543e-05,6.75494584865e-05,5.956409175e-05,9.3633126727e-05,0.000103555105143,4.46283838632e-05,8.11346273744e-05,4.85839768533e-05,3.99193179531e-05,9.2858726857e-05,1.66837423222e-05,4.22359294181e-05,2.8046857901e-05,3.73346074166e-05,5.97034746006e-05,6.27612099076e-05,5.93412220146e-05,2.99808365821e-05,3.23758545711e-05,9.13380992834e-05,7.22853891855e-05,2.97866855726e-08,-4.53118886234e-05,5.45491531827e-05,4.71881407206e-05,2.21545429572e-05,2.9753859296e-05,7.00724615911e-05,6.56094991107e-05,4.95338004362e-05,8.14203514729e-05,1.69816569657e-06,1.34029004808e-07,-2.5682498889e-05,1.46686471371e-05,5.33140926892e-05,2.52142742278e-05,6.10314387845e-05,4.33181448391e-05,7.75517059296e-05,5.71754146293e-05,-1.93956402501e-05,2.8887214712e-05,3.79411312245e-05,7.54518571678e-05,2.99983506217e-05,-6.87551810427e-06,3.32015279863e-05,6.32557850188e-05,-1.43893908423e-06,5.51198416855e-05,4.22086528344e-05,8.59864759047e-06,6.43492774577e-05,-5.81333455633e-06,1.91187205275e-05,9.48005515309e-06,6.75203946135e-05,3.46065459267e-05,5.77553457359e-05,3.15233315799e-05,4.05281830375e-05,7.83651180686e-05,4.81748047528e-06,0.000261058689819,5.58568736026e-06,7.64251101446e-05,5.61489426547e-05,4.91300141744e-05,5.52333602055e-05,1.55735490627e-05,2.05792354905e-05,0.000102460301705,2.76267836917e-05,5.18285208661e-05,5.9452164785e-05,5.88133355494e-05,4.71730297454e-05,4.98627792962e-05,7.09226332709e-05,7.05575171191e-05,3.31976381637e-05,4.28872234126e-07,8.17687462755e-05,-7.00212474851e-06,8.23242748303e-05,4.13276021714e-05,1.85173746081e-05
