Date,AAL,AAPL,AMZN,MSFT,PCLN
2017-03-21,40.419998,139.839996,843.200012,64.209999,1747.140015
2017-03-22,40.349998,141.419998,848.059998,65.029999,1751.98999
2017-03-23,41.41,140.919998,847.380005,64.870003,1748.329956
2017-03-24,41.73,140.639999,845.609985,64.980003,1753.109985
2017-03-27,41.740002,140.880005,846.820007,65.099998,1772.0
2017-03-28,42.599998,143.800003,856.0,65.290001,1788.449951
2017-03-29,41.959999,144.119995,874.320007,65.470001,1785.050049
2017-03-30,42.540001,143.929993,876.340027,65.709999,1789.199951
2017-03-31,42.299999,143.660004,886.539978,65.860001,1779.969971
2017-04-03,42.450001,143.699997,891.51001,65.550003,1773.98999
2017-04-04,40.900002,144.770004,906.830017,65.730003,1767.380005
2017-04-05,41.310001,144.020004,909.280029,65.559998,1761.77002
2017-04-06,41.720001,143.660004,898.280029,65.730003,1773.52002
2017-04-07,41.810001,143.339996,894.880005,65.68,1769.560059
2017-04-10,42.32,143.169998,907.039978,65.529999,1775.969971
2017-04-11,43.93,141.630005,902.359985,65.480003,1768.400024
2017-04-12,43.959999,141.800003,896.22998,65.230003,1750.01001
2017-04-13,43.349998,141.050003,884.669983,64.949997,1738.77002
2017-04-17,44.23,141.830002,901.98999,65.480003,1770.609985
2017-04-18,43.810001,141.199997,903.780029,65.389999,1763.310059
2017-04-19,44.400002,140.679993,899.200012,65.040001,1763.199951
2017-04-20,45.220001,142.440002,902.059998,65.5,1760.800049
2017-04-21,45.150002,142.270004,898.530029,66.400002,1752.01001
2017-04-24,46.439999,143.639999,907.409973,67.529999,1798.619995
2017-04-25,46.610001,144.529999,907.619995,67.919998,1799.089966
2017-04-26,46.400002,143.679993,909.289978,67.830002,1804.119995
2017-04-27,43.98,143.789993,918.380005,68.269997,1835.869995
2017-04-28,42.619999,143.649994,924.98999,68.459999,1846.819946
2017-05-01,42.080002,146.580002,948.22998,69.410004,1869.920044
2017-05-02,43.869999,147.509995,946.940002,69.300003,1880.52002
2017-05-03,43.919998,147.059998,941.030029,69.080002,1876.790039
2017-05-04,43.91,146.529999,937.530029,68.809998,1910.410034
2017-05-05,44.509998,148.960007,934.150024,69.0,1903.650024
2017-05-08,44.939999,153.009995,949.039978,68.940002,1903.910034
2017-05-09,47.080002,153.990005,952.820007,69.040001,1911.130005
2017-05-10,47.299999,153.259995,948.950012,69.309998,1824.77002
2017-05-11,46.540001,153.949997,947.619995,68.459999,1813.560059
2017-05-12,45.830002,156.100006,961.349976,68.379997,1818.180054
2017-05-15,46.68,155.699997,957.969971,68.43,1813.810059
2017-05-16,46.939999,155.470001,966.070007,69.410004,1829.800049
2017-05-17,44.919998,150.25,944.76001,67.480003,1795.689941
2017-05-18,44.650002,152.539993,958.48999,67.709999,1796.030029
2017-05-19,45.220001,153.059998,959.840027,67.690002,1808.280029
2017-05-22,46.209999,153.990005,970.669983,68.449997,1828.420044
2017-05-23,46.66,153.800003,971.539978,68.68,1827.939941
2017-05-24,46.77,153.339996,980.349976,68.769997,1848.73999
2017-05-25,48.02,153.869995,993.380005,69.620003,1860.430054
2017-05-26,48.740002,153.610001,995.780029,69.959999,1863.900024
2017-05-30,47.959999,153.669998,996.700012,70.410004,1857.449951
2017-05-31,48.41,152.759995,994.619995,69.839996,1877.089966
2017-06-01,49.049999,153.179993,995.950012,70.099998,1890.819946
2017-06-02,49.52,155.449997,1006.72998,71.760002,1895.959961
2017-06-05,49.740002,153.929993,1011.340027,72.279999,1891.579956
2017-06-06,49.740002,154.449997,1003.0,72.519997,1889.859985
2017-06-07,50.860001,155.369995,1010.070007,72.389999,1890.369995
2017-06-08,51.43,154.990005,1010.27002,71.949997,1892.380005
2017-06-09,50.27,148.979996,978.309998,70.32,1842.119995
2017-06-12,49.48,145.419998,964.909973,69.779999,1812.98999
2017-06-13,49.450001,146.589996,980.789978,70.650002,1843.52002
2017-06-14,49.389999,145.160004,976.469971,70.269997,1831.609985
2017-06-15,49.110001,144.289993,964.169983,69.900002,1809.199951
2017-06-16,48.790001,142.270004,987.710022,70.0,1802.609985
2017-06-19,49.66,146.339996,995.169983,70.870003,1851.599976
2017-06-20,48.029999,145.009995,992.590027,69.910004,1850.640015
2017-06-21,48.43,145.869995,1002.22998,70.269997,1867.780029
2017-06-22,48.970001,145.630005,1001.299988,70.260002,1862.930054
2017-06-23,48.630001,146.279999,1003.73999,71.209999,1874.280029
2017-06-26,48.779999,145.820007,993.97998,70.529999,1876.339966
2017-06-27,48.5,143.729996,976.780029,69.209999,1858.25
2017-06-28,49.25,145.830002,990.330017,69.800003,1890.209961
2017-06-29,49.619999,143.679993,975.929993,68.489998,1876.98999
2017-06-30,50.32,144.020004,968.0,68.93,1870.52002
2017-07-03,50.389999,143.5,953.659973,68.169998,1843.130005
2017-07-05,51.259998,144.089996,971.400024,69.080002,1866.01001
2017-07-06,52.049999,142.729996,965.140015,68.57,1872.300049
2017-07-07,53.029999,144.179993,978.76001,69.459999,1918.5
2017-07-10,52.66,145.059998,996.469971,69.980003,1921.819946
2017-07-11,51.610001,145.529999,994.130005,69.989998,1929.150024
2017-07-12,53.799999,145.740005,1006.51001,71.150002,1946.180054
2017-07-13,53.810001,147.770004,1000.630005,71.769997,1940.699951
2017-07-14,54.220001,149.039993,1001.809998,72.779999,1950.869995
2017-07-17,53.869999,149.559998,1010.039978,73.349998,1945.459961
2017-07-18,53.150002,150.080002,1024.449951,73.300003,1976.23999
2017-07-19,52.610001,151.020004,1026.869995,73.860001,1992.099976
2017-07-20,52.34,150.339996,1028.699951,74.220001,1999.219971
2017-07-21,51.91,150.270004,1025.670044,73.790001,1994.890015
2017-07-24,51.279999,152.089996,1038.949951,73.599998,2002.01001
2017-07-25,50.610001,152.740005,1039.869995,74.190002,2016.910034
2017-07-26,51.009998,153.460007,1052.800049,74.050003,2033.209961
2017-07-27,50.0,150.559998,1046.0,73.160004,2025.089966
2017-07-28,50.490002,149.5,1020.039978,73.040001,2024.060059
2017-07-31,50.439999,148.729996,987.780029,72.699997,2028.5
2017-08-01,51.060001,150.050003,996.190002,72.580002,2024.589966
2017-08-02,50.450001,157.139999,995.890015,72.260002,2021.369995
2017-08-03,50.549999,155.570007,986.919983,72.150002,2027.97998
2017-08-04,50.799999,156.389999,987.580017,72.68,2032.77002
2017-08-07,50.580002,158.809998,992.27002,72.400002,2042.640015
2017-08-08,50.0,160.080002,989.840027,72.790001,2049.0
2017-08-09,49.400002,161.059998,982.01001,72.470001,1906.800049
2017-08-10,48.549999,155.320007,956.919983,71.410004,1849.619995
2017-08-11,48.349998,157.479996,967.98999,72.5,1854.170044
2017-08-14,48.810001,159.850006,983.299988,73.589996,1873.949951
2017-08-15,48.52,161.600006,982.73999,73.220001,1860.839966
2017-08-16,48.41,160.949997,978.179993,73.650002,1855.719971
2017-08-17,46.029999,157.860001,960.570007,72.400002,1812.969971
2017-08-18,45.549999,157.5,958.469971,72.489998,1810.0
2017-08-21,45.709999,157.210007,953.289978,72.150002,1801.540039
2017-08-22,45.41,159.779999,966.900024,73.160004,1818.199951
2017-08-23,43.970001,159.979996,958.0,72.720001,1813.02002
2017-08-24,42.919998,159.270004,952.450012,72.690002,1815.51001
2017-08-25,45.25,159.860001,945.26001,72.82,1793.47998
2017-08-28,44.950001,161.470001,946.02002,72.830002,1789.910034
2017-08-29,44.560001,162.910004,954.059998,73.050003,1807.060059
2017-08-30,44.32,163.350006,967.590027,74.010002,1813.0
2017-08-31,44.740002,164.0,980.599976,74.769997,1852.079956
2017-09-01,45.310001,164.050003,978.25,73.940002,1850.819946
2017-09-05,43.919998,162.080002,965.27002,73.610001,1842.890015
2017-09-06,44.310001,161.910004,967.799988,73.400002,1842.449951
2017-09-07,43.84,161.259995,979.469971,74.339996,1845.369995
2017-09-08,43.599998,158.630005,965.900024,73.980003,1838.569946
2017-09-11,45.860001,161.5,977.960022,74.760002,1868.859985
2017-09-12,46.290001,160.860001,982.580017,74.68,1868.640015
2017-09-13,47.0,159.649994,999.599976,75.209999,1871.170044
2017-09-14,46.189999,158.279999,992.210022,74.769997,1845.290039
2017-09-15,46.0,159.880005,986.789978,75.309998,1843.199951
2017-09-18,45.310001,158.669998,974.190002,75.160004,1854.180054
2017-09-19,44.380001,158.729996,969.859985,75.440002,1859.780029
2017-09-20,45.419998,156.070007,973.210022,74.940002,1866.209961
2017-09-21,46.290001,153.389999,964.650024,74.209999,1866.349976
2017-09-22,47.060001,151.889999,955.099976,74.410004,1862.130005
2017-09-25,47.700001,150.550003,939.789978,73.260002,1829.550049
2017-09-26,47.580002,153.139999,938.599976,73.260002,1825.920044
2017-09-27,46.849998,154.229996,950.869995,73.849998,1818.98999
2017-09-28,47.490002,153.279999,956.400024,73.870003,1811.689941
2017-09-29,47.490002,154.119995,961.349976,74.489998,1830.819946
2017-10-02,47.73,153.809998,959.190002,74.610001,1857.469971
2017-10-03,50.509998,154.479996,957.099976,74.260002,1867.650024
2017-10-04,50.73,153.479996,965.450012,74.690002,1888.699951
2017-10-05,50.560001,155.389999,980.849976,75.970001,1909.609985
2017-10-06,51.299999,155.300003,989.580017,76.0,1918.0
2017-10-09,50.599998,155.839996,990.98999,76.290001,1926.930054
2017-10-10,53.029999,155.899994,987.200012,76.290001,1916.650024
2017-10-11,52.830002,156.550003,995.0,76.419998,1920.199951
2017-10-12,52.650002,156.0,1000.929993,77.120003,1918.949951
