Date,BAC,C,JPM,MS
2017-01-03,22.274069,59.978439,85.284027,42.435326
2017-01-04,22.689299,60.790161,85.44133,42.997189
2017-01-05,22.422365,59.730957,84.654839,42.602898
2017-01-06,22.422365,59.938839,84.664673,43.223904
2017-01-09,22.29384,59.612175,84.723648,42.100182
2017-01-10,22.679413,59.62207,84.969429,42.445183
2017-01-11,22.807934,59.354794,85.608444,43.046471
2017-01-12,22.659639,58.63216,84.782631,43.007046
2017-01-13,22.748615,59.02813,85.234863,43.184479
2017-01-17,21.799522,57.790745,82.1381,41.54818
2017-01-18,22.372932,56.810734,82.521515,42.248043
2017-01-19,22.274069,56.088104,81.892326,41.843895
2017-01-20,22.382818,55.543655,82.256065,41.981895
2017-01-23,22.303726,55.117992,82.295395,41.360889
2017-01-24,22.689299,56.167301,83.28833,42.119896
2017-01-25,23.104528,57.107708,84.576187,43.233761
2017-01-26,23.173731,56.78104,85.284027,43.391476
2017-01-27,23.094641,56.533562,85.460983,43.223141
2017-01-30,22.689299,56.038609,84.576187,42.698318
2017-01-31,22.382818,55.266483,83.199844,42.074486
2017-02-01,22.62998,55.484261,83.514435,42.282433
2017-02-02,22.461908,55.573605,83.160515,41.718002
2017-02-03,23.025436,57.340683,85.706757,43.99551
2017-02-06,22.857368,57.221558,85.30368,44.193554
2017-02-07,22.639866,56.774822,85.254532,44.431206
2017-02-08,22.412479,55.91114,84.50737,43.480595
2017-02-09,22.857368,56.844315,85.726418,44.4114
2017-02-10,22.817822,57.211632,85.529793,44.262871
2017-02-13,23.134186,58.522045,86.660362,44.817394
2017-02-14,23.786688,59.395657,88.046532,45.589767
2017-02-15,24.300781,60.060795,89.059128,46.035366
2017-02-16,24.300781,59.941666,89.000145,45.659081
2017-02-17,24.241465,59.733189,88.705223,45.698692
2017-02-21,24.49851,60.110432,89.472038,46.104683
2017-02-22,24.508396,60.17992,89.521187,46.065075
2017-02-23,24.300781,60.17992,89.590004,46.124489
2017-02-24,23.954758,59.127621,88.803528,45.084755
2017-02-27,24.290895,59.584278,88.901833,45.39172
