,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26423863662e-05,2.08970244982e-05,2.76527072696e-05,2.21166869636e-05,2.95280043621e-05,1.55083331396e-05,1.53199707554e-05,3.50528060755e-05,3.78934180193e-05,2.91418084221e-05,2.90617634222e-05,1.58600981646e-05,1.42561260276e-05,1.16392743823e-05,1.29285034558e-05,3.83307093292e-05,2.87691226408e-05,2.77354194625e-05,4.51173876407e-05
HSBC,2.08970244982e-05,8.48232507204e-05,8.44980888835e-06,1.09315695398e-05,2.77442603359e-05,5.36121008218e-06,6.89148140958e-06,-9.539557914e-06,4.11776016568e-05,1.24006638964e-05,2.59680067506e-05,1.49640700154e-05,2.14575514593e-05,-4.24417695114e-07,1.07303948095e-05,5.51692834552e-05,2.26323767682e-05,1.61255480137e-05,2.63193401132e-05
GOOGL,2.76527072696e-05,8.44980888835e-06,9.82035955838e-05,2.63713536955e-05,2.57654938899e-05,2.34131256008e-05,1.93565367054e-05,6.38379741768e-05,2.46394182607e-05,7.16306152121e-05,3.69791998811e-05,-3.31277294577e-07,2.80995741308e-06,8.49401374013e-06,1.62950442716e-05,1.66119679258e-05,4.82260354918e-05,5.66673669355e-05,9.39689653053e-05
INTC,2.21166869636e-05,1.09315695398e-05,2.63713536955e-05,8.13055966274e-05,1.89321771442e-05,2.43511795954e-05,2.19020069281e-05,5.17788846347e-05,2.55465484752e-05,3.9551970172e-05,3.07212341341e-05,1.74937227664e-05,2.13636680354e-05,1.33454157976e-05,9.16938925946e-06,2.21288089276e-05,2.48234558145e-05,3.49984904251e-05,5.44392017998e-05
LPX,2.95280043621e-05,2.77442603359e-05,2.57654938899e-05,1.89321771442e-05,0.000186111285786,8.8971960713e-06,1.23702221663e-05,3.96922270313e-05,7.30566515246e-05,3.26870207782e-05,3.82391598167e-05,1.0601771888e-05,1.22575194296e-05,1.73055496667e-05,1.78557741271e-05,7.70445702462e-05,6.74365159518e-05,3.12245128403e-05,8.1708072588e-05
RTN,1.55083331396e-05,5.36121008218e-06,2.34131256008e-05,2.43511795954e-05,8.8971960713e-06,5.60834017103e-05,3.87966907583e-05,2.57825005997e-05,3.55688593507e-06,1.96061390086e-05,2.96560753125e-05,8.85189147721e-06,4.77039424983e-06,7.62563450826e-06,1.26430607912e-05,1.71771344144e-05,1.73725681096e-05,1.9904943921e-05,2.7181571004e-05
LMT,1.53199707554e-05,6.89148140958e-06,1.93565367054e-05,2.19020069281e-05,1.23702221663e-05,3.87966907583e-05,4.7753125636e-05,2.78863209801e-05,3.09405354223e-06,1.560483578e-05,2.52307134583e-05,9.94318728608e-06,3.4949604379e-06,4.48384025009e-06,1.12669095721e-05,1.90338998329e-05,1.98932625962e-05,1.90125860317e-05,2.86225082361e-05
MASI,3.50528060755e-05,-9.539557914e-06,6.38379741768e-05,5.17788846347e-05,3.96922270313e-05,2.57825005997e-05,2.78863209801e-05,0.000392489921926,6.48894323499e-05,7.93641872222e-05,4.22622289721e-05,1.2916952066e-05,1.75787653455e-05,1.36547602495e-05,9.42803264777e-06,3.19409387239e-05,4.39187525078e-05,6.41273059666e-05,0.000112533389642
THO,3.78934180193e-05,4.11776016568e-05,2.46394182607e-05,2.55465484752e-05,7.30566515246e-05,3.55688593507e-06,3.09405354223e-06,6.48894323499e-05,0.000343009687272,4.14708889046e-05,3.7853688474e-05,2.95004423575e-05,3.21032266823e-05,2.58534114419e-05,1.09609866804e-05,9.73724496006e-05,5.58034037814e-05,5.57836899539e-05,9.91085204849e-05
FB,2.91418084221e-05,1.24006638964e-05,7.16306152121e-05,3.9551970172e-05,3.26870207782e-05,1.96061390086e-05,1.560483578e-05,7.93641872222e-05,4.14708889046e-05,9.57341167373e-05,2.9710030575e-05,1.61960037876e-05,6.8106075722e-06,1.51697204392e-05,1.30929434807e-05,3.17723218499e-05,4.03312917362e-05,5.37263953938e-05,9.68921682204e-05
