,THO,FB,ALGN,MRK,CELG,MSFT
THO,0.0006506363629033122,0.0002232220210696265,0.00023268577421684076,8.89095366264175e-05,0.00012700839744836978,0.00025384861366943123
FB,0.0002232220210696265,0.0004882598645501949,0.0003363598560628816,9.688292372848458e-05,0.00022892478276270609,0.0002598915401524012
ALGN,0.00023268577421684076,0.0003363598560628816,0.0006920693395343735,0.0001897717086021943,0.0002792310047908118,0.0003781950936897284
MRK,8.89095366264175e-05,9.688292372848458e-05,0.0001897717086021943,0.0002501290395588148,0.00012511660366636265,0.00011448435440316808
CELG,0.00012700839744836978,0.00022892478276270609,0.0002792310047908118,0.00012511660366636265,0.0004342479251637124,0.0002480912455971895
MSFT,0.00025384861366943123,0.0002598915401524012,0.0003781950936897284,0.00011448435440316808,0.0002480912455971895,0.00041372952817616594
