,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,9.96381043242e-05,2.05285134685e-05,5.0300208128e-06,3.9905175395e-05,-3.34396397256e-06,2.29208883953e-06,6.13507682264e-06,8.1329967571e-06,3.60633854147e-05,2.77576916278e-05,2.97066963142e-05,8.34667948442e-06,-5.14552182429e-06,9.19886427017e-06,-1.41974961572e-06,6.15892750661e-05,2.93975447818e-05,2.56696556151e-05,2.01403100219e-05
GOOGL,2.05285134685e-05,6.59010404231e-05,2.47182138188e-05,4.68760725498e-05,1.56927905694e-06,1.41172352527e-05,1.92146068828e-05,2.49396441207e-05,1.7369888112e-05,4.50466667707e-05,3.39255028799e-05,5.34041741457e-06,1.43251480643e-05,1.13089631569e-05,1.33022161403e-05,3.20354596363e-05,3.22833857506e-05,3.41359982871e-05,5.19670881226e-05
INTC,5.0300208128e-06,2.47182138188e-05,9.30190755237e-05,-2.05037660535e-06,7.54228717101e-06,1.49235764692e-05,5.59328436052e-06,1.20812335578e-05,2.26968500938e-05,2.00432575678e-05,2.59291699525e-05,6.41839559844e-07,-2.29111058919e-05,3.02651794008e-05,1.11277094589e-05,5.92630009681e-06,1.79904339523e-05,3.18813277081e-05,4.84289689418e-05
LPX,3.9905175395e-05,4.68760725498e-05,-2.05037660535e-06,0.000402121299803,5.03160204589e-05,2.08828074912e-05,1.95702207499e-05,4.98255102536e-05,0.000137252851906,4.02937097363e-05,9.59122610745e-05,-1.5309320527e-05,-6.19027313108e-06,3.79960506953e-06,3.21562880302e-06,6.85602028349e-05,7.31206478725e-05,3.40745695846e-05,3.82815247837e-05
BP,-3.34396397256e-06,1.56927905694e-06,7.54228717101e-06,5.03160204589e-05,8.16274701854e-05,-3.66325274683e-07,-9.41117306048e-06,-2.01342629701e-05,2.65937572541e-05,4.82241824475e-06,2.83123064706e-05,4.06550302424e-07,-2.4159927372e-05,1.9498107824e-05,6.08343109391e-06,2.96957930513e-05,9.46428491458e-06,7.67076736784e-06,1.2416173503e-05
RTN,2.29208883953e-06,1.41172352527e-05,1.49235764692e-05,2.08828074912e-05,-3.66325274683e-07,6.48440320683e-05,2.19147450094e-05,1.26185712365e-05,1.92046558243e-06,9.77111443637e-06,2.63198503969e-05,-7.73110069676e-06,3.10879979895e-05,6.29371419211e-06,1.64932998331e-05,-1.27819718775e-06,3.45386876016e-05,1.84904780587e-05,5.01314691209e-05
LMT,6.13507682264e-06,1.92146068828e-05,5.59328436052e-06,1.95702207499e-05,-9.41117306048e-06,2.19147450094e-05,5.41100718134e-05,1.38647172621e-05,5.73624076689e-06,2.24199422249e-05,1.74402322207e-05,5.94605306987e-06,4.02889823702e-06,9.30682511588e-06,1.73507461408e-05,9.30159986127e-06,1.39865310381e-05,1.72546825887e-05,1.21356908604e-05
MASI,8.1329967571e-06,2.49396441207e-05,1.20812335578e-05,4.98255102536e-05,-2.01342629701e-05,1.26185712365e-05,1.38647172621e-05,0.000153607556118,2.67982193734e-05,2.71035922665e-05,3.33619024181e-05,1.41912369052e-05,2.96451862312e-05,1.13478159813e-05,2.88675682693e-05,3.15115313044e-05,5.43397219501e-05,9.98657570324e-06,2.98006895357e-05
THO,3.60633854147e-05,1.7369888112e-05,2.26968500938e-05,0.000137252851906,2.65937572541e-05,1.92046558243e-06,5.73624076689e-06,2.67982193734e-05,0.000220120867658,5.10227568107e-05,6.12200083289e-05,1.56261499189e-05,-1.46855762085e-05,2.46633008385e-06,-8.58245812252e-06,6.30471501272e-05,3.73809862987e-05,1.95531444718e-05,4.27959717955e-05
FB,2.77576916278e-05,4.50466667707e-05,2.00432575678e-05,4.02937097363e-05,4.82241824475e-06,9.77111443637e-06,2.24199422249e-05,2.71035922665e-05,5.10227568107e-05,9.1307483472e-05,3.56848070775e-05,2.49755151561e-06,1.34615361631e-05,6.52676330227e-06,1.03951248063e-05,4.07170864476e-05,3.79361967307e-05,2.50274502029e-05,5.94175972783e-05
AOS,2.97066963142e-05,3.39255028799e-05,2.59291699525e-05,9.59122610745e-05,2.83123064706e-05,2.63198503969e-05,1.74402322207e-05,3.33619024181e-05,6.12200083289e-05,3.56848070775e-05,0.000122442937228,1.51426164174e-05,-1.11776442589e-05,6.14891498794e-06,8.03703536151e-06,7.13929176626e-05,4.52878420823e-05,4.46724973372e-05,7.06868085213e-05
T,8.34667948442e-06,5.34041741457e-06,6.41839559844e-07,-1.5309320527e-05,4.06550302424e-07,-7.73110069676e-06,5.94605306987e-06,1.41912369052e-05,1.56261499189e-05,2.49755151561e-06,1.51426164174e-05,7.79733240042e-05,2.91160186715e-05,3.26455691552e-06,1.55967199976e-05,2.72668799352e-05,-3.17487990054e-07,9.58619958935e-06,4.76846145561e-06
GOLD,-5.14552182429e-06,1.43251480643e-05,-2.29111058919e-05,-6.19027313108e-06,-2.4159927372e-05,3.10879979895e-05,4.02889823702e-06,2.96451862312e-05,-1.46855762085e-05,1.34615361631e-05,-1.11776442589e-05,2.91160186715e-05,0.000505639479554,1.34162902354e-05,2.01883207082e-05,-1.37616315627e-05,3.60532169199e-05,9.25706720535e-06,5.31336975666e-06
MRK,9.19886427017e-06,1.13089631569e-05,3.02651794008e-05,3.79960506953e-06,1.9498107824e-05,6.29371419211e-06,9.30682511588e-06,1.13478159813e-05,2.46633008385e-06,6.52676330227e-06,6.14891498794e-06,3.26455691552e-06,1.34162902354e-05,0.000100580064904,1.98613836189e-05,2.63205039148e-05,1.41637126408e-05,2.19120189751e-05,2.21003378498e-05
JNJ,-1.41974961572e-06,1.33022161403e-05,1.11277094589e-05,3.21562880302e-06,6.08343109391e-06,1.64932998331e-05,1.73507461408e-05,2.88675682693e-05,-8.58245812252e-06,1.03951248063e-05,8.03703536151e-06,1.55967199976e-05,2.01883207082e-05,1.98613836189e-05,5.59542842047e-05,8.00934314178e-06,2.83239842735e-05,2.15980531508e-05,3.37533694852e-05
EVR,6.15892750661e-05,3.20354596363e-05,5.92630009681e-06,6.85602028349e-05,2.96957930513e-05,-1.27819718775e-06,9.30159986127e-06,3.15115313044e-05,6.30471501272e-05,4.07170864476e-05,7.13929176626e-05,2.72668799352e-05,-1.37616315627e-05,2.63205039148e-05,8.00934314178e-06,0.00017424645875,3.84426103796e-05,3.53828494657e-05,5.66562513583e-05
