Date,AAPL,AMZN,BAC,CA,CHD,MS,TSLA
2017-05-17,150.25,944.76001,22.57,31.209999,49.709999,40.970001,306.109985
2017-05-18,152.539993,958.48999,22.74,31.040001,49.68,41.310001,313.059998
2017-05-19,153.059998,959.840027,23.049999,31.26,49.740002,41.799999,310.829987
2017-05-22,153.990005,970.669983,23.040001,31.889999,50.02,41.66,310.350006
2017-05-23,153.800003,971.539978,23.389999,31.5,50.310001,42.419998,303.859985
2017-05-24,153.339996,980.349976,23.360001,31.610001,50.73,42.630001,310.220001
2017-05-25,153.869995,993.380005,23.25,31.91,51.200001,42.630001,316.829987
2017-05-26,153.610001,995.780029,23.24,31.82,51.099998,42.84,325.140015
2017-05-30,153.669998,996.700012,22.91,31.9,51.529999,42.279999,335.100006
2017-05-31,152.759995,994.619995,22.41,31.77,51.66,41.740002,341.01001
2017-06-01,153.179993,995.950012,22.629999,31.870001,52.25,42.610001,340.369995
2017-06-02,155.449997,1006.72998,22.450001,32.189999,52.57,42.52,339.850006
2017-06-05,153.929993,1011.340027,22.41,31.93,52.619999,42.889999,347.320007
2017-06-06,154.449997,1003.0,22.23,32.150002,52.82,42.939999,352.850006
2017-06-07,155.369995,1010.070007,22.6,32.029999,53.259998,43.279999,359.649994
2017-06-08,154.990005,1010.27002,22.969999,31.969999,52.82,44.099998,370.0
2017-06-09,148.979996,978.309998,23.67,31.709999,53.0,44.91,357.320007
2017-06-12,145.419998,964.909973,23.780001,32.130001,52.900002,44.849998,359.01001
2017-06-13,146.589996,980.789978,23.77,32.169998,52.799999,45.150002,375.950012
2017-06-14,145.160004,976.469971,23.76,31.73,53.18,44.91,380.660004
2017-06-15,144.289993,964.169983,23.540001,31.84,53.549999,44.689999,375.339996
2017-06-16,142.270004,987.710022,23.43,31.67,53.200001,44.48,371.399994
2017-06-19,146.339996,995.169983,23.91,31.9,53.75,45.720001,369.799988
2017-06-20,145.009995,992.590027,23.49,31.58,53.529999,45.5,372.23999
2017-06-21,145.869995,1002.22998,23.129999,35.799999,53.02,44.91,376.399994
2017-06-22,145.630005,1001.299988,22.93,35.110001,52.84,44.610001,382.609985
2017-06-23,146.279999,1003.73999,22.82,34.98,53.040001,43.689999,383.450012
2017-06-26,145.820007,993.97998,22.889999,34.810001,53.09,44.0,377.48999
2017-06-27,143.729996,976.780029,23.27,34.619999,52.68,44.220001,362.369995
2017-06-28,145.830002,990.330017,23.879999,34.91,52.580002,44.32,371.23999
2017-06-29,143.679993,975.929993,24.32,34.27,51.810001,44.75,360.75
2017-06-30,144.020004,968.0,24.26,34.470001,51.880001,44.560001,361.609985
2017-07-03,143.5,953.659973,24.68,34.16,52.02,45.610001,352.619995
2017-07-05,144.089996,971.400024,24.92,34.48,51.779999,46.16,327.089996
2017-07-06,142.729996,965.140015,24.709999,33.900002,51.950001,46.130001,308.829987
2017-07-07,144.179993,978.76001,24.83,34.34,52.0,46.049999,313.220001
2017-07-10,145.059998,996.469971,24.889999,34.299999,52.310001,45.990002,316.049988
2017-07-11,145.529999,994.130005,24.6,34.310001,52.18,45.48,327.220001
2017-07-12,145.740005,1006.51001,24.35,34.32,51.900002,44.959999,329.519989
2017-07-13,147.770004,1000.630005,24.620001,34.439999,52.0,45.52,323.410004
2017-07-14,149.039993,1001.809998,24.209999,34.48,52.619999,45.200001,327.779999
2017-07-17,149.559998,1010.039978,24.02,34.5,53.330002,45.330002,319.570007
2017-07-18,150.080002,1024.449951,23.9,34.060001,53.630001,45.139999,328.23999
2017-07-19,151.020004,1026.869995,24.059999,34.59,52.950001,46.619999,325.26001
2017-07-20,150.339996,1028.699951,23.940001,34.639999,52.990002,46.509998,329.920013
2017-07-21,150.270004,1025.670044,23.799999,34.419998,53.259998,46.59,328.399994
2017-07-24,152.089996,1038.949951,23.91,34.73,52.799999,46.709999,342.519989
2017-07-25,152.740005,1039.869995,24.48,35.029999,53.330002,47.610001,339.600006
2017-07-26,153.460007,1052.800049,24.209999,34.650002,53.669998,47.209999,343.850006
2017-07-27,150.559998,1046.0,24.110001,31.1,53.799999,47.09,334.459991
2017-07-28,149.5,1020.039978,24.030001,30.940001,53.299999,46.66,335.070007
2017-07-31,148.729996,987.780029,24.120001,31.040001,53.349998,46.900002,323.470001
2017-08-01,150.050003,996.190002,24.450001,31.219999,53.009998,47.209999,319.570007
2017-08-02,157.139999,995.890015,24.59,30.85,52.73,47.330002,325.890015
2017-08-03,155.570007,986.919983,24.370001,31.85,51.77,47.259998,347.089996
2017-08-04,156.389999,987.580017,24.969999,31.99,50.389999,48.080002,356.910004
2017-08-07,158.809998,992.27002,24.959999,32.32,50.290001,48.310001,355.170013
2017-08-08,160.080002,989.840027,24.9,32.220001,49.700001,47.93,365.220001
2017-08-09,161.059998,982.01001,24.74,32.549999,49.919998,47.650002,363.529999
2017-08-10,155.320007,956.919983,24.120001,32.049999,49.580002,46.299999,355.399994
2017-08-11,157.479996,967.98999,23.860001,31.99,49.619999,45.650002,357.869995
2017-08-14,159.850006,983.299988,24.42,32.669998,49.98,46.509998,363.799988
2017-08-15,161.600006,982.73999,24.469999,32.5,49.77,46.43,362.329987
2017-08-16,160.949997,978.179993,24.190001,32.66,50.27,46.009998,362.910004
2017-08-17,157.860001,960.570007,23.639999,32.380001,49.849998,45.09,351.920013
2017-08-18,157.5,958.469971,23.620001,32.369999,50.049999,45.389999,347.459991
2017-08-21,157.210007,953.289978,23.379999,32.560001,50.400002,44.68,337.859985
2017-08-22,159.779999,966.900024,23.83,32.509998,50.369999,45.57,341.350006
2017-08-23,159.979996,958.0,23.76,32.389999,50.049999,45.799999,352.769989
2017-08-24,159.270004,952.450012,23.84,32.419998,49.599998,46.0,352.929993
2017-08-25,159.860001,945.26001,23.77,32.5,49.740002,45.939999,348.049988
2017-08-28,161.470001,946.02002,23.719999,32.610001,49.740002,45.48,345.660004
2017-08-29,162.910004,954.059998,23.58,32.669998,49.52,45.349998,347.359985
2017-08-30,163.350006,967.590027,23.870001,32.93,49.599998,45.66,353.179993
2017-08-31,164.0,980.599976,23.889999,33.18,50.169998,45.5,355.899994
2017-09-01,164.050003,978.25,24.09,33.259998,50.209999,46.189999,355.399994
2017-09-05,162.080002,965.27002,23.309999,33.02,50.389999,44.889999,349.589996
2017-09-06,161.910004,967.799988,23.41,33.07,49.82,45.07,344.529999
2017-09-07,161.259995,979.469971,22.969999,33.25,49.48,44.07,350.609985
2017-09-08,158.630005,965.900024,22.889999,33.16,49.119999,44.009998,343.399994
2017-09-11,161.5,977.960022,23.360001,33.41,49.619999,45.16,363.690002
2017-09-12,160.860001,982.580017,23.950001,33.549999,49.43,45.75,362.75
2017-09-13,159.649994,999.599976,24.33,33.459999,49.279999,46.220001,366.230011
2017-09-14,158.279999,992.210022,24.24,33.169998,49.66,46.419998,377.640015
2017-09-15,159.880005,986.789978,24.379999,33.099998,50.43,46.599998,379.809998
2017-09-18,158.669998,974.190002,24.700001,32.990002,50.610001,47.32,385.0
2017-09-19,158.729996,969.859985,24.860001,32.900002,50.57,47.669998,375.100006
2017-09-20,156.070007,973.210022,25.059999,32.610001,49.689999,47.889999,373.910004
2017-09-21,153.389999,964.650024,25.16,32.360001,48.490002,48.259998,366.480011
2017-09-22,151.889999,955.099976,25.02,32.68,48.610001,48.220001,351.089996
2017-09-25,150.550003,939.789978,24.76,33.009998,48.470001,47.740002,344.98999
2017-09-26,153.139999,938.599976,24.809999,33.16,48.740002,47.459999,345.25
2017-09-27,154.229996,950.869995,25.41,33.25,48.040001,48.07,340.970001
2017-09-28,153.279999,956.400024,25.450001,33.009998,48.119999,48.150002,339.600006
2017-09-29,154.119995,961.349976,25.34,33.380001,48.450001,48.169998,341.100006
2017-10-02,153.809998,959.190002,25.620001,33.669998,47.93,48.919998,341.529999
2017-10-03,154.479996,957.099976,25.860001,33.57,47.360001,49.279999,348.140015
2017-10-04,153.479996,965.450012,25.709999,33.66,47.639999,49.009998,355.01001
2017-10-05,155.389999,980.849976,26.129999,33.939999,47.93,49.630001,355.329987
2017-10-06,155.300003,989.580017,26.209999,33.860001,47.450001,49.759998,356.880005
