curr_date,USD,GOOGL,AAPL,ACN,XLV,EWO,ICLR,MSFT,PPA,SONVY,PCLN,AMT,GRMN,SAFM,IAI,INTC,LPX,PYPL,IXG,AMGN,ANTM,FXI,EWT,RHHBY,EZU,EBAY,UL,SH
2017-03-01,0.0295769162316,0.01398933296,0.0204392565488,0.0128163059795,0.0100013750394,0.0201150360521,0.00441687970933,0.0150048150058,0.0149185212915,0.00267381688668,0.00524905255042,-0.00827599530379,0.0141445915268,0.00620787528982,0.031058354841,-0.00745847008639,0.0152672179813,0.0102380952381,0.0220794341814,0.00968684083229,0.0130444412049,0.0104711209034,0.00524859540749,0.00427354154967,0.0152499198569,0.0109143946363,0.00168502885367,-0.0141822869517
2017-03-02,-0.0152944784313,-0.00805371928801,-0.00593732752994,0.00225679380927,-0.00316871399125,-0.00450703829144,-0.00499165682186,-0.0143209707699,-0.0100222464773,-0.00266668665487,0.000686565136296,0.00852063818031,-0.0118455333627,-0.00951584471076,-0.0167348731701,-0.000556711443608,-0.00918972392691,0.00801319820881,-0.0116071921815,-0.000953769235156,-0.00598899100808,-0.0215025456697,-0.0187346431593,0.0612110708202,-0.00584143657551,-0.0105048147067,-0.00588741334998,0.00616556059408
2017-03-03,0.00229595815615,-0.000905994024526,0.00590084085183,-0.00570969136447,0.00397356369106,0.00962079622518,-0.00298614425482,0.0037493269402,-0.00292457056788,0.00649349441861,0.000420891160539,0.0074907078621,-0.00386702302451,-0.00348392564123,0.00434950009686,-0.000278411843872,-0.00126467121689,0.00607900397475,0.00848147082629,0.0119615626602,0.000180795871981,0.00264756301212,0.00187784031681,0.0,0.0139899805872,-0.00501321144205,0.0074027537369,-0.000291858768602
2017-03-06,-0.0101065342853,-0.00213171546116,-0.00314770086322,-0.00323521427897,-0.00382581834936,-0.00504481741151,-0.014735868998,0.000311321420711,-0.00338461925966,0.000379553487135,-0.00281829005109,-0.00829946885509,0.00465828446917,-0.0197055147581,-0.00395405458091,-0.00919218515263,-0.010130856474,-0.00371833613103,-0.00582243393047,-0.00410654853888,-0.000963956655426,-0.000792198101881,0.00187447684314,-0.0033928818238,-0.00358731028292,-0.00296392987766,-0.000839765201539,0.00233514316025
2017-03-07,0.0182413223269,0.00457941849518,0.00129180496651,0.0073028480923,-0.00701898398033,0.00112671669062,-0.00206709635377,0.00202271559929,0.000226501868196,-0.0106221957663,0.00361227835978,-8.72211139834e-05,-0.00483008917126,-0.00983456332197,-0.00472588334636,0.00646610701264,-0.00255872057319,0.000466526719536,-0.00292825836242,-0.0115903387232,0.00102507330174,0.00317130470909,0.00592447770502,-0.00588061027665,-0.00581544152051,-0.00505344842608,0.00252143432423,0.00320329062318
2017-03-08,0.00053464669816,0.00292544314138,-0.00372708001926,0.00257772562857,0.0040010264804,-0.00112544862886,-0.00926041184355,0.00916140495401,-0.00271610705324,-0.00651839282977,0.00404848321176,-0.012728871415,0.00931870260532,-0.00971409832629,-0.000759799399734,-0.00502797350902,0.0123985041641,-0.00233149923832,0.0,0.00225496781062,0.00175382983219,-0.00131720854029,-0.002789832783,-0.00684930317968,-0.00278565590332,-0.00448165507972,-0.00314386585401,0.00261248178193
2017-03-09,0.00293966864153,0.0049201208076,-0.00230231032558,-0.0102844495499,0.00544643151854,0.00563375498206,-0.0116836431357,-0.0040003959106,0.000226884381462,0.016209922707,0.00340125497365,-0.00211928851029,0.00230815653134,0.0188471952107,0.00418184339901,0.00561482431704,-0.00211152871622,0.00303802283155,0.00391579996836,0.00641242853617,0.00319945662284,-0.0116063633058,-0.0121230035513,-0.00125383980348,0.0122906368724,-0.00420168067227,0.0222875222258,-0.00115810650961
2017-03-10,0.0251797811719,0.00416155213984,0.00331707522167,0.00608869730571,0.003831378206,0.0151261444476,0.00398206814358,0.00308965928837,-0.00158835623339,0.00113944835615,0.00275516792924,0.00513272841841,0.0076759244826,0.0161184306448,0.00113558602081,0.00251254067198,0.00761743578576,0.00163103455876,0.00471313455864,0.0140845970032,0.00138406702792,0.00480384906225,0.00755188774223,0.00564971897881,0.0113134539521,-0.00150690174804,0.0106951582562,-0.00376814492754
2017-03-13,-0.000779615030801,0.00368006419633,0.000431259277961,0.000887596460549,-0.000789756017647,0.00220741946548,-0.00880018591968,-0.00338831268662,0.00477267226553,0.00720781824389,0.00734221376404,0.00598695096169,-0.00288453714739,-0.00330020007633,0.00397050197773,-0.0208855520421,0.00419995817723,-0.00930453550572,0.000647043600131,-0.00214950493003,0.00498772299541,0.0162017681723,0.00905687070581,0.0112359579527,0.00136418680567,-0.00965891911685,-0.00732595437195,-0.000872825163597
2017-03-14,-0.00624267298025,0.00153826826187,-0.00150857938124,-0.00104800851283,-0.00368805474577,-0.0143171825863,-0.00750278845188,-0.00463598449843,-0.00452388745208,-0.00225986041643,0.00106388078077,-0.00210050270729,-0.00829306149956,-0.000747772646063,-0.00301321319716,0.00056890340556,-0.0117106231702,-0.0115050950927,-0.00387971847382,-0.00513673323022,-0.0123177011769,-0.00313638658663,-0.00278551523412,-0.000617308892677,-0.00980921232162,0.00152392558598,0.00368996842211,0.00378570180547
