Date,AAL,DAL,JBLU,LUV
2014-01-02,24.583054,26.381571,8.6,18.333443
2014-01-03,25.726906,27.838743,9.05,18.857817
2014-01-06,26.201893,27.895891,8.66,18.595631
2014-01-07,26.085571,27.410166,8.68,18.964628
2014-01-08,26.78351,28.381611,9.0,19.59581
2014-01-09,28.518667,29.581642,8.83,20.159019
2014-01-10,28.450815,29.972128,9.1,20.421207
2014-01-13,27.772261,29.448305,8.96,20.120178
2014-01-14,27.985519,30.48642,9.11,20.809622
2014-01-15,27.956438,30.000698,8.98,20.54744
2014-01-16,28.441122,30.076891,9.0,20.838753
2014-01-17,29.10029,29.591164,8.94,20.605703
2014-01-21,29.720682,30.553095,9.07,20.683388
2014-01-22,30.244135,31.276922,9.37,21.139784
2014-01-23,30.389544,30.953114,9.23,20.62512
2014-01-24,29.468645,29.629261,8.86,20.236704
2014-01-27,29.25539,29.13401,8.64,20.013365
2014-01-28,30.980854,29.429256,8.74,20.6931
2014-01-29,31.969599,28.495901,8.5,20.013365
2014-01-30,32.764488,29.124489,8.99,20.605703
2014-01-31,32.522141,29.153063,8.76,20.343517
2014-02-03,32.919586,27.981602,8.58,19.838573
2014-02-04,33.006828,28.514952,8.72,20.052202
2014-02-05,32.764488,28.591143,8.61,20.013365
2014-02-06,33.598133,29.419729,8.7,20.353228
2014-02-07,34.577187,30.143557,8.69,20.809622
2014-02-10,34.489952,29.724501,8.49,20.411495
2014-02-11,34.053734,29.914984,8.5,20.702808
2014-02-12,33.627213,29.64831,8.46,20.595991
2014-02-13,33.956795,29.85784,8.51,20.586283
2014-02-14,33.355793,29.848316,8.54,20.683388
2014-02-18,33.258869,29.448305,8.42,20.421207
2014-02-19,33.530273,29.171574,8.42,20.343517
2014-02-20,34.567501,30.383474,8.69,21.071808
2014-02-21,35.061871,30.307131,8.95,21.130074
2014-02-24,35.527176,30.965569,8.97,21.518488
2014-02-25,35.866447,31.71944,9.05,21.65444
2014-02-26,35.624107,31.977083,9.05,21.770964
2014-02-27,35.439926,31.795767,9.0,21.809807
2014-02-28,35.798592,31.690798,8.83,21.79039
2014-03-03,34.994019,31.099169,8.62,21.65444
2014-03-04,36.196033,32.874081,8.62,22.208935
2014-03-05,36.7001,33.131725,8.76,22.403496
2014-03-06,37.620995,33.751991,9.0,22.491045
2014-03-07,37.824562,33.742458,9.03,22.47159
2014-03-10,37.766396,33.561142,8.87,22.957985
2014-03-11,36.913361,33.322578,8.73,23.133087
2014-03-12,36.409286,32.921791,8.75,23.249825
2014-03-13,35.614414,32.043884,8.81,22.957985
2014-03-14,35.226662,32.55917,8.68,23.269285
