curr_date,GOOGL,WFC,FB,BP,EVR,MSFT,RTN,MASI,AOS,CELG,LRCX,INTC,LPX,WRK,WMT,THO,MRO,T,MRK,XOM,JPM,LMT,HSBC,ALGN,JNJ
2017-03-01,0.01398933296,0.0319626635805,0.0138704817552,0.00913921044453,0.0257698921771,0.0150047202251,0.00272470331721,0.0267817394114,0.0142970807328,0.0015382964693,0.00953262181936,-0.00745859095418,0.0152672179813,0.0156366341095,-0.00676727759763,0.0246345695723,0.0281250625,0.0059822922713,0.00516162114035,0.020905029513,0.0328845166778,0.00675226231442,0.0133995288685,0.0104126117086,0.0135013666108
2017-03-02,-0.00805371928801,-0.0170768625481,-0.00480281625386,-0.00321358457493,-0.019607819108,-0.0143209111697,-0.00174680719268,0.00247901490061,-0.0236883898321,-0.0118027407875,-0.00994397108622,-0.000556637907042,-0.00918972392691,-0.00934754381694,0.00440035504899,0.00149712017181,-0.0188451052374,0.000713582285595,-0.00196340434924,0.00337275367524,-0.0155982802478,-0.00517927928349,-0.00171400587659,0.0027930366408,-0.00185696752901
2017-03-03,-0.000905994024526,0.00306591727246,0.00299797466357,-0.000879220424362,0.014375025,0.00374938279177,-0.00356450414327,0.00290288134818,0.00621618219804,0.0116165414204,0.00118163400114,-0.000278418267892,-0.00126467121689,-0.000184976876688,-0.0103166051352,0.00193458492847,0.0024783768574,-0.00142624197766,0.0075665857274,-0.0100840812695,0.00716305629654,0.00288407816338,0.00588663232769,-0.000768363404676,0.0012942166455
2017-03-06,-0.00213171546116,-0.0047545933903,0.00182255597904,-0.00352006453505,0.00246452242848,0.000311237354086,-0.00279670243902,0.00321615569486,-0.0111598445596,-0.00113219307352,-0.00219189001369,-0.00919225575531,-0.010130856474,-0.0347890630128,-0.0021419677587,0.0129892572759,0.0179233003708,-0.00119016906404,-0.00165216276203,0.00448706044733,-0.00948281219344,-0.000149421117814,-0.00585218267994,-0.0124952228711,-0.000646271906889
2017-03-07,0.00457941849518,-0.00528923382888,-0.000873198964826,-0.00294383270698,-0.00430237257043,0.00202279455529,0.00756580320271,0.00790765103852,0.000403063289058,-0.011657990892,-0.00785739263385,0.0064660950239,-0.00255872057319,-0.0241564033742,-0.000143016606025,-0.0988563177761,-0.0115360055577,-0.00190653007404,-0.00767266424443,-0.00374266561046,-0.00554823771863,0.00493055429206,-0.00490556781948,0.00399069503583,0.000970034766551
2017-03-08,0.00292544314138,-0.00154373930607,0.00305898026819,-0.0165337471666,-0.00370374074074,0.00916142828691,-0.0023950997513,-0.00148430873622,-0.0020144641824,0.00786368761691,0.00255473899344,-0.00502793310134,0.0123985041641,0.00785848692108,-0.00100186055524,-0.0246130655781,-0.0866093927144,-0.00262657586852,-0.00242565194702,-0.0180562052129,-0.00218799902908,-0.00490636320191,-0.00147897461178,0.00552592330536,0.00218037628716
2017-03-09,0.0049201208076,0.00841783213224,0.00377580595574,0.0057039626027,0.00805453561541,-0.0040005386675,0.000129803386349,0.00647696963262,-0.00161489702029,0.016986313256,-0.00152892207095,0.00561485136482,-0.00211152871622,-0.00721245628094,0.000859570163629,-0.0217841209005,0.0806993947545,0.00406988269093,0.00136772030238,0.00789829702454,0.00394694665,0.00358580605265,0.00148116521753,0.0158118008503,0.0149073249784
2017-03-10,0.00416155213984,0.00255531511831,0.00397850101351,0.0247761791045,0.00553171494854,0.00308971096448,0.00162200734374,0.0061188099365,0.0127375861856,-0.00903058440895,0.0259463625875,0.00251256281407,0.00761743578576,0.006086825054,0.00343539932099,0.00322450631246,0.00560049782203,0.0097758466804,-0.00440129009563,-0.000734627176065,-0.00316698700448,-7.43970541938e-05,0.000246536849889,-0.000379660209001,0.0020643271631
2017-03-13,0.00368006419633,-0.0025488021257,0.00583624930365,-0.00757360864704,0.00611246921348,-0.00338827968582,0.00148980433055,0.00954174238623,0.00798566580156,0.00346774193548,0.0149254065493,-0.0208855472013,0.00419995817723,0.00156124115686,-0.00213981461169,-0.0225994379791,-0.019801980198,0.000472278652764,-0.0221035982349,-0.0023281827922,0.000876446109514,0.00197274619262,0.014292705062,0.0253512913027,0.00372396009606
2017-03-14,0.00153826826187,0.00102209538293,-0.0020057234095,-0.0187848547109,-0.012758237688,-0.00463599141765,-0.0013583015241,-0.00488160578398,0.000792176637268,0.00200916177771,-0.000408529405089,0.000568828213879,-0.0117106231702,-0.00876853078722,0.0110079204149,-0.00626863644576,-0.0328282828283,-0.00660842592892,0.000779345260192,-0.00528125780598,0.00164186732003,-0.00442067681251,-0.00996112730807,-0.00472261329239,0.00292076886644
