,prev_date,curr_date,ticker,prev_value,curr_value,change_pct
0,2017-01-03,2017-01-04,AOS,47.116035,47.532639,0.884208529007
1,2017-01-03,2017-01-04,BP,36.10413,36.379662,0.763159228598
2,2017-01-03,2017-01-04,CELG,118.75,118.550003,-0.168418526316
3,2017-01-03,2017-01-04,EVR,68.703842,70.232773,2.22539374144
4,2017-01-03,2017-01-04,FB,116.860001,118.690002,1.56597722432
5,2017-01-03,2017-01-04,GOLD,79.010002,79.290001,0.354384246187
6,2017-01-03,2017-01-04,GOOGL,808.01001,807.77002,-0.0297013647145
7,2017-01-03,2017-01-04,HSBC,39.020802,39.392975,0.953781011472
8,2017-01-03,2017-01-04,INTC,35.803444,35.61758,-0.519123244121
9,2017-01-03,2017-01-04,JNJ,113.597786,113.411469,-0.164014640215
10,2017-01-03,2017-01-04,LMT,248.486237,249.15329,0.268446658476
11,2017-01-03,2017-01-04,LPX,19.549999,19.84,1.48338115005
12,2017-01-03,2017-01-04,LRCX,106.268082,106.327522,0.0559340103645
13,2017-01-03,2017-01-04,MASI,67.400002,67.720001,0.474775950303
14,2017-01-03,2017-01-04,MRK,59.283142,59.263432,-0.0332472256616
15,2017-01-03,2017-01-04,MSFT,61.520611,61.24535,-0.447428911264
16,2017-01-03,2017-01-04,RTN,143.743805,145.18895,1.00536158758
17,2017-01-03,2017-01-04,T,41.483578,41.242508,-0.581121522353
18,2017-01-03,2017-01-04,THO,99.82592,102.895805,3.07523837496
19,2017-01-04,2017-01-05,AOS,47.532639,47.314423,-0.459086649912
20,2017-01-04,2017-01-05,BP,36.379662,36.645691,0.731257481172
21,2017-01-04,2017-01-05,CELG,118.550003,118.760002,0.17713959906
22,2017-01-04,2017-01-05,EVR,70.232773,70.430061,0.280905895599
23,2017-01-04,2017-01-05,FB,118.690002,120.669998,1.66820790853
24,2017-01-04,2017-01-05,GOLD,79.290001,82.709999,4.31327778644
25,2017-01-04,2017-01-05,GOOGL,807.77002,813.02002,0.649937466112
26,2017-01-04,2017-01-05,HSBC,39.392975,39.278458,-0.29070411666
27,2017-01-04,2017-01-05,INTC,35.61758,35.558887,-0.164786602571
28,2017-01-04,2017-01-05,JNJ,113.411469,114.598045,1.04625749976
29,2017-01-04,2017-01-05,LMT,249.15329,251.105392,0.783494370072
30,2017-01-04,2017-01-05,LPX,19.84,19.77,-0.352822580645
31,2017-01-04,2017-01-05,LRCX,106.327522,106.089745,-0.223626955211
32,2017-01-04,2017-01-05,MASI,67.720001,67.519997,-0.295339629425
33,2017-01-04,2017-01-05,MRK,59.263432,59.243717,-0.0332667200239
34,2017-01-04,2017-01-05,MSFT,61.24535,61.24535,0.0
35,2017-01-04,2017-01-05,RTN,145.18895,146.653915,1.00900585065
36,2017-01-04,2017-01-05,T,41.242508,41.126797,-0.280562472098
37,2017-01-04,2017-01-05,THO,102.895805,101.028038,-1.81520228157
38,2017-01-05,2017-01-06,AOS,47.314423,47.334263,0.0419322454804
39,2017-01-05,2017-01-06,BP,36.645691,36.01862,-1.71117253595
40,2017-01-05,2017-01-06,CELG,118.760002,119.639999,0.74098769382
41,2017-01-05,2017-01-06,EVR,70.430061,71.021912,0.840338616205
42,2017-01-05,2017-01-06,FB,120.669998,123.410004,2.27066051663
43,2017-01-05,2017-01-06,GOLD,82.709999,80.900002,-2.18836539945
44,2017-01-05,2017-01-06,GOOGL,813.02002,825.210022,1.49934831863
45,2017-01-05,2017-01-06,HSBC,39.278458,39.268917,-0.0242906684371
46,2017-01-05,2017-01-06,INTC,35.558887,35.686058,0.357634928225
47,2017-01-05,2017-01-06,JNJ,114.598045,114.048897,-0.479194911222
48,2017-01-05,2017-01-06,LMT,251.105392,252.939804,0.730534691187
49,2017-01-05,2017-01-06,LPX,19.77,19.57,-1.01163378857
50,2017-01-05,2017-01-06,LRCX,106.089745,106.604942,0.485623751853
51,2017-01-05,2017-01-06,MASI,67.519997,67.830002,0.459130648362
52,2017-01-05,2017-01-06,MRK,59.243717,59.401413,0.266181813001
53,2017-01-05,2017-01-06,MSFT,61.24535,61.776207,0.86677110997
54,2017-01-05,2017-01-06,RTN,146.653915,146.713318,0.0405055671374
55,2017-01-05,2017-01-06,T,41.126797,40.307377,-1.99242357726
56,2017-01-05,2017-01-06,THO,101.028038,101.504913,0.472022430051
57,2017-01-06,2017-01-09,AOS,47.334263,47.016846,-0.670586124896
58,2017-01-06,2017-01-09,BP,36.01862,35.448555,-1.58269528372
59,2017-01-06,2017-01-09,CELG,119.639999,120.209999,0.476429291846
60,2017-01-06,2017-01-09,EVR,71.021912,70.923271,-0.138888122302
61,2017-01-06,2017-01-09,FB,123.410004,124.900002,1.20735592878
62,2017-01-06,2017-01-09,GOLD,80.900002,80.82,-0.0988899851943
63,2017-01-06,2017-01-09,GOOGL,825.210022,827.179993,0.238723591265
64,2017-01-06,2017-01-09,HSBC,39.268917,38.801311,-1.19077895629
65,2017-01-06,2017-01-09,INTC,35.686058,35.813229,0.356360458754
66,2017-01-06,2017-01-09,JNJ,114.048897,114.029274,-0.0172057779743
67,2017-01-06,2017-01-09,LMT,252.939804,252.900558,-0.0155159446554
68,2017-01-06,2017-01-09,LPX,19.57,19.360001,-1.07306591722
69,2017-01-06,2017-01-09,LRCX,106.604942,107.853279,1.17099355488
70,2017-01-06,2017-01-09,MASI,67.830002,68.809998,1.444782502
71,2017-01-06,2017-01-09,MRK,59.401413,60.219452,1.3771372745
72,2017-01-06,2017-01-09,MSFT,61.776207,61.579594,-0.318266545565
73,2017-01-06,2017-01-09,RTN,146.713318,146.683609,-0.0202496953957
74,2017-01-06,2017-01-09,T,40.307377,39.800121,-1.25846938639
75,2017-01-06,2017-01-09,THO,101.504913,100.402138,-1.08642524525
76,2017-01-09,2017-01-10,AOS,47.016846,47.373936,0.759493735501
77,2017-01-09,2017-01-10,BP,35.448555,35.258533,-0.536050059022
78,2017-01-09,2017-01-10,CELG,120.209999,119.980003,-0.191328510035
79,2017-01-09,2017-01-10,EVR,70.923271,71.515121,0.834493378062
80,2017-01-09,2017-01-10,FB,124.900002,124.349998,-0.440355477336
81,2017-01-09,2017-01-10,GOLD,80.82,81.610001,0.977482058896
82,2017-01-09,2017-01-10,GOOGL,827.179993,826.01001,-0.14144237166
83,2017-01-09,2017-01-10,HSBC,38.801311,38.887199,0.221353345509
84,2017-01-09,2017-01-10,INTC,35.813229,35.744751,-0.191208673197
85,2017-01-09,2017-01-10,JNJ,114.029274,113.911598,-0.103198061228
86,2017-01-09,2017-01-10,LMT,252.900558,251.291809,-0.636119197491
87,2017-01-09,2017-01-10,LPX,19.360001,19.51,0.77478818312
88,2017-01-09,2017-01-10,LRCX,107.853279,107.466896,-0.358248727885
89,2017-01-09,2017-01-10,MASI,68.809998,70.639999,2.65949869669
90,2017-01-09,2017-01-10,MRK,60.219452,59.056454,-1.93126632903
91,2017-01-09,2017-01-10,MSFT,61.579594,61.559933,-0.0319277843891
92,2017-01-09,2017-01-10,RTN,146.683609,145.119675,-1.06619547382
93,2017-01-09,2017-01-10,T,39.800121,39.809875,0.0245074631808
94,2017-01-09,2017-01-10,THO,100.402138,101.196938,0.791616608802
95,2017-01-10,2017-01-11,AOS,47.373936,47.919487,1.15158470261
96,2017-01-10,2017-01-11,BP,35.258533,35.676579,1.1856590857
97,2017-01-10,2017-01-11,CELG,119.980003,117.239998,-2.28371806258
98,2017-01-10,2017-01-11,EVR,71.515121,71.613762,0.137930270719
99,2017-01-10,2017-01-11,FB,124.349998,126.089996,1.39927465057
100,2017-01-10,2017-01-11,GOLD,81.610001,80.370003,-1.51941917021
101,2017-01-10,2017-01-11,GOOGL,826.01001,829.859985,0.466093019865
102,2017-01-10,2017-01-11,HSBC,38.887199,39.45977,1.4723894102
103,2017-01-10,2017-01-11,INTC,35.744751,36.145828,1.12205845272
104,2017-01-10,2017-01-11,JNJ,113.911598,112.509277,-1.23106077399
105,2017-01-10,2017-01-11,LMT,251.291809,250.271591,-0.405989357178
106,2017-01-10,2017-01-11,LPX,19.51,19.68,0.871348026653
107,2017-01-10,2017-01-11,LRCX,107.466896,107.982079,0.479387624632
108,2017-01-10,2017-01-11,MASI,70.639999,70.459999,-0.25481314064
109,2017-01-10,2017-01-11,MRK,59.056454,60.741814,2.8538117104
110,2017-01-10,2017-01-11,MSFT,61.559933,62.120285,0.910254401999
111,2017-01-10,2017-01-11,RTN,145.119675,144.763336,-0.245548372404
112,2017-01-10,2017-01-11,T,39.809875,39.614777,-0.49007438481
113,2017-01-10,2017-01-11,THO,101.196938,100.96843,-0.225805251143
114,2017-01-11,2017-01-12,AOS,47.919487,47.443371,-0.993574910349
115,2017-01-11,2017-01-12,BP,35.676579,35.876102,0.559254854564
116,2017-01-11,2017-01-12,CELG,117.239998,117.080002,-0.136468784314
117,2017-01-11,2017-01-12,EVR,71.613762,71.465797,-0.206615315084
118,2017-01-11,2017-01-12,FB,126.089996,126.620003,0.420340246501
119,2017-01-11,2017-01-12,GOLD,80.370003,81.779999,1.75438092244
120,2017-01-11,2017-01-12,GOOGL,829.859985,829.530029,-0.0397604422389
121,2017-01-11,2017-01-12,HSBC,39.45977,39.297543,-0.41111998372
122,2017-01-11,2017-01-12,INTC,36.145828,35.911053,-0.64952170967
123,2017-01-11,2017-01-12,JNJ,112.509277,112.401405,-0.0958783158832
124,2017-01-11,2017-01-12,LMT,250.271591,247.809387,-0.983812821168
125,2017-01-11,2017-01-12,LPX,19.68,19.66,-0.10162601626
126,2017-01-11,2017-01-12,LRCX,107.982079,107.169662,-0.752362806425
127,2017-01-11,2017-01-12,MASI,70.459999,71.290001,1.1779761734
128,2017-01-11,2017-01-12,MRK,60.741814,61.313454,0.941098005404
129,2017-01-11,2017-01-12,MSFT,62.120285,61.550102,-0.917869259615
