,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.29613634095e-05,1.96753350345e-05,2.82864854778e-05,2.17809179148e-05,2.99945754348e-05,1.55945897663e-05,1.56993836322e-05,3.51431401848e-05,3.85655471231e-05,2.96035727338e-05,2.95697319928e-05,1.44540748804e-05,1.43032966567e-05,1.1917481722e-05,1.32434557364e-05,3.77302114702e-05,2.83082175728e-05,2.78090173017e-05,4.53325409198e-05
HSBC,1.96753350345e-05,7.92505552614e-05,6.86018081732e-06,9.74830326102e-06,2.41915059642e-05,4.73185673389e-06,6.40173761866e-06,-1.15657442044e-05,3.69426909337e-05,9.74980032561e-06,2.56323421075e-05,1.02470967233e-05,2.21000937777e-05,-1.03617464037e-06,1.00168596596e-05,4.889057629e-05,2.05966018983e-05,1.34808524322e-05,1.98934439811e-05
GOOGL,2.82864854778e-05,6.86018081732e-06,9.87054457035e-05,2.69709937739e-05,2.73524169732e-05,2.35167013569e-05,2.02957573621e-05,6.44320815094e-05,2.63173784802e-05,7.17047815977e-05,3.77892280385e-05,-1.50138187469e-06,1.82729749713e-06,8.53524318139e-06,1.72343532721e-05,1.84715834499e-05,4.83050006659e-05,5.71781525578e-05,9.64866786058e-05
INTC,2.17809179148e-05,9.74830326102e-06,2.69709937739e-05,8.26816741205e-05,2.05751731866e-05,2.5000966796e-05,2.27247307899e-05,4.69394377692e-05,2.6032476088e-05,3.93716707307e-05,3.26862948472e-05,1.41059698617e-05,2.02612333314e-05,1.37233650461e-05,9.82204731668e-06,2.2788243696e-05,2.44003546684e-05,3.49440805471e-05,5.45614050032e-05
LPX,2.99945754348e-05,2.41915059642e-05,2.73524169732e-05,2.05751731866e-05,0.000189181102047,9.46556174277e-06,1.33958639355e-05,3.96863175889e-05,7.58966361072e-05,3.49216692783e-05,4.0986517349e-05,1.00076192989e-05,1.30330096046e-05,1.83677368916e-05,1.80212978043e-05,7.43309749285e-05,6.57236786789e-05,3.22641877774e-05,8.18280634621e-05
RTN,1.55945897663e-05,4.73185673389e-06,2.35167013569e-05,2.5000966796e-05,9.46556174277e-06,5.64194161714e-05,3.8922448999e-05,2.59764505453e-05,3.70777933127e-06,2.0122689712e-05,3.10121488527e-05,7.86356283437e-06,6.83500651887e-06,7.77554356029e-06,1.25936952427e-05,1.64951446044e-05,1.64332074857e-05,1.96914637668e-05,2.63575466533e-05
LMT,1.56993836322e-05,6.40173761866e-06,2.02957573621e-05,2.27247307899e-05,1.33958639355e-05,3.8922448999e-05,4.69762663509e-05,2.86899121103e-05,4.82344872318e-06,1.65713418012e-05,2.74995545123e-05,8.2647076586e-06,3.83271995969e-06,5.24714610675e-06,1.14773622024e-05,1.69429700874e-05,1.8919652824e-05,1.98232455682e-05,3.01327277527e-05
MASI,3.51431401848e-05,-1.15657442044e-05,6.44320815094e-05,4.69394377692e-05,3.96863175889e-05,2.59764505453e-05,2.86899121103e-05,0.000395137044228,6.51888464275e-05,8.01799324217e-05,4.2202650785e-05,1.08650872396e-05,1.57069525276e-05,1.50663846682e-05,9.08778392863e-06,3.13246425491e-05,4.42807157107e-05,6.43527664301e-05,0.000113062254385
THO,3.85655471231e-05,3.69426909337e-05,2.63173784802e-05,2.6032476088e-05,7.58966361072e-05,3.70777933127e-06,4.82344872318e-06,6.51888464275e-05,0.000349023182689,4.39432393701e-05,4.00347647267e-05,2.85321089187e-05,3.42225351675e-05,2.64294181572e-05,1.05233178307e-05,9.742784221e-05,5.52689458173e-05,5.73568621689e-05,0.000100503335136
FB,2.96035727338e-05,9.74980032561e-06,7.17047815977e-05,3.93716707307e-05,3.49216692783e-05,2.0122689712e-05,1.65713418012e-05,8.01799324217e-05,4.39432393701e-05,9.55630035652e-05,3.14690370803e-05,1.43998958768e-05,6.12945542288e-06,1.54654466818e-05,1.40507064482e-05,3.45899027286e-05,4.03989957258e-05,5.37739292133e-05,0.000100160735865
AOS,2.95697319928e-05,2.56323421075e-05,3.77892280385e-05,3.26862948472e-05,4.0986517349e-05,3.10121488527e-05,2.74995545123e-05,4.2202650785e-05,4.00347647267e-05,3.14690370803e-05,9.26923679406e-05,4.1477056927e-06,1.18906914521e-05,9.40476580252e-06,1.89369722939e-05,2.75967856426e-05,3.15576481522e-05,4.05866850429e-05,6.19705917573e-05
T,1.44540748804e-05,1.02470967233e-05,-1.50138187469e-06,1.41059698617e-05,1.00076192989e-05,7.86356283437e-06,8.2647076586e-06,1.08650872396e-05,2.85321089187e-05,1.43998958768e-05,4.1477056927e-06,8.48189135524e-05,1.76069053447e-05,1.8327277209e-05,6.67235494596e-06,3.59067579949e-05,8.15800149772e-06,4.04052509979e-06,1.8799682897e-05
