,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,0.214332227166,0.166667064137,0.260656811581,0.198801246536,0.340082696251,0.147939976749,0.150320462586,0.333270040907,0.360293556753,0.258616445022,0.28169862705,0.136061734276,0.142120027494,0.108882593856,0.126105303313,0.350167081111,0.258417276808,0.254595053376,0.40866903558
HSBC,0.166667064137,0.946516607087,0.0681221649625,0.0633512838423,0.292269618827,0.0265996067677,0.0546925456825,-0.107580245498,0.328258372389,0.110942825397,0.212751910213,0.0798732795517,0.152834002869,-0.0300224246854,0.0605518810143,0.48172395383,0.268463694462,0.14969045985,0.123196843237
GOOGL,0.260656811581,0.0681221649625,0.932278707386,0.265107826471,0.325136383671,0.208293257854,0.204957059828,0.578737698883,0.243611185771,0.639191303813,0.346033953389,-0.0161743626141,0.0319312242075,0.0835787427686,0.147696100763,0.164547578829,0.395860333282,0.504276338475,0.831315026501
INTC,0.198801246536,0.0633512838423,0.265107826471,0.836371547377,0.0584794778122,0.240734519585,0.205469448534,0.383152377112,0.217953620391,0.318362477778,0.265965003203,0.0959799821943,0.185512044533,0.140255393788,0.116532725554,0.149573740515,0.166644988302,0.336977090531,0.517525538248
LPX,0.340082696251,0.292269618827,0.325136383671,0.0584794778122,2.68628358914,0.132793498769,0.225641960971,0.547311563364,0.954612278387,0.347059006464,0.522152676417,0.11239808189,0.147663172152,0.126510122528,0.152146956759,0.791390634448,0.685652056479,0.320667187191,0.651404758137
RTN,0.147939976749,0.0265996067677,0.208293257854,0.240734519585,0.132793498769,0.550315853752,0.360914203945,0.242491886481,0.0426063533204,0.176384604718,0.291351589296,0.0451622051615,0.0557165732623,0.0751607369541,0.125899001892,0.15879990453,0.1617846058,0.207309256748,0.297632451885
LMT,0.150320462586,0.0546925456825,0.204957059828,0.205469448534,0.225641960971,0.360914203945,0.458009491116,0.280744439486,0.075006114966,0.153424237677,0.275308019702,0.0450343830008,0.0400469606209,0.0361227943438,0.0976935745081,0.162110998553,0.169708731152,0.169602450758,0.251721288224
MASI,0.333270040907,-0.107580245498,0.578737698883,0.383152377112,0.547311563364,0.242491886481,0.280744439486,3.81095173188,0.628692177521,0.692326966977,0.396893409557,0.162262531686,0.0774399402303,0.150350272998,0.132695119298,0.37063764857,0.535085788161,0.541523575116,1.00406333592
THO,0.360293556753,0.328258372389,0.243611185771,0.217953620391,0.954612278387,0.0426063533204,0.075006114966,0.628692177521,3.25727362296,0.455866456716,0.405722051183,0.262634048702,0.307683773308,0.209747934406,0.0781243261593,0.853663230108,0.499850799056,0.497851651874,0.880160821583
FB,0.258616445022,0.110942825397,0.639191303813,0.318362477778,0.347059006464,0.176384604718,0.153424237677,0.692326966977,0.455866456716,0.942253337609,0.313752588764,0.128891460046,0.0713237347072,0.0995245171429,0.0960424538139,0.299859187524,0.353114996638,0.44229714725,0.908379329176
AOS,0.28169862705,0.212751910213,0.346033953389,0.265965003203,0.522152676417,0.291351589296,0.275308019702,0.396893409557,0.405722051183,0.313752588764,1.02547710113,0.0716260403625,0.158346094997,0.0308746442191,0.156425305841,0.35036780601,0.297082424028,0.392579326397,0.555245786247
T,0.136061734276,0.0798732795517,-0.0161743626141,0.0959799821943,0.11239808189,0.0451622051615,0.0450343830008,0.162262531686,0.262634048702,0.128891460046,0.0716260403625,0.802308878865,0.135301322424,0.127497800631,0.0901955958057,0.300415415215,0.0806369245112,0.0409698133863,0.179097809637
BP,0.142120027494,0.152834002869,0.0319312242075,0.185512044533,0.147663172152,0.0557165732623,0.0400469606209,0.0774399402303,0.307683773308,0.0713237347072,0.158346094997,0.135301322424,0.933366473994,0.123571283636,0.0937963426612,0.38139662794,0.00455914826483,0.102738295167,0.0772217744688
MRK,0.108882593856,-0.0300224246854,0.0835787427686,0.140255393788,0.126510122528,0.0751607369541,0.0361227943438,0.150350272998,0.209747934406,0.0995245171429,0.0308746442191,0.127497800631,0.123571283636,0.570952455984,0.196189862054,0.182873248872,0.194055612784,0.0787312982352,0.0484148036602
JNJ,0.126105303313,0.0605518810143,0.147696100763,0.116532725554,0.152146956759,0.125899001892,0.0976935745081,0.132695119298,0.0781243261593,0.0960424538139,0.156425305841,0.0901955958057,0.0937963426612,0.196189862054,0.497479756628,0.13843005172,0.261942491947,0.165413508665,0.197623976808
EVR,0.350167081111,0.48172395383,0.164547578829,0.149573740515,0.791390634448,0.15879990453,0.162110998553,0.37063764857,0.853663230108,0.299859187524,0.35036780601,0.300415415215,0.38139662794,0.182873248872,0.13843005172,1.99613799852,0.402392721621,0.280528238878,0.605505253335
CELG,0.258417276808,0.268463694462,0.395860333282,0.166644988302,0.685652056479,0.1617846058,0.169708731152,0.535085788161,0.499850799056,0.353114996638,0.297082424028,0.0806369245112,0.00455914826483,0.194055612784,0.261942491947,0.402392721621,1.53775254537,0.366955846377,0.701369530366
MSFT,0.254595053376,0.14969045985,0.504276338475,0.336977090531,0.320667187191,0.207309256748,0.169602450758,0.541523575116,0.497851651874,0.44229714725,0.392579326397,0.0409698133863,0.102738295167,0.0787312982352,0.165413508665,0.280528238878,0.366955846377,0.73487537303,0.804107975516
LRCX,0.40866903558,0.123196843237,0.831315026501,0.517525538248,0.651404758137,0.297632451885,0.251721288224,1.00406333592,0.880160821583,0.908379329176,0.555245786247,0.179097809637,0.0772217744688,0.0484148036602,0.197623976808,0.605505253335,0.701369530366,0.804107975516,2.6233927774
