,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.459117573214,0.586651490526,0.50943946642,0.454995513726,0.437730036181,0.478085575717,0.371657911518,0.430603324774,0.626335184351,0.641935708571,0.344194058801,0.32722530716,0.342493740434,0.393566670083,0.552075624783,0.505435294269,0.677602031627,0.570166940537
HSBC,0.459117573214,1.0,0.0750990831271,0.121125876946,0.200939282458,0.0725300101583,0.112070908411,-0.0658180655882,0.220718964032,0.107152073702,0.295627384564,0.140589217438,0.271862642053,-0.0201079975287,0.161251511033,0.389442429352,0.196751896777,0.174212630337,0.139486601915
GOOGL,0.586651490526,0.0750990831271,1.0,0.296910420438,0.19078582183,0.310350394655,0.29337000242,0.325079045537,0.135052467436,0.739070991438,0.390368053219,-0.0133303744845,0.0215603157119,0.11872462501,0.237956144188,0.117201401416,0.407658013593,0.668529343276,0.572393331022
INTC,0.50943946642,0.121125876946,0.296910420438,1.0,0.156166028317,0.362672181335,0.35972471072,0.260147104248,0.146571367724,0.439700105376,0.365891321976,0.172911603557,0.242196210037,0.20715605175,0.149452186603,0.171277558783,0.231572622026,0.445125450618,0.356118739614
LPX,0.454995513726,0.200939282458,0.19078582183,0.156166028317,1.0,0.0871503852928,0.131334754374,0.146869633663,0.289590811611,0.245085208146,0.296397400863,0.0866575552159,0.101641367008,0.181834260383,0.187634169313,0.38321711702,0.413586966392,0.265696134829,0.361099903289
RTN,0.437730036181,0.0725300101583,0.310350394655,0.362672181335,0.0871503852928,1.0,0.754274211442,0.174633227151,0.0221317589922,0.266216168434,0.424418206683,0.117200283621,0.0981340065567,0.141137465964,0.237706363542,0.156165344338,0.189601035396,0.301017326207,0.211628155091
LMT,0.478085575717,0.112070908411,0.29337000242,0.35972471072,0.131334754374,0.754274211442,1.0,0.211184114461,0.0266848297433,0.239601818622,0.401759168877,0.147533619975,0.0643230721803,0.102218096771,0.235136770439,0.179172654897,0.245500625461,0.332530266655,0.262345341021
MASI,0.371657911518,-0.0658180655882,0.325079045537,0.260147104248,0.146869633663,0.174633227151,0.211184114461,1.0,0.17708395994,0.409446400146,0.224150689692,0.0561983250717,0.0842583601856,0.104447714078,0.0655219460821,0.108041994537,0.184882021406,0.375434655052,0.342541261183
THO,0.430603324774,0.220718964032,0.135052467436,0.146571367724,0.289590811611,0.0221317589922,0.0266848297433,0.17708395994,1.0,0.23030246463,0.213619909999,0.164758514199,0.195722172422,0.194375477022,0.08009493214,0.36176013219,0.25591846169,0.351741593342,0.323773292613
FB,0.626335184351,0.107152073702,0.739070991438,0.439700105376,0.245085208146,0.266216168434,0.239601818622,0.409446400146,0.23030246463,1.0,0.3255084899,0.159642859752,0.0698568647013,0.218025913689,0.19141863082,0.224145694613,0.345960242093,0.638229777887,0.596687953317
AOS,0.641935708571,0.295627384564,0.390368053219,0.365891321976,0.296397400863,0.424418206683,0.401759168877,0.224150689692,0.213619909999,0.3255084899,1.0,0.0451403836926,0.130614257135,0.136039794013,0.276907093786,0.195294696935,0.289127283607,0.486857058475,0.38369861232
T,0.344194058801,0.140589217438,-0.0133303744845,0.172911603557,0.0866575552159,0.117200283621,0.147533619975,0.0561983250717,0.164758514199,0.159642859752,0.0451403836926,1.0,0.214342367543,0.263728522575,0.103674048399,0.282300864692,0.0754945645876,0.0537323280259,0.127617205907
BP,0.32722530716,0.271862642053,0.0215603157119,0.242196210037,0.101641367008,0.0981340065567,0.0643230721803,0.0842583601856,0.195722172422,0.0698568647013,0.130614257135,0.214342367543,1.0,0.179083026899,0.158774114168,0.271050797099,-0.00200103064593,0.120328480677,0.0259555660388
MRK,0.342493740434,-0.0201079975287,0.11872462501,0.20715605175,0.181834260383,0.141137465964,0.102218096771,0.104447714078,0.194375477022,0.218025913689,0.136039794013,0.263728522575,0.179083026899,1.0,0.394778189385,0.147628195359,0.281370854016,0.11471700748,0.0506613918112
JNJ,0.393566670083,0.161251511033,0.237956144188,0.149452186603,0.187634169313,0.237706363542,0.235136770439,0.0655219460821,0.08009493214,0.19141863082,0.276907093786,0.103674048399,0.158774114168,0.394778189385,1.0,0.159715949383,0.355724796533,0.249046515304,0.171832687478
EVR,0.552075624783,0.389442429352,0.117201401416,0.171277558783,0.38321711702,0.156165344338,0.179172654897,0.108041994537,0.36176013219,0.224145694613,0.195294696935,0.282300864692,0.271050797099,0.147628195359,0.159715949383,1.0,0.238013178749,0.222975081594,0.296656576389
CELG,0.505435294269,0.196751896777,0.407658013593,0.231572622026,0.413586966392,0.189601035396,0.245500625461,0.184882021406,0.25591846169,0.345960242093,0.289127283607,0.0754945645876,-0.00200103064593,0.281370854016,0.355724796533,0.238013178749,1.0,0.397241489605,0.38491820192
MSFT,0.677602031627,0.174212630337,0.668529343276,0.445125450618,0.265696134829,0.301017326207,0.332530266655,0.375434655052,0.351741593342,0.638229777887,0.486857058475,0.0537323280259,0.120328480677,0.11471700748,0.249046515304,0.222975081594,0.397241489605,1.0,0.603897119032
LRCX,0.570166940537,0.139486601915,0.572393331022,0.356118739614,0.361099903289,0.211628155091,0.262345341021,0.342541261183,0.323773292613,0.596687953317,0.38369861232,0.127617205907,0.0259555660388,0.0506613918112,0.171832687478,0.296656576389,0.38491820192,0.603897119032,1.0
