Date,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO
2017-08-01,53.740002,36.27,135.179993,78.900002,169.860001,946.559998,50.799999,36.349998,132.509995,292.649994,24.23,157.460007,96.620003,63.919998,72.580002,171.470001,247.320007,38.880001,105.68
2017-08-02,54.43,36.400002,134.850006,78.449997,169.300003,947.640015,50.200001,36.639999,132.160004,294.700012,24.129999,151.550003,96.080002,63.439999,72.260002,173.789993,247.440002,38.27,103.800003
2017-08-03,54.259998,36.139999,135.899994,77.949997,168.589996,940.299988,50.060001,36.490002,133.350006,295.820007,24.389999,148.899994,86.660004,63.52,72.150002,174.139999,246.960007,38.279999,102.459999
2017-08-04,54.93,36.330002,136.699997,77.849998,169.619995,945.789978,50.060001,36.299999,133.179993,297.0,24.48,150.050003,85.290001,63.099998,72.68,173.869995,247.410004,38.43,104.68
2017-08-07,54.549999,36.75,137.059998,77.800003,171.979996,945.75,49.919998,36.43,132.860001,297.149994,24.77,155.839996,86.169998,62.84,72.400002,173.509995,247.869995,38.52,105.309998
2017-08-08,54.400002,36.540001,135.270004,77.300003,171.229996,944.190002,49.779999,36.41,132.270004,300.100006,24.5,155.75,85.389999,62.32,72.790001,174.800003,247.259995,38.360001,104.75
2017-08-09,54.029999,36.16,135.570007,77.699997,171.179993,940.080017,49.689999,36.59,133.229996,305.220001,24.299999,155.199997,84.050003,62.490002,72.470001,179.300003,247.25,38.360001,103.389999
2017-08-10,53.540001,35.470001,130.369995,76.599998,167.399994,923.590027,48.189999,36.139999,133.089996,303.25,23.99,149.440002,82.040001,62.18,71.410004,177.619995,243.759995,38.189999,101.699997
2017-08-11,53.68,34.939999,130.610001,76.349998,168.080002,930.090027,47.77,35.869999,133.100006,303.75,24.08,154.259995,83.580002,62.380001,72.5,179.350006,244.119995,38.099998,104.550003
2017-08-14,54.130001,34.68,132.960007,77.650002,170.75,938.929993,48.169998,36.34,133.479996,307.579987,24.389999,158.550003,85.540001,62.669998,73.589996,180.339996,246.539993,38.5,106.669998
2017-08-15,54.34,34.57,131.369995,77.199997,171.0,938.080017,47.91,36.0,133.380005,306.200012,24.34,160.210007,85.300003,62.5,73.220001,178.220001,246.509995,38.16,105.550003
2017-08-16,54.82,34.290001,131.259995,76.650002,170.0,944.27002,48.029999,35.810001,134.169998,305.799988,24.07,163.220001,86.449997,62.700001,73.650002,178.080002,246.940002,38.23,105.75
