,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.27980341151e-05,1.95897651713e-05,2.7866952829e-05,2.20689202221e-05,2.9707878994e-05,1.5670937781e-05,1.55609020959e-05,3.5285463733e-05,3.82923702127e-05,2.93931886662e-05,2.92266239851e-05,1.52725687991e-05,1.4469907496e-05,1.19039715959e-05,1.32970042258e-05,3.84586519372e-05,2.89284284819e-05,2.78550003783e-05,4.53039117303e-05
HSBC,1.95897651713e-05,7.96431702979e-05,6.28759746049e-06,9.59846618602e-06,2.44042716447e-05,4.79363212375e-06,6.41861359518e-06,-1.15181524582e-05,3.69284231885e-05,8.94625764239e-06,2.53328846401e-05,1.06044757517e-05,2.21464750953e-05,-1.2103026308e-06,1.03621954061e-05,5.0535463401e-05,2.09437631483e-05,1.3119490243e-05,2.08996188271e-05
GOOGL,2.7866952829e-05,6.28759746049e-06,9.88375343058e-05,2.65363279835e-05,2.58480377221e-05,2.30817243621e-05,1.95336143931e-05,6.45223836723e-05,2.51233208454e-05,7.19426789683e-05,3.70121857669e-05,-1.85032649721e-06,1.61203490901e-06,8.70852858029e-06,1.67472673974e-05,1.67086559204e-05,4.88349481674e-05,5.71845994894e-05,9.49131994092e-05
INTC,2.20689202221e-05,9.59846618602e-06,2.65363279835e-05,8.21319198625e-05,1.93844337715e-05,2.46569252033e-05,2.20329787651e-05,4.70696761331e-05,2.49090724939e-05,3.88104863342e-05,3.16727521691e-05,1.41296353381e-05,2.01063636716e-05,1.3714870014e-05,9.70562845926e-06,2.27514127257e-05,2.52307367371e-05,3.45982898726e-05,5.40788311155e-05
LPX,2.9707878994e-05,2.44042716447e-05,2.58480377221e-05,1.93844337715e-05,0.000187268060247,8.91319740318e-06,1.21521951585e-05,3.9983399922e-05,7.38252619899e-05,3.2899706984e-05,3.87624607933e-05,1.04938858082e-05,1.28073870865e-05,1.81363597023e-05,1.82365481688e-05,7.63026314832e-05,6.76720335023e-05,3.11841084699e-05,8.21931179395e-05
RTN,1.5670937781e-05,4.79363212375e-06,2.30817243621e-05,2.46569252033e-05,8.91319740318e-06,5.62599288955e-05,3.85632570097e-05,2.60622952493e-05,3.10949759278e-06,1.95380305668e-05,3.03695337429e-05,8.00430384192e-06,6.76987864175e-06,7.70857228291e-06,1.26561494071e-05,1.70659657777e-05,1.69962315466e-05,1.93792099611e-05,2.64638116905e-05
LMT,1.55609020959e-05,6.41861359518e-06,1.95336143931e-05,2.20329787651e-05,1.21521951585e-05,3.85632570097e-05,4.62031862668e-05,2.88595219686e-05,3.54821898856e-06,1.55568906141e-05,2.62132197181e-05,8.46079204455e-06,3.67983229458e-06,5.15503433624e-06,1.15095658785e-05,1.76809001018e-05,2.00217825258e-05,1.92615524669e-05,3.0064668598e-05
MASI,3.5285463733e-05,-1.15181524582e-05,6.45223836723e-05,4.70696761331e-05,3.9983399922e-05,2.60622952493e-05,2.88595219686e-05,0.000395106527876,6.54631295597e-05,8.02947248103e-05,4.24421142173e-05,1.08692729991e-05,1.57461136159e-05,1.50636029753e-05,9.12588538848e-06,3.13795462825e-05,4.40873676341e-05,6.44272317391e-05,0.000113208323495
THO,3.82923702127e-05,3.69284231885e-05,2.51233208454e-05,2.49090724939e-05,7.38252619899e-05,3.10949759278e-06,3.54821898856e-06,6.54631295597e-05,0.000346924146232,4.2358323977e-05,3.79479920323e-05,2.88168095014e-05,3.39657283667e-05,2.62963477537e-05,1.05393635968e-05,9.84671263245e-05,5.70471837866e-05,5.64703557493e-05,0.000100283423171
FB,2.93931886662e-05,8.94625764239e-06,7.19426789683e-05,3.88104863342e-05,3.2899706984e-05,1.95380305668e-05,1.55568906141e-05,8.02947248103e-05,4.2358323977e-05,9.59666521477e-05,3.0469263751e-05,1.38973280782e-05,5.83839480156e-06,1.5714656495e-05,1.33659114033e-05,3.20683525201e-05,4.10652708685e-05,5.38218756659e-05,9.79604999901e-05
AOS,2.92266239851e-05,2.53328846401e-05,3.70121857669e-05,3.16727521691e-05,3.87624607933e-05,3.03695337429e-05,2.62132197181e-05,4.24421142173e-05,3.79479920323e-05,3.0469263751e-05,9.08250148612e-05,4.17254208811e-06,1.16004248111e-05,9.39830552239e-06,1.87021454348e-05,2.74402536903e-05,3.30820928124e-05,3.99634808237e-05,6.10199752627e-05
T,1.52725687991e-05,1.06044757517e-05,-1.85032649721e-06,1.41296353381e-05,1.04938858082e-05,8.00430384192e-06,8.46079204455e-06,1.08692729991e-05,2.88168095014e-05,1.38973280782e-05,4.17254208811e-06,8.51020108806e-05,1.76852967486e-05,1.81885414225e-05,6.98264342963e-06,3.72481900078e-05,8.22008777393e-06,3.83915035145e-06,1.97415527106e-05
BP,1.4469907496e-05,2.21464750953e-05,1.61203490901e-06,2.01063636716e-05,1.28073870865e-05,6.76987864175e-06,3.67983229458e-06,1.57461136159e-05,3.39657283667e-05,5.83839480156e-06,1.16004248111e-05,1.76852967486e-05,8.55125969089e-05,1.21566503119e-05,1.05563077611e-05,3.6602195463e-05,-2.43082762818e-07,9.33955857759e-06,4.28417432817e-06
MRK,1.19039715959e-05,-1.2103026308e-06,8.70852858029e-06,1.3714870014e-05,1.81363597023e-05,7.70857228291e-06,5.15503433624e-06,1.50636029753e-05,2.62963477537e-05,1.5714656495e-05,9.39830552239e-06,1.81885414225e-05,1.21566503119e-05,5.28871072458e-05,2.02602849669e-05,1.57404709733e-05,2.46263839247e-05,7.27515220066e-06,6.06782850426e-06
JNJ,1.32970042258e-05,1.03621954061e-05,1.67472673974e-05,9.70562845926e-06,1.82365481688e-05,1.26561494071e-05,1.15095658785e-05,9.12588538848e-06,1.05393635968e-05,1.33659114033e-05,1.87021454348e-05,6.98264342963e-06,1.05563077611e-05,2.02602849669e-05,5.01170948456e-05,1.66971775308e-05,3.00713797044e-05,1.5159558155e-05,2.02885568349e-05
EVR,3.84586519372e-05,5.0535463401e-05,1.67086559204e-05,2.27514127257e-05,7.63026314832e-05,1.70659657777e-05,1.76809001018e-05,3.13795462825e-05,9.84671263245e-05,3.20683525201e-05,2.74402536903e-05,3.72481900078e-05,3.6602195463e-05,1.57404709733e-05,1.66971775308e-05,0.000212975680196,4.10119663824e-05,2.77278061705e-05,7.19157976115e-05
CELG,2.89284284819e-05,2.09437631483e-05,4.88349481674e-05,2.52307367371e-05,6.76720335023e-05,1.69962315466e-05,2.00217825258e-05,4.40873676341e-05,5.70471837866e-05,4.10652708685e-05,3.30820928124e-05,8.22008777393e-06,-2.43082762818e-07,2.46263839247e-05,3.00713797044e-05,4.10119663824e-05,0.000143919004797,4.11303155776e-05,7.64213983811e-05
MSFT,2.78550003783e-05,1.3119490243e-05,5.71845994894e-05,3.45982898726e-05,3.11841084699e-05,1.93792099611e-05,1.92615524669e-05,6.44272317391e-05,5.64703557493e-05,5.38218756659e-05,3.99634808237e-05,3.83915035145e-06,9.33955857759e-06,7.27515220066e-06,1.5159558155e-05,2.77278061705e-05,4.11303155776e-05,7.41001420149e-05,8.65897627952e-05
LRCX,4.53039117303e-05,2.08996188271e-05,9.49131994092e-05,5.40788311155e-05,8.21931179395e-05,2.64638116905e-05,3.0064668598e-05,0.000113208323495,0.000100283423171,9.79604999901e-05,6.10199752627e-05,1.97415527106e-05,4.28417432817e-06,6.06782850426e-06,2.02885568349e-05,7.19157976115e-05,7.64213983811e-05,8.65897627952e-05,0.000277090092271
