,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.299535697601,0.156870469482,0.266586770865,51.080002,58.259998,0.00949787941289
1,BP,2017-03-01,2017-09-19,0.16687360972,0.0896226762749,0.216935692637,34.23,36.959999,0.00929708389908
2,CELG,2017-03-01,2017-09-19,0.295204047809,0.15472425464,0.0678969309961,123.699997,142.619995,0.0119615028605
3,EVR,2017-03-01,2017-09-19,-0.0711642577404,-0.0402263341209,-0.105323101456,81.599998,76.349998,0.0145437415234
4,FB,2017-03-01,2017-09-19,0.522540875762,0.263391661825,0.10973358391,137.419998,171.240097,0.00977387867715
5,GOOGL,2017-03-01,2017-09-19,0.194811632275,0.104055865845,0.0915614671693,856.75,932.849915,0.0099035515579
6,HSBC,2017-03-01,2017-09-19,0.426354661666,0.218359806907,0.515889140616,40.84,49.099899,0.00920391544893
7,INTC,2017-03-01,2017-09-19,0.0471721423127,0.0259667948628,0.0608520635834,35.93,37.139999,0.00901673003492
8,JNJ,2017-03-01,2017-09-19,0.198051155822,0.105719712836,0.279252129709,123.860001,135.130005,0.00707720176824
9,LMT,2017-03-01,2017-09-19,0.289638366768,0.151961928785,0.00868915100305,268.380005,307.089996,0.00691476345985
10,LPX,2017-03-01,2017-09-19,0.294058359032,0.154156064461,0.126445094384,23.940001,27.215,0.013641439469
11,LRCX,2017-03-01,2017-09-19,1.05008841122,0.490720478398,0.798067192523,119.669998,176.710007,0.016590033258
12,MASI,2017-03-01,2017-09-19,-0.103932131056,-0.0592076022664,-0.175645301484,92.779999,85.010002,0.0198155349323
13,MRK,2017-03-01,2017-09-19,-0.00381830083706,-0.00212539841542,-0.00274917660268,66.209999,65.730003,0.00738175030172
14,MSFT,2017-03-01,2017-09-19,0.346098373302,0.179743716786,0.0865245933254,64.940002,75.480003,0.00851586537556
15,RTN,2017-03-01,2017-09-19,0.378464923009,0.19543693268,0.310341236868,154.570007,184.276596,0.00749351826858
16,SPY,2017-03-01,2017-09-19,0.102833704223,0.0559478832159,0.166590600841,239.779999,249.699997,0.00481761092435
17,T,2017-03-01,2017-09-19,-0.152928361926,-0.088174178316,-0.26915391699,42.040001,38.105202,0.00965264165508
18,THO,2017-03-01,2017-09-19,0.0430746919823,0.0237321512362,0.0676272664122,113.550003,113.449997,0.0185244972264
