,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,ALGN,2017-03-01,2017-09-20,1.94555100866,0.829019008777,2.470849781,103.830002,187.949997,0.0194478496822
1,AOS,2017-03-01,2017-09-20,0.315858843794,0.165806152387,0.265321428787,51.080002,58.709999,0.00946839131017
2,BP,2017-03-01,2017-09-20,0.190658877238,0.102446998965,0.11248873757,34.23,37.395,0.00931167117084
3,CELG,2017-03-01,2017-09-20,0.315307567367,0.16553315253,0.00945922702102,123.699997,143.955002,0.011921643051
4,EVR,2017-03-01,2017-09-20,-0.0659230982489,-0.0373979369932,-0.0059330788424,81.599998,76.574997,0.0144949937506
5,FB,2017-03-01,2017-09-20,0.533085307082,0.269735981173,0.724996017632,137.419998,172.100006,0.00979615207494
6,GOOGL,2017-03-01,2017-09-20,0.223745340943,0.11946552121,0.290868943226,856.75,945.869995,0.00991077793023
7,HSBC,2017-03-01,2017-09-20,0.420150516578,0.216578169146,0.394941485583,40.84,49.028099,0.00920402874953
8,INTC,2017-03-01,2017-09-20,0.0373721394794,0.0207182314719,0.0448465673753,35.93,36.950001,0.00901739790453
9,JNJ,2017-03-01,2017-09-20,0.160610693966,0.0868095989429,0.0401526734915,123.860001,132.819,0.00721943275146
10,JPM,2017-03-01,2017-09-20,0.0761496314991,0.0418704024982,0.0129454373548,93.599998,94.414299,0.0102760701707
11,LMT,2017-03-01,2017-09-20,0.291019772592,0.153454955341,0.224085224896,268.380005,307.488007,0.00686669298116
12,LPX,2017-03-01,2017-09-20,0.349039513798,0.182145886344,0.223385288831,23.940001,27.875,0.013667317081
13,LRCX,2017-03-01,2017-09-20,0.954392583403,0.454277016583,1.08800754508,119.669998,172.389999,0.0167127361633
14,MASI,2017-03-01,2017-09-20,-0.097024172247,-0.0554449197051,-0.184345927269,92.779999,85.349998,0.0197377929709
15,MRK,2017-03-01,2017-09-20,-0.00924373585523,-0.00517692400894,-0.0019411845296,66.209999,65.528999,0.00736785950267
16,MRO,2017-03-01,2017-09-20,-0.354285898036,-0.216875,-0.29405729537,16.450001,12.53,0.0229781473051
17,MSFT,2017-03-01,2017-09-20,0.328391631515,0.171999015317,0.249577639951,64.940002,74.984497,0.00850612057867
18,RTN,2017-03-01,2017-09-20,0.380622509851,0.197534954169,0.209342380418,154.570007,184.600006,0.00747813341836
19,T,2017-03-01,2017-09-20,-0.138464720563,-0.0799234247446,-0.0166157664675,42.040001,38.450001,0.00967738776108
20,THO,2017-03-01,2017-09-20,0.0596945131355,0.0329363021115,0.026862530911,113.550003,114.470001,0.0184684994244
21,WFC,2017-03-01,2017-09-20,-0.136258768547,-0.0786074796371,-0.0436028059351,59.73,53.3302,0.0109628995581
22,WMT,2017-03-01,2017-09-20,0.252886542879,0.134287353729,0.0935680208652,70.449997,80.455002,0.00882835624737
23,WRK,2017-03-01,2017-09-20,0.152116064556,0.0823566254215,0.284457040719,54.560001,58.144199,0.0133636533006
24,XOM,2017-03-01,2017-09-20,-0.0179699915812,-0.0100836202656,-0.00269549873718,83.019997,80.5,0.0074407517679
