,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.303950789232,0.159054762529,0.392096518109,51.080002,58.369999,0.00949719106173
1,BP,2017-03-01,2017-09-19,0.164887541873,0.0885908365914,0.098932525124,34.23,36.924999,0.0092917025464
2,CELG,2017-03-01,2017-09-19,0.305345666013,0.159744171974,0.305345666013,123.699997,143.240005,0.0119602664692
3,EVR,2017-03-01,2017-09-19,-0.0766256112576,-0.0433690115637,-0.0183901467018,81.599998,76.099998,0.0145397077802
4,FB,2017-03-01,2017-09-19,0.534871162792,0.269071889357,0.850445148839,137.419998,172.009995,0.00979958178084
5,GOOGL,2017-03-01,2017-09-19,0.202090435456,0.107791526818,0.258675757384,856.75,936.006287,0.00991399737813
6,HSBC,2017-03-01,2017-09-19,0.427927365024,0.219106754817,0.663287415787,40.84,49.130001,0.00920770916186
7,INTC,2017-03-01,2017-09-19,0.050723537429,0.0279004964668,0.0380426530718,35.93,37.209999,0.0090234728016
8,JNJ,2017-03-01,2017-09-19,0.197094883238,0.105228771011,0.015767590659,123.860001,135.070007,0.00707845610919
9,LMT,2017-03-01,2017-09-19,0.283830049744,0.149073531165,0.164621428851,268.380005,306.320007,0.00689235861377
10,LPX,2017-03-01,2017-09-19,0.293588085592,0.153922773537,0.164409327931,23.940001,27.209499,0.0136415481126
11,LRCX,2017-03-01,2017-09-19,1.05238355711,0.491648435198,0.547239449698,119.669998,176.820007,0.0165884177705
12,MASI,2017-03-01,2017-09-19,-0.101466844491,-0.0577689457972,-0.0213080373431,92.779999,85.139999,0.0198120463944
13,MRK,2017-03-01,2017-09-19,-0.00163734489147,-0.000910960942265,-0.00145723695341,66.209999,65.809998,0.00737781968847
14,MSFT,2017-03-01,2017-09-19,0.350590918959,0.181931900594,0.480309558974,64.940002,75.620003,0.00852207083541
15,RTN,2017-03-01,2017-09-19,0.370652375804,0.191664055465,0.392891518353,154.570007,183.695007,0.00748624667989
16,SPY,2017-03-01,2017-09-19,0.104899370944,0.0570474307225,0.0272738364455,239.779999,249.960007,0.00481767128823
17,T,2017-03-01,2017-09-19,-0.15293643585,-0.0881790120082,-0.0749388535663,42.040001,38.105,0.00965256608905
18,THO,2017-03-01,2017-09-19,0.0576673961086,0.0316730012633,0.0588207440308,113.550003,114.330002,0.0185210618109
