,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26424755611e-05,2.08950602026e-05,2.76518959986e-05,2.21158924608e-05,2.95280400781e-05,1.55074675456e-05,1.53181182315e-05,3.50548495625e-05,3.78944835679e-05,2.91407651447e-05,2.90614556604e-05,1.5857896317e-05,1.42539176235e-05,1.16396535896e-05,1.29291458371e-05,3.83305167475e-05,2.87696411448e-05,2.77343369605e-05,4.51177081216e-05
HSBC,2.08950602026e-05,8.48569178176e-05,8.45926228488e-06,1.0944584076e-05,2.77365441389e-05,5.38028971445e-06,6.91895542665e-06,-9.58656611321e-06,4.11509267565e-05,1.24081452107e-05,2.59852294143e-05,1.49716777967e-05,2.15049694215e-05,-4.22813924198e-07,1.07198863178e-05,5.51584650012e-05,2.26263348622e-05,1.61487337047e-05,2.63321899751e-05
GOOGL,2.76518959986e-05,8.45926228488e-06,9.82035955838e-05,2.6374648556e-05,2.57590910365e-05,2.34210135802e-05,1.93617005023e-05,6.38176286532e-05,2.46269120941e-05,7.16265142756e-05,3.69911604303e-05,-3.47108464691e-07,2.82897680632e-06,8.49929609636e-06,1.62923927104e-05,1.66005107627e-05,4.82260354918e-05,5.66766394389e-05,9.39835114126e-05
INTC,2.21158924608e-05,1.0944584076e-05,2.6374648556e-05,8.13105789098e-05,1.8928620606e-05,2.43588978484e-05,2.1912281993e-05,5.17597450767e-05,2.55355575346e-05,3.95540222871e-05,3.0728856724e-05,1.74942303017e-05,2.13827708096e-05,1.33466901757e-05,9.16536755067e-06,2.21234866182e-05,2.48213499854e-05,3.50078273023e-05,5.44456504748e-05
LPX,2.95280400781e-05,2.77365441389e-05,2.57590910365e-05,1.8928620606e-05,0.000186106293644,8.89686180423e-06,1.23598547722e-05,3.96915963983e-05,7.305475991e-05,3.26754089046e-05,3.82465827428e-05,1.05713539603e-05,1.22557561425e-05,1.73128935862e-05,1.78586599511e-05,7.70336130618e-05,6.74406081782e-05,3.12236070859e-05,8.17225835623e-05
RTN,1.55074675456e-05,5.38028971445e-06,2.34210135802e-05,2.43588978484e-05,8.89686180423e-06,5.60918018566e-05,3.88146923453e-05,2.57626731044e-05,3.54655100853e-06,1.96162911101e-05,2.96590433936e-05,8.87333215984e-06,4.79182792489e-06,7.62193675436e-06,1.26368203076e-05,1.71790301453e-05,1.73675267015e-05,1.99154502505e-05,2.71784254389e-05
LMT,1.53181182315e-05,6.91895542665e-06,1.93617005023e-05,2.1912281993e-05,1.23598547722e-05,3.88146923453e-05,4.77730948737e-05,2.78410932807e-05,3.06746550772e-06,1.56049817506e-05,2.52516140441e-05,9.93213072269e-06,3.53913768273e-06,4.48979212066e-06,1.12586215502e-05,1.901698117e-05,1.98899622823e-05,1.9034160894e-05,2.8643504705e-05
MASI,3.50548495625e-05,-9.58656611321e-06,6.38176286532e-05,5.17597450767e-05,3.96915963983e-05,2.57626731044e-05,2.78410932807e-05,0.00039253631962,6.49131735186e-05,7.93370457077e-05,4.22573619529e-05,1.28579589539e-05,1.75279156363e-05,1.36655294626e-05,9.44351056813e-06,3.19333778403e-05,4.39317558491e-05,6.41023687756e-05,0.000112544894412
THO,3.78944835679e-05,4.11509267565e-05,2.46269120941e-05,2.55355575346e-05,7.305475991e-05,3.54655100853e-06,3.06746550772e-06,6.49131735186e-05,0.000343021343121,4.14532420456e-05,3.78535061948e-05,2.9460461352e-05,3.20764374134e-05,2.58612719342e-05,1.09698779583e-05,9.73651108272e-05,5.58113967905e-05,5.57705393664e-05,9.91190090864e-05
FB,2.91407651447e-05,1.24081452107e-05,7.16265142756e-05,3.95540222871e-05,3.26754089046e-05,1.96162911101e-05,1.56049817506e-05,7.93370457077e-05,4.14532420456e-05,9.57212901441e-05,2.9730503123e-05,1.61557165905e-05,6.83447304607e-06,1.51813660621e-05,1.30913071914e-05,3.1750247198e-05,4.0333912749e-05,5.37380009744e-05,9.69205784413e-05
