,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.29823374609e-05,1.96949426197e-05,2.83217830973e-05,2.18363928464e-05,3.00185102528e-05,1.5549436578e-05,1.56526654069e-05,3.51538558742e-05,3.85754593777e-05,2.96439236391e-05,2.95788110455e-05,1.44722272083e-05,1.43252685099e-05,1.20016083894e-05,1.32074050531e-05,3.76918044597e-05,2.83184628622e-05,2.78973341261e-05,4.52950087061e-05
HSBC,1.96949426197e-05,7.92678971102e-05,6.89249728933e-06,9.77405597712e-06,2.42072695633e-05,4.69310640266e-06,6.36492587846e-06,-1.1560811881e-05,3.69473820983e-05,9.7770406392e-06,2.56384475191e-05,1.02366558973e-05,2.21097317985e-05,-9.74667585661e-07,9.98900453563e-06,4.88463344499e-05,2.05944572384e-05,1.35394382633e-05,1.98663381575e-05
GOOGL,2.83217830973e-05,6.89249728933e-06,9.87643787836e-05,2.70463503448e-05,2.73881380028e-05,2.34430988889e-05,2.02218667405e-05,6.4446608531e-05,2.63309050188e-05,7.17654610374e-05,3.78028647007e-05,-1.48973437823e-06,1.85675642885e-06,8.66500320327e-06,1.71777147014e-05,1.84011986203e-05,4.83141592281e-05,5.73102487442e-05,9.64290184888e-05
INTC,2.18363928464e-05,9.77405597712e-06,2.70463503448e-05,8.21387012861e-05,2.04638124164e-05,2.49729725778e-05,2.27824596066e-05,4.68334423879e-05,2.59378266482e-05,3.92014985648e-05,3.26473789218e-05,1.34298724256e-05,2.00313376537e-05,1.34931170973e-05,9.88115297848e-06,2.24664180913e-05,2.4117778124e-05,3.45442641913e-05,5.46729745605e-05
LPX,3.00185102528e-05,2.42072695633e-05,2.73881380028e-05,2.04638124164e-05,0.000189164181198,9.43718997566e-06,1.33884638898e-05,3.96645249036e-05,7.5877338098e-05,3.48975918891e-05,4.09809411476e-05,9.8449532896e-06,1.29851445545e-05,1.83490782959e-05,1.80192744185e-05,7.42313700038e-05,6.56569450621e-05,3.22045609104e-05,8.18386282733e-05
RTN,1.5549436578e-05,4.69310640266e-06,2.34430988889e-05,2.49729725778e-05,9.43718997566e-06,5.65045013288e-05,3.89989904106e-05,2.597119069e-05,3.70246328668e-06,2.00725298352e-05,3.10009458477e-05,7.920478713e-06,6.82588641523e-06,7.65445624348e-06,1.26508293392e-05,1.66070248981e-05,1.64522045639e-05,1.95853045655e-05,2.64103956417e-05
LMT,1.56526654069e-05,6.36492587846e-06,2.02218667405e-05,2.27824596066e-05,1.33884638898e-05,3.89989904106e-05,4.70326724342e-05,2.87013558002e-05,4.83314101396e-06,1.65542485765e-05,2.74958732484e-05,8.41461470311e-06,3.85948574019e-06,5.17877210877e-06,1.15170617699e-05,1.70864119656e-05,1.89782335614e-05,1.97930244241e-05,3.01609065771e-05
MASI,3.51538558742e-05,-1.1560811881e-05,6.4446608531e-05,4.68334423879e-05,3.96645249036e-05,2.597119069e-05,2.87013558002e-05,0.000395116353032,6.51703685887e-05,8.01466145529e-05,4.21950321024e-05,1.0733321606e-05,1.56620803655e-05,1.50211785369e-05,9.09945025363e-06,3.12621223373e-05,4.42256325985e-05,6.42745144078e-05,0.000113084145788
THO,3.85754593777e-05,3.69473820983e-05,2.63309050188e-05,2.59378266482e-05,7.5877338098e-05,3.70246328668e-06,4.83314101396e-06,6.51703685887e-05,0.000349006685874,4.39137840754e-05,4.00280273745e-05,2.84137909725e-05,3.41824466488e-05,2.63898325464e-05,1.05333483157e-05,9.73710949021e-05,5.52195186988e-05,5.7287598569e-05,0.000100522546209
FB,2.96439236391e-05,9.7770406392e-06,7.17654610374e-05,3.92014985648e-05,3.48975918891e-05,2.00725298352e-05,1.65542485765e-05,8.01466145529e-05,4.39137840754e-05,9.55294651051e-05,3.14612392117e-05,1.41441063539e-05,6.05609718063e-06,1.54455228695e-05,1.40433611408e-05,3.44275918647e-05,4.02943794236e-05,5.36895396962e-05,0.000100173176471
AOS,2.95788110455e-05,2.56384475191e-05,3.78028647007e-05,3.26473789218e-05,4.09809411476e-05,3.10009458477e-05,2.74958732484e-05,4.21950321024e-05,4.00280273745e-05,3.14612392117e-05,9.26905562134e-05,4.08949438263e-06,1.18739239365e-05,9.3998714492e-06,1.8935459946e-05,2.75600651536e-05,3.15338278082e-05,4.05671215797e-05,6.19735825262e-05
T,1.44722272083e-05,1.02366558973e-05,-1.48973437823e-06,1.34298724256e-05,9.8449532896e-06,7.920478713e-06,8.41461470311e-06,1.0733321606e-05,2.84137909725e-05,1.41441063539e-05,4.08949438263e-06,8.40743891611e-05,1.73235428199e-05,1.792474087e-05,6.80331737021e-06,3.56422885766e-05,7.84174427001e-06,3.45195150346e-06,1.89885584466e-05
BP,1.43252685099e-05,2.21097317985e-05,1.85675642885e-06,2.00313376537e-05,1.29851445545e-05,6.82588641523e-06,3.85948574019e-06,1.56620803655e-05,3.41824466488e-05,6.05609718063e-06,1.18739239365e-05,1.73235428199e-05,8.54408660594e-05,1.20932227668e-05,1.05387706536e-05,3.61421245913e-05,-6.20288167003e-07,9.3195801682e-06,4.23631557581e-06
MRK,1.20016083894e-05,-9.74667585661e-07,8.66500320327e-06,1.34931170973e-05,1.83490782959e-05,7.65445624348e-06,5.17877210877e-06,1.50211785369e-05,2.63898325464e-05,1.54455228695e-05,9.3998714492e-06,1.792474087e-05,1.20932227668e-05,5.2859351549e-05,2.03683410321e-05,1.60983918777e-05,2.44992567219e-05,7.11304947973e-06,6.51411403513e-06
JNJ,1.32074050531e-05,9.98900453563e-06,1.71777147014e-05,9.88115297848e-06,1.80192744185e-05,1.26508293392e-05,1.15170617699e-05,9.09945025363e-06,1.05333483157e-05,1.40433611408e-05,1.8935459946e-05,6.80331737021e-06,1.05387706536e-05,2.03683410321e-05,4.98411087008e-05,1.53806767079e-05,2.98421563697e-05,1.54552015126e-05,1.9418343954e-05
EVR,3.76918044597e-05,4.88463344499e-05,1.84011986203e-05,2.24664180913e-05,7.42313700038e-05,1.66070248981e-05,1.70864119656e-05,3.12621223373e-05,9.73710949021e-05,3.44275918647e-05,2.75600651536e-05,3.56422885766e-05,3.61421245913e-05,1.60983918777e-05,1.53806767079e-05,0.00020665964282,4.0377325063e-05,2.84068322268e-05,6.77404382342e-05
CELG,2.83184628622e-05,2.05944572384e-05,4.83141592281e-05,2.4117778124e-05,6.56569450621e-05,1.64522045639e-05,1.89782335614e-05,4.42256325985e-05,5.52195186988e-05,4.02943794236e-05,3.15338278082e-05,7.84174427001e-06,-6.20288167003e-07,2.44992567219e-05,2.98421563697e-05,4.0377325063e-05,0.000145005537756,4.0441219973e-05,7.54516541384e-05
MSFT,2.78973341261e-05,1.35394382633e-05,5.73102487442e-05,3.45442641913e-05,3.22045609104e-05,1.95853045655e-05,1.97930244241e-05,6.42745144078e-05,5.7287598569e-05,5.36895396962e-05,4.05671215797e-05,3.45195150346e-06,9.3195801682e-06,7.11304947973e-06,1.54552015126e-05,2.84068322268e-05,4.0441219973e-05,7.39432016756e-05,8.76299988593e-05
LRCX,4.52950087061e-05,1.98663381575e-05,9.64290184888e-05,5.46729745605e-05,8.18386282733e-05,2.64103956417e-05,3.01609065771e-05,0.000113084145788,0.000100522546209,0.000100173176471,6.19735825262e-05,1.89885584466e-05,4.23631557581e-06,6.51411403513e-06,1.9418343954e-05,6.77404382342e-05,7.54516541384e-05,8.76299988593e-05,0.000274530236297
