curr_date,a,c,b,d,g,f,m,l,p,s,w
2017-03-01,0.0144250043667,0.028924917542,0.03512274781,-0.00825903343946,0.00453801827842,0.0127692835191,-0.00812772602255,0.0178798810933,0.0129240710824,0.00340522133939,0.00185136202456
2017-03-02,-0.012682543526,-0.014787181671,-0.0200500839506,0.012721283593,-0.00205350752333,-0.00236404315503,0.00819432726954,-0.0119197121866,-0.00877192982456,-0.012443438914,-0.0171594768437
2017-03-03,0.0116776610873,0.00610260163561,-0.0059021366283,-0.00854712556391,-0.00123445720124,-0.000789854336642,-0.0436484324026,0.00910059977778,0.0257441673371,0.0194730813288,-0.0230996776793
2017-03-06,-0.0140439075409,-0.0118033325414,-0.000197915256753,-0.00417964193734,-0.00906473409367,-0.0102767160153,-0.033994352558,-0.00356552978833,-0.0219607843137,-0.0134831460674,-0.0156722577859
2017-03-07,-0.000780479011774,0.00364970596365,-0.00435475834917,-0.00157398134537,-0.0033264963183,-0.00479228546131,0.00391007444855,-0.00126275000948,-0.064955894146,-0.0546697038724,-0.000558659233482
2017-03-08,0.00390552181498,0.0100826969702,-0.0105366522927,-0.0130057629706,0.00920124839697,0.00561797799666,0.0311587280305,-0.00400426133265,0.00600343053173,0.0132530120482,0.00391277260796
2017-03-09,0.000389064138889,0.00720008785791,-0.0136628972041,-0.00306141907687,-0.00704514347057,-0.00239431323237,-0.00755434143346,-0.00253919927382,0.0170502983802,-0.0118906064209,0.00612474978423
2017-03-10,0.0139995697626,-0.000974794251238,0.00590753608034,0.0102804535847,0.00041731610269,0.00240005972713,0.00634313025706,0.00127289550183,0.0167644593462,-0.00361010830325,-0.001106834563
2017-03-13,0.00575268743407,0.000650518871061,0.00364523622102,0.00555043172025,-0.00625780199779,0.000798132057472,-0.0144169433583,-0.00105925594757,0.0206100577082,0.024154589372,0.0318560128452
2017-03-14,-0.0045758112907,-0.00146274881852,0.00242124309838,0.00315416827308,-0.0012592643159,0.000797412676806,0.00161814765554,0.0010603791605,-0.0638126009693,-0.0129716981132,-0.00644300671141
2017-03-15,0.0361999276102,-0.00976567497555,0.0267713137071,0.0199133681897,0.00840676601724,0.00796810439621,-0.0203554031234,0.00720340838786,0.000862812769629,0.0346475507766,0.0197245079559
2017-03-16,-0.0194085533731,0.00509543400805,-0.00372472855016,-0.013487356768,0.00625266840372,0.00395263995815,0.00296837597814,-0.00357594520028,0.0,-0.00577367205543,0.0264970839164
2017-03-17,0.00490109551634,-0.0127555821864,0.00373865402153,0.00416667386428,0.0128417519314,-0.0173229636404,0.0042748571113,-0.00337775115451,-0.0103448275862,-0.00464576074332,0.0018068920079
2017-03-20,-0.00300135469265,-0.0129202719719,-0.00431286748441,-0.00376043283743,-0.00981601656553,-0.0160255959198,-0.0383103912376,-0.00698997045982,0.0209059233449,-0.00816802800467,0.0226745162928
2017-03-21,-0.00921919133248,-0.0260111186114,-0.0238234891005,0.0179617849094,-0.00206520003895,-0.0456025261966,-0.0323459586117,-0.00874576641854,-0.0179180887372,-0.0258823529412,-0.0279666673713
2017-03-22,0.00892522328688,-0.00465195922551,-0.00645441595771,0.00562589041763,0.00289719684554,0.00426611037247,-0.00175931429656,-0.0051645379699,0.00695047784535,-0.0012077294686,0.00388797284147
2017-03-23,0.000941086734891,0.00484678556704,0.0211125062937,-0.00495863921463,0.00330182545998,-0.00849615256485,-0.00352475588474,0.00237928046968,-0.0060396893874,0.0229746070133,-0.0111025303382
2017-03-24,-0.00188034705175,0.000344551516647,-0.0111330930178,0.0,-0.000411390606627,-0.00428447785998,-0.00353744649603,-0.00647374525094,0.0286458333333,0.00472813238771,0.00182767628793
2017-03-27,0.00301428376363,0.00447736562655,-0.00261368150888,-0.00434449590698,-0.00246911105956,-0.0137693771749,-0.00851963808584,-0.00260657169902,-0.0168776371308,-0.0247058823529,0.0255407616769
2017-03-28,0.00375655036308,0.0186867812425,0.0137069636962,0.00179671512786,0.000412620132027,0.0165793953952,0.0221982920355,0.0124129274755,0.00343347639485,0.00482509047045,-0.00864040704653
2017-03-29,-0.00598805046281,-0.000504902668587,0.00198851760054,-0.00499622325852,0.00288640273688,0.00257517130937,0.0252189827794,-0.00301142850615,0.0188195038494,0.0180072028812,0.0317867742521
2017-03-30,0.00376503673522,0.0188583983928,0.0132962436069,-0.0033473949157,0.0172698549773,0.0,0.00649120014464,0.0110033086712,-0.0159529806885,0.00471698113208,-0.00869560248447
2017-03-31,-0.00597875563772,-0.0114030395065,0.00548369112794,0.00206682018457,0.000808399316074,-0.00342468313006,0.00611002309709,-0.00192060189557,0.00767918088737,0.018779342723,0.0147869666773
2017-04-03,0.00624180735953,-0.00234037814382,-0.0261004199833,0.00219162368761,-0.0306946451856,-0.0171821701627,0.0,-0.000641482655229,-0.00508044030483,-0.00115207373272,0.0217336862567
2017-04-04,-0.0109023448538,0.0,0.0199999452129,-0.00154361115582,-0.0100000251557,-0.006118790991,-0.0253036750855,0.00748821691787,0.011914893617,0.00115340253749,-0.00193372013376
2017-04-05,0.00171036937318,-0.00150800737985,-0.0113725469132,0.00438031762934,-0.00883842217768,-0.0096746086014,-0.0024229262622,-0.00191122126196,-0.00588730025231,-0.0311059907834,-0.0261565021517
2017-04-06,0.00834766607354,0.00503433393231,0.0138833742551,0.0032067331899,-0.00764323568258,0.000888152253828,0.0208187917987,0.00638300794668,0.0135363790186,-0.00237812128419,0.034319846663
2017-04-07,-0.00583265963259,-0.00768074194307,-0.0013692989711,-0.00792739283614,0.0196832855838,-0.00354945655747,-0.0108768496329,-0.00126844103797,-0.0450751252087,-0.00238379022646,0.0254869439769
2017-04-10,-0.00227094698854,-0.0025239694797,-0.00293823258534,0.00412435605854,0.015526745054,0.00178105003847,0.0144329347336,0.00465694951445,-0.0428321678322,-0.00119474313023,0.0325908308281
2017-04-11,0.00208651579807,-0.00421723159259,0.00609025903822,-0.00551926094318,0.00578506551483,0.00266664055483,0.00643629866943,-0.00526760395223,0.0173515981735,-0.00478468899522,-0.000908287899449
2017-04-12,-0.00530010700092,-0.00880915236413,-0.0253856465235,0.00580791348305,-0.0131471162808,-0.00443270366639,-0.0181756506649,-0.010379190751,-0.0107719928187,0.00240384615385,0.0143182045455
2017-04-13,-0.0041863979172,-0.00803277595563,-0.0118212490255,-0.0051328171501,-0.00791007952432,-0.0106856524417,0.0,-0.0126283473588,-0.0281306715064,-0.00719424460432,-0.0250952940826
2017-04-17,0.0215936604128,0.0163680666561,0.0182481910564,0.00528823294351,-0.00587493097749,0.015301600035,-0.0119986312692,0.00758725912761,0.00186741363212,0.0144927536232,0.00758450965684
2017-04-18,-0.0080433727946,-0.00966271832235,-0.00119478158517,0.000641476970673,0.00211065898076,0.00089855462886,-0.00381689564204,-0.00688470585989,-0.0158434296365,0.0119047619048,0.00136865875912
2017-04-19,0.000754289063856,-0.0118109882386,0.00139550564221,-0.00833438210625,0.0151642538799,0.00448827952445,0.0132358846885,-0.00606584951755,0.0208333333333,0.00823529411765,0.0405466496334
2017-04-20,0.00113055242517,0.0117789681248,0.0203066832518,0.000258701089687,0.00788390510705,0.0250223342516,0.0316260154623,0.00392336176315,0.00649350649351,0.00116686114352,-0.00131350700525
2017-04-21,0.00263509009472,-0.011813027253,0.00351215087357,0.00232679034277,-0.00288202225989,-0.01133396569,-0.0176608244689,-0.00238825820059,0.0073732718894,-0.00932400932401,0.00745287171094
2017-04-24,0.0219635299265,0.0297988940305,0.00524986659096,0.00683515660854,0.00123879957836,0.0079365997968,-0.00983717825486,0.0239390790118,-0.0164684354986,0.0247058823529,-0.0539599446031
2017-04-25,0.00679657085528,0.0129542706192,0.0185686592958,-0.00473940685331,0.00412366958958,0.00437431403231,0.0030833234812,0.00616363399822,0.0111627906977,0.0275545350172,0.0170193422263
2017-04-26,0.000364868945481,-0.00182687376165,0.00740600973368,-0.00270265752212,0.0102668782543,0.0104531129289,0.00512288518737,0.00232366238152,-0.00367985280589,-0.00446927374302,-0.00339215279529
2017-04-27,0.010942826916,-0.00917583072855,0.0037699344811,0.00258108723627,-0.00121945907032,-0.0112069465424,0.00271834181363,-0.00252901049822,0.0249307479224,0.013468013468,0.0283639664171
2017-04-28,-0.00685542164833,-0.00454622482242,0.032300535116,-0.00334674464243,-0.00610498555323,0.0,-0.00982717737269,-0.0150011178607,-0.0225225225225,0.0,0.00860545013239
2017-05-01,0.0136239834211,0.00575100280704,0.0116427290293,-0.00632825244656,0.00368550768452,-0.00435923820388,-0.0123203076688,0.0128700939928,-0.00460829493088,0.00885935769657,0.0286589592793
2017-05-02,0.0023297415854,0.00420452190873,-0.0152850843411,0.00363920059917,0.00163192940849,-0.043782884461,0.0221760245451,-0.00360017871307,0.00555555555556,-0.00439077936334,0.0421097405359
2017-05-03,0.00411226444588,0.00887631736014,-0.0093133001429,-0.00841747413581,0.00244400829821,0.0137362980469,-0.0115255205515,-0.000850191731636,-0.0110497237569,-0.143329658214,-0.012449
2017-05-04,0.00961539923105,-0.000498094072902,0.00774188776752,0.009533723487,0.0186915643293,-0.00632332569286,-0.0082304633397,-0.00553073506074,-0.00186219739292,0.021879021879,0.00123996696094
2017-05-05,-0.00105817313074,0.000498342294245,0.0109749997499,0.0120310281551,-0.00159547636234,0.0127273156084,0.00172889749196,0.00556149421176,-0.00373134328358,0.0125944584383,0.00144476777204
2017-05-08,-0.00564974556339,0.00431596110709,0.00597068111097,0.00383485672187,0.0203755045464,-0.000897747953281,-0.010355481386,-0.00531811304841,-0.0262172284644,-0.0348258706468,0.0537922712284
2017-05-09,0.00976561691992,-0.00446274816606,0.00683445659023,-0.0133706713332,-0.000391538744508,0.00269547962438,0.0219741434495,-0.00919572948724,-0.0442307692308,0.0180412371134,0.207314664437
2017-05-10,-0.010550364594,0.00232438949723,-0.00196497295648,0.00322670561607,-0.000391652693569,-0.0107527504157,0.00136534471757,0.00259008276927,0.0010060362173,-0.00253164556962,0.0393650413089
2017-05-11,-0.000710928835761,0.00546635097107,-0.00286374513121,-0.00154400812809,0.00195922787259,-0.00271736076429,-0.170075010709,-0.0116253701389,-0.0452261306533,-0.00126903553299,0.00592264613949
2017-05-12,-0.00124483643728,0.00609555874323,-0.0113085649424,0.00412328036368,-0.000391118712852,-0.00817448107133,-0.0303902082777,-0.0032672986682,0.0336842105263,0.010165184244,-0.0598078856553
