Date,A,AAL,AAP,AAPL,MAR,MON,NOV
2015-01-02,40.560001,53.91,158.559998,109.330002,77.75,119.739998,65.489998
2015-01-05,39.799999,53.880001,156.470001,106.25,75.620003,117.309998,62.5
2015-01-06,39.18,53.040001,156.360001,106.260002,74.669998,116.25,61.73
2015-01-07,39.700001,53.009998,159.720001,107.75,76.379997,117.209999,61.790001
2015-01-08,40.889999,53.66,161.119995,111.889999,78.910004,119.190002,63.630001
2015-01-09,40.59,52.02,160.300003,112.010002,78.730003,119.040001,61.880001
2015-01-12,40.110001,49.580002,158.929993,109.25,77.910004,119.559998,58.599998
2015-01-13,39.549999,50.400002,153.759995,110.220001,77.419998,117.860001,57.970001
2015-01-14,39.060001,49.41,150.830002,109.800003,76.57,117.510002,57.790001
2015-01-15,38.009998,49.41,148.020004,106.82,76.099998,117.32,56.790001
2015-01-16,38.25,49.810001,150.0,105.989998,75.889999,117.589996,58.279999
2015-01-20,37.93,52.75,152.660004,108.720001,76.32,117.57,58.310001
2015-01-21,38.16,53.669998,153.350006,109.550003,76.260002,118.279999,59.73
2015-01-22,39.650002,55.59,156.539993,112.400002,78.480003,120.0,58.82
2015-01-23,38.810001,55.689999,155.779999,112.980003,78.510002,118.449997,57.150002
2015-01-26,39.150002,55.450001,159.229996,113.099998,79.419998,119.110001,57.740002
2015-01-27,38.75,52.700001,159.029999,109.139999,78.610001,118.620003,57.700001
2015-01-28,38.0,50.619999,159.300003,115.309998,76.900002,117.349998,53.529999
2015-01-29,38.459999,52.240002,160.259995,118.900002,77.110001,118.489998,53.259998
2015-01-30,37.77,49.080002,159.0,117.160004,74.5,117.980003,54.43
2015-02-02,38.689999,48.720001,155.970001,118.629997,74.800003,118.879997,56.389999
2015-02-03,39.619999,47.5,157.070007,118.650002,76.629997,120.349998,54.080002
2015-02-04,39.110001,49.459999,156.470001,119.559998,75.940002,119.059998,52.330002
2015-02-05,39.529999,48.810001,160.160004,119.940002,75.699997,120.860001,53.240002
2015-02-06,39.34,48.150002,162.0,118.93,74.220001,120.220001,51.43
2015-02-09,39.040001,46.529999,160.740005,119.720001,73.389999,121.25,52.779999
2015-02-10,39.669998,48.049999,162.899994,122.019997,77.230003,121.470001,52.349998
2015-02-11,39.330002,47.59,162.389999,124.879997,77.019997,122.480003,51.889999
2015-02-12,40.02,47.880001,151.419998,126.459999,79.019997,122.769997,52.560001
2015-02-13,40.150002,48.389999,150.160004,127.080002,79.400002,124.769997,53.360001
2015-02-17,40.52,48.009998,150.229996,127.830002,81.290001,124.660004,55.130001
2015-02-18,41.540001,49.310001,153.220001,128.720001,81.449997,124.559998,55.84
2015-02-19,41.150002,49.779999,153.270004,128.449997,83.099998,125.459999,54.240002
2015-02-20,41.950001,51.02,155.059998,129.5,83.0,124.910004,54.470001
2015-02-23,41.73,51.310001,157.179993,133.0,82.949997,124.559998,54.299999
2015-02-24,42.060001,51.52,156.399994,132.169998,82.25,124.940002,54.68
2015-02-25,42.200001,49.73,156.25,128.789993,82.360001,124.230003,54.740002
2015-02-26,42.360001,49.349998,155.380005,130.419998,83.220001,119.970001,53.27
2015-02-27,42.209999,47.900002,154.929993,128.460007,83.099998,120.43,54.349998
2015-03-02,42.700001,48.310001,154.770004,129.089996,84.830002,121.300003,55.790001
