Date,AAPL,AMZN,MSFT,PCLN
2016-11-18,110.059998,760.159973,60.349998,1507.349976
2016-11-21,111.730003,780.0,60.860001,1524.180054
2016-11-22,111.800003,785.330017,61.119999,1535.420044
2016-11-23,111.230003,780.119995,60.400002,1520.98999
2016-11-25,111.790001,780.369995,60.529999,1521.680054
2016-11-28,111.57,766.77002,60.610001,1525.069946
2016-11-29,111.459999,762.52002,61.09,1520.27002
2016-11-30,110.519997,750.570007,60.259998,1503.680054
2016-12-01,109.489998,743.650024,59.200001,1479.660034
2016-12-02,109.900002,740.340027,59.25,1473.0
2016-12-05,109.110001,759.359985,60.220001,1499.76001
2016-12-06,109.949997,764.719971,59.950001,1504.819946
2016-12-07,111.029999,770.419983,61.369999,1527.040039
2016-12-08,112.120003,767.330017,61.009998,1548.670044
2016-12-09,113.949997,768.659973,61.970001,1557.97998
2016-12-12,113.300003,760.119995,62.169998,1536.780029
2016-12-13,115.190002,774.340027,62.98,1540.109985
2016-12-14,115.190002,768.820007,62.68,1528.449951
2016-12-15,115.82,761.0,62.580002,1501.199951
2016-12-16,115.970001,757.77002,62.299999,1484.280029
2016-12-19,116.639999,766.0,63.619999,1488.829956
2016-12-20,116.949997,771.219971,63.540001,1502.25
2016-12-21,117.059998,770.599976,63.540001,1505.76001
2016-12-22,116.290001,766.340027,63.549999,1481.339966
2016-12-23,116.519997,760.590027,63.240002,1486.199951
2016-12-27,117.260002,771.400024,63.279999,1493.420044
2016-12-28,116.760002,772.130005,62.990002,1480.459961
2016-12-29,116.730003,765.150024,62.900002,1480.160034
2016-12-30,115.82,749.869995,62.139999,1466.060059
2017-01-03,116.150002,753.669983,62.580002,1477.569946
2017-01-04,116.019997,757.179993,62.299999,1487.290039
2017-01-05,116.610001,780.450012,62.299999,1503.699951
2017-01-06,117.910004,795.98999,62.84,1520.569946
2017-01-09,118.989998,796.919983,62.639999,1529.640015
2017-01-10,119.110001,795.900024,62.619999,1535.25
2017-01-11,119.75,799.02002,63.189999,1536.109985
2017-01-12,119.25,813.640015,62.610001,1538.589966
2017-01-13,119.040001,817.140015,62.700001,1545.819946
2017-01-17,120.0,809.719971,62.529999,1540.130005
2017-01-18,119.989998,807.47998,62.5,1541.859985
2017-01-19,119.779999,809.039978,62.299999,1539.02002
2017-01-20,120.0,808.330017,62.740002,1545.01001
2017-01-23,120.080002,817.880005,62.959999,1554.98999
2017-01-24,119.970001,822.440002,63.52,1563.329956
2017-01-25,121.879997,836.52002,63.68,1578.819946
2017-01-26,121.940002,839.150024,64.269997,1581.439941
2017-01-27,121.949997,835.77002,65.779999,1602.920044
2017-01-30,121.629997,830.380005,65.129997,1602.310059
2017-01-31,121.349998,823.47998,64.650002,1575.130005
2017-02-01,128.75,832.349976,63.580002,1575.310059
2017-02-02,128.529999,839.950012,63.169998,1574.089966
2017-02-03,129.080002,810.200012,63.68,1583.380005
2017-02-06,130.289993,807.640015,63.639999,1587.180054
2017-02-07,131.529999,812.5,63.43,1598.699951
2017-02-08,132.039993,819.710022,63.34,1601.189941
2017-02-09,132.419998,821.359985,64.059998,1611.829956
2017-02-10,132.119995,827.460022,64.0,1646.51001
2017-02-13,133.289993,836.530029,64.720001,1646.180054
2017-02-14,135.020004,836.390015,64.57,1637.290039
2017-02-15,135.509995,842.700012,64.529999,1648.959961
2017-02-16,135.350006,844.140015,64.519997,1648.880005
2017-02-17,135.720001,845.070007,64.620003,1637.400024
2017-02-21,136.699997,856.440002,64.489998,1647.0
2017-02-22,137.110001,855.609985,64.360001,1651.73999
2017-02-23,136.529999,852.190002,64.620003,1637.26001
2017-02-24,136.660004,845.23999,64.620003,1631.619995
2017-02-27,136.929993,848.640015,64.230003,1632.01001
2017-02-28,136.990005,845.039978,63.98,1724.130005
2017-03-01,139.789993,853.080017,64.940002,1733.180054
2017-03-02,138.960007,848.909973,64.010002,1734.369995
2017-03-03,139.779999,849.880005,64.25,1735.099976
2017-03-06,139.339996,846.609985,64.269997,1730.209961
2017-03-07,139.520004,846.02002,64.400002,1736.459961
2017-03-08,139.0,850.5,64.989998,1743.48999
2017-03-09,138.679993,853.0,64.730003,1749.420044
2017-03-10,139.139999,852.460022,64.93,1754.23999
2017-03-13,139.199997,854.590027,64.709999,1767.119995
2017-03-14,138.990005,852.530029,64.410004,1769.0
2017-03-15,140.460007,852.969971,64.75,1767.97998
2017-03-16,140.690002,853.419983,64.639999,1773.97998
2017-03-17,139.990005,852.309998,64.870003,1772.630005
2017-03-20,141.460007,856.969971,64.93,1765.439941
2017-03-21,139.839996,843.200012,64.209999,1747.140015
2017-03-22,141.419998,848.059998,65.029999,1751.98999
2017-03-23,140.919998,847.380005,64.870003,1748.329956
2017-03-24,140.639999,845.609985,64.980003,1753.109985
2017-03-27,140.880005,846.820007,65.099998,1772.0
2017-03-28,143.800003,856.0,65.290001,1788.449951
2017-03-29,144.119995,874.320007,65.470001,1785.050049
2017-03-30,143.929993,876.340027,65.709999,1789.199951
2017-03-31,143.660004,886.539978,65.860001,1779.969971
2017-04-03,143.699997,891.51001,65.550003,1773.98999
2017-04-04,144.770004,906.830017,65.730003,1767.380005
2017-04-05,144.020004,909.280029,65.559998,1761.77002
2017-04-06,143.660004,898.280029,65.730003,1773.52002
2017-04-07,143.339996,894.880005,65.68,1769.560059
2017-04-10,143.169998,907.039978,65.529999,1775.969971
