,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26443155783e-05,2.08812324418e-05,2.7650976314e-05,2.21086036012e-05,2.95355347508e-05,1.54963811423e-05,1.52964992756e-05,3.50727085647e-05,3.79102832896e-05,2.91330186205e-05,2.90634773845e-05,1.58159645808e-05,1.42360807694e-05,1.16481309642e-05,1.29338044242e-05,3.83229709276e-05,2.87743077652e-05,2.77288607283e-05,4.5130992967e-05
HSBC,2.08812324418e-05,8.47120595911e-05,8.29073491241e-06,1.09020907024e-05,2.75710030907e-05,5.42567388495e-06,6.85114847487e-06,-9.60462334734e-06,4.1034024101e-05,1.22296673507e-05,2.60302127224e-05,1.4847203846e-05,2.14704889071e-05,-3.87949668188e-07,1.07706175612e-05,5.50805906314e-05,2.26804346414e-05,1.60883040092e-05,2.6399283183e-05
GOOGL,2.7650976314e-05,8.29073491241e-06,9.808033346e-05,2.63096961038e-05,2.56783227037e-05,2.33998058447e-05,1.92101140215e-05,6.38906152835e-05,2.46203073369e-05,7.14634670138e-05,3.70325872681e-05,-6.36155913886e-07,2.71904616035e-06,8.56457310596e-06,1.63505296606e-05,1.65093737832e-05,4.82865865374e-05,5.66077384231e-05,9.40945919305e-05
INTC,2.21086036012e-05,1.09020907024e-05,2.63096961038e-05,8.13014205226e-05,1.88562281548e-05,2.43879838637e-05,2.19078853965e-05,5.17344155754e-05,2.54736866075e-05,3.94921629018e-05,3.07443767833e-05,1.74884565899e-05,2.13875356875e-05,1.33516498054e-05,9.18043758888e-06,2.21007573216e-05,2.48377288844e-05,3.49898016498e-05,5.44582935464e-05
LPX,2.95355347508e-05,2.75710030907e-05,2.56783227037e-05,1.88562281548e-05,0.000186088870786,8.83505274875e-06,1.21707011178e-05,3.98153333304e-05,7.31199191325e-05,3.25399415335e-05,3.82812366663e-05,1.02075670968e-05,1.2109117025e-05,1.73906989139e-05,1.79152775029e-05,7.69437929848e-05,6.74987638323e-05,3.11567036109e-05,8.18499810799e-05
RTN,1.54963811423e-05,5.42567388495e-06,2.33998058447e-05,2.43879838637e-05,8.83505274875e-06,5.61528160415e-05,3.89098404601e-05,2.56727795119e-05,3.4516345136e-06,1.96268768114e-05,2.96560372438e-05,9.05895359218e-06,4.87360306944e-06,7.58588834805e-06,1.26218243475e-05,1.72039754552e-05,1.73530051412e-05,1.9932957078e-05,2.71238335896e-05
LMT,1.52964992756e-05,6.85114847487e-06,1.92101140215e-05,2.19078853965e-05,1.21707011178e-05,3.89098404601e-05,4.78139537057e-05,2.77387777146e-05,2.88352572424e-06,1.54769069387e-05,2.52835616675e-05,1.00178991899e-05,3.5927163575e-06,4.48143019575e-06,1.12832507347e-05,1.89810663704e-05,1.99176709932e-05,1.90044736005e-05,2.86419319882e-05
MASI,3.50727085647e-05,-9.60462334734e-06,6.38906152835e-05,5.17344155754e-05,3.98153333304e-05,2.56727795119e-05,2.77387777146e-05,0.000392655424655,6.50656682499e-05,7.93723716372e-05,4.22488879212e-05,1.26562210417e-05,1.74334779107e-05,1.37017863726e-05,9.44869371346e-06,3.19229754389e-05,4.39354159969e-05,6.40966468416e-05,0.000112595895898
THO,3.79102832896e-05,4.1034024101e-05,2.46203073369e-05,2.54736866075e-05,7.31199191325e-05,3.4516345136e-06,2.88352572424e-06,6.50656682499e-05,0.000343156997489,4.13884683069e-05,3.78704229094e-05,2.91036431893e-05,3.19245186411e-05,2.59333387168e-05,1.10092483805e-05,9.7301308302e-05,5.58508109348e-05,5.57242647546e-05,9.92318527649e-05
FB,2.91330186205e-05,1.22296673507e-05,7.14634670138e-05,3.94921629018e-05,3.25399415335e-05,1.96268768114e-05,1.54769069387e-05,7.93723716372e-05,4.13884683069e-05,9.55287043957e-05,2.97792459116e-05,1.59140061559e-05,6.74922582233e-06,1.52394611021e-05,1.31532712798e-05,3.16539695134e-05,4.03991054088e-05,5.3664405497e-05,9.7023471511e-05
AOS,2.90634773845e-05,2.60302127224e-05,3.70325872681e-05,3.07443767833e-05,3.82812366663e-05,2.96560372438e-05,2.52835616675e-05,4.22488879212e-05,3.78704229094e-05,2.97792459116e-05,9.02097133418e-05,3.78404747578e-06,1.35349616007e-05,7.65322708516e-06,1.81363867195e-05,2.7743034468e-05,3.34343625268e-05,3.95219314002e-05,6.1251742274e-05
T,1.58159645808e-05,1.4847203846e-05,-6.36155913886e-07,1.74884565899e-05,1.02075670968e-05,9.05895359218e-06,1.00178991899e-05,1.26562210417e-05,2.91036431893e-05,1.59140061559e-05,3.78404747578e-06,9.31734909215e-05,1.74549527342e-05,2.01466437041e-05,6.87542520637e-06,3.55939335354e-05,9.01236100089e-06,5.5877951991e-06,1.79381167959e-05
BP,1.42360807694e-05,2.14704889071e-05,2.71904616035e-06,2.13875356875e-05,1.2109117025e-05,4.87360306944e-06,3.5927163575e-06,1.74334779107e-05,3.19245186411e-05,6.74922582233e-06,1.35349616007e-05,1.74549527342e-05,8.64357690266e-05,9.99920187073e-06,1.02621808886e-05,3.651985788e-05,6.27519288413e-08,9.37069441968e-06,6.02193091119e-06
MRK,1.16481309642e-05,-3.87949668188e-07,8.56457310596e-06,1.33516498054e-05,1.73906989139e-05,7.58588834805e-06,4.48143019575e-06,1.37017863726e-05,2.59333387168e-05,1.52394611021e-05,7.65322708516e-06,2.01466437041e-05,9.99920187073e-06,5.4490237517e-05,1.91614362539e-05,1.44998432268e-05,2.45816671993e-05,7.05559294469e-06,5.5035619382e-06
JNJ,1.29338044242e-05,1.07706175612e-05,1.63505296606e-05,9.18043758888e-06,1.79152775029e-05,1.26218243475e-05,1.12832507347e-05,9.44869371346e-06,1.10092483805e-05,1.31532712798e-05,1.81363867195e-05,6.87542520637e-06,1.02621808886e-05,1.91614362539e-05,5.00867848683e-05,1.69567452804e-05,3.06804985148e-05,1.43533665573e-05,2.05305556407e-05
EVR,3.83229709276e-05,5.50805906314e-05,1.65093737832e-05,2.21007573216e-05,7.69437929848e-05,1.72039754552e-05,1.89810663704e-05,3.19229754389e-05,9.7301308302e-05,3.16539695134e-05,2.7743034468e-05,3.55939335354e-05,3.651985788e-05,1.44998432268e-05,1.69567452804e-05,0.000211520417501,4.16217032718e-05,2.85735208732e-05,7.22795807053e-05
CELG,2.87743077652e-05,2.26804346414e-05,4.82865865374e-05,2.48377288844e-05,6.74987638323e-05,1.73530051412e-05,1.99176709932e-05,4.39354159969e-05,5.58508109348e-05,4.03991054088e-05,3.34343625268e-05,9.01236100089e-06,6.27519288413e-08,2.45816671993e-05,3.06804985148e-05,4.16217032718e-05,0.000143077550682,4.11399314279e-05,7.65845122227e-05
MSFT,2.77288607283e-05,1.60883040092e-05,5.66077384231e-05,3.49898016498e-05,3.11567036109e-05,1.9932957078e-05,1.90044736005e-05,6.40966468416e-05,5.57242647546e-05,5.3664405497e-05,3.95219314002e-05,5.5877951991e-06,9.37069441968e-06,7.05559294469e-06,1.43533665573e-05,2.85735208732e-05,4.11399314279e-05,7.25199630947e-05,8.54146007889e-05
