,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,6.43615338128e-05,7.05222433502e-05,6.91252979719e-05,6.95655006483e-05,8.57363018301e-05,4.53417433067e-05,4.16625383089e-05,6.0466589591e-05,7.28958056442e-05,7.16703998839e-05,8.24636973967e-05,3.98875118974e-05,7.76832694939e-05,6.06291692849e-05,4.46281027719e-05,9.21824812023e-05,9.0540341316e-05,7.69073200163e-05,8.65819857628e-05
HSBC,7.05222433502e-05,0.000193050408588,6.31507365122e-05,7.96931842584e-05,9.45195026826e-05,3.54835828668e-05,3.58629627017e-05,5.39757344273e-05,9.06711763669e-05,7.02280971385e-05,9.31664039438e-05,3.35890949696e-05,0.00012509037685,5.67149464151e-05,3.38486672923e-05,0.000135930327823,8.89569850033e-05,8.78059587799e-05,9.23847689923e-05
GOOGL,6.91252979719e-05,6.31507365122e-05,0.000204228935053,6.98916516744e-05,8.56697262748e-05,4.44661773187e-05,4.07877027479e-05,8.82292061901e-05,6.62263429691e-05,0.000139429847758,8.20041234576e-05,3.76206373521e-05,4.60188725717e-05,6.3959615642e-05,4.80707553028e-05,7.7362807888e-05,0.000100446595981,0.000120174505007,0.000100358278662
INTC,6.95655006483e-05,7.96931842584e-05,6.98916516744e-05,0.000178687824413,9.456896513e-05,5.14283154752e-05,4.07968489573e-05,5.50357168223e-05,7.19372407946e-05,7.52128462602e-05,8.79967114895e-05,4.14484440186e-05,9.3349686315e-05,6.63971264939e-05,4.66750055154e-05,8.92186463339e-05,8.88508630024e-05,0.000101207330794,0.000126036548731
LPX,8.57363018301e-05,9.45195026826e-05,8.56697262748e-05,9.456896513e-05,0.000358716493065,4.82060153706e-05,4.67134537055e-05,9.19769916213e-05,0.000127754700942,9.94725138384e-05,0.000132083638772,4.37287749528e-05,0.000106839185185,6.69575780172e-05,4.84023022054e-05,0.000143349237103,0.000120667946877,0.000109384540513,0.000136609061522
RTN,4.53417433067e-05,3.54835828668e-05,4.44661773187e-05,5.14283154752e-05,4.82060153706e-05,0.000118466218716,7.3552536866e-05,3.73264898476e-05,4.39178731627e-05,5.44431744423e-05,7.33924596924e-05,3.01010488301e-05,3.6152661971e-05,5.45724735307e-05,4.17201789054e-05,5.42408559533e-05,6.69787289942e-05,5.42074218465e-05,5.99064016768e-05
LMT,4.16625383089e-05,3.58629627017e-05,4.07877027479e-05,4.07968489573e-05,4.67134537055e-05,7.3552536866e-05,9.50167086343e-05,3.6302295687e-05,4.14553493194e-05,4.20543097121e-05,5.34198080602e-05,2.92260845769e-05,3.42060673846e-05,4.95339460337e-05,3.50297915017e-05,5.34721813555e-05,6.77101669185e-05,4.35586615762e-05,4.82187912946e-05
MASI,6.0466589591e-05,5.39757344273e-05,8.82292061901e-05,5.50357168223e-05,9.19769916213e-05,3.73264898476e-05,3.6302295687e-05,0.000312248720561,8.15233933867e-05,7.38269856361e-05,8.40423086518e-05,2.85680665218e-05,4.52814598675e-05,4.98984461466e-05,4.69379224369e-05,8.88328283068e-05,0.000110647725358,7.14692614314e-05,0.000102100452762
THO,7.28958056442e-05,9.06711763669e-05,6.62263429691e-05,7.19372407946e-05,0.000127754700942,4.39178731627e-05,4.14553493194e-05,8.15233933867e-05,0.000274502793883,8.02414992254e-05,0.000109551168947,4.50596778189e-05,8.47579999916e-05,5.51855073984e-05,3.76624144773e-05,0.000130608854366,9.56381874986e-05,8.55011941738e-05,0.000105957414304
FB,7.16703998839e-05,7.02280971385e-05,0.000139429847758,7.52128462602e-05,9.94725138384e-05,5.44431744423e-05,4.20543097121e-05,7.38269856361e-05,8.02414992254e-05,0.000242268904112,0.000101452452019,3.5691023524e-05,6.03886691041e-05,5.69258769048e-05,4.59634660159e-05,8.87459634455e-05,9.62019853132e-05,0.000108319517983,0.000115094993278
