,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.460720371112,0.592921675154,0.514532925758,0.456924447202,0.438736367872,0.48121110282,0.370665310287,0.432653061063,0.635053809433,0.642790169158,0.349818551611,0.327494265349,0.348920695963,0.392999826037,0.55721124275,0.496943244462,0.680838837833,0.572144280136
HSBC,0.460720371112,1.0,0.0763849610327,0.12493628235,0.197923708143,0.0721252138241,0.105688772517,-0.0650804362893,0.222606254048,0.112608503122,0.299290559701,0.133052135351,0.269958830228,-0.0135360790295,0.15952204791,0.385918433585,0.194144284819,0.177747065808,0.134851195927
GOOGL,0.592921675154,0.0763849610327,1.0,0.308216765382,0.200968702566,0.318077251106,0.29987023162,0.327286788942,0.142858911108,0.740391814762,0.395818189846,-0.00650273403608,0.0219929788553,0.128211201032,0.245999983154,0.134450065672,0.408127474423,0.673338484615,0.586765509077
INTC,0.514532925758,0.12493628235,0.308216765382,1.0,0.164544834819,0.362347964934,0.364275476221,0.260418098855,0.153011956522,0.444241926714,0.376000052596,0.146065316512,0.236135736793,0.208601602464,0.152535760378,0.164866255008,0.216707612584,0.443131408142,0.365636745061
LPX,0.456924447202,0.197923708143,0.200968702566,0.164544834819,1.0,0.091253579979,0.141873427833,0.145046551105,0.295236786754,0.259577288919,0.309484367512,0.0785342896149,0.102074982413,0.184900101053,0.185433944124,0.376466392339,0.396781270949,0.272266961057,0.359110955299
RTN,0.438736367872,0.0721252138241,0.318077251106,0.362347964934,0.091253579979,1.0,0.756030647834,0.173463232991,0.0257304030264,0.272338738045,0.42929239543,0.103861396028,0.0963719732006,0.142086251643,0.23831494508,0.148658666598,0.178180790002,0.301374627341,0.212352696803
LMT,0.48121110282,0.105688772517,0.29987023162,0.364275476221,0.141873427833,0.756030647834,1.0,0.210333837416,0.037266974431,0.246811237041,0.416776925073,0.128034641969,0.0593217284249,0.103862848536,0.237087082024,0.170245538714,0.227863022303,0.334868000153,0.265522377729
MASI,0.370665310287,-0.0650804362893,0.327286788942,0.260418098855,0.145046551105,0.173463232991,0.210333837416,1.0,0.17546471706,0.412492949772,0.220479832888,0.0581618086324,0.0847925475031,0.106368656378,0.06449324295,0.109014722451,0.184543200393,0.375936143066,0.343335935795
THO,0.432653061063,0.222606254048,0.142858911108,0.153011956522,0.295236786754,0.0257304030264,0.037266974431,0.17546471706,1.0,0.240845898273,0.222489607282,0.167316326408,0.197424949954,0.196163442103,0.079138961953,0.363143357692,0.245506995282,0.356752122725,0.324683687211
FB,0.635053809433,0.112608503122,0.740391814762,0.444241926714,0.259577288919,0.272338738045,0.246811237041,0.412492949772,0.240845898273,1.0,0.334337302443,0.15897885094,0.0658436206459,0.23018558781,0.202463868477,0.245384046085,0.342524813178,0.638860592343,0.618560330652
AOS,0.642790169158,0.299290559701,0.395818189846,0.376000052596,0.309484367512,0.42929239543,0.416776925073,0.220479832888,0.222489607282,0.334337302443,1.0,0.0468497821041,0.133539163405,0.134675249824,0.278499534246,0.199749969832,0.272327964508,0.490129543107,0.388499236004
T,0.349818551611,0.133052135351,-0.00650273403608,0.146065316512,0.0785342896149,0.103861396028,0.128034641969,0.0581618086324,0.167316326408,0.15897885094,0.0468497821041,1.0,0.199537445346,0.287009025885,0.101775657268,0.259823795727,0.0618676398538,0.0396223902524,0.126437543334
BP,0.327494265349,0.269958830228,0.0219929788553,0.236135736793,0.102074982413,0.0963719732006,0.0593217284249,0.0847925475031,0.197424949954,0.0658436206459,0.133539163405,0.199537445346,1.0,0.178233627193,0.161909200435,0.269419859015,-0.00838747626861,0.115656623185,0.0276216000974
MRK,0.348920695963,-0.0135360790295,0.128211201032,0.208601602464,0.184900101053,0.142086251643,0.103862848536,0.106368656378,0.196163442103,0.23018558781,0.134675249824,0.287009025885,0.178233627193,1.0,0.391644484325,0.157007275559,0.288945002482,0.121733061979,0.0535528641176
JNJ,0.392999826037,0.15952204791,0.245999983154,0.152535760378,0.185433944124,0.23831494508,0.237087082024,0.06449324295,0.079138961953,0.202463868477,0.278499534246,0.101775657268,0.161909200435,0.391644484325,1.0,0.149783758155,0.349573056557,0.253371546785,0.165908726874
EVR,0.55721124275,0.385918433585,0.134450065672,0.164866255008,0.376466392339,0.148658666598,0.170245538714,0.109014722451,0.363143357692,0.245384046085,0.199749969832,0.259823795727,0.269419859015,0.157007275559,0.149783758155,1.0,0.229584485866,0.228509429253,0.285149395765
CELG,0.496943244462,0.194144284819,0.408127474423,0.216707612584,0.396781270949,0.178180790002,0.227863022303,0.184543200393,0.245506995282,0.342524813178,0.272327964508,0.0618676398538,-0.00838747626861,0.288945002482,0.349573056557,0.229584485866,1.0,0.389863196987,0.378535314962
MSFT,0.680838837833,0.177747065808,0.673338484615,0.443131408142,0.272266961057,0.301374627341,0.334868000153,0.375936143066,0.356752122725,0.638860592343,0.490129543107,0.0396223902524,0.115656623185,0.121733061979,0.253371546785,0.228509429253,0.389863196987,1.0,0.61515093896
LRCX,0.572144280136,0.134851195927,0.586765509077,0.365636745061,0.359110955299,0.212352696803,0.265522377729,0.343335935795,0.324683687211,0.618560330652,0.388499236004,0.126437543334,0.0276216000974,0.0535528641176,0.165908726874,0.285149395765,0.378535314962,0.61515093896,1.0
