,ALGN,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,JPM,LMT,LPX,LRCX,MASI,MRK,MRO,MSFT,RTN,T,THO,WFC,WMT,WRK,XOM,portfolioreturn,portfoliostandarddeviation,returnoverrisk
507,0.04,0.03,0.09,0.02,0.01,0.14,0.02,0.02,0.08,0.02,0.02,0.09,0.02,0.04,0.02,0.02,0.04,0.01,0.04,0.01,0.05,0.04,0.07,0.02,0.04,0.15179173362,0.00570890908866,26.5885708219
508,0.02,0.03,0.02,0.08,0.04,0.04,0.02,0.01,0.01,0.19,0.06,0.02,0.01,0.01,0.04,0.03,0.04,0.01,0.05,0.03,0.07,0.01,0.01,0.06,0.09,0.0940970766282,0.00607521499662,15.4886825702
509,0.01,0.02,0.01,0.02,0.04,0.08,0.01,0.03,0.01,0.06,0.02,0.02,0.21,0.01,0.03,0.02,0.14,0.01,0.09,0.04,0.02,0.04,0.03,0.02,0.01,0.0886869371621,0.00705259647807,12.5750760642
510,0.01,0.05,0.11,0.01,0.02,0.03,0.07,0.02,0.03,0.01,0.06,0.04,0.12,0.03,0.02,0.06,0.02,0.05,0.02,0.14,0.01,0.03,0.01,0.02,0.01,0.102975882649,0.00598433787816,17.2075649379
511,0.01,0.03,0.02,0.02,0.16,0.01,0.02,0.01,0.01,0.06,0.04,0.03,0.01,0.07,0.06,0.03,0.03,0.07,0.02,0.06,0.02,0.15,0.04,0.01,0.01,0.0727498825865,0.00602618716521,12.0722905864
512,0.04,0.01,0.03,0.06,0.02,0.01,0.04,0.01,0.04,0.01,0.02,0.01,0.03,0.06,0.03,0.12,0.02,0.05,0.03,0.04,0.01,0.05,0.02,0.13,0.11,0.117826249715,0.00602327523632,19.5618239399
513,0.04,0.02,0.01,0.02,0.03,0.07,0.05,0.04,0.05,0.04,0.05,0.01,0.03,0.01,0.04,0.01,0.1,0.02,0.02,0.05,0.16,0.01,0.05,0.04,0.03,0.0920287233924,0.0062285239257,14.7753664416
514,0.02,0.01,0.02,0.06,0.03,0.06,0.02,0.01,0.1,0.02,0.01,0.02,0.01,0.01,0.09,0.06,0.03,0.03,0.09,0.13,0.02,0.01,0.1,0.02,0.02,0.088788956515,0.00504908135108,17.5851705174
515,0.04,0.12,0.05,0.08,0.03,0.04,0.01,0.07,0.01,0.08,0.03,0.02,0.01,0.01,0.01,0.05,0.02,0.11,0.03,0.03,0.01,0.02,0.07,0.01,0.04,0.15147978655,0.00585149945017,25.8873452591
516,0.02,0.01,0.01,0.02,0.03,0.04,0.16,0.06,0.02,0.01,0.03,0.03,0.02,0.04,0.02,0.03,0.02,0.01,0.03,0.03,0.1,0.04,0.02,0.06,0.14,0.108037576502,0.00545579389827,19.8023566352
517,0.01,0.05,0.01,0.05,0.05,0.04,0.06,0.05,0.06,0.02,0.03,0.02,0.01,0.08,0.03,0.09,0.03,0.07,0.04,0.02,0.04,0.01,0.04,0.03,0.06,0.124390901353,0.00600432056564,20.7168987719
518,0.02,0.07,0.02,0.09,0.05,0.07,0.03,0.05,0.04,0.05,0.01,0.05,0.06,0.01,0.01,0.02,0.02,0.02,0.11,0.02,0.02,0.01,0.06,0.05,0.04,0.143600550849,0.00550602125066,26.0806386884
519,0.04,0.06,0.01,0.03,0.07,0.08,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.02,0.14,0.03,0.02,0.08,0.02,0.01,0.06,0.09,0.03,0.09,0.01,0.109966209352,0.00549690492814,20.0051139304
520,0.01,0.06,0.03,0.11,0.08,0.04,0.01,0.03,0.05,0.06,0.02,0.03,0.09,0.01,0.04,0.03,0.11,0.04,0.01,0.02,0.03,0.03,0.03,0.02,0.01,0.0795615083141,0.00659341013134,12.0668222861
521,0.01,0.06,0.06,0.01,0.03,0.02,0.03,0.02,0.05,0.03,0.05,0.01,0.01,0.07,0.08,0.16,0.05,0.01,0.05,0.02,0.05,0.02,0.04,0.01,0.05,0.0898373664912,0.00666004336898,13.4890062292
522,0.12,0.02,0.03,0.05,0.07,0.01,0.01,0.05,0.03,0.01,0.05,0.01,0.05,0.04,0.02,0.03,0.05,0.04,0.04,0.03,0.01,0.13,0.04,0.04,0.02,0.167136126213,0.00586930623159,28.4763001995
523,0.05,0.01,0.05,0.05,0.13,0.05,0.03,0.03,0.11,0.05,0.08,0.01,0.01,0.02,0.03,0.02,0.06,0.02,0.03,0.08,0.01,0.03,0.01,0.02,0.01,0.0966751709877,0.00630596921403,15.330739448
524,0.06,0.03,0.03,0.05,0.13,0.03,0.01,0.01,0.01,0.14,0.04,0.01,0.03,0.01,0.07,0.03,0.03,0.03,0.05,0.06,0.06,0.01,0.03,0.01,0.03,0.112834725712,0.00613675114503,18.3867201139
525,0.06,0.01,0.02,0.01,0.01,0.04,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.11,0.05,0.14,0.1,0.07,0.03,0.07,0.05,0.02,0.02,0.01,0.03,0.131836043725,0.00656923879685,20.0686940757
526,0.01,0.01,0.06,0.01,0.12,0.05,0.04,0.03,0.01,0.03,0.03,0.05,0.1,0.05,0.01,0.02,0.06,0.09,0.01,0.01,0.04,0.02,0.04,0.05,0.05,0.111406657913,0.00635474422919,17.5312575762
527,0.01,0.03,0.12,0.03,0.04,0.15,0.02,0.03,0.01,0.04,0.04,0.01,0.08,0.01,0.05,0.12,0.02,0.05,0.02,0.01,0.03,0.02,0.04,0.01,0.01,0.123775498032,0.00658100199066,18.8080019134
528,0.07,0.12,0.05,0.11,0.04,0.01,0.01,0.1,0.01,0.01,0.01,0.02,0.01,0.04,0.02,0.06,0.02,0.03,0.01,0.05,0.08,0.03,0.01,0.07,0.01,0.164066106151,0.00633413228312,25.9019071307
529,0.04,0.04,0.02,0.07,0.02,0.13,0.06,0.01,0.03,0.03,0.08,0.01,0.02,0.1,0.01,0.09,0.06,0.01,0.04,0.02,0.03,0.05,0.01,0.01,0.01,0.153325288104,0.00648983977915,23.6254350371
530,0.01,0.08,0.01,0.1,0.01,0.03,0.05,0.03,0.06,0.03,0.03,0.01,0.04,0.1,0.09,0.02,0.02,0.04,0.01,0.02,0.07,0.03,0.01,0.06,0.04,0.128165439454,0.00558775029549,22.936858785
531,0.01,0.1,0.02,0.05,0.07,0.05,0.07,0.03,0.14,0.05,0.02,0.01,0.01,0.01,0.04,0.03,0.06,0.02,0.01,0.01,0.05,0.04,0.01,0.05,0.04,0.0774085229748,0.00601543460631,12.8683175932
532,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.03,0.03,0.02,0.03,0.06,0.14,0.05,0.02,0.04,0.02,0.03,0.01,0.02,0.01,0.07,0.08,0.07,0.13,0.113398468101,0.00570826050625,19.8656785158
533,0.02,0.04,0.01,0.03,0.04,0.03,0.1,0.02,0.05,0.02,0.02,0.05,0.04,0.11,0.01,0.01,0.05,0.08,0.06,0.08,0.01,0.01,0.03,0.03,0.05,0.140926064873,0.0054683743685,25.7711077143
534,0.11,0.01,0.02,0.1,0.08,0.01,0.03,0.04,0.03,0.02,0.08,0.01,0.02,0.02,0.02,0.02,0.14,0.03,0.01,0.06,0.03,0.02,0.04,0.04,0.01,0.129302359344,0.00678818287583,19.0481549642
535,0.01,0.02,0.04,0.01,0.01,0.07,0.1,0.08,0.03,0.06,0.08,0.02,0.01,0.01,0.04,0.03,0.02,0.05,0.12,0.02,0.03,0.01,0.02,0.07,0.04,0.125982601001,0.00588099071476,21.4220030454
536,0.03,0.06,0.02,0.07,0.05,0.02,0.02,0.01,0.04,0.14,0.01,0.06,0.01,0.02,0.01,0.05,0.01,0.08,0.01,0.03,0.12,0.02,0.06,0.01,0.04,0.120560750967,0.00596330273468,20.2171106064
537,0.03,0.05,0.01,0.04,0.05,0.01,0.04,0.06,0.06,0.01,0.07,0.02,0.07,0.04,0.04,0.06,0.01,0.03,0.02,0.08,0.09,0.02,0.01,0.01,0.07,0.108857027509,0.00614612373017,17.7114930138
538,0.04,0.07,0.08,0.01,0.03,0.07,0.01,0.01,0.01,0.01,0.05,0.03,0.11,0.09,0.07,0.02,0.06,0.02,0.03,0.04,0.02,0.03,0.03,0.04,0.02,0.146645212576,0.00617441438746,23.750464963
539,0.01,0.04,0.03,0.01,0.05,0.06,0.05,0.11,0.03,0.01,0.02,0.07,0.03,0.02,0.1,0.02,0.03,0.06,0.01,0.01,0.13,0.01,0.05,0.03,0.01,0.111728829354,0.00604225580366,18.4912444929
540,0.04,0.04,0.02,0.08,0.06,0.01,0.04,0.01,0.03,0.06,0.06,0.08,0.01,0.04,0.03,0.02,0.01,0.01,0.05,0.02,0.08,0.02,0.13,0.01,0.04,0.137530053657,0.00573575599938,23.9776681002
541,0.02,0.01,0.02,0.06,0.02,0.07,0.05,0.02,0.04,0.02,0.04,0.04,0.06,0.01,0.03,0.18,0.06,0.01,0.01,0.05,0.01,0.09,0.05,0.02,0.01,0.0800735187753,0.00664087100534,12.0576832031
542,0.01,0.02,0.03,0.01,0.04,0.13,0.02,0.07,0.07,0.02,0.13,0.04,0.02,0.04,0.02,0.01,0.01,0.03,0.02,0.02,0.02,0.01,0.04,0.09,0.08,0.130705644288,0.00676953971817,19.3079071443
543,0.12,0.01,0.02,0.02,0.01,0.02,0.02,0.04,0.01,0.02,0.03,0.06,0.07,0.01,0.03,0.05,0.06,0.02,0.04,0.02,0.11,0.01,0.01,0.08,0.11,0.164858352356,0.00599263175301,27.5101756876
544,0.04,0.01,0.06,0.06,0.02,0.01,0.03,0.07,0.01,0.11,0.15,0.08,0.04,0.02,0.05,0.04,0.02,0.01,0.01,0.05,0.02,0.02,0.02,0.03,0.02,0.124639700826,0.00677163400293,18.4061484676
545,0.01,0.01,0.03,0.03,0.05,0.02,0.03,0.01,0.01,0.1,0.14,0.09,0.05,0.01,0.01,0.08,0.07,0.02,0.02,0.03,0.01,0.05,0.03,0.04,0.05,0.0733414007375,0.00678585205209,10.8079869963
546,0.04,0.04,0.01,0.01,0.02,0.06,0.04,0.07,0.01,0.1,0.02,0.03,0.11,0.03,0.04,0.01,0.05,0.05,0.07,0.02,0.01,0.05,0.04,0.04,0.03,0.146138591457,0.00580763212714,25.1631970239
547,0.08,0.03,0.02,0.04,0.01,0.04,0.01,0.03,0.02,0.05,0.07,0.05,0.01,0.09,0.06,0.02,0.03,0.03,0.02,0.01,0.01,0.11,0.1,0.04,0.02,0.172166291281,0.00568598206944,30.2790774186
548,0.03,0.01,0.01,0.06,0.09,0.04,0.03,0.02,0.03,0.02,0.05,0.01,0.01,0.12,0.03,0.04,0.04,0.01,0.01,0.04,0.11,0.11,0.01,0.06,0.01,0.114739941681,0.00634884323547,18.0725743928
549,0.01,0.02,0.01,0.08,0.04,0.04,0.02,0.02,0.06,0.02,0.15,0.01,0.06,0.07,0.04,0.01,0.14,0.02,0.04,0.02,0.01,0.02,0.01,0.06,0.02,0.0841256953407,0.00700935493186,12.0019168894
550,0.02,0.03,0.01,0.14,0.07,0.07,0.02,0.06,0.04,0.05,0.01,0.02,0.04,0.02,0.04,0.06,0.03,0.02,0.03,0.01,0.06,0.02,0.07,0.05,0.01,0.123266273256,0.00598776043416,20.5863735885
551,0.08,0.08,0.02,0.03,0.05,0.02,0.04,0.05,0.12,0.05,0.03,0.02,0.05,0.01,0.01,0.02,0.01,0.01,0.01,0.07,0.03,0.08,0.09,0.01,0.01,0.143425266866,0.00583291670876,24.5889447813
552,0.08,0.08,0.04,0.09,0.09,0.02,0.03,0.02,0.02,0.01,0.06,0.03,0.04,0.03,0.02,0.02,0.07,0.03,0.01,0.06,0.01,0.03,0.05,0.05,0.01,0.140523944193,0.0062308008417,22.5531111911
553,0.05,0.06,0.05,0.01,0.02,0.04,0.07,0.06,0.03,0.03,0.01,0.01,0.02,0.02,0.05,0.05,0.07,0.03,0.02,0.04,0.02,0.01,0.02,0.14,0.07,0.118336744266,0.0061229406494,19.3267828388
554,0.03,0.05,0.03,0.11,0.06,0.05,0.05,0.03,0.06,0.02,0.04,0.02,0.02,0.08,0.01,0.01,0.03,0.06,0.04,0.01,0.03,0.03,0.02,0.05,0.06,0.148151108657,0.00568200934377,26.0737178864
555,0.01,0.04,0.04,0.05,0.08,0.05,0.05,0.03,0.02,0.01,0.02,0.03,0.05,0.01,0.06,0.03,0.01,0.06,0.02,0.04,0.14,0.02,0.03,0.05,0.05,0.0951461854963,0.00570937756603,16.6648963737
556,0.02,0.09,0.02,0.07,0.01,0.03,0.01,0.12,0.04,0.01,0.03,0.01,0.03,0.03,0.11,0.02,0.02,0.05,0.02,0.12,0.01,0.04,0.03,0.01,0.05,0.107841495955,0.00551826204662,19.5426558297
557,0.01,0.04,0.04,0.07,0.1,0.01,0.05,0.06,0.06,0.04,0.05,0.02,0.08,0.02,0.02,0.11,0.03,0.01,0.02,0.05,0.01,0.03,0.04,0.02,0.01,0.0912132423548,0.00671208460545,13.5894059322
558,0.02,0.05,0.16,0.03,0.09,0.01,0.04,0.01,0.05,0.05,0.07,0.03,0.01,0.01,0.02,0.03,0.03,0.12,0.01,0.04,0.01,0.02,0.02,0.05,0.02,0.101929058526,0.00614414196852,16.5896327018
559,0.04,0.05,0.05,0.01,0.01,0.06,0.08,0.02,0.03,0.03,0.03,0.01,0.04,0.04,0.08,0.1,0.04,0.05,0.06,0.05,0.01,0.02,0.03,0.04,0.02,0.126481832671,0.00567986607415,22.2684533438
560,0.06,0.02,0.01,0.05,0.06,0.02,0.08,0.01,0.08,0.04,0.02,0.07,0.07,0.01,0.02,0.02,0.06,0.03,0.08,0.11,0.01,0.01,0.03,0.02,0.01,0.121625519892,0.00548464442718,22.1756435639
561,0.02,0.04,0.03,0.04,0.04,0.05,0.06,0.04,0.04,0.03,0.01,0.03,0.06,0.11,0.04,0.02,0.04,0.05,0.06,0.01,0.06,0.02,0.04,0.05,0.01,0.155059003927,0.00582919593069,26.6004103774
562,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.12,0.05,0.08,0.01,0.04,0.08,0.05,0.01,0.02,0.03,0.03,0.09,0.08,0.02,0.01,0.02,0.05,0.03,0.169260395805,0.00608418996338,27.8197092503
563,0.01,0.01,0.01,0.03,0.02,0.06,0.06,0.1,0.06,0.02,0.05,0.03,0.05,0.02,0.03,0.03,0.04,0.16,0.05,0.05,0.03,0.01,0.04,0.02,0.01,0.12653609079,0.00576876878201,21.934678884
564,0.07,0.01,0.02,0.06,0.02,0.03,0.04,0.02,0.05,0.04,0.1,0.01,0.06,0.05,0.08,0.04,0.03,0.03,0.05,0.02,0.03,0.01,0.03,0.06,0.04,0.150447167756,0.00597101646663,25.1962406395
565,0.01,0.12,0.01,0.06,0.03,0.05,0.04,0.01,0.03,0.04,0.02,0.01,0.03,0.01,0.15,0.05,0.03,0.03,0.03,0.1,0.03,0.01,0.02,0.01,0.07,0.0733245281184,0.00525471330255,13.954049231
566,0.02,0.03,0.04,0.13,0.02,0.04,0.03,0.01,0.02,0.02,0.03,0.09,0.03,0.07,0.01,0.03,0.03,0.04,0.01,0.06,0.04,0.01,0.06,0.12,0.01,0.141052152944,0.0058663976802,24.0440830359
567,0.16,0.06,0.02,0.03,0.05,0.06,0.02,0.01,0.01,0.09,0.01,0.04,0.01,0.05,0.08,0.03,0.08,0.02,0.02,0.02,0.04,0.03,0.01,0.03,0.02,0.199182706153,0.00595070616961,33.4721124646
568,0.02,0.05,0.04,0.01,0.1,0.07,0.06,0.09,0.07,0.01,0.02,0.01,0.02,0.01,0.02,0.04,0.03,0.09,0.01,0.03,0.05,0.01,0.02,0.1,0.02,0.113956278665,0.00634547230965,17.9586755884
569,0.1,0.02,0.01,0.02,0.05,0.02,0.01,0.06,0.01,0.08,0.04,0.07,0.06,0.01,0.05,0.03,0.03,0.01,0.09,0.06,0.01,0.01,0.06,0.02,0.07,0.166998673904,0.00564259354559,29.5960842395
570,0.02,0.03,0.12,0.05,0.03,0.04,0.01,0.02,0.01,0.11,0.03,0.07,0.01,0.02,0.09,0.01,0.01,0.03,0.06,0.01,0.01,0.08,0.02,0.09,0.02,0.11514124627,0.00568845970464,20.2411992434
571,0.02,0.01,0.06,0.02,0.15,0.03,0.07,0.04,0.05,0.02,0.02,0.03,0.1,0.01,0.03,0.03,0.07,0.01,0.07,0.02,0.02,0.04,0.04,0.03,0.01,0.089522164697,0.0063489791973,14.1002453962
572,0.02,0.01,0.03,0.01,0.02,0.05,0.11,0.02,0.01,0.12,0.01,0.01,0.05,0.05,0.03,0.06,0.08,0.05,0.01,0.01,0.06,0.01,0.02,0.07,0.08,0.104505620609,0.00603305514035,17.3221722954
573,0.02,0.05,0.05,0.02,0.11,0.01,0.12,0.01,0.01,0.03,0.06,0.02,0.04,0.01,0.09,0.01,0.01,0.02,0.02,0.1,0.08,0.02,0.02,0.03,0.04,0.0757754741215,0.00564610823955,13.4208327057
574,0.01,0.02,0.03,0.02,0.23,0.02,0.01,0.05,0.01,0.02,0.03,0.01,0.09,0.04,0.02,0.02,0.08,0.07,0.02,0.01,0.02,0.04,0.1,0.02,0.01,0.0851101699191,0.00728772715989,11.678561512
575,0.02,0.03,0.01,0.04,0.04,0.03,0.07,0.05,0.04,0.09,0.03,0.06,0.02,0.01,0.06,0.03,0.12,0.05,0.01,0.01,0.01,0.04,0.05,0.04,0.04,0.0775181659625,0.00597312442391,12.9778254162
576,0.03,0.06,0.05,0.02,0.03,0.03,0.06,0.05,0.01,0.01,0.06,0.08,0.01,0.01,0.03,0.02,0.04,0.05,0.03,0.01,0.02,0.13,0.07,0.02,0.07,0.106173479829,0.005400724543,19.659117769
577,0.02,0.03,0.02,0.07,0.01,0.02,0.03,0.02,0.02,0.01,0.03,0.05,0.11,0.11,0.02,0.05,0.02,0.02,0.03,0.02,0.09,0.04,0.05,0.02,0.09,0.14532157518,0.00593071014827,24.503233432
578,0.09,0.01,0.01,0.07,0.02,0.04,0.02,0.08,0.1,0.07,0.03,0.01,0.01,0.03,0.01,0.1,0.04,0.03,0.02,0.03,0.02,0.02,0.01,0.1,0.03,0.159934006014,0.00659855385054,24.2377359702
579,0.04,0.04,0.02,0.01,0.01,0.01,0.03,0.02,0.08,0.01,0.05,0.03,0.03,0.04,0.02,0.07,0.02,0.02,0.02,0.02,0.06,0.08,0.11,0.15,0.01,0.120829607294,0.00645518215411,18.7182335695
580,0.05,0.05,0.05,0.01,0.02,0.05,0.09,0.02,0.12,0.06,0.02,0.05,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.06,0.13,0.04,0.03,0.03,0.119440962691,0.00557211704457,21.4354726823
581,0.06,0.01,0.01,0.01,0.03,0.12,0.03,0.13,0.05,0.01,0.01,0.03,0.01,0.07,0.03,0.02,0.11,0.02,0.03,0.01,0.07,0.02,0.05,0.01,0.05,0.155523000736,0.00651959146498,23.8547156784
582,0.01,0.07,0.02,0.08,0.02,0.01,0.14,0.04,0.06,0.08,0.01,0.02,0.01,0.01,0.09,0.02,0.03,0.01,0.03,0.04,0.06,0.06,0.05,0.01,0.02,0.0854536210132,0.00515056349236,16.5911207851
583,0.02,0.13,0.03,0.01,0.05,0.02,0.03,0.03,0.06,0.04,0.02,0.07,0.04,0.02,0.05,0.01,0.02,0.08,0.03,0.02,0.09,0.01,0.01,0.04,0.07,0.114650664713,0.00574172182238,19.9679936192
584,0.04,0.02,0.04,0.04,0.1,0.06,0.12,0.02,0.04,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.01,0.01,0.17,0.01,0.02,0.128570908978,0.00565406650354,22.7395466427
585,0.06,0.04,0.01,0.01,0.11,0.01,0.06,0.02,0.04,0.09,0.06,0.01,0.03,0.04,0.01,0.04,0.01,0.06,0.08,0.02,0.01,0.04,0.03,0.08,0.03,0.144345141174,0.00621819964929,23.2133333305
586,0.01,0.01,0.02,0.09,0.01,0.11,0.02,0.01,0.03,0.02,0.03,0.03,0.15,0.01,0.06,0.07,0.04,0.08,0.01,0.01,0.02,0.05,0.08,0.02,0.01,0.118223845882,0.0058474068927,20.2181664542
587,0.02,0.01,0.02,0.11,0.01,0.03,0.03,0.11,0.06,0.03,0.04,0.01,0.04,0.05,0.05,0.01,0.07,0.03,0.01,0.01,0.1,0.05,0.01,0.07,0.02,0.113114241565,0.00618980566958,18.2742799376
588,0.02,0.1,0.01,0.08,0.01,0.05,0.02,0.04,0.06,0.15,0.01,0.04,0.05,0.01,0.04,0.07,0.02,0.08,0.01,0.01,0.04,0.02,0.03,0.01,0.02,0.126200457632,0.00597721408624,21.1135916853
589,0.1,0.05,0.06,0.01,0.04,0.02,0.01,0.01,0.09,0.08,0.1,0.02,0.02,0.04,0.01,0.01,0.01,0.02,0.06,0.04,0.06,0.02,0.04,0.03,0.05,0.17174128733,0.00628991942043,27.3042110479
590,0.01,0.04,0.01,0.02,0.04,0.09,0.04,0.06,0.04,0.06,0.03,0.01,0.08,0.04,0.01,0.07,0.12,0.02,0.01,0.07,0.01,0.01,0.02,0.06,0.03,0.089174545172,0.006806460003,13.1014573115
591,0.01,0.04,0.01,0.1,0.02,0.02,0.03,0.05,0.01,0.03,0.01,0.04,0.07,0.04,0.06,0.01,0.02,0.04,0.02,0.01,0.04,0.06,0.02,0.22,0.02,0.119769860111,0.00641295746629,18.6762286731
592,0.02,0.03,0.02,0.04,0.04,0.04,0.15,0.04,0.03,0.01,0.01,0.05,0.03,0.01,0.05,0.05,0.01,0.05,0.01,0.04,0.09,0.04,0.02,0.1,0.02,0.106026175836,0.00557161510832,19.0297021196
593,0.01,0.09,0.08,0.09,0.01,0.01,0.01,0.01,0.01,0.06,0.07,0.05,0.06,0.01,0.04,0.05,0.01,0.02,0.04,0.01,0.02,0.09,0.09,0.02,0.04,0.107978281923,0.00566800205477,19.0505015487
594,0.03,0.04,0.02,0.01,0.05,0.03,0.03,0.05,0.01,0.03,0.05,0.03,0.01,0.13,0.02,0.04,0.09,0.05,0.03,0.01,0.11,0.01,0.08,0.02,0.02,0.142223246336,0.00669463558145,21.2443596975
595,0.09,0.04,0.02,0.04,0.01,0.01,0.04,0.06,0.02,0.01,0.01,0.07,0.01,0.08,0.08,0.03,0.04,0.01,0.05,0.08,0.04,0.06,0.04,0.01,0.05,0.163564598632,0.00524124904991,31.2071792572
596,0.06,0.01,0.08,0.01,0.02,0.01,0.04,0.02,0.07,0.06,0.01,0.01,0.02,0.08,0.06,0.15,0.03,0.03,0.03,0.01,0.02,0.07,0.07,0.02,0.01,0.138144455367,0.0062862111369,21.9757899247
597,0.02,0.01,0.01,0.06,0.02,0.13,0.06,0.02,0.02,0.01,0.01,0.04,0.08,0.02,0.07,0.01,0.05,0.01,0.01,0.09,0.08,0.03,0.07,0.02,0.05,0.104971601132,0.00528415749139,19.8653430188
598,0.01,0.01,0.07,0.04,0.05,0.05,0.01,0.05,0.02,0.05,0.01,0.02,0.01,0.03,0.05,0.06,0.01,0.12,0.02,0.03,0.02,0.09,0.02,0.04,0.11,0.0989691230965,0.00532377900979,18.5900133936
599,0.05,0.07,0.04,0.02,0.1,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.02,0.04,0.1,0.02,0.09,0.04,0.01,0.02,0.12,0.04,0.02,0.05,0.02,0.0920090536993,0.00636712162132,14.4506512002
600,0.1,0.06,0.01,0.01,0.13,0.01,0.01,0.05,0.01,0.02,0.01,0.01,0.02,0.1,0.01,0.03,0.01,0.05,0.04,0.02,0.02,0.06,0.02,0.08,0.11,0.184442221691,0.00616594554109,29.9130474738
601,0.01,0.05,0.14,0.01,0.03,0.02,0.03,0.04,0.03,0.01,0.04,0.01,0.05,0.08,0.01,0.01,0.02,0.01,0.01,0.18,0.06,0.02,0.05,0.06,0.02,0.109457320345,0.00597393804913,18.3224732906
602,0.03,0.03,0.01,0.01,0.03,0.03,0.03,0.01,0.17,0.02,0.06,0.02,0.04,0.08,0.07,0.01,0.01,0.01,0.03,0.05,0.08,0.07,0.02,0.03,0.05,0.107689687621,0.00580264487617,18.5587244987
603,0.03,0.05,0.01,0.04,0.03,0.02,0.05,0.11,0.06,0.02,0.03,0.05,0.02,0.01,0.08,0.01,0.05,0.01,0.01,0.06,0.05,0.02,0.07,0.01,0.1,0.0979877827067,0.00560882850119,17.4702761345
604,0.02,0.01,0.08,0.06,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.03,0.01,0.03,0.03,0.01,0.09,0.01,0.01,0.1,0.08,0.06,0.13,0.02,0.07,0.070162341078,0.00569912064337,12.311081914
605,0.05,0.01,0.04,0.01,0.05,0.06,0.02,0.01,0.01,0.17,0.01,0.06,0.06,0.01,0.04,0.01,0.01,0.07,0.06,0.04,0.1,0.04,0.01,0.04,0.01,0.137522393755,0.00582382776211,23.6137467268
606,0.02,0.08,0.02,0.11,0.04,0.02,0.01,0.01,0.06,0.02,0.08,0.03,0.01,0.09,0.03,0.02,0.01,0.05,0.04,0.06,0.07,0.02,0.03,0.02,0.05,0.132944034957,0.00586307610051,22.6747926648
607,0.01,0.02,0.02,0.04,0.04,0.03,0.05,0.03,0.03,0.19,0.04,0.06,0.01,0.02,0.07,0.01,0.02,0.01,0.07,0.11,0.01,0.02,0.01,0.06,0.02,0.0923132992137,0.00560165774237,16.4796393245
608,0.06,0.06,0.01,0.07,0.1,0.07,0.02,0.07,0.05,0.01,0.02,0.02,0.07,0.01,0.01,0.01,0.01,0.01,0.05,0.02,0.02,0.17,0.01,0.02,0.03,0.134346161733,0.0057558099499,23.3409655465
609,0.01,0.1,0.01,0.04,0.1,0.04,0.06,0.06,0.13,0.06,0.01,0.03,0.03,0.05,0.08,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.06,0.02,0.11129252472,0.00604926474274,18.3976945056
610,0.08,0.02,0.08,0.02,0.05,0.04,0.02,0.09,0.03,0.1,0.03,0.03,0.01,0.01,0.09,0.02,0.01,0.01,0.01,0.04,0.03,0.08,0.07,0.02,0.01,0.144503617171,0.00589031334004,24.5324159903
611,0.09,0.01,0.02,0.04,0.04,0.02,0.05,0.08,0.06,0.06,0.05,0.03,0.1,0.01,0.05,0.1,0.01,0.02,0.06,0.01,0.01,0.01,0.01,0.02,0.04,0.167839577454,0.00641791290781,26.1517380907
612,0.02,0.01,0.06,0.02,0.07,0.09,0.15,0.01,0.03,0.02,0.02,0.05,0.05,0.02,0.14,0.02,0.04,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.03,0.0979804246487,0.00524345247308,18.6862425381
613,0.05,0.03,0.01,0.06,0.01,0.01,0.1,0.01,0.03,0.01,0.03,0.03,0.06,0.03,0.01,0.04,0.04,0.01,0.05,0.03,0.09,0.03,0.16,0.06,0.01,0.140204924395,0.00567336794733,24.7128206202
614,0.01,0.02,0.01,0.01,0.01,0.03,0.19,0.01,0.01,0.02,0.05,0.06,0.05,0.03,0.06,0.03,0.01,0.06,0.01,0.06,0.01,0.04,0.02,0.01,0.18,0.091763931069,0.00487115096603,18.8382441253
615,0.02,0.07,0.04,0.1,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.1,0.03,0.14,0.03,0.02,0.02,0.04,0.1,0.01,0.01,0.07,0.05,0.02,0.01,0.172827375561,0.00547163114574,31.5860793532
616,0.04,0.08,0.05,0.01,0.08,0.1,0.01,0.01,0.05,0.06,0.07,0.03,0.03,0.04,0.01,0.02,0.01,0.04,0.05,0.02,0.05,0.05,0.01,0.04,0.04,0.141526829212,0.00624882304371,22.6485576919
617,0.1,0.01,0.01,0.03,0.05,0.01,0.02,0.02,0.1,0.09,0.01,0.02,0.02,0.01,0.03,0.1,0.03,0.01,0.01,0.05,0.02,0.13,0.03,0.06,0.03,0.120948669192,0.005958126845,20.2997808437
