Date,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,px,sbac,stz,unp,wlk
2017-07-06,103.160004,102.050003,235.039993,110.370003,332.179993,38.25,7.43,67.93,10.85,148.820007,906.690002,85.349998,76.589996,41.139999,83.050003,99.650002,30.299999,52.849998,1872.300049,132.429993,134.360001,193.759995,107.760002,65.849998
2017-07-07,101.93,103.32,239.619995,110.82,332.429993,38.57,7.35,67.980003,11.85,151.440002,918.590027,85.919998,77.150002,41.310001,83.93,100.349998,30.84,54.07,1918.5,133.059998,136.679993,193.520004,108.349998,66.730003
2017-07-10,101.169998,103.739998,241.770004,111.760002,336.600006,38.759998,7.5,66.389999,12.1,153.5,928.799988,86.589996,76.919998,40.84,84.199997,100.709999,31.18,54.080002,1921.819946,133.339996,134.490005,193.820007,108.5,67.550003
2017-07-11,100.25,104.300003,240.889999,111.07,337.850006,38.77,7.46,66.870003,12.1,155.270004,930.090027,87.010002,76.25,41.200001,84.459999,100.730003,31.43,54.200001,1929.150024,132.960007,133.600006,193.889999,108.589996,68.239998
2017-07-12,100.940002,106.68,246.419998,112.510002,342.649994,39.02,7.47,67.400002,12.35,158.899994,943.830017,87.839996,76.220001,41.419998,85.720001,100.800003,31.74,53.759998,1946.180054,133.820007,136.25,197.100006,109.209999,69.300003
2017-07-13,103.220001,107.07,247.309998,113.050003,339.040009,39.310001,7.69,68.57,12.25,159.259995,947.159973,87.650002,76.519997,41.990002,85.480003,100.699997,31.93,53.84,1940.699951,133.580002,135.910004,196.25,108.849998,69.790001
2017-07-14,102.040001,108.739998,250.289993,114.290001,342.799988,39.200001,7.6,69.110001,12.3,159.970001,955.98999,88.57,76.059998,42.330002,85.870003,100.989998,31.91,53.810001,1950.869995,134.309998,136.490005,198.320007,109.529999,70.239998
2017-07-17,101.739998,106.940002,249.020004,114.190002,342.309998,39.200001,7.68,69.870003,12.3,159.729996,953.419983,88.790001,76.43,42.07,85.650002,101.349998,31.85,54.310001,1945.459961,134.539993,136.0,196.600006,109.050003,70.410004
2017-07-18,100.300003,107.699997,250.880005,114.489998,344.630005,39.18,7.6,69.279999,12.2,162.860001,965.400024,89.050003,75.959999,41.759998,85.25,102.0,32.549999,54.830002,1976.23999,134.160004,137.490005,197.179993,109.25,69.379997
2017-07-19,100.870003,110.25,254.399994,114.809998,346.609985,39.34,8.14,70.349998,12.25,164.139999,970.890015,89.589996,76.830002,42.16,87.160004,102.239998,32.790001,55.549999,1992.099976,135.619995,138.460007,198.300003,107.839996,70.5
2017-07-20,103.230003,109.910004,253.429993,115.510002,345.299988,39.490002,7.9,70.769997,12.35,164.529999,968.150024,90.029999,72.559998,42.459999,87.019997,102.400002,33.73,55.400002,1999.219971,135.210007,135.809998,198.119995,106.139999,70.029999
2017-07-21,105.269997,109.75,253.110001,114.739998,350.070007,39.630001,7.61,70.889999,12.25,164.429993,972.919983,90.419998,73.839996,42.689999,86.870003,102.849998,34.029999,55.34,1994.890015,134.740005,136.600006,198.520004,104.849998,69.940002
2017-07-24,103.169998,110.809998,253.029999,113.769997,348.079987,39.470001,7.54,69.279999,12.3,166.0,980.340027,90.019997,74.309998,42.099998,87.25,102.709999,33.990002,55.560001,2002.01001,135.220001,136.179993,196.0,103.660004,70.32
2017-07-25,105.290001,112.260002,254.300003,113.959999,348.0,39.75,8.63,70.589996,12.1,165.279999,950.700012,89.849998,75.690002,42.240002,87.949997,103.059998,34.27,56.02,2016.910034,135.860001,135.449997,193.669998,104.959999,71.0
2017-07-26,106.699997,114.080002,257.01001,115.709999,348.769989,39.349998,8.45,70.919998,12.4,165.610001,947.799988,90.120003,75.980003,42.610001,87.339996,103.040001,33.869999,55.66,2033.209961,135.029999,135.570007,193.380005,104.419998,70.480003
2017-07-27,110.339996,111.519997,250.949997,122.839996,366.899994,39.43,8.47,72.239998,12.65,170.440002,934.090027,93.339996,77.0,45.82,86.529999,104.059998,33.389999,56.150002,2025.089966,132.710007,136.0,194.460007,101.400002,70.099998
2017-07-28,110.209999,111.5,250.369995,121.18,370.26001,39.52,8.4,71.800003,12.4,172.449997,941.530029,94.489998,76.480003,45.759998,89.889999,103.339996,33.139999,54.98,2024.060059,132.259995,137.639999,194.589996,103.300003,71.0
2017-07-31,112.010002,110.790001,246.660004,120.660004,391.970001,40.450001,8.12,72.080002,12.6,169.25,930.5,99.18,77.400002,46.130001,90.089996,104.190002,32.93,55.990002,2028.5,130.160004,137.550003,193.350006,102.959999,70.360001
2017-08-01,114.050003,111.379997,248.389999,119.82,387.420013,40.34,7.83,73.010002,12.25,169.860001,930.830017,99.879997,77.830002,45.639999,89.260002,105.129997,32.41,56.529999,2024.589966,130.710007,137.429993,194.75,101.980003,70.410004
