Date,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-01-03,46.490002,46.299999,170.600006,116.150002,82.5,105.309998,37.810001
2017-01-04,47.099998,46.700001,172.0,116.019997,82.339996,105.050003,38.529999
2017-01-05,46.540001,45.889999,171.880005,116.610001,81.779999,105.209999,38.669998
2017-01-06,47.990002,46.209999,169.630005,117.910004,82.300003,108.129997,38.990002
2017-01-09,48.139999,47.080002,169.529999,118.989998,82.25,108.949997,38.07
2017-01-10,48.099998,48.48,169.919998,119.110001,81.93,108.440002,37.759998
2017-01-11,49.25,48.639999,173.429993,119.75,82.839996,108.449997,38.529999
2017-01-12,48.52,48.099998,174.470001,119.25,81.889999,107.330002,38.16
2017-01-13,48.689999,47.650002,174.789993,119.040001,82.639999,107.620003,37.400002
2017-01-17,48.32,46.75,173.0,120.0,82.379997,108.169998,37.669998
2017-01-18,48.25,47.639999,173.979996,119.989998,83.0,108.099998,37.419998
2017-01-19,47.639999,47.259998,171.720001,119.779999,84.529999,108.120003,37.900002
2017-01-20,47.619999,48.0,171.5,120.0,84.379997,108.580002,39.080002
2017-01-23,47.389999,46.939999,167.779999,120.080002,84.370003,108.440002,38.43
2017-01-24,47.349998,47.540001,168.289993,119.970001,84.510002,108.839996,39.040001
2017-01-25,48.41,47.91,167.5,121.879997,85.610001,110.839996,39.720001
2017-01-26,48.169998,49.59,165.5,121.940002,85.839996,109.800003,39.25
2017-01-27,48.650002,46.950001,164.369995,121.949997,86.080002,109.400002,38.869999
2017-01-30,47.669998,44.900002,164.630005,121.629997,85.260002,108.57,37.549999
2017-01-31,48.970001,44.25,164.240005,121.349998,84.599998,108.309998,37.810001
2017-02-01,49.259998,44.049999,160.589996,128.75,84.639999,108.459999,38.549999
2017-02-02,48.900002,44.009998,162.339996,128.529999,84.5,108.970001,37.799999
2017-02-03,49.380001,44.200001,162.75,129.080002,85.449997,108.870003,38.57
2017-02-06,49.27,45.299999,160.270004,130.289993,85.650002,108.309998,37.459999
2017-02-07,49.639999,45.169998,159.179993,131.529999,85.809998,107.57,39.290001
2017-02-08,49.93,45.060001,162.729996,132.039993,86.360001,107.339996,39.209999
2017-02-09,50.470001,46.299999,164.830002,132.419998,86.790001,107.529999,38.990002
2017-02-10,50.360001,46.450001,164.050003,132.119995,86.449997,107.57,39.419998
2017-02-13,50.52,47.41,162.389999,133.289993,87.379997,107.669998,39.599998
2017-02-14,50.389999,46.57,164.369995,135.020004,87.889999,107.629997,40.66
2017-02-15,51.619999,47.540001,163.880005,135.509995,89.459999,108.800003,40.419998
2017-02-16,50.84,46.970001,160.990005,135.350006,89.440002,108.489998,40.240002
2017-02-17,51.630001,46.91,161.580002,135.720001,89.360001,109.0,39.310001
2017-02-21,51.349998,46.810001,161.149994,136.699997,87.989998,110.57,39.560001
2017-02-22,51.34,46.32,159.679993,137.110001,87.68,111.379997,38.860001
2017-02-23,51.470001,46.099998,157.720001,136.529999,87.0,112.330002,39.709999
2017-02-24,51.740002,46.279999,157.330002,136.660004,87.080002,112.959999,39.790001
2017-02-27,51.66,46.32,156.940002,136.929993,87.449997,113.589996,41.099998
2017-02-28,51.299999,46.360001,156.610001,136.990005,86.989998,113.830002,40.419998
2017-03-01,52.040001,47.09,156.679993,139.789993,88.489998,115.510002,41.740002
2017-03-02,51.380001,45.720001,157.360001,138.960007,87.519997,114.870003,40.290001
2017-03-03,51.98,46.82,155.350006,139.779999,86.790001,114.970001,40.380001
2017-03-06,51.25,45.310001,154.25,139.339996,86.720001,114.650002,39.869999
2017-03-07,51.209999,44.84,151.990005,139.520004,86.150002,115.059998,39.299999
2017-03-08,51.41,44.889999,155.210007,139.0,86.389999,114.169998,37.939999
2017-03-09,51.43,43.330002,155.149994,138.679993,86.309998,113.790001,37.689999
