Date,ALGN,CELG,FB,MRK,MSFT,THO
2018-01-02,224.61999500000002,106.160004,181.419998,55.732631999999995,85.54813399999999,154.849213
2018-01-03,231.19999700000002,109.139999,184.669998,55.653324,85.94626600000001,155.09840400000002
2018-01-04,233.30000299999998,106.68,184.330002,56.555434999999996,86.702721,154.968826
2018-01-05,241.07000699999998,104.989998,186.850006,56.49595600000001,87.777672,154.360825
2018-01-08,248.899994,104.18,188.279999,56.16881600000001,87.867249,153.244507
2018-01-09,251.440002,105.489998,187.869995,56.307602,87.807526,153.224579
2018-01-10,248.309998,105.459999,187.83999599999999,56.803268,87.40939300000001,151.938828
2018-01-11,252.91000400000001,104.58000200000001,187.770004,57.100666000000004,87.668182,156.23465
2018-01-12,258.429993,106.0,179.369995,58.151478000000004,89.181076,155.985474
2018-01-16,263.880005,104.82,178.389999,61.531918000000005,87.93692,151.97868300000002
2018-01-17,272.25,102.019997,177.600006,61.492264,89.718552,154.89906299999998
2018-01-18,270.700012,101.720001,179.800003,60.600067,89.67873399999999,152.128204
2018-01-19,269.459991,102.650002,181.28999299999998,60.748764,89.579201,154.928955
2018-01-22,267.100006,102.910004,185.369995,60.719025,91.181679,156.33432
2018-01-23,272.160004,104.550003,189.350006,61.165127000000005,91.470322,156.055252
2018-01-24,272.27999900000003,103.110001,186.550003,60.649632,91.390694,156.503769
2018-01-25,273.559998,104.389999,187.479996,60.768593,91.898315,150.932129
2018-01-26,283.97000099999997,105.16999799999999,190.0,61.502178,93.620216,139.360321
2018-01-29,276.769989,103.260002,185.979996,61.095734,93.480873,140.506531
2018-01-30,270.079987,101.58000200000001,187.119995,60.12422900000001,92.306389,139.459976
2018-01-31,262.0,101.160004,186.889999,58.736362,94.565781,136.210709
2018-02-01,255.57000699999998,100.339996,193.08999599999999,59.341076,93.81929000000001,136.439941
2018-02-02,257.380005,99.800003,190.279999,58.052344999999995,91.350883,130.768646
2018-02-05,242.399994,93.739998,181.259995,55.911072,87.588554,126.59243000000001
2018-02-06,241.44999700000002,96.25,185.309998,54.979218,90.902985,131.227142
2018-02-07,234.330002,95.160004,180.179993,55.39558,89.191025,129.821777
2018-02-08,220.710007,91.019997,171.580002,54.255547,84.612534,124.19034599999999
2018-02-09,229.36999500000002,92.510002,176.110001,54.394332999999996,87.767715,127.150581
2018-02-12,233.13000499999998,91.510002,176.41000400000001,54.949478000000006,88.713272,128.795166
2018-02-13,233.729996,91.980003,173.149994,54.424076,89.410004,128.466248
2018-02-14,246.33999599999999,94.389999,179.520004,54.424076,90.809998,130.539413
2018-02-15,252.770004,96.139999,179.96000700000002,55.504627,92.660004,129.99121100000002
2018-02-16,251.5,95.260002,177.360001,55.802025,92.0,124.41959399999999
2018-02-20,255.44999700000002,93.849998,176.009995,54.50338000000001,92.720001,125.486076
2018-02-21,252.13999900000002,93.889999,177.91000400000001,54.07710600000001,91.489998,123.592323
2018-02-22,259.679993,93.779999,178.990005,54.096934999999995,91.730003,123.00426499999999
2018-02-23,265.070007,95.610001,183.28999299999998,54.394332999999996,94.059998,124.58903500000001
2018-02-26,266.579987,96.489998,184.929993,55.57402,95.41999799999999,133.071045
2018-02-27,263.869995,95.779999,181.46000700000002,54.245636,94.199997,127.02101100000002
2018-02-28,262.519989,87.120003,178.320007,53.74996899999999,93.769997,128.575882
2018-03-01,245.55000299999998,87.190002,175.940002,53.234478,92.849998,123.113899
2018-03-02,253.710007,89.33000200000001,176.619995,53.88875600000001,93.050003,120.05399299999999
2018-03-05,255.49000499999997,89.040001,180.399994,53.92841,93.639999,118.34960900000002
2018-03-06,255.97000099999997,89.16999799999999,179.779999,53.829273,93.32,121.210182
2018-03-07,262.899994,90.220001,183.71000700000002,53.997803000000005,93.860001,122.007553
2018-03-08,268.179993,91.190002,182.33999599999999,54.285286,94.43,119.99418600000001
2018-03-09,271.73999,92.559998,185.229996,54.661991,96.540001,126.53261599999999
2018-03-12,275.609985,92.279999,184.759995,54.880089,96.769997,126.472816
2018-03-13,269.709991,91.559998,181.880005,54.889998999999996,94.410004,123.492653
2018-03-14,272.480011,91.610001,184.190002,54.799999,93.849998,122.44609799999999
2018-03-15,272.869995,89.910004,183.860001,55.25,94.18,120.34303999999999
2018-03-16,270.410004,89.610001,185.08999599999999,55.669998,94.599998,125.476105
2018-03-19,265.390015,88.529999,172.559998,54.630001,92.889999,122.735146
2018-03-20,270.399994,88.269997,168.149994,54.639998999999996,93.129997,122.665375
2018-03-21,270.140015,88.309998,169.389999,54.689999,92.480003,119.266594
2018-03-22,260.130005,86.910004,164.889999,54.119999,89.790001,114.70165300000001
2018-03-23,250.919998,84.980003,159.389999,53.41,87.18,109.927399
2018-03-26,261.519989,87.16999799999999,160.059998,54.040001000000004,93.779999,111.282928
2018-03-27,248.30000299999998,85.809998,152.220001,53.75,89.470001,112.16999799999999
2018-03-28,244.419998,88.410004,153.029999,55.09,89.389999,112.389999
2018-03-29,251.13000499999998,89.209999,159.78999299999998,54.470001,91.269997,115.16999799999999
2018-04-02,242.690002,87.07,155.389999,53.27,88.519997,109.480003
2018-04-03,243.61999500000002,86.83000200000001,156.110001,54.09,89.709999,109.559998
2018-04-04,248.92999300000002,90.470001,155.100006,54.540001000000004,92.33000200000001,111.75
2018-04-05,255.350006,88.839996,159.33999599999999,54.529999,92.379997,115.199997
2018-04-06,245.229996,86.949997,157.199997,53.360001000000004,90.230003,112.970001
2018-04-09,249.059998,86.940002,157.929993,56.16,90.769997,111.989998
2018-04-10,258.269989,89.440002,165.03999299999998,56.490002000000004,92.879997,111.230003
2018-04-11,257.019989,88.709999,166.320007,56.200001,91.860001,110.660004
2018-04-12,262.940002,90.300003,165.014801,57.165001000000004,93.650002,109.480003
