Date,BAC,C,JPM,MS
2016-01-04,16.43,51.130001,63.619999,31.48
2016-01-05,16.43,50.860001,63.73,31.280001
2016-01-06,16.08,50.119999,62.810001,30.5
2016-01-07,15.5,47.560001,60.27,28.98
2016-01-08,15.2,46.130001,58.919998,28.379999
2016-01-11,15.31,46.849998,58.830002,28.459999
2016-01-12,15.31,46.880001,58.959999,28.459999
2016-01-13,14.9,45.189999,57.34,26.889999
2016-01-14,14.99,45.380001,58.200001,27.15
2016-01-15,14.46,42.470001,57.040001,25.969999
2016-01-19,14.24,41.939999,57.009998,26.26
2016-01-20,13.69,40.490002,55.509998,25.24
2016-01-21,13.36,40.150002,55.25,24.780001
2016-01-22,13.56,41.060001,56.950001,25.610001
2016-01-25,12.96,39.549999,55.66,24.98
2016-01-26,13.31,40.5,57.080002,25.49
2016-01-27,13.36,40.560001,57.040001,25.370001
2016-01-28,13.53,40.389999,57.279999,25.17
2016-01-29,14.14,42.580002,59.5,25.879999
2016-02-01,13.96,42.48,58.860001,25.709999
2016-02-02,13.23,40.419998,57.029999,24.5
2016-02-03,13.03,40.360001,57.41,24.32
2016-02-04,13.25,40.790001,58.400002,25.01
2016-02-05,12.95,39.860001,57.75,24.35
2016-02-08,12.27,37.810001,56.540001,22.67
2016-02-09,12.2,37.509998,56.200001,22.93
2016-02-10,11.98,37.41,55.52,22.700001
2016-02-11,11.16,34.98,53.07,21.690001
2016-02-12,11.95,37.540001,57.490002,23.09
2016-02-16,12.25,38.889999,58.349998,23.719999
2016-02-17,12.56,39.779999,58.77,24.23
2016-02-18,12.24,38.919998,57.810001,23.959999
2016-02-19,12.13,38.990002,57.82,24.0
2016-02-22,12.54,39.52,58.57,24.540001
2016-02-23,12.16,38.220001,56.119999,23.709999
2016-02-24,12.13,38.09,56.139999,23.709999
2016-02-25,12.32,38.619999,57.009998,24.629999
2016-02-26,12.7,39.5,57.540001,25.16
2016-02-29,12.52,38.849998,56.299999,24.700001
2016-03-01,13.19,41.27,59.200001,26.09
2016-03-02,13.41,42.220001,59.759998,26.110001
2016-03-03,13.5,42.830002,59.959999,26.139999
2016-03-04,13.54,42.830002,60.049999,26.129999
2016-03-07,13.53,42.610001,59.939999,26.09
2016-03-08,13.06,41.049999,58.779999,25.01
2016-03-09,13.14,41.150002,59.119999,24.610001
2016-03-10,13.27,41.369999,58.610001,24.65
2016-03-11,13.79,42.990002,59.34,26.0
2016-03-14,13.64,42.669998,59.119999,25.91
2016-03-15,13.57,42.59,59.200001,25.43
2016-03-16,13.31,42.23,58.919998,25.16
2016-03-17,13.4,42.849998,58.75,25.85
2016-03-18,13.79,43.540001,60.48,26.280001
2016-03-21,13.84,43.599998,60.459999,25.940001
2016-03-22,13.76,43.380001,60.240002,25.84
2016-03-23,13.62,42.369999,59.939999,25.27
2016-03-24,13.68,41.939999,59.48,24.93
2016-03-28,13.62,41.919998,59.400002,24.719999
2016-03-29,13.42,41.720001,59.029999,24.780001
2016-03-30,13.48,41.880001,59.709999,25.07
2016-03-31,13.52,41.75,59.220001,25.01
2016-04-01,13.56,42.470001,59.869999,25.530001
2016-04-04,13.51,42.060001,59.200001,25.040001
2016-04-05,13.19,41.509998,58.360001,24.379999
2016-04-06,13.27,41.860001,58.810001,24.42
2016-04-07,12.85,40.27,57.32,23.719999
2016-04-08,12.88,40.470001,57.740002,23.75
2016-04-11,12.97,41.119999,58.200001,24.110001
2016-04-12,13.27,41.900002,59.279999,24.58
2016-04-13,13.79,44.25,61.790001,25.879999
2016-04-14,14.14,44.98,62.59,26.17
2016-04-15,14.0,44.919998,61.869999,25.76
2016-04-18,14.17,45.110001,62.27,25.73
2016-04-19,14.45,45.630001,63.32,26.459999
2016-04-20,14.93,46.740002,64.239998,27.41
2016-04-21,14.9,46.599998,63.599998,27.26
2016-04-22,15.11,46.970001,63.970001,27.700001
2016-04-25,14.96,46.689999,63.599998,27.530001
2016-04-26,15.09,47.099998,63.93,27.549999
2016-04-27,15.02,47.330002,64.110001,27.530001
2016-04-28,14.79,46.73,63.599998,27.23
2016-04-29,14.56,46.279999,63.200001,27.059999
2016-05-02,14.77,46.68,63.790001,27.26
2016-05-03,14.36,45.57,62.560001,26.889999
2016-05-04,14.13,44.66,61.57,26.280001
2016-05-05,14.05,44.23,61.240002,26.17
2016-05-06,14.11,44.41,61.599998,26.25
2016-05-09,13.99,43.889999,61.209999,26.1
2016-05-10,14.3,44.84,62.040001,26.629999
2016-05-11,14.2,44.470001,61.810001,26.360001
2016-05-12,14.14,44.0,61.77,26.23
2016-05-13,13.88,43.110001,61.200001,25.889999
2016-05-16,13.93,43.150002,61.66,26.209999
2016-05-17,14.01,43.700001,61.66,26.16
2016-05-18,14.69,45.869999,64.040001,27.24
2016-05-19,14.53,45.060001,63.389999,26.610001
2016-05-20,14.52,44.900002,63.509998,26.77
2016-05-23,14.47,45.110001,63.459999,26.83
2016-05-24,14.68,45.860001,64.540001,27.41
2016-05-25,14.92,46.939999,65.519997,27.780001
2016-05-26,14.7,46.110001,65.029999,27.42
2016-05-27,14.88,46.580002,65.43,27.530001
2016-05-31,14.79,46.57,65.269997,27.370001
2016-06-01,14.86,46.939999,65.690002,27.49
2016-06-02,14.94,46.970001,65.809998,27.280001
2016-06-03,14.42,45.389999,64.639999,26.540001
2016-06-06,14.52,45.740002,65.279999,26.85
2016-06-07,14.35,45.540001,65.059998,26.52
2016-06-08,14.43,45.560001,65.25,26.540001
2016-06-09,14.19,45.009998,64.75,26.08
2016-06-10,13.83,43.900002,63.84,25.540001
2016-06-13,13.6,43.16,63.27,25.26
2016-06-14,13.26,41.959999,62.080002,24.6
2016-06-15,13.34,42.009998,61.970001,24.719999
2016-06-16,13.31,42.119999,62.220001,25.07
2016-06-17,13.4,42.48,62.279999,25.309999
2016-06-20,13.54,42.799999,62.369999,25.9
2016-06-21,13.62,42.919998,62.950001,26.200001
2016-06-22,13.61,42.68,62.709999,26.389999
2016-06-23,14.04,44.459999,64.050003,27.290001
2016-06-24,13.0,40.299999,59.599998,24.52
2016-06-27,12.18,38.48,57.610001,23.610001
2016-06-28,12.7,40.439999,59.52,24.610001
2016-06-29,13.19,42.119999,61.200001,25.23
2016-06-30,13.27,42.389999,62.139999,25.98
2016-07-01,13.1,42.169998,61.259998,25.92
2016-07-05,12.74,40.779999,59.549999,25.0
2016-07-06,12.86,41.060001,60.189999,25.15
2016-07-07,13.01,41.290001,60.580002,25.690001
2016-07-08,13.17,41.98,61.830002,26.370001
2016-07-11,13.21,42.290001,62.27,26.459999
2016-07-12,13.54,43.439999,63.200001,27.370001
2016-07-13,13.44,43.330002,63.16,27.16
2016-07-14,13.65,44.450001,64.120003,28.0
2016-07-15,13.66,44.330002,64.18,28.01
2016-07-18,14.11,44.57,63.959999,28.209999
2016-07-19,14.26,44.349998,63.860001,28.190001
2016-07-20,14.4,44.470001,63.93,28.780001
2016-07-21,14.27,44.130001,63.689999,28.870001
2016-07-22,14.38,44.299999,64.040001,28.92
2016-07-25,14.37,44.040001,63.869999,29.129999
2016-07-26,14.53,44.150002,64.129997,29.23
2016-07-27,14.63,44.290001,64.330002,29.02
2016-07-28,14.68,44.080002,64.099998,28.860001
2016-07-29,14.49,43.810001,63.970001,28.73
2016-08-01,14.33,43.419998,63.799999,28.5
2016-08-02,14.13,42.990002,63.650002,28.0
2016-08-03,14.48,43.889999,64.660004,28.42
2016-08-04,14.48,43.84,64.559998,28.280001
2016-08-05,15.05,45.720001,66.300003,29.01
2016-08-08,15.13,45.959999,66.099998,29.120001
