,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26448370901e-05,2.08783571566e-05,2.76519364646e-05,2.21083184885e-05,2.95300737892e-05,1.5493844454e-05,1.52925936559e-05,3.50757669106e-05,3.79072280996e-05,2.91285061093e-05,2.90640874375e-05,1.58078721948e-05,1.42314886875e-05,1.16498263939e-05,1.29342407897e-05,3.83211990149e-05,2.87730773111e-05,2.77281589138e-05,4.51319474369e-05
HSBC,2.08783571566e-05,8.47029638032e-05,8.26480879875e-06,1.08853023356e-05,2.76405877016e-05,5.43305732619e-06,6.84171688524e-06,-9.60033198406e-06,4.10982346855e-05,1.2251562905e-05,2.60310687273e-05,1.48355247111e-05,2.14804346046e-05,-3.85570700885e-07,1.07800969211e-05,5.5078104346e-05,2.27098220284e-05,1.60793274679e-05,2.64239924943e-05
GOOGL,2.76519364646e-05,8.26480879875e-06,9.80650379664e-05,2.62939870591e-05,2.57009158479e-05,2.33896754527e-05,1.91773153429e-05,6.39137398106e-05,2.46538547192e-05,7.14526916305e-05,3.70371999533e-05,-6.97611537252e-07,2.69787883406e-06,8.57739245733e-06,1.63611622157e-05,1.64959761349e-05,4.83030144048e-05,5.65958226457e-05,9.41211360159e-05
INTC,2.21083184885e-05,1.08853023356e-05,2.62939870591e-05,8.12880644248e-05,1.88882656663e-05,2.43845118607e-05,2.18872326344e-05,5.17483108857e-05,2.55102153006e-05,3.94924341984e-05,3.07471485023e-05,1.74514510079e-05,2.1378733322e-05,1.33593528328e-05,9.18894575273e-06,2.20927068011e-05,2.4855036225e-05,3.49807315968e-05,5.44798288975e-05
LPX,2.95300737892e-05,2.76405877016e-05,2.57009158479e-05,1.88882656663e-05,0.000186083590296,8.8720623553e-06,1.22605947059e-05,3.97498369749e-05,7.30769624776e-05,3.25919148549e-05,3.8268172007e-05,1.03813834804e-05,1.21815263043e-05,1.73543902451e-05,1.78919018738e-05,7.69817395829e-05,6.74758823943e-05,3.11843790041e-05,8.17925615026e-05
RTN,1.5493844454e-05,5.43305732619e-06,2.33896754527e-05,2.43845118607e-05,8.8720623553e-06,5.6163407559e-05,3.89206433889e-05,2.56635013075e-05,3.47903014845e-06,1.96480365778e-05,2.96541865061e-05,9.08341793875e-06,4.89187139971e-06,7.5807448672e-06,1.26228470885e-05,1.72093509649e-05,1.73649719159e-05,1.99329712722e-05,2.71271225671e-05
LMT,1.52925936559e-05,6.84171688524e-06,1.91773153429e-05,2.18872326344e-05,1.22605947059e-05,3.89206433889e-05,4.78047710237e-05,2.77421279933e-05,2.96519496344e-06,1.55069982154e-05,2.52842299527e-05,1.00086319872e-05,3.60802741551e-06,4.48328746182e-06,1.12947341608e-05,1.89791253207e-05,1.99549402901e-05,1.89937857546e-05,2.86719834069e-05
MASI,3.50757669106e-05,-9.60033198406e-06,6.39137398106e-05,5.17483108857e-05,3.97498369749e-05,2.56635013075e-05,2.77421279933e-05,0.000392655424655,6.50075906035e-05,7.9348438243e-05,4.22488879212e-05,1.26564959104e-05,1.74195818897e-05,1.37017863726e-05,9.44117550854e-06,3.19229754389e-05,4.3909035143e-05,6.41034229083e-05,0.000112576080926
THO,3.79072280996e-05,4.10982346855e-05,2.46538547192e-05,2.55102153006e-05,7.30769624776e-05,3.47903014845e-06,2.96519496344e-06,6.50075906035e-05,0.000343084967504,4.14205686385e-05,3.78588380715e-05,2.92579321841e-05,3.19806057359e-05,2.59011426959e-05,1.09841270529e-05,9.73349567255e-05,5.58151050048e-05,5.57527651309e-05,9.91693577191e-05
FB,2.91285061093e-05,1.2251562905e-05,7.14526916305e-05,3.94924341984e-05,3.25919148549e-05,1.96480365778e-05,1.55069982154e-05,7.9348438243e-05,4.14205686385e-05,9.55673932234e-05,2.97744718805e-05,1.59772951704e-05,6.78712160396e-06,1.52261933459e-05,1.3150916872e-05,3.16678357947e-05,4.04124553719e-05,5.36689418788e-05,9.70187970377e-05
