,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,0.537920776207,0.287978683269,0.270184866916,0.286488693702,-0.00490593579725,0.173854081593,0.280554239157,0.213092967881,0.274268160834,0.322296629125,0.469504074243,0.383907625838,0.0676381429682,0.265404202907,0.182270150119,0.740814942588,0.436718529232,0.293758536266,0.650212635384
GOOGL,0.287978683269,0.756599701925,0.256388190246,0.409623059997,0.0657131597012,0.228355982276,0.272944480759,0.343004888502,0.213581907562,0.613327027117,0.45797145004,0.24061029607,0.441303380926,0.257139191067,0.325756397386,0.400581879134,0.809519779408,0.584043234417,1.05533654574
INTC,0.270184866916,0.256388190246,0.959547827408,0.432139710367,0.24256907672,-0.00693563374499,0.17959429658,0.489213984581,0.648311506884,0.524005361368,0.32343434334,0.317133942044,0.226848752668,0.467523221573,0.310331649448,0.481556654649,0.59397501153,0.329436478478,0.476610901181
LPX,0.286488693702,0.409623059997,0.432139710367,2.73175708696,0.270934194116,0.0548717458623,0.186982830014,0.603831750944,0.519810402641,0.595338915829,0.365443193017,-0.325252383848,1.25071515695,0.413242019701,0.3451326767,0.183392987935,1.31922464144,0.342482702308,0.865380128414
BP,-0.00490593579725,0.0657131597012,0.24256907672,0.270934194116,0.331166357596,-0.0577831986244,-0.0729441792614,-0.252695947528,0.0344215622941,0.0926011037525,0.0827949247368,-0.0165178468877,-0.553332366019,0.133229766159,0.109474273439,0.0407538496167,0.216914290887,0.0866404810152,0.100023792913
RTN,0.173854081593,0.228355982276,-0.00693563374499,0.0548717458623,-0.0577831986244,0.64828711694,0.432541370951,0.254863624186,0.075448655153,0.179404689377,0.248955602554,0.143801310048,0.919080819544,0.120586139009,0.189677709317,-0.156021016989,0.407393091111,0.257373589386,0.373502869922
LMT,0.280554239157,0.272944480759,0.17959429658,0.186982830014,-0.0729441792614,0.432541370951,0.527357712064,0.318969894465,0.262052724368,0.332498655623,0.291023822053,0.209724200755,0.840680029276,0.244877700533,0.303854138835,0.181378995646,0.463817641376,0.323354207684,0.509687741075
MASI,0.213092967881,0.343004888502,0.489213984581,0.603831750944,-0.252695947528,0.254863624186,0.318969894465,1.97592485292,0.277167348024,0.596872874592,0.489261543866,0.0944731464916,1.34754230066,0.420958075268,0.390704409263,0.00366953183467,0.737122895978,0.300146326793,0.592427021766
THO,0.274268160834,0.213581907562,0.648311506884,0.519810402641,0.0344215622941,0.075448655153,0.262052724368,0.277167348024,2.25901137743,0.514882910931,0.418377581837,0.694459538658,1.11634674567,0.473085898622,0.0374030791713,0.53100564147,0.896871539634,0.359969521854,0.646529167851
FB,0.322296629125,0.613327027117,0.524005361368,0.595338915829,0.0926011037525,0.179404689377,0.332498655623,0.596872874592,0.514882910931,0.857147600437,0.47084915661,0.167849624621,0.571491341878,0.382445027178,0.438630523662,0.466034011357,0.894917970074,0.584474109679,1.08526788522
AOS,0.469504074243,0.45797145004,0.32343434334,0.365443193017,0.0827949247368,0.248955602554,0.291023822053,0.489261543866,0.418377581837,0.47084915661,0.763261111069,0.3593480233,0.0825561086043,0.351743581633,0.28715634322,0.425267283259,0.620864658795,0.487138408806,0.920101710648
T,0.383907625838,0.24061029607,0.317133942044,-0.325252383848,-0.0165178468877,0.143801310048,0.209724200755,0.0944731464916,0.694459538658,0.167849624621,0.3593480233,0.93190358733,0.0779914588559,0.255592933351,0.0363176446521,0.74537413026,0.269455247863,0.199491269278,0.356045431333
GOLD,0.0676381429682,0.441303380926,0.226848752668,1.25071515695,-0.553332366019,0.919080819544,0.840680029276,1.34754230066,1.11634674567,0.571491341878,0.0825561086043,0.0779914588559,6.68672015203,0.163892950833,0.164729324235,-0.341081799179,1.1807803616,0.625723855135,0.780089752649
MRK,0.265404202907,0.257139191067,0.467523221573,0.413242019701,0.133229766159,0.120586139009,0.244877700533,0.420958075268,0.473085898622,0.382445027178,0.351743581633,0.255592933351,0.163892950833,0.518248859313,0.417856377793,0.376621404445,0.622246789841,0.344277470987,0.419215447844
JNJ,0.182270150119,0.325756397386,0.310331649448,0.3451326767,0.109474273439,0.189677709317,0.303854138835,0.390704409263,0.0374030791713,0.438630523662,0.28715634322,0.0363176446521,0.164729324235,0.417856377793,0.650142465201,0.261871189845,0.516742578301,0.418387415372,0.730249252189
EVR,0.740814942588,0.400581879134,0.481556654649,0.183392987935,0.0407538496167,-0.156021016989,0.181378995646,0.00366953183467,0.53100564147,0.466034011357,0.425267283259,0.74537413026,-0.341081799179,0.376621404445,0.261871189845,2.00830090719,0.592691971888,0.348594055427,1.07722730312
CELG,0.436718529232,0.809519779408,0.59397501153,1.31922464144,0.216914290887,0.407393091111,0.463817641376,0.737122895978,0.896871539634,0.894917970074,0.620864658795,0.269455247863,1.1807803616,0.622246789841,0.516742578301,0.592691971888,1.63486617802,0.7594168426,1.26492719536
MSFT,0.293758536266,0.584043234417,0.329436478478,0.342482702308,0.0866404810152,0.257373589386,0.323354207684,0.300146326793,0.359969521854,0.584474109679,0.487138408806,0.199491269278,0.625723855135,0.344277470987,0.418387415372,0.348594055427,0.7594168426,0.69483841956,1.00289587854
LRCX,0.650212635384,1.05533654574,0.476610901181,0.865380128414,0.100023792913,0.373502869922,0.509687741075,0.592427021766,0.646529167851,1.08526788522,0.920101710648,0.356045431333,0.780089752649,0.419215447844,0.730249252189,1.07722730312,1.26492719536,1.00289587854,2.70521278136
