,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,1.0,0.451173190243,0.376461305748,0.236521398683,-0.0117541006245,0.294194574597,0.527683223886,0.206479292866,0.247605762256,0.474398454418,0.732729435437,0.542572384871,0.0356636625824,0.501000429447,0.308964922736,0.712748287062,0.465907191337,0.480971326861,0.539242901804
GOOGL,0.451173190243,1.0,0.299957057472,0.284927459859,0.128704354591,0.324621472244,0.434239757291,0.279932456581,0.159420482126,0.762527819145,0.60218475018,0.28738155636,0.196034319484,0.405430733871,0.464070056201,0.322724739708,0.727488729755,0.805852565285,0.736133875292
INTC,0.376461305748,0.299957057472,1.0,0.266681892227,0.42990490704,-0.00852149719675,0.250767897477,0.356294513913,0.443022794266,0.57639156329,0.378347217027,0.334785048683,0.0896722762124,0.663701120116,0.392121732622,0.346466030004,0.473982517792,0.402495654287,0.295478293221
LPX,0.236521398683,0.284927459859,0.266681892227,1.0,0.284205010342,0.0411715452477,0.155781581981,0.260179977732,0.209354012448,0.38885051024,0.253286147956,-0.203774973684,0.292701174607,0.346534708271,0.258836260563,0.0778314845561,0.624253589688,0.248596965091,0.318193182833
BP,-0.0117541006245,0.128704354591,0.42990490704,0.284205010342,1.0,-0.124059726593,-0.177304945803,-0.311709604584,0.0434081159223,0.171113167269,0.164469882127,-0.0309409547776,-0.371740800276,0.323938088631,0.235007866206,0.0502905783311,0.293791927264,0.178670287863,0.105354419725
RTN,0.294194574597,0.324621472244,-0.00852149719675,0.0411715452477,-0.124059726593,1.0,0.739312493786,0.225122041262,0.0627280497696,0.23943243498,0.353688162678,0.184786324469,0.441340494597,0.208322091486,0.292661641051,-0.136252987734,0.395465499441,0.383059117055,0.282211285355
LMT,0.527683223886,0.434239757291,0.250767897477,0.155781581981,-0.177304945803,0.739312493786,1.0,0.31355856906,0.240220347388,0.49645619484,0.459737989869,0.299429886354,0.447972818077,0.466121906838,0.517408954609,0.173779150712,0.499903787283,0.534485091562,0.425764673553
MASI,0.206479292866,0.279932456581,0.356294513913,0.260179977732,-0.311709604584,0.225122041262,0.31355856906,1.0,0.129853666934,0.45780928591,0.398218299659,0.0699898784094,0.370740380193,0.414921454344,0.346191672345,0.00252666960549,0.410350346029,0.25668681638,0.256797631105
THO,0.247605762256,0.159420482126,0.443022794266,0.209354012448,0.0434081159223,0.0627280497696,0.240220347388,0.129853666934,1.0,0.365892460058,0.317326743554,0.478411951366,0.286883271135,0.43843905787,0.0335799179267,0.252526098189,0.466207362529,0.286859495054,0.262969074938
FB,0.474398454418,0.762527819145,0.57639156329,0.38885051024,0.171113167269,0.23943243498,0.49645619484,0.45780928591,0.365892460058,1.0,0.581734100185,0.188804675567,0.238478623243,0.568166358174,0.586993415691,0.35287446148,0.755549904471,0.757759526827,0.711213042842
AOS,0.732729435437,0.60218475018,0.378347217027,0.253286147956,0.164469882127,0.353688162678,0.459737989869,0.398218299659,0.317326743554,0.581734100185,1.0,0.426477113996,0.0365431577094,0.557437191841,0.408526784011,0.343487560005,0.556026100415,0.669397019481,0.640585928266
T,0.542572384871,0.28738155636,0.334785048683,-0.203774973684,-0.0309409547776,0.184786324469,0.299429886354,0.0699898784094,0.478411951366,0.188804675567,0.426477113996,1.0,0.0313772551331,0.366311261239,0.0459948213642,0.543755660662,0.218524997057,0.248181514873,0.223875478691
GOLD,0.0356636625824,0.196034319484,0.0896722762124,0.292701174607,-0.371740800276,0.441340494597,0.447972818077,0.370740380193,0.286883271135,0.238478623243,0.0365431577094,0.0313772551331,1.0,0.0875970076065,0.0792353545636,-0.0930759717395,0.357171233187,0.290415138984,0.183495213999
MRK,0.501000429447,0.405430733871,0.663701120116,0.346534708271,0.323938088631,0.208322091486,0.466121906838,0.414921454344,0.43843905787,0.568166358174,0.557437191841,0.366311261239,0.0875970076065,1.0,0.72074604316,0.370997734869,0.674085961845,0.571370886123,0.354337538656
JNJ,0.308964922736,0.464070056201,0.392121732622,0.258836260563,0.235007866206,0.292661641051,0.517408954609,0.346191672345,0.0335799179267,0.586993415691,0.408526784011,0.0459948213642,0.0792353545636,0.72074604316,1.0,0.228239882391,0.501288763902,0.621864252878,0.550460921606
EVR,0.712748287062,0.322724739708,0.346466030004,0.0778314845561,0.0502905783311,-0.136252987734,0.173779150712,0.00252666960549,0.252526098189,0.35287446148,0.343487560005,0.543755660662,-0.0930759717395,0.370997734869,0.228239882391,1.0,0.326369262907,0.293486067014,0.461853714921
CELG,0.465907191337,0.727488729755,0.473982517792,0.624253589688,0.293791927264,0.395465499441,0.499903787283,0.410350346029,0.466207362529,0.755549904471,0.556026100415,0.218524997057,0.357171233187,0.674085961845,0.501288763902,0.326369262907,1.0,0.712644375721,0.601290495759
MSFT,0.480971326861,0.805852565285,0.402495654287,0.248596965091,0.178670287863,0.383059117055,0.534485091562,0.25668681638,0.286859495054,0.757759526827,0.669397019481,0.248181514873,0.290415138984,0.571370886123,0.621864252878,0.293486067014,0.712644375721,1.0,0.730849305598
LRCX,0.539242901804,0.736133875292,0.295478293221,0.318193182833,0.105354419725,0.282211285355,0.425764673553,0.256797631105,0.262969074938,0.711213042842,0.640585928266,0.223875478691,0.183495213999,0.354337538656,0.550460921606,0.461853714921,0.601290495759,0.730849305598,1.0
