curr_date,a,c,b,d,g,f,m,l,p,s,w
2017-03-01,0.0144250043667,0.028924928458,0.0351226893809,-0.0179031300606,0.00453795379538,0.0127693535515,-0.00812763371079,0.0178799489144,0.0129240710824,0.00340522133939,0.00185136202456
2017-03-02,-0.012682543526,-0.0147871300815,-0.0200500678629,0.0127213245902,-0.00205342915811,-0.00236406619385,0.00819423343872,-0.0119196988708,-0.00877192982456,-0.012443438914,-0.0171594768437
2017-03-03,0.0116776610873,0.00610257288302,-0.00590208515042,-0.00854704728636,-0.00123452679977,-0.000789889415482,-0.043648433364,0.00910052910053,0.0257441673371,0.0194730813288,-0.0230996776793
2017-03-06,-0.0140439075409,-0.011803295082,-0.000197882449988,-0.00417972842685,-0.00906473011949,-0.0102766798419,-0.0339943028014,-0.00356547818792,-0.0219607843137,-0.0134831460674,-0.0156722577859
2017-03-07,-0.000780479011774,0.00364965168629,-0.00435473079968,-0.00157391137392,-0.00332640346472,-0.00479233226837,0.00391000313099,-0.00126282893129,-0.064955894146,-0.0546697038724,-0.000558659233482
2017-03-08,0.00390552181498,0.010082661157,-0.0105367596528,-0.0130058586572,0.00667501070818,0.00561797752809,0.0311587481713,-0.00400427810318,0.00600343053173,0.0132530120482,0.00391277260796
2017-03-09,0.000389064138889,0.00720009806578,-0.0136628491059,-0.00306129387973,-0.00704517227705,-0.0023942537909,-0.0075542650299,-0.00253912410238,0.0170502983802,-0.0118906064209,0.00612474978423
2017-03-10,0.0139995697626,-0.000974768496747,0.00590753717661,0.0102803201527,0.00041736228787,0.0024,0.00634313332245,0.0012728468662,0.0167644593462,-0.00361010830325,-0.001106834563
2017-03-13,0.00575268743407,0.000650463468842,0.00364520041221,0.00555038999737,-0.0062577808201,0.000798084596967,-0.026158209896,-0.00105930082501,0.0206100577082,0.024154589372,0.0318560128452
2017-03-14,-0.0045758112907,-0.00146270114518,0.00242128727964,0.00315423856771,-0.0012594038623,0.000797448165869,0.00161815533981,0.00106042413317,-0.0638126009693,-0.0129716981132,-0.00644300671141
2017-03-15,0.0361999276102,-0.0097656088829,0.0267712962963,0.0199134804163,0.00840685126495,0.00796812749004,-0.0203554436073,0.00720338967789,0.000862812769629,0.0346475507766,0.0197245079559
2017-03-16,-0.0194085533731,0.00509536489152,-0.00372472078905,-0.0134874120356,0.00625256356815,0.00395256916996,0.00296833773087,-0.00357597804846,0.0,-0.00577367205543,0.0264970839164
2017-03-17,0.00490109551634,-0.0127555678575,0.00373864620228,0.00416666650391,0.0128418398029,-0.0173228346457,0.00427494245314,-0.00337766526024,-0.0103448275862,-0.00464576074332,0.0018068920079
2017-03-20,-0.00300135469265,-0.0129203083141,-0.00431282118458,-0.00376038626451,-0.00981603231836,-0.0160256410256,-0.0383104113192,-0.00699000226626,0.0209059233449,-0.00816802800467,0.0226745162928
2017-03-21,-0.00921919133248,-0.0260110589025,-0.0238235671624,0.017961694183,-0.00206522106837,-0.0456026058632,-0.0323459641694,-0.00874573360184,-0.0179180887372,-0.0258823529412,-0.0279666673713
