,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.28057531708e-05,1.96138193876e-05,2.78836424448e-05,2.21191254028e-05,2.97498107533e-05,1.56424528353e-05,1.55523241849e-05,3.5345810405e-05,3.83873306788e-05,2.94197558628e-05,2.92306471711e-05,1.52064929609e-05,1.44400152652e-05,1.18824330186e-05,1.33043972162e-05,3.84749579182e-05,2.89496783687e-05,2.79016684042e-05,4.53894022982e-05
HSBC,1.96138193876e-05,7.96766708778e-05,6.45185629161e-06,9.83937262857e-06,2.44930874361e-05,4.61889265691e-06,6.32819687134e-06,-1.12210771495e-05,3.73269237374e-05,9.19545873636e-06,2.53446040492e-05,1.02112494592e-05,2.19800144117e-05,-1.28365906579e-06,1.03247368452e-05,5.02973011219e-05,2.1035709248e-05,1.33968315453e-05,2.10967485038e-05
GOOGL,2.78836424448e-05,6.45185629161e-06,9.85696895681e-05,2.6416203502e-05,2.60520196826e-05,2.32529206934e-05,1.96875047195e-05,6.43576718732e-05,2.50508820633e-05,7.15495425673e-05,3.70230984145e-05,-1.48600269241e-06,1.74589889822e-06,8.67884844586e-06,1.69270531633e-05,1.75263422869e-05,4.88112348237e-05,5.69283313523e-05,9.52856162681e-05
INTC,2.21191254028e-05,9.83937262857e-06,2.6416203502e-05,8.22864040064e-05,1.97424214815e-05,2.46468029259e-05,2.21069278456e-05,4.72400760338e-05,2.53177192862e-05,3.86442690631e-05,3.17005849915e-05,1.40814793253e-05,2.00612890735e-05,1.35874891187e-05,9.87695571702e-06,2.34461630795e-05,2.53165367306e-05,3.46330887816e-05,5.47759967591e-05
LPX,2.97498107533e-05,2.44930874361e-05,2.60520196826e-05,1.97424214815e-05,0.000187453592362,8.67166686145e-06,1.20413049561e-05,4.04212785317e-05,7.4444670981e-05,3.32120240064e-05,3.87834902197e-05,9.94584128732e-06,1.2570996682e-05,1.80130599036e-05,1.82156355606e-05,7.60994809366e-05,6.78134400449e-05,3.15707910682e-05,8.25875860235e-05
RTN,1.56424528353e-05,4.61889265691e-06,2.32529206934e-05,2.46468029259e-05,8.67166686145e-06,5.61867511305e-05,3.84628392594e-05,2.60656932425e-05,2.97181084411e-06,1.97850967061e-05,3.03529916086e-05,7.85967424571e-06,6.72815698881e-06,7.77511855595e-06,1.25034099138e-05,1.64065176615e-05,1.69711674081e-05,1.94805574724e-05,2.60046668987e-05
LMT,1.55523241849e-05,6.32819687134e-06,1.96875047195e-05,2.21069278456e-05,1.20413049561e-05,3.84628392594e-05,4.61148852244e-05,2.89599387054e-05,3.60027966313e-06,1.57830063475e-05,2.62074927717e-05,8.24646257933e-06,3.60043287528e-06,5.16938722597e-06,1.14084165034e-05,1.72188619292e-05,2.00376895006e-05,1.94123353515e-05,2.98632439079e-05
MASI,3.5345810405e-05,-1.12210771495e-05,6.43576718732e-05,4.72400760338e-05,4.04212785317e-05,2.60656932425e-05,2.89599387054e-05,0.00039529161108,6.59357514147e-05,8.00648038986e-05,4.24757173315e-05,1.0845302241e-05,1.57052061374e-05,1.49116203042e-05,9.34277335748e-06,3.22669535235e-05,4.41858416414e-05,6.44451780924e-05,0.000114058859294
THO,3.83873306788e-05,3.73269237374e-05,2.50508820633e-05,2.53177192862e-05,7.4444670981e-05,2.97181084411e-06,3.60027966313e-06,6.59357514147e-05,0.000347838521952,4.22733808882e-05,3.79995089253e-05,2.84674490769e-05,3.37793924507e-05,2.60468130213e-05,1.07800075764e-05,9.93827725961e-05,5.72449421577e-05,5.6718058211e-05,0.000101506556517
FB,2.94197558628e-05,9.19545873636e-06,7.15495425673e-05,3.86442690631e-05,3.32120240064e-05,1.97850967061e-05,1.57830063475e-05,8.00648038986e-05,4.22733808882e-05,9.5390104963e-05,3.04863928771e-05,1.44218208535e-05,6.02978281146e-06,1.56655639369e-05,1.3634192703e-05,3.32844328801e-05,4.10351389778e-05,5.3452988318e-05,9.85328198885e-05
