Date,BAC,C,JPM,MS
2012-01-03,5.494183,27.625082,29.751703,14.763401
2012-01-04,5.503655,27.469063,29.94018,14.634867
2012-01-05,5.977293,27.800602,30.565531,14.947027
2012-01-06,5.854147,27.839609,30.291409,14.598141
2012-01-09,5.939402,28.356419,30.240005,14.873575
2012-01-10,6.280419,29.253529,30.882502,15.507085
2012-01-11,6.507766,30.49193,31.405056,15.699891
2012-01-12,6.431984,30.813713,31.567823,15.764161
2012-01-13,6.261475,29.975113,30.771132,15.268368
2012-01-17,6.138329,27.517818,29.90591,14.919482
2012-01-18,6.441457,28.307671,31.302258,15.929421
2012-01-19,6.59302,28.600199,31.636349,16.783278
2012-01-20,6.69722,28.902489,32.004719,16.884264
2012-01-23,6.86773,29.10726,32.261715,16.719002
2012-01-24,6.90562,29.156013,32.261715,16.654734
2012-01-25,6.962456,29.214521,32.210312,16.645552
2012-01-26,6.915092,29.624071,32.116085,16.709824
2012-01-27,6.90562,30.101881,31.876217,17.08729
2012-01-30,6.69722,29.477804,31.704887,16.755857
2012-01-31,6.754057,29.955616,31.953312,17.170151
2012-02-01,6.971929,30.813713,32.210312,17.851427
2012-02-02,7.057183,31.203886,32.167473,17.971111
2012-02-03,7.426621,32.715797,32.792843,18.698431
2012-02-06,7.549765,32.481701,32.672913,18.882557
2012-02-07,7.436092,32.257347,32.441612,18.652397
2012-02-08,7.701328,33.388836,32.809978,18.818119
2012-02-09,7.748694,32.832844,32.433048,18.726051
2012-02-10,7.644494,32.120792,32.218884,18.100002
2012-02-13,7.815004,32.072018,32.809978,17.989531
2012-02-14,7.559238,31.291674,32.484444,17.538408
2012-02-15,7.369784,30.940521,32.03899,17.455551
2012-02-16,7.663438,31.906199,32.552975,17.667301
2012-02-17,7.597129,32.111034,32.955608,17.639679
2012-02-21,7.682382,32.540226,32.947044,17.731747
2012-02-22,7.53082,31.564793,32.612942,17.243799
2012-02-23,7.597129,31.906199,32.972748,17.464758
2012-02-24,7.464512,31.55504,32.792843,17.022844
2012-02-27,7.616075,32.120792,33.461033,17.262211
2012-02-28,7.691856,32.657276,33.589531,17.225384
2012-02-29,7.559075,32.501213,33.615242,17.068876
2012-03-01,7.70134,33.291302,34.583256,17.667301
2012-03-02,7.710826,33.262032,34.805984,17.372692
2012-03-05,7.559075,32.852364,34.608959,16.838722
2012-03-06,7.31248,31.330688,33.683769,15.945683
2012-03-07,7.606498,32.423164,34.223461,16.461245
2012-03-08,7.644435,33.164501,34.643219,16.737442
2012-03-09,7.634951,33.359581,35.148655,16.912365
2012-03-12,7.578043,33.447369,34.728897,16.755857
2012-03-13,8.052263,35.554291,37.170353,17.427929
2012-03-14,8.384219,34.344757,37.33313,17.124113
2012-03-15,8.763593,35.378716,38.292587,17.96191
2012-03-16,9.294721,35.788383,38.181221,17.980322
2012-03-19,9.038642,36.256596,38.549576,18.468266
2012-03-20,9.304205,37.144226,38.875114,18.790493
2012-03-21,9.313691,36.871117,38.652378,18.468266
2012-03-22,9.105035,35.993233,38.24976,18.035561
2012-03-23,9.342143,36.217571,38.686646,18.716841
2012-03-26,9.418019,36.510208,39.551868,19.490189
2012-03-27,9.105035,35.876175,39.312004,19.075895
2012-03-28,9.2473,36.149303,39.637527,18.633982
2012-03-29,9.038642,35.61282,39.123547,18.173656
2012-03-30,9.076579,35.651821,39.389107,18.081589
2012-04-02,9.18091,35.963966,39.517612,18.238106
2012-04-03,9.000705,35.476261,39.16407,17.833017
2012-04-04,8.725657,34.178936,38.293186,17.206974
2012-04-05,8.75411,33.935081,38.232826,16.93078
2012-04-09,8.46958,33.135231,37.844803,16.553308
2012-04-10,8.099688,32.052517,37.0429,15.93647
2012-04-11,8.403187,32.764568,37.948292,16.120605
2012-04-12,8.697204,33.779022,38.663963,16.774267
2012-04-13,8.232471,32.588989,37.258469,15.908859
2012-04-16,8.336799,33.164501,37.361946,16.111399
2012-04-17,8.460093,34.217953,37.853432,16.433632
2012-04-18,8.460093,34.217953,37.327454,16.258698
2012-04-19,8.317829,33.993607,37.26709,16.636169
2012-04-20,7.928966,33.057194,36.835957,16.092987
2012-04-23,7.758247,32.432926,36.948059,15.632663
2012-04-24,7.786699,32.598747,37.318825,16.019329
2012-04-25,7.834125,32.852364,37.215351,15.779959
2012-04-26,7.843608,33.047451,37.767197,15.890764
2012-04-27,7.824638,32.676785,37.37056,15.650694
2012-04-30,7.691856,32.228092,37.060146,15.955402
2012-05-01,7.881546,32.774326,37.758579,16.1493
2012-05-02,7.739279,31.896439,37.249859,15.650694
2012-05-03,7.587528,31.691547,37.086014,14.985887
2012-05-04,7.340934,30.832903,35.999565,14.77352
2012-05-07,7.549591,30.901205,36.025429,14.912018
2012-05-08,7.388356,30.559696,35.680519,14.625783
2012-05-09,7.331449,29.710815,35.042442,14.302611
2012-05-10,7.302996,29.905962,35.128674,14.404181
2012-05-11,7.160729,28.63752,31.869312,13.804008
2012-05-14,6.971042,27.456892,30.860464,13.203834
2012-05-15,6.92362,27.115393,31.248487,13.056097
2012-05-16,6.743416,26.266514,30.575907,12.50209
2012-05-17,6.620118,25.76889,29.256651,12.428223
2012-05-18,6.658055,25.378595,28.87726,12.326655
2012-05-21,6.477852,25.612776,28.032232,12.178918
2012-05-22,6.620118,26.266514,29.325623,12.28972
2012-05-23,6.800323,26.490927,29.541199,12.345122
2012-05-24,6.771868,26.012819,29.291142,12.28972
2012-05-25,6.781354,25.827433,28.885876,12.234321
2012-05-29,7.056401,26.364086,28.997974,12.594423
2012-05-30,6.837967,25.368837,28.420258,12.086585
2012-05-31,6.980424,25.866463,28.584087,12.335889
2012-06-01,6.667017,24.773651,27.53212,11.754181
2012-06-04,6.553051,24.217487,26.730215,11.412541
2012-06-05,6.742994,25.124912,27.583851,11.874213
2012-06-06,7.255842,26.481171,28.515097,12.871427
2012-06-07,7.046904,26.256752,28.290915,12.382055
2012-06-08,7.179864,27.095875,29.04108,12.659058
2012-06-11,6.913943,25.837191,28.299538,12.345122
2012-06-12,7.113384,26.949516,29.11869,12.862193
2012-06-13,7.12288,26.998304,29.575691,12.603658
2012-06-14,7.274837,27.232473,29.877481,12.862193
2012-06-15,7.502769,27.622768,30.205137,13.203834
2012-06-18,7.369808,26.881212,29.851612,12.760625
2012-06-19,7.702209,27.808157,30.506933,13.166897
2012-06-20,7.730701,28.159416,31.429556,13.111496
2012-06-21,7.426791,27.154417,30.619024,12.889894
2012-06-22,7.540757,27.310534,31.032915,13.056097
2012-06-25,7.217853,26.100639,30.455196,12.446691
2012-06-26,7.236847,26.08112,30.791477,12.474388
2012-06-27,7.379306,26.442144,31.714106,12.843728
2012-06-28,7.350815,25.749371,30.938066,12.806793
2012-06-29,7.768689,26.744616,30.808723,13.471601
2012-07-02,7.645226,26.793398,31.282967,13.794773
2012-07-03,7.654724,26.978785,31.196032,13.95174
2012-07-05,7.426791,26.188454,29.891842,13.397734
2012-07-06,7.274837,25.720102,29.474508,13.056097
2012-07-09,7.179864,25.476173,29.526672,12.862193
2012-07-10,7.103887,25.251753,29.778818,12.659058
2012-07-11,7.246345,25.242001,30.07443,12.751391
2012-07-12,7.103887,24.666327,29.596233,12.511325
2012-07-13,7.426791,26.003057,31.361225,12.972994
2012-07-16,7.417293,26.159178,30.50915,13.157665
2012-07-17,7.521762,26.715342,30.422216,13.240765
2012-07-18,7.151374,26.442144,30.396126,12.917594
2012-07-19,6.894949,25.944517,29.961397,12.234321
