Date,MSFT,PCLN
2017-09-08,73.980003,1838.569946
2017-09-11,74.760002,1868.859985
2017-09-12,74.68,1868.640015
2017-09-13,75.209999,1871.170044
2017-09-14,74.769997,1845.290039
2017-09-15,75.309998,1843.199951
2017-09-18,75.160004,1854.180054
2017-09-19,75.440002,1859.780029
2017-09-20,74.940002,1866.209961
2017-09-21,74.209999,1866.349976
2017-09-22,74.410004,1862.130005
2017-09-25,73.260002,1829.550049
2017-09-26,73.260002,1825.920044
2017-09-27,73.849998,1818.98999
2017-09-28,73.870003,1811.689941
2017-09-29,74.489998,1830.819946
2017-10-02,74.610001,1857.469971
2017-10-03,74.260002,1867.650024
2017-10-04,74.690002,1888.699951
2017-10-05,75.970001,1909.609985
2017-10-06,76.0,1918.0
2017-10-09,76.290001,1926.930054
2017-10-10,76.290001,1916.650024
2017-10-11,76.419998,1920.199951
2017-10-12,76.860001,1918.042236
