,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26419392825e-05,2.09091216929e-05,2.76591006654e-05,2.21214323314e-05,2.95307290943e-05,1.55117618078e-05,1.53333436545e-05,3.50451306426e-05,3.78908974285e-05,2.91526917908e-05,2.90582892194e-05,1.58870790001e-05,1.4265696647e-05,1.16333901115e-05,1.29245480291e-05,3.83378989686e-05,2.87646735001e-05,2.77398777938e-05,4.5106804892e-05
HSBC,2.09091216929e-05,8.48063081463e-05,8.51003052947e-06,1.09802398899e-05,2.77533127143e-05,5.36823451251e-06,6.8544393086e-06,-9.49919797068e-06,4.11206848783e-05,1.2384150374e-05,2.60081279691e-05,1.48538416916e-05,2.14355934627e-05,-4.0492942487e-07,1.07065659978e-05,5.51641818834e-05,2.26439079518e-05,1.61502333316e-05,2.6438140175e-05
GOOGL,2.76591006654e-05,8.51003052947e-06,9.82873998201e-05,2.64365401907e-05,2.57887270525e-05,2.34390800851e-05,1.94093491802e-05,6.38220130857e-05,2.45814520767e-05,7.16838392814e-05,3.69883948417e-05,-2.51392730463e-07,2.85117413833e-06,8.47317176799e-06,1.6253286798e-05,1.66514916932e-05,4.82078692865e-05,5.67128007214e-05,9.39944096188e-05
INTC,2.21214323314e-05,1.09802398899e-05,2.64365401907e-05,8.13562459975e-05,1.89504808219e-05,2.43717209176e-05,2.19453624929e-05,5.17648965738e-05,2.55019230732e-05,3.95950318974e-05,3.07273693406e-05,1.75609474586e-05,2.13972933156e-05,1.33281581251e-05,9.13672103979e-06,2.21605689014e-05,2.48085792873e-05,3.50340724139e-05,5.44559431645e-05
LPX,2.95307290943e-05,2.77533127143e-05,2.57887270525e-05,1.89504808219e-05,0.00018611675669,8.9029158202e-06,1.23753451829e-05,3.96943804179e-05,7.30386443574e-05,3.26948258858e-05,3.82459625707e-05,1.06026420765e-05,1.22623998427e-05,1.73041460148e-05,1.78449817772e-05,7.70512751737e-05,6.74346001331e-05,3.12360977873e-05,8.17278841957e-05
RTN,1.55117618078e-05,5.36823451251e-06,2.34390800851e-05,2.43717209176e-05,8.9029158202e-06,5.60891951584e-05,3.87985678274e-05,2.57875642871e-05,3.53598684485e-06,1.96120499614e-05,2.96653936266e-05,8.84426654002e-06,4.77320122664e-06,7.62583399337e-06,1.26313211649e-05,1.71829064832e-05,1.73716887484e-05,1.99174774238e-05,2.72088581034e-05
LMT,1.53333436545e-05,6.8544393086e-06,1.94093491802e-05,2.19453624929e-05,1.23753451829e-05,3.87985678274e-05,4.76930137194e-05,2.79408091863e-05,3.03851674191e-06,1.55701804656e-05,2.52782448261e-05,9.78476507552e-06,3.45670346183e-06,4.5136277266e-06,1.1248288434e-05,1.90170834254e-05,1.9912432246e-05,1.90313006055e-05,2.87637217665e-05
MASI,3.50451306426e-05,-9.49919797068e-06,6.38220130857e-05,5.17648965738e-05,3.96943804179e-05,2.57875642871e-05,2.79408091863e-05,0.000392448352014,6.49136087297e-05,7.94011826201e-05,4.22316323959e-05,1.30460198105e-05,1.76153071567e-05,1.36290654018e-05,9.43066816984e-06,3.19622475185e-05,4.3901051683e-05,6.41255068666e-05,0.000112442029447
THO,3.78908974285e-05,4.11206848783e-05,2.45814520767e-05,2.55019230732e-05,7.30386443574e-05,3.53598684485e-06,3.03851674191e-06,6.49136087297e-05,0.000343045913374,4.14201954618e-05,3.78558225836e-05,2.94027003115e-05,3.20616455364e-05,2.58765628411e-05,1.09914355693e-05,9.73366200882e-05,5.58222003104e-05,5.57502457274e-05,9.91163969806e-05
FB,2.91526917908e-05,1.2384150374e-05,7.16838392814e-05,3.95950318974e-05,3.26948258858e-05,1.96120499614e-05,1.55701804656e-05,7.94011826201e-05,4.14201954618e-05,9.57181219473e-05,2.97463466951e-05,1.60942976803e-05,6.78988234628e-06,1.51878254262e-05,1.3072041463e-05,3.17669564662e-05,4.03421116208e-05,5.37480087489e-05,9.6999734023e-05
