Date,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO
2015-06-24,35.127899,35.665874,119.099998,52.293251,88.860001,558.570007,40.057255,29.759979,93.322899,178.752655,17.049999,80.537918,39.209999,54.265083,43.092552,94.408066,201.93837,31.946077,55.542797
2015-06-25,35.195187,35.71703,118.809998,52.588421,87.980003,557.950012,39.615574,29.834587,93.12561,178.58345,17.34,81.041229,39.73,53.948284,43.101997,93.390877,201.286041,32.303219,55.890781
2015-06-26,35.286499,35.256599,117.919998,52.474171,88.010002,553.059998,39.496658,28.929943,93.614151,177.314514,17.459999,80.199158,39.459999,54.49802,42.733753,92.963089,201.353195,32.249645,56.074451
2015-06-29,34.402184,34.369862,114.910004,50.750736,85.800003,541.25,38.36697,28.34239,91.77269,174.381836,16.77,77.62458,38.549999,53.379917,41.893436,91.814438,197.103592,31.937153,54.866154
2015-06-30,34.594425,34.071434,115.739998,51.379166,85.769997,540.039978,38.061188,28.370371,91.565994,174.739014,17.030001,78.73764,38.740002,53.044487,41.685722,91.584724,197.506485,31.713943,54.402164
2015-07-01,35.267281,33.48312,118.220001,51.959991,86.910004,543.299988,37.959255,28.14654,92.514923,176.872696,16.879999,79.628105,38.77,53.668758,41.968971,92.216476,199.118088,31.758585,54.70182
2015-07-02,34.969299,35.205448,119.519997,51.817162,87.290001,547.340027,38.375462,28.500937,92.486748,176.054947,16.84,80.557274,38.610001,53.733982,41.921768,91.479424,198.878281,31.90144,54.189507
2015-07-06,34.844345,34.028805,118.82,51.817162,87.550003,545.619995,37.594017,28.015976,92.261246,176.703537,16.799999,78.534386,38.48,53.622173,41.912315,92.608932,198.25473,31.794302,54.324837
2015-07-07,33.801422,33.85828,119.279999,51.817162,87.220001,550.030029,37.135361,27.885408,92.937698,178.74324,16.870001,77.585869,38.57,54.03215,41.827347,93.757561,199.540161,31.937153,54.566498
2015-07-08,31.143633,33.380802,115.910004,50.855476,85.650002,541.700012,36.141567,27.51236,91.857231,178.639862,16.280001,75.446815,38.080002,53.435818,41.770699,93.814987,196.201859,31.475739,53.483864
2015-07-09,31.407967,33.36375,116.870003,52.0933,85.879997,544.650024,36.540775,26.980762,92.449158,180.594971,16.129999,75.137108,38.189999,53.463776,42.035069,94.408447,196.460861,31.113844,53.49353
2015-07-10,31.893385,34.020287,118.839996,52.655079,87.949997,556.109985,37.26276,27.204594,93.510811,182.531296,16.41,76.008202,38.5,53.994869,42.120037,94.485023,199.031723,31.349075,53.996185
2015-07-13,32.450901,34.071434,120.889999,53.816727,90.099998,571.72998,37.729923,27.72686,94.206062,185.999756,16.4,76.724449,38.990002,53.920326,42.998135,96.207993,201.218887,31.557161,54.498833
2015-07-14,32.671978,34.386917,122.849998,54.397552,89.68,584.179993,37.831856,27.652248,93.745697,187.099503,16.41,77.28582,38.990002,54.218494,43.073662,96.246277,202.139801,31.774303,54.228168
2015-07-15,32.662361,34.139652,131.389999,54.054771,89.760002,583.960022,37.959255,27.689558,94.346985,187.437897,15.97,76.937386,38.669998,54.246445,43.205849,95.183792,202.053497,31.421457,53.870522
