,AGN,EOG,CPB,EVHC,IDXX,QRVO,JWN,JBHT,BWA,FIS,GT,GIS,PYPL,GE,GD,GM,NTAP,MAS,MAR,MAT,FOXA,MAA,MAC,JNJ,XYL,BEN,CMI,DISCA,CMG,ALB,CME,CMA,CMS,PCG,HUM,PCLN,HCP,FTV,K,FFIV,BLL,HCA,BLK,FTI,HCN,NFX,MA,CBG,PRGO,MO,HLT,NOC,MU,CBS,NDAQ,MS,AMGN,FB,COST,FE,CTL,DPS,FL,REG,MSFT,GLW,BSX,GGP,FCX,BXP,MDT,F,DFS,JEC,ILMN,FMC,AVY,ALL,ALK,LMT,MMM,JNPR,MMC,ADBE,IBM,BAX,CAH,BAC,GS,CAG,LB,INCY,LH,PGR,HIG,CELG,A,ABC,ZION,ANTM,ABT,CERN,CFG,PNR,PNW,BHF,IVZ,PNC,GOOGL,CBOE,AMZN,AON,PRU,RE,RF,AOS,RL,AYI,CHK,L,HRS,HRL,MRO,MRK,HRB,IPG,NLSN,RHT,RHI,APH,APC,APA,APD,KSU,KSS,IFF,CHTR,NVDA,KORS,AVGO,PKG,BMY,AFL,EL,PAYX,OXY,ED,DISCK,EA,ORLY,DLR,CSX,EW,EQIX,ES,Q,MGM,ALGN,LUV,LUK,ADSK,LNT,ECL,HPE,PVH,DGX,NUE,EXPE,EXPD,ETFC,DUK,BHGE,DTE,BBY,FRT,BBT,INFO,KO,ARNC,KR,LNC,KEY,ITW,KLAC,DG,ANSS,AAP,HBAN,BIIB,ATVI,AKAM,DHI,HOLX,M,MLM,INTU,ALXN,DHR,YUM,AJG,MCO,JPM,MCD,NRG,PBCT,AXP,NFLX,EXC,AAPL,EXR,CDNS,AWK,HST,HSY,DLPH,FBHS,CTSH,OMC,GPN,HAL,FITB,EQR,EQT,GPC,HAS,PH,LVLT,GPS,PHM,KIM,AEP,AES,AET,EMN,GRMN,ESRX,AMAT,AEE,CTAS,EMR,FDX,CRM,NWSA,PX,PG,CTXS,PM,EFX,C,MHK,FOX,COTY,QCOM,XRX,MOS,PSA,PSX,MON,MCHP,ETR,COP,DVN,KMB,DVA,KMI,GWW,FISV,COG,COF,COH,PEG,ETN,COL,COO,KMX,DLTR,ZBH,AAL,ANDV,CI,DE,HES,CB,CA,CF,ZTS,CHRW,PLD,CMCSA,MKC,PDCO,CVX,AIZ,EIX,AIV,CVS,RCL,LOW,CHD,AIG,DIS,PPG,MNST,NSC,PPL,OKE,GOOG,IP,HPQ,IR,IT,IRM,MTB,JCI,MTD,PWR,CSCO,RJF,ARE,HBI,BA,BK,DRI,CCL,CCI,DRE,ALLE,FLIR,MYL,LYB,KHC,HSIC,D,NAVI,PEP,CINF,NTRS,CXO,FLS,FLR,REGN,HD,LKQ,LLY,INTC,NWS,DOV,AME,AMD,AMG,BCR,LLL,NWL,AMP,AMT,LRCX,O,BDX,MPC,ABBV,DWDP,MDLZ,AVB,NEM,NEE,ACN,NI,FAST,NBL,HP,ADS,ADP,GILD,MCK,ADM,ADI,LEG,LEN,EBAY,MET,AZO,MSI,DISH,PCAR,DAL,CL,ORCL,PXD,HOG,ESS,PKI,CNP,HON,ICE,CSRA,CNC,ISRG,PFE,NKE,PFG,DXC
AGN,0.000171590527673,1.95951893487e-06,-1.12506744155e-05,3.85670558609e-05,5.51870265817e-05,9.30675845407e-06,1.7848462933e-05,6.76506458836e-06,2.6467012666e-05,2.3761802142e-05,2.93226730909e-05,4.2748873361e-05,2.11426064042e-06,2.03351871777e-06,3.33724119257e-06,1.12631875138e-06,3.07290197692e-05,2.27302202644e-05,2.08594198643e-05,-1.684905308e-05,1.80767603612e-05,1.41133205072e-05,7.59624416133e-06,1.92754448817e-05,2.9631103438e-05,4.59190685776e-05,2.62334796367e-05,1.60035768173e-05,-3.23587802172e-05,-1.82794049246e-05,-3.42213005998e-06,-1.13293250368e-05,1.84192080571e-05,2.0637482246e-05,3.0906053283e-05,3.08081598998e-05,3.1643501338e-05,1.7764657041e-05,4.23928440765e-05,3.01687744833e-05,1.39046857212e-05,-5.98861229123e-06,1.93510986558e-05,-2.50102284041e-05,3.21218256739e-05,-2.13698627006e-05,2.12374959446e-05,4.82700353778e-05,3.01502942344e-05,1.19536744773e-05,1.52429823759e-05,1.6055414267e-05,-1.83195361983e-07,1.07216102847e-05,1.80995990362e-05,-1.41362829567e-05,4.63763097819e-05,-7.38064027461e-06,-6.43481106868e-06,8.42182606392e-06,7.28418952919e-06,7.13757762853e-06,1.75511194684e-05,9.15611029243e-06,2.37083641754e-05,1.89473070983e-05,3.20532635092e-05,-3.83104442526e-06,1.91124420046e-05,-4.0705033853e-06,2.96990885157e-05,-3.8971817882e-06,5.91737521944e-06,3.85788382114e-05,5.78471652126e-05,1.8313105144e-07,9.60455572703e-06,2.18331362483e-05,1.99691279924e-05,2.81413505542e-06,1.40746111382e-05,1.7314573852e-05,3.87648981902e-05,3.76308288636e-05,-4.55411003639e-06,2.19435945544e-05,5.1112779048e-05,-1.93626008259e-05,2.95932620277e-06,1.38857962253e-05,7.12115526122e-05,3.17555363585e-05,2.70419967995e-05,6.58583565574e-06,1.07965658487e-05,6.51798431792e-05,1.97020479512e-05,5.60969285192e-05,-1.18925339794e-06,1.25415938641e-05,4.40678611924e-05,3.36241302005e-05,1.18955596784e-05,8.48217234138e-06,2.0927739056e-05,0.819894257096,3.62760969916e-05,-6.39859684918e-06,5.81752901604e-06,1.239023464e-05,2.62554577804e-05,1.59831398424e-05,6.93626932593e-06,-6.28602636205e-06,-1.57865607526e-06,3.70752479474e-07,2.29641644854e-05,7.15198436842e-05,9.70142085383e-07,3.79894336597e-06,1.5259277758e-06,3.32229417752e-05,-2.44245811632e-05,1.8796242435e-05,3.13479557697e-06,2.50739422864e-05,3.03002880414e-05,3.07689964023e-05,2.21243677789e-05,8.24843648779e-06,-6.47384595669e-05,-5.73986453011e-06,1.15181881296e-05,6.82865631893e-06,3.20987511538e-05,2.04090185776e-05,1.72201067634e-05,3.17015876635e-05,-3.55896130474e-05,3.32457518218e-05,2.3510166424e-06,3.91977568234e-05,1.54562581077e-05,3.70600386333e-05,2.03914568431e-05,1.05506814979e-06,1.94034427235e-05,1.59255772506e-05,4.05566238159e-05,4.49187996318e-06,2.37976484104e-05,2.87689310383e-05,4.57474198629e-05,1.88262126235e-05,8.90498243108e-06,3.35853532509e-05,1.08684701461e-05,5.9744811394e-05,8.45952179324e-06,-4.62160252382e-06,2.80760935461e-05,1.6518637982e-05,1.52341630747e-05,2.60110124502e-05,2.50232986047e-05,-5.74289962064e-06,2.73267354085e-06,3.00989261338e-05,2.0706098295e-05,1.85178094319e-05,1.21254026482e-05,-4.76067056757e-06,1.99613113203e-05,-3.58211994564e-06,1.59446974216e-05,6.32712118545e-06,3.05669141747e-05,1.90690967864e-05,1.58769018687e-05,-2.71532136289e-05,5.12039615279e-06,-2.03009228998e-05,1.12485919337e-05,2.7290955004e-05,1.4679202596e-06,4.29685683689e-05,4.61900599979e-05,-6.97244196508e-06,9.07257274048e-05,4.85926089616e-05,2.14550016373e-05,2.5162567669e-05,2.81018034937e-05,6.97977880444e-05,2.96115066744e-05,3.02581638195e-05,3.92358368256e-05,3.28389479301e-05,-7.30160265127e-06,1.87054132737e-05,3.83207448987e-05,-1.87589031445e-05,-1.39172961088e-05,8.0490683427e-05,-2.7854496681e-08,-1.88155458995e-06,-9.14131395543e-06,3.00593069245e-05,2.39917948573e-05,2.72608728979e-05,3.81412357867e-05,1.58074977492e-05,1.53018091878e-05,1.81894202585e-05,3.23455470685e-05,1.8053252422e-05,2.46632425399e-05,2.38240743737e-05,1.6428863996e-05,-1.24373695568e-05,-1.03709476282e-05,1.83855849602e-05,1.58014551309e-06,4.22378596514e-05,2.37268180723e-05,3.02895769371e-05,1.05604311414e-05,2.52622837596e-05,2.69234279004e-05,1.9157115716e-06,7.90831630046e-06,1.44824960549e-05,4.51179668076e-05,2.45053607782e-05,2.30865170844e-05,4.27528733022e-05,1.01128173963e-05,8.08935592283e-06,3.09146937221e-05,1.45657335449e-05,4.25918744989e-06,2.99522713077e-05,3.61894483896e-05,-1.92528194459e-06,8.82317483079e-06,2.12921208612e-05,1.45896765695e-05,1.71151203872e-05,-7.61824103135e-06,8.2122373621e-06,1.89738056042e-05,5.02594724367e-05,7.75467319119e-07,8.38726249089e-06,3.05934456997e-05,2.40472080798e-05,2.33547329921e-05,2.33450067529e-06,3.03629658657e-05,1.21875305392e-05,-1.61525304134e-05,-2.64133277212e-05,5.28165426394e-06,3.7046224632e-05,4.31370858517e-05,3.56890709745e-06,4.34379733e-05,1.16073131592e-05,1.53617295031e-05,-7.22250366714e-06,9.5357209002e-06,7.61932354113e-06,1.14559041367e-05,9.56798725026e-05,2.82804879028e-05,1.78957205618e-05,4.35527298872e-05,9.86780275569e-06,4.04145505971e-05,2.45391670867e-05,-3.2186017596e-06,-4.86323496762e-07,2.79798610545e-05,5.06452397669e-05,2.34009852127e-05,3.12270618358e-05,-2.11521450412e-05,2.41915433875e-05,-6.65661995815e-06,3.14811334622e-06,7.08159193122e-05,-7.30057519139e-06,1.90442391781e-05,2.66776684241e-05,2.65151454074e-05,3.10843117313e-05,3.62375450179e-05,2.07726855224e-05,2.7207323878e-05,2.99932843013e-05,1.79195700781e-06,-5.6215667113e-06,6.10821185524e-06,-1.09379695272e-05,1.0781243394e-05,3.43659675931e-05,5.94690131274e-06,-6.43742981151e-06,2.41061417654e-05,1.62005502368e-05,4.05927064802e-05,2.12771555789e-05,-3.04536820756e-06,2.12152068653e-05,3.09484011306e-05,3.01790005545e-05,3.46229541968e-05,1.42853953081e-05,2.00716204652e-05,1.11531427465e-05,2.73526962172e-05,1.48259255158e-05,-8.45973218931e-06,1.64189138661e-05,8.12027409431e-06,1.06668507545e-05,6.08566186135e-06,2.86563388363e-05,7.21985270362e-05,2.33268529758e-05,2.29889885405e-05,6.77911507007e-05,1.89060005215e-05,2.05124362459e-05,6.93237458401e-06,3.82527462912e-05,1.26722150891e-06,-3.90668081411e-06,1.82349813737e-05,5.93188183389e-05,4.6022526615e-05,-2.56164574641e-08,2.81984229878e-05,3.40848156495e-05,1.0742971196e-06,3.41963438295e-05,2.10863270458e-06,1.35104093516e-05,3.81908588481e-05,4.91093103475e-05,1.5960028634e-05,1.39735135676e-06,1.2806360479e-05,3.00982341058e-05,2.18829252078e-05,3.39063271628e-05,2.01200976227e-05,5.08285374596e-05,5.18297657966e-05,3.91344812474e-05,2.29941221491e-05,2.54356444914e-07,2.23526227089e-05,6.07474714978e-05,4.70956476429e-06,3.84944147886e-05,2.19319286286e-05,7.87562517533e-06,-1.02544873114e-05,4.38470211712e-06,8.39701812844e-06,3.24768961213e-05,8.40732566802e-05,4.65616439831e-05,1.33594210126e-05,1.11932875931e-05,1.30856676044e-05,2.84599321847e-05,4.80111125447e-05,-4.86893305528e-06,4.73278491435e-06,2.89394523034e-05,2.543450508e-05,3.75964820803e-05,1.6203811283e-05,2.74051872313e-05,4.80344174208e-05,-1.33521513406e-05,2.76640371586e-05,3.16181998694e-05,4.45776045792e-05,2.41691084532e-05,2.72218210941e-06,3.86998989921e-06,8.40324587826e-06,1.94591215207e-05,3.18019075487e-05,-3.09201705884e-06,1.48871167451e-05,1.60179956739e-05,2.31628952059e-05
EOG,1.95951893487e-06,0.000175939717562,1.83658499226e-05,4.93579546717e-06,1.67442933254e-05,-4.14343017218e-07,8.86429834933e-05,-9.30256942777e-06,8.16837459344e-05,5.27720836104e-06,4.99444849322e-05,2.27691416751e-06,6.90695594897e-06,3.23448924587e-05,-1.73864016711e-05,5.62949563698e-05,7.55358762957e-05,2.53852377204e-05,2.52546452677e-05,7.2964538364e-05,5.44148723292e-05,3.13070901897e-06,8.55741830707e-05,-5.08617394002e-06,9.706311865e-06,3.89782837765e-05,3.32142272907e-05,4.31616613788e-05,7.77997803298e-05,-2.08671118172e-06,6.6273477901e-06,3.23784696207e-05,-1.27136467726e-05,-1.15028280809e-05,-5.0828075739e-05,2.88962023054e-05,2.61292894791e-05,7.4140672943e-06,-1.96180510682e-05,-6.72753129525e-06,2.47308948663e-05,-6.38122823757e-06,1.63152218442e-05,0.000109187308342,-1.12040768714e-06,0.000244250799383,-8.53284647744e-06,3.7802373043e-05,9.70748571733e-06,2.34957784514e-05,1.99315514364e-05,-1.45305927045e-05,1.45813689855e-05,3.2325434678e-05,-7.84573751343e-06,5.13363268208e-05,2.34755535861e-05,2.57293904238e-05,3.72758608149e-05,-2.02957445558e-05,6.38939726217e-05,7.56214511546e-06,2.01605599587e-05,4.62384988926e-05,2.14627596466e-05,3.57652176472e-05,9.73556075372e-06,9.69430373305e-05,6.32971236655e-05,2.89945200728e-05,-1.63966707795e-05,5.59005760311e-05,4.41274213932e-05,7.60409353525e-05,-5.54139128184e-05,-1.29223294663e-05,-4.67225790126e-06,-1.27726534239e-05,1.42707701384e-05,-6.65026975841e-06,-1.71716500532e-05,3.86761169001e-05,-1.46583669453e-05,-2.67696301095e-05,2.55712858415e-06,4.9644893035e-06,8.60160512529e-05,5.31658998541e-05,4.097300865e-05,3.12105249465e-05,0.000196974498444,4.11066329332e-06,-6.31881779806e-06,-2.59334523046e-05,3.49179409424e-07,1.2838634567e-05,-1.92449881125e-05,9.48914319942e-05,3.33871890215e-05,-1.90472834734e-05,2.24791809634e-06,1.05073162047e-05,3.92201793055e-05,1.62995485007e-05,-2.51413948059e-05,-4.65237619222,3.48687053131e-05,3.79097720439e-05,1.35480898553e-05,-1.49075706811e-05,3.47931057286e-05,-7.92305432611e-06,6.53113363743e-05,-2.30834194363e-05,2.73090618107e-05,9.72556553653e-06,6.09554142832e-05,3.80239232648e-05,0.000270705979624,2.983564786e-05,-5.31155420717e-06,1.09368807076e-05,0.000165492781993,1.84937631948e-05,-2.66896347419e-05,-4.75816418695e-05,4.20642529883e-07,2.40398665319e-06,2.30806062578e-05,3.17228992033e-06,0.000160538508894,0.000251215106534,1.62848579625e-05,-2.59615140616e-07,7.4706192047e-05,1.28362136792e-05,2.00821388136e-05,1.63534012369e-05,8.80933781995e-05,1.79788032585e-05,1.19061614827e-05,1.94751998855e-05,1.32150425978e-05,3.78686495175e-05,2.35814978986e-05,8.42369213814e-05,-1.10923123957e-05,3.20147208212e-05,-2.18001988706e-05,0.000134036696819,-1.43930877082e-06,-7.17948269451e-06,-1.41587196604e-06,-9.44227156965e-07,-1.74392468476e-05,-1.06810091372e-05,4.56684385089e-05,-1.67688222165e-05,-4.06521146297e-07,1.48573404906e-05,2.17477086276e-05,-1.05212435146e-05,-1.12019762255e-06,5.77936120172e-05,1.37944177145e-05,-1.66454230616e-05,3.30836224395e-05,1.49796718627e-05,-1.44290153584e-05,8.09661216102e-06,-1.19411044061e-05,0.0002103797712,-2.38386039385e-05,3.84289757381e-05,4.43522281197e-05,1.48308211789e-05,-2.0785917366e-05,8.6597365908e-06,1.71098720844e-05,8.37840293105e-05,5.71648609598e-05,5.31672254435e-05,1.63656747912e-05,3.92206012768e-05,4.34140502705e-05,1.25744385647e-05,0.000114577709344,4.82308022383e-05,-1.14484629019e-06,-4.52987285816e-05,4.66312774129e-05,1.78677886989e-05,5.71237455747e-05,0.000111162429786,9.56420074766e-06,1.14913622202e-05,2.03024899156e-05,-2.48464125478e-06,3.79697902407e-06,-1.71151531781e-06,9.89270854326e-07,2.3714481486e-05,-7.74122325793e-07,8.83059444795e-06,4.30393181636e-05,8.43195425587e-06,1.26141647239e-05,1.72634771971e-06,6.53073392837e-06,1.86488948333e-05,2.52947046039e-05,6.70972653561e-06,4.62164042559e-05,6.30168875317e-06,2.78876726401e-05,2.19711085704e-05,2.23200491615e-05,-8.2211693262e-06,2.83805472891e-05,0.000108749228206,2.53358839662e-05,1.63276131393e-05,9.83111531385e-05,6.55080128496e-05,1.55328329045e-05,2.89201086115e-05,4.25803754973e-05,0.000102150637128,-6.23659306947e-06,0.000106381942825,-2.07453728588e-05,3.28988900605e-05,-2.68495356224e-05,2.19527378959e-05,3.01982625051e-05,1.14057601348e-05,3.33467489741e-05,-9.38261979696e-06,1.21691468481e-05,4.46458312354e-05,1.18203061079e-05,-8.63286081034e-06,5.41211695467e-05,1.39718308962e-05,6.0999270088e-06,2.49448083708e-05,6.38285215896e-06,-3.69298548023e-05,3.93297943564e-05,-1.66484412659e-05,5.13686905465e-05,2.38293652913e-05,2.71121716232e-05,3.47479719184e-05,0.000102441204572,4.87707688671e-06,4.93694801565e-05,1.02627500529e-05,1.79156281931e-05,-8.64766600917e-06,0.000117276786279,0.000185394169388,-1.05388440038e-06,4.00689433026e-05,4.08997821994e-05,9.23996498112e-06,2.39139049359e-05,7.69947314519e-05,2.71867116884e-05,5.22761128314e-05,-1.51274193408e-05,3.69848673247e-05,-4.17884218582e-05,-1.24403079697e-05,2.90955065322e-05,2.46293247565e-05,2.82855825355e-05,1.89873886984e-05,3.08402337448e-05,-1.19650011764e-05,2.26242571067e-05,0.000171454494919,-1.91969747251e-05,-1.84888797278e-05,7.28611586179e-05,-1.53590470191e-05,1.04709050492e-05,1.85328286272e-05,1.51346963301e-05,-3.02548094772e-05,5.48573994429e-05,6.41835536446e-05,4.23036706704e-05,7.27596677292e-07,3.35851788844e-07,3.86251353017e-05,-1.15859302492e-05,2.91733499319e-05,4.20773900735e-06,-2.76911947273e-06,3.43572461168e-05,2.25526843237e-05,-6.02630521353e-06,2.48029759757e-05,-1.43103975339e-05,7.70570281872e-05,1.16618280488e-05,4.67405206948e-05,2.70789762158e-05,4.13505442207e-06,-6.66418483738e-06,-2.71924938994e-05,2.74362424291e-05,7.44617291954e-07,5.57310453142e-07,1.73935635785e-05,3.93827835848e-05,4.21366504335e-05,1.66155559141e-05,2.44955402013e-05,1.38127130088e-05,1.41907057809e-05,3.69949174663e-06,-9.31175516504e-06,-8.25635739359e-07,3.43177513838e-05,2.74910840778e-05,1.40335135341e-05,6.69962332142e-05,5.41881988286e-05,2.06250410878e-05,-1.28670273047e-05,-1.19750175069e-05,2.75403972271e-05,-1.05246521116e-06,-2.70024566134e-05,-3.35028455984e-05,0.000190958831418,7.61977761642e-05,3.56072044443e-05,8.82047199699e-06,2.33075699176e-05,4.1698784264e-05,2.44782308147e-05,2.37775012328e-05,5.54547470811e-05,1.10157287294e-05,-1.12818864551e-06,2.75175718807e-05,4.13326701197e-05,-6.22087957113e-06,-2.25991478703e-06,-2.38833017385e-05,4.11540340107e-05,-2.74142925624e-05,4.41615031352e-05,2.37901862719e-05,-2.93247771452e-05,4.79195634031e-05,-4.53854989056e-08,5.34182531075e-05,1.77750423587e-05,1.46521304234e-05,-5.06113734396e-06,-1.31850002368e-05,1.22031053707e-05,-1.42453214082e-05,3.2513995334e-05,0.000224345861903,0.000165697832617,3.33258857964e-05,4.85701508636e-05,3.68555826552e-05,5.43618623876e-05,1.94381436928e-05,1.56008691767e-05,1.79450624035e-05,4.88798826793e-06,4.50713802741e-05,6.1551965606e-05,9.9202032443e-05,1.84836063843e-05,4.24839091104e-05,2.78193249547e-05,5.30901403867e-06,8.73552117128e-06,-6.71177513801e-07,0.000218071771663,4.78612821437e-05,2.81854602203e-08,-8.13385037615e-06,-3.86193347698e-06,-2.94487225537e-06,1.31409581459e-05,2.41322405073e-05,1.04691649124e-05,1.7323728091e-06,7.9823957524e-06,1.33747973154e-05,2.96939087766e-05,-1.4749759748e-05
CPB,-1.12506744155e-05,1.83658499226e-05,0.000244860999682,-6.18839348718e-05,-3.33723638046e-06,1.41619433863e-05,1.90176119623e-05,1.49531305312e-05,-3.12591989939e-05,-1.10098304575e-05,-1.55567367133e-05,9.76672839469e-05,-3.53805390293e-05,-3.07608940596e-05,-1.08411113733e-05,-1.1389664058e-05,-1.06996622875e-05,-7.06604898869e-06,-9.97625115849e-06,-1.4393103646e-05,8.63580195565e-06,2.26334117781e-05,6.02875840657e-05,-8.9742927349e-06,-1.26225137069e-05,-3.27160291701e-05,-1.33836979807e-05,1.9790708444e-05,-2.61795477242e-05,-4.32411940448e-05,6.05946168661e-06,-2.13492121092e-05,1.83329175423e-05,5.19470437342e-06,-8.78131750425e-06,-4.24399489915e-05,2.04508754062e-05,2.64621663541e-06,8.81627753643e-05,-3.59626998207e-05,-2.22062175277e-05,-5.26548317221e-05,-2.32160559561e-05,1.51817162741e-06,8.44848680296e-06,1.1415286616e-05,-7.91119299291e-06,-3.42755060572e-05,-4.54442993053e-05,2.98578163806e-05,-5.42141595672e-06,-1.03404489846e-05,-5.38484079747e-05,2.66132803821e-06,-2.28088328542e-06,-4.20052667288e-06,-4.57082661809e-05,-3.18640726832e-05,1.73358506526e-05,1.23663055422e-05,6.29929144407e-05,4.48588573545e-06,7.96685145145e-05,1.92910554489e-05,-1.14058700326e-05,-2.09554515246e-05,-8.0875484147e-06,5.33677101273e-05,-1.92950922535e-05,1.93823843231e-05,-8.0803972702e-06,-7.24545199975e-06,-3.86013886913e-06,-4.87838356122e-06,-1.39652203047e-05,-5.33201669954e-05,-9.37819672354e-06,9.18883729649e-06,-1.91417332426e-05,1.23396152646e-05,-5.66299368849e-06,-9.45181092338e-06,-6.62738142984e-06,-2.48497569923e-05,-3.62813050553e-05,-1.95862652195e-05,-2.39611015302e-05,-2.23452775241e-05,-2.83036963155e-05,9.12645579049e-05,2.74761874103e-05,-2.51846631822e-05,-5.12697783724e-05,8.97887011559e-06,8.95167238721e-06,-5.17621026023e-05,-1.60651292916e-05,-3.79625977609e-05,-2.22774313107e-05,-2.0380941271e-05,-1.36977108472e-05,-4.7023463163e-05,-1.21223644274e-05,-4.36182516612e-05,1.39582038609e-05,-0.372687610095,-3.8839574968e-05,-6.4871459602e-06,-3.01362582047e-05,-1.05778864908e-05,-2.80810275223e-05,-5.13045590194e-06,-2.11017148236e-05,-2.34733098719e-05,-1.67339427044e-05,-1.97374070673e-05,1.18982443378e-05,-9.33544351964e-06,2.3067736971e-05,8.73145896338e-06,-1.41572911836e-05,5.87034028464e-05,2.1409054535e-05,-1.19933983855e-05,-1.70904953618e-05,-8.26809749895e-05,-2.15612964802e-05,-1.87031289579e-05,-4.45053847911e-05,-1.09673399886e-05,1.84046244985e-05,2.47692970748e-05,5.58310383876e-07,-5.79083164245e-06,2.43192420702e-05,-2.56762257196e-07,5.58457312493e-06,-5.98711650429e-05,4.00227102563e-06,-9.87396557634e-06,-3.3889308107e-05,-3.60366456013e-05,-1.72656524643e-05,-1.66250110945e-05,-5.79637158268e-06,2.36646387337e-05,1.37713822385e-05,4.51864935567e-08,-4.64619094907e-06,5.98655289326e-05,-2.39240151815e-06,-1.75504902024e-05,4.18323147622e-06,-7.68352869362e-06,2.32723601936e-05,1.14566394266e-06,-6.34451732884e-05,-2.41508017625e-05,-2.50244990989e-05,-3.70533250088e-05,-1.42177575226e-05,2.05186340122e-05,-2.32724192548e-05,-5.41583114091e-06,3.38529571163e-06,-5.60018213415e-05,2.79932764858e-05,-6.57423645306e-05,-1.35247733052e-05,-2.41216108543e-05,1.34312950843e-05,3.45043120191e-05,1.49920453979e-05,7.12763551662e-05,2.67904989546e-05,-8.80439742527e-06,-1.163180066e-05,7.08722085305e-06,-1.64478741375e-05,6.20429709261e-05,-1.81969780668e-05,6.69424093708e-06,-2.3209840162e-06,1.48917854856e-06,0.000124016378167,-3.50700483612e-05,1.94516388903e-05,-1.19969304343e-05,-8.69472708363e-05,-1.06278487287e-05,-2.48855831404e-05,-2.75758175495e-05,-3.72462159785e-05,5.52764933087e-05,2.45963031132e-05,-2.44045558261e-05,-3.69637197997e-05,-7.58910378381e-06,-3.59684328004e-05,1.59491554503e-06,1.21873379723e-05,-1.28180982358e-05,-3.66776942226e-06,2.3058122423e-05,-5.11421110701e-06,-9.62225962406e-06,-6.47711701089e-05,1.19604559522e-05,3.44401229981e-06,3.82554752685e-05,-2.01444361523e-05,4.25159294056e-06,4.48512626387e-06,2.46931326456e-05,-1.44125133664e-05,6.70469577694e-06,-1.6386274275e-05,-1.02997935672e-05,-1.61699408996e-05,2.39890701075e-05,-9.50200585497e-06,3.24489866571e-05,1.71325126242e-05,6.02770599272e-05,-6.73765032443e-05,-9.79619105272e-06,1.41954219087e-05,4.89883990787e-05,-3.92990509992e-06,3.69858220969e-05,2.11385068236e-05,1.55941520586e-05,1.365737449e-05,-1.49164335939e-05,4.95339644501e-05,-1.62175414738e-05,-7.2853266711e-06,2.33635793094e-05,-5.26977047856e-06,1.1789867856e-05,-1.60912905821e-05,-2.97327973674e-05,-3.22774129719e-06,-3.84873441222e-06,-2.4652504408e-06,-3.32340711809e-05,9.71085107433e-06,-9.95049831288e-05,-2.59287249832e-05,-1.59713192253e-06,1.20107695698e-05,2.09303544267e-05,-9.24506612877e-06,-1.45403206173e-05,-6.49906702725e-06,2.09175365205e-05,1.38423878403e-06,2.90593531555e-06,-3.51632197081e-05,1.50565266051e-05,1.96298986938e-05,1.19615508415e-05,-1.0725035574e-05,-2.83164666132e-05,-1.06933081126e-05,-6.33627758948e-05,-2.68119126842e-06,-3.56349626899e-05,8.83940742792e-06,-2.55260657623e-05,9.91593543483e-06,-9.2658049583e-06,-1.03616969801e-05,9.85727322104e-06,-3.54793661871e-05,-2.07843989302e-06,-1.18784575299e-05,-4.91494807357e-05,-2.49955149996e-05,-5.5471087772e-06,-9.0726890318e-06,2.92987992131e-05,5.71277693742e-06,-9.21284352207e-06,1.12654685841e-05,-1.96750077302e-05,5.95816536826e-05,-1.15968128124e-05,-4.50636655412e-06,1.87720330562e-05,4.39635289826e-06,7.28440664854e-06,1.35530869741e-05,2.33843288069e-05,1.57625505544e-05,3.11443727903e-05,-5.89089487808e-05,4.33193028725e-05,-1.42372732829e-05,-1.07369971751e-05,3.22572494818e-05,-1.92718817158e-06,9.05415305948e-06,-2.64465221367e-06,1.56585753815e-05,2.82129922697e-05,-2.87750288675e-05,-7.33495069478e-06,-1.11228160206e-05,7.64007093605e-06,-9.92315851254e-06,5.00321918309e-06,-5.99052979281e-06,-3.56954428471e-05,-2.09713362905e-05,-1.30373794211e-05,-1.72770018883e-05,-2.57808614507e-05,-6.00596168662e-06,-3.38295738584e-07,1.60546807198e-05,-1.96053798511e-05,1.12610995162e-05,-5.94068686865e-05,1.14682685755e-05,1.53051411886e-05,-4.96947672346e-06,1.96137769144e-05,-6.38746502678e-05,1.60093821733e-05,6.16002617255e-05,-1.0118352535e-05,2.15237404741e-05,-2.91864651011e-05,1.35381961708e-05,6.19939270615e-06,-6.87040180464e-05,3.6387489152e-06,1.11247391483e-06,1.72502025905e-05,-4.06038012357e-05,3.88546573558e-05,7.91398952109e-06,-1.46287546842e-05,1.40120707215e-06,-7.49316004857e-06,5.48255485605e-06,-3.55915953079e-06,-0.000100342818591,-3.28218954405e-05,-3.75571099955e-06,3.56583168992e-06,-3.66223413269e-05,-2.2558412004e-05,2.30005486626e-06,-1.55098211227e-05,2.56588823845e-05,-1.02670307126e-05,-4.30352200343e-05,-3.24822166192e-05,-4.56070408065e-05,6.87638333783e-05,1.08267659355e-05,-1.39141564049e-06,-1.11682525787e-06,-1.15365622847e-05,1.98988890447e-05,-2.67406396077e-05,4.50202777119e-05,8.33182427254e-05,-2.89197080873e-06,5.9437683846e-06,-5.79249949855e-05,-3.4542901422e-05,2.62258443943e-05,-2.61340156635e-05,2.84487221238e-05,-2.26302631258e-05,-2.25848892562e-05,-7.09301781527e-06,9.5333609877e-06,-1.81035050209e-05,-2.36995228056e-05,-5.30292454658e-06,-2.65393610759e-05,1.48878159302e-05,-3.75855478415e-05,-8.82490228967e-06,8.39464699233e-06,1.55056216482e-05,-1.21055982533e-05,1.41909188001e-05,-5.9132768886e-06,-2.48600342557e-06,-6.00264896693e-06,-3.08607066914e-05,-3.11373275858e-06,-3.32843815534e-05,-2.04823279373e-05,-8.688197309e-06,-1.51730394868e-05
