,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.297130409577,0.155679107314,0.282273889099,51.080002,58.200001,0.00949937586004
1,BP,2017-03-01,2017-09-19,0.166306122048,0.0893279238991,0.159653877166,34.23,36.950001,0.00929547600179
2,CELG,2017-03-01,2017-09-19,0.297164333231,0.155695916838,0.505179366493,123.699997,142.740005,0.0119603916312
3,EVR,2017-03-01,2017-09-19,-0.0711642577404,-0.0402263341209,-0.00498149804182,81.599998,76.349998,0.0145437415234
4,FB,2017-03-01,2017-09-19,0.523158102072,0.263676485508,1.01492671802,137.419998,171.278702,0.00977481477721
5,GOOGL,2017-03-01,2017-09-19,0.193155343642,0.103204408321,0.0193155343642,856.75,932.130493,0.00990232431642
6,HSBC,2017-03-01,2017-09-19,0.418534574353,0.214640253465,0.539909600915,40.84,48.950001,0.00918939905581
7,INTC,2017-03-01,2017-09-19,0.0502159700738,0.0276243086292,0.0386662969568,35.93,37.200001,0.00902233782261
8,JNJ,2017-03-01,2017-09-19,0.19661663505,0.104983177359,0.23593996206,123.860001,135.039993,0.00707915734904
9,LMT,2017-03-01,2017-09-19,0.287147733193,0.150724078923,0.330219893172,268.380005,306.76001,0.00690436261755
10,LPX,2017-03-01,2017-09-19,0.310493911556,0.162285835454,0.186296346934,23.940001,27.4067,0.0136509229919
11,LRCX,2017-03-01,2017-09-19,1.06199361964,0.495528914328,1.10447336443,119.669998,177.279999,0.0165834439217
12,MASI,2017-03-01,2017-09-19,-0.103932131056,-0.0592076022664,-0.13095448513,92.779999,85.010002,0.0198155349323
13,MRK,2017-03-01,2017-09-19,-0.00190996082822,-0.00106269920771,-0.0019290604365,66.209999,65.800003,0.00737823369622
14,MSFT,2017-03-01,2017-09-19,0.346579399686,0.179978165052,0.467882189576,64.940002,75.495003,0.00851639225892
15,RTN,2017-03-01,2017-09-19,0.36843939532,0.190593617539,0.151060152081,154.570007,183.529999,0.00748591920458
16,SPY,2017-03-01,2017-09-19,0.103786918453,0.0564553894513,0.0529313284109,239.779999,249.820007,0.00481744046691
17,T,2017-03-01,2017-09-19,-0.159918334922,-0.0923666165981,-0.260666885922,42.040001,37.93,0.00959497249265
18,THO,2017-03-01,2017-09-19,0.0445630537032,0.0245443151056,0.0325310292034,113.550003,113.540001,0.018523098144
