,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.299002408347,0.156606410711,0.457473684771,51.080002,58.2467,0.00949814285251
1,BP,2017-03-01,2017-09-19,0.164603883764,0.0884434014412,0.1530816119,34.23,36.919998,0.00929099021556
2,CELG,2017-03-01,2017-09-19,0.296183911702,0.155210029063,0.565711271352,123.699997,142.679993,0.0119608950043
3,EVR,2017-03-01,2017-09-19,-0.0695229553178,-0.0392834680346,-0.0132093615104,81.599998,76.425003,0.0145459790639
4,FB,2017-03-01,2017-09-19,0.528059317326,0.265936372005,0.902981432628,137.419998,171.585007,0.00978356386739
5,GOOGL,2017-03-01,2017-09-19,0.201437112665,0.107456636351,0.251796390831,856.75,935.723328,0.00991272492694
6,HSBC,2017-03-01,2017-09-19,0.426882363076,0.218610476889,0.601904131938,40.84,49.110001,0.00920515589322
7,INTC,2017-03-01,2017-09-19,0.0497083085691,0.0273480102943,0.0308191513129,35.93,37.189999,0.00902125968453
8,JNJ,2017-03-01,2017-09-19,0.197134531261,0.10524912941,0.214876639074,123.860001,135.072495,0.00707840018743
9,LMT,2017-03-01,2017-09-19,0.287562647628,0.150930365977,0.0115025059051,268.380005,306.815002,0.00690601286702
10,LPX,2017-03-01,2017-09-19,0.300477665458,0.157336768448,0.0961528529467,23.940001,27.290001,0.0136420780544
11,LRCX,2017-03-01,2017-09-19,1.0525921589,0.491732752727,1.09469584526,119.669998,176.830002,0.0165882791287
12,MASI,2017-03-01,2017-09-19,-0.0999481779827,-0.0568835761744,-0.0279854898352,92.779999,85.220001,0.0198103092357
13,MRK,2017-03-01,2017-09-19,-0.00272818290191,-0.0015182328138,-0.00368304691758,66.209999,65.769997,0.00737960889742
14,MSFT,2017-03-01,2017-09-19,0.347060470272,0.180212597687,0.187412653947,64.940002,75.510002,0.00851695223826
15,RTN,2017-03-01,2017-09-19,0.373700648704,0.193137276411,0.295223512477,154.570007,183.922104,0.00748795241721
16,SPY,2017-03-01,2017-09-19,0.103866323127,0.0564976569692,0.0976343437398,239.779999,249.830002,0.00481744160823
17,T,2017-03-01,2017-09-19,-0.155532666604,-0.0897343840695,-0.189749853257,42.040001,38.040001,0.00962933449742
18,THO,2017-03-01,2017-09-19,0.0467144269195,0.0257173614871,0.0312986660361,113.550003,113.669998,0.0185214986805
