,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.632670469413,0.602927631242,0.648684083213,0.564255604468,0.519263454201,0.532761143163,0.426532323023,0.548423382418,0.573954939167,0.704063321383,0.525123860347,0.60316837151,0.61245899319,0.63800837058,0.643647483875,0.596482924958,0.683894022481,0.622801927415
HSBC,0.632670469413,1.0,0.318041959879,0.429080064159,0.359178549921,0.234636104274,0.264795628294,0.219843112452,0.39387689279,0.324733206732,0.459289037647,0.255329466418,0.560806186107,0.330804001691,0.279407047589,0.548016805444,0.338387080732,0.450840527844,0.383707787135
GOOGL,0.602927631242,0.318041959879,1.0,0.365863586058,0.316514106349,0.285873498025,0.29279969366,0.349384313002,0.279704048824,0.626827843418,0.393042183617,0.278038867231,0.200586451483,0.362706885259,0.385792210295,0.303239982394,0.371488751882,0.59991266182,0.405256664655
INTC,0.648684083213,0.429080064159,0.365863586058,1.0,0.373529996196,0.353474065875,0.313097174782,0.232995113595,0.324812632261,0.361489515652,0.450900868088,0.327490532244,0.435000383254,0.402541253805,0.400468205883,0.373870349584,0.351304126489,0.540130638733,0.544107384615
LPX,0.564255604468,0.359178549921,0.316514106349,0.373529996196,1.0,0.233845113428,0.253026678058,0.274823074765,0.407125057197,0.337426030945,0.47767824409,0.243853860995,0.351381709908,0.286505296137,0.293103828443,0.423967521685,0.336732730642,0.412016489005,0.416235802876
RTN,0.519263454201,0.234636104274,0.285873498025,0.353474065875,0.233845113428,1.0,0.693266798696,0.194074981796,0.243540196606,0.321364084935,0.461866314926,0.29209381627,0.20690323187,0.406335687069,0.439622633583,0.279152901386,0.325243570443,0.35530049435,0.31762272638
LMT,0.532761143163,0.264795628294,0.29279969366,0.313097174782,0.253026678058,0.693266798696,1.0,0.210757852571,0.256688967623,0.27717986579,0.375374218926,0.316671255178,0.218588551893,0.411823880414,0.41216271861,0.307284592523,0.367132620747,0.318793059872,0.285464381188
MASI,0.426532323023,0.219843112452,0.349384313002,0.232995113595,0.274823074765,0.194074981796,0.210757852571,1.0,0.278457250425,0.268420675725,0.325768996283,0.170753066832,0.159622586396,0.228847029216,0.304652449253,0.281602191891,0.330949125513,0.28853817664,0.333436341836
THO,0.548423382418,0.39387689279,0.279704048824,0.324812632261,0.407125057197,0.243540196606,0.256688967623,0.278457250425,1.0,0.311155020316,0.452903566829,0.287245144044,0.318662950519,0.269935650923,0.260714940042,0.441582760972,0.305089340198,0.368157047662,0.369057100596
FB,0.573954939167,0.324733206732,0.626827843418,0.361489515652,0.337426030945,0.321364084935,0.27717986579,0.268420675725,0.311155020316,1.0,0.446453076603,0.242185514129,0.241674527527,0.296394051259,0.338684310064,0.319383625259,0.326666258642,0.496469077891,0.426720191174
AOS,0.704063321383,0.459289037647,0.393042183617,0.450900868088,0.47767824409,0.461866314926,0.375374218926,0.325768996283,0.452903566829,0.446453076603,1.0,0.310234135106,0.379743292188,0.40474898914,0.439466108983,0.499703945693,0.414165867356,0.479741512818,0.4620730063
T,0.525123860347,0.255329466418,0.278038867231,0.327490532244,0.243853860995,0.29209381627,0.316671255178,0.170753066832,0.287245144044,0.242185514129,0.310234135106,1.0,0.336812603098,0.346515497381,0.410835923545,0.246111163302,0.224382751908,0.316324072679,0.257467730704
BP,0.60316837151,0.560806186107,0.200586451483,0.435000383254,0.351381709908,0.20690323187,0.218588551893,0.159622586396,0.318662950519,0.241674527527,0.379743292188,0.336812603098,1.0,0.326376725763,0.323018648696,0.404915269315,0.280108673094,0.344171307528,0.340614306621
MRK,0.61245899319,0.330804001691,0.362706885259,0.402541253805,0.286505296137,0.406335687069,0.411823880414,0.228847029216,0.269935650923,0.296394051259,0.40474898914,0.346515497381,0.326376725763,1.0,0.547731754189,0.336993645415,0.509217732746,0.395156697592,0.328349398164
JNJ,0.63800837058,0.279407047589,0.385792210295,0.400468205883,0.293103828443,0.439622633583,0.41216271861,0.304652449253,0.260714940042,0.338684310064,0.439466108983,0.410835923545,0.323018648696,0.547731754189,1.0,0.29401445032,0.507892925003,0.417154472977,0.34952464412
EVR,0.643647483875,0.548016805444,0.303239982394,0.373870349584,0.423967521685,0.279152901386,0.307284592523,0.281602191891,0.441582760972,0.319383625259,0.499703945693,0.246111163302,0.404915269315,0.336993645415,0.29401445032,1.0,0.369597323485,0.392191131258,0.39545831794
CELG,0.596482924958,0.338387080732,0.371488751882,0.351304126489,0.336732730642,0.325243570443,0.367132620747,0.330949125513,0.305089340198,0.326666258642,0.414165867356,0.224382751908,0.280108673094,0.509217732746,0.507892925003,0.369597323485,1.0,0.394748906658,0.391977389986
MSFT,0.683894022481,0.450840527844,0.59991266182,0.540130638733,0.412016489005,0.35530049435,0.318793059872,0.28853817664,0.368157047662,0.496469077891,0.479741512818,0.316324072679,0.344171307528,0.395156697592,0.417154472977,0.392191131258,0.394748906658,1.0,0.504731920169
LRCX,0.622801927415,0.383707787135,0.405256664655,0.544107384615,0.416235802876,0.31762272638,0.285464381188,0.333436341836,0.369057100596,0.426720191174,0.4620730063,0.257467730704,0.340614306621,0.328349398164,0.34952464412,0.39545831794,0.391977389986,0.504731920169,1.0
