,ALGN,CELG,FB,MRK,MSFT,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.013,0.017,-0.02,-0.017,0.048,0.0345,0.0219935578567,0.000853448338202,25.7702275255
1,0.015,0.0455,-0.0195,-0.0115,0.0175,0.026,0.0222362966554,0.000781800022092,28.4424354401
2,0.017,0.0175,-0.015,-0.013,0.0205,0.0245,0.0203028920013,0.000622558921163,32.6120007459
3,0.034,0.021,-0.0165,-0.0075,0.028,0.0275,0.0360829885223,0.000966135278293,37.3477600218
4,0.0185,0.0235,-0.01,-0.017,0.023,0.02,0.0237320514081,0.00066511526824,35.6811105402
5,0.0325,0.0465,-0.013,-0.0135,0.019,0.0335,0.0396889875364,0.00107619462091,36.8790056792
6,0.0275,0.048,-0.008,-0.0145,0.036,0.027,0.0392851021107,0.00111021709153,35.3850633452
7,0.0305,0.0375,-0.0075,-0.01,0.0415,0.033,0.0417633275048,0.00116402156813,35.878482537
8,0.0335,0.011,-0.007,-0.014,0.017,0.029,0.0346558241084,0.000844398743404,41.0420128869
9,0.031,0.029,-0.013,-0.0165,0.0345,0.0405,0.0390802635456,0.00108038676116,36.1724754047
10,0.0245,0.044,-0.008,-0.0095,0.018,0.033,0.0337640151041,0.000959522988573,35.188333689
11,0.039,0.0395,-0.015,-0.007,0.021,0.035,0.0437125614831,0.00115015484832,38.0058055199
12,0.0445,0.0335,-0.012,-0.0115,0.0355,0.0425,0.0515562971296,0.00133495154254,38.6203509915
13,0.0445,0.0445,-0.0075,-0.015,0.0375,0.0205,0.051934204732,0.00129871608373,39.9888823912
14,0.022,0.019,-0.02,-0.019,0.0395,0.041,0.0291094535766,0.000934293894038,31.1566347189
15,0.0265,0.036,-0.018,-0.0175,0.0205,0.0375,0.0324795749479,0.000943445672248,34.4265450606
16,0.038,0.0105,-0.0125,-0.0085,0.0375,0.0455,0.0427544862632,0.00114495117155,37.341755112
17,0.0245,0.0475,-0.02,-0.0185,0.032,0.01,0.0305050652997,0.000904202738209,33.7369751392
18,0.042,0.0235,-0.007,-0.0095,0.0305,0.0275,0.045968342145,0.00113231137848,40.5969091352
19,0.0225,0.048,-0.0165,-0.0165,0.019,0.014,0.0281402588118,0.000822699796128,34.2047718308
20,0.0185,0.0145,-0.0195,-0.015,0.0265,0.029,0.0215295395464,0.000704681523147,30.552155604
21,0.0275,0.0295,-0.019,-0.018,0.025,0.0235,0.0306475235952,0.000862567805187,35.5305674649
22,0.0425,0.026,-0.0125,-0.012,0.0355,0.035,0.0473720855113,0.00121470596154,38.9988087746
23,0.0435,0.0285,-0.019,-0.0085,0.01,0.0285,0.0414673696701,0.00106591409614,38.9031065638
24,0.0355,0.045,-0.017,-0.006,0.04,0.0495,0.046782615861,0.00135114327388,34.6244671201
25,0.0415,0.0365,-0.0125,-0.007,0.039,0.0395,0.0496895215382,0.0013207849866,37.6212040886
26,0.0245,0.027,-0.013,-0.0185,0.0375,0.0385,0.0336941366506,0.000987229721629,34.1299860735
27,0.028,0.048,-0.0135,-0.0195,0.021,0.033,0.0364946661383,0.00102660373688,35.5489317126
28,0.043,0.015,-0.0105,-0.0145,0.0265,0.0455,0.0462425215319,0.00116528486395,39.6834481959
29,0.029,0.0395,-0.0175,-0.007,0.041,0.0455,0.0399857690693,0.0012060257092,33.1549889561
30,0.0455,0.0425,-0.006,-0.0155,0.015,0.019,0.0485778760195,0.00115548816638,42.0409982835
31,0.0285,0.0235,-0.019,-0.0175,0.0375,0.0165,0.0315826007143,0.00089558612564,35.2647275456
32,0.025,0.0265,-0.0195,-0.013,0.0175,0.022,0.0263664032538,0.000763702227261,34.5244550987
33,0.023,0.0105,-0.0125,-0.011,0.037,0.046,0.0305641116092,0.000924507625359,33.059880493
34,0.012,0.0155,-0.016,-0.0095,0.0355,0.033,0.019472991064,0.000721168670223,27.0019925546
35,0.0455,0.0425,-0.0195,-0.016,0.0345,0.0405,0.051604940793,0.00136647164769,37.765101735
36,0.043,0.0225,-0.0065,-0.0065,0.047,0.0155,0.0479111228836,0.00120958050624,39.6097015754
37,0.0215,0.04,-0.0145,-0.015,0.045,0.0235,0.0323650114797,0.00100374678102,32.2441995248
38,0.027,0.04,-0.019,-0.0165,0.012,0.0325,0.031117090115,0.000901904483266,34.5015361298
39,0.038,0.025,-0.0125,-0.0115,0.0355,0.047,0.0452544783384,0.00121291351144,37.3105566982
40,0.0495,0.0265,-0.0145,-0.011,0.02,0.0365,0.0500922780994,0.00124044338872,40.3825588131
