,ALGN,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,JPM,LMT,LPX,LRCX,MASI,MRK,MRO,MSFT,RTN,T,THO,WFC,WMT,WRK,XOM,portfolioreturn,portfoliostandarddeviation,returnoverrisk
57,0.07,0.02,0.1,0.06,0.08,0.06,0.01,0.02,0.04,0.09,0.01,0.06,0.03,0.01,0.02,0.13,0.04,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.121132238806,0.00660783470156,18.3316085037
58,0.08,0.13,0.07,0.03,0.1,0.01,0.04,0.01,0.05,0.03,0.02,0.02,0.03,0.01,0.06,0.01,0.07,0.04,0.04,0.02,0.01,0.09,0.01,0.01,0.01,0.113412896428,0.00591404541239,19.1768727697
59,0.03,0.04,0.02,0.05,0.01,0.06,0.03,0.07,0.12,0.07,0.03,0.02,0.02,0.02,0.06,0.05,0.05,0.03,0.01,0.02,0.04,0.01,0.07,0.02,0.05,0.104181563552,0.00584979207156,17.8094472894
60,0.02,0.02,0.05,0.12,0.02,0.02,0.06,0.09,0.02,0.04,0.02,0.08,0.01,0.03,0.02,0.1,0.03,0.04,0.01,0.01,0.11,0.01,0.04,0.01,0.02,0.117393422826,0.00628323839048,18.6835856815
61,0.03,0.02,0.07,0.03,0.06,0.05,0.02,0.03,0.09,0.02,0.07,0.02,0.08,0.04,0.01,0.05,0.02,0.04,0.03,0.05,0.04,0.06,0.03,0.01,0.03,0.107606891983,0.00619746376645,17.3630530227
62,0.06,0.03,0.02,0.02,0.03,0.09,0.01,0.04,0.02,0.01,0.06,0.05,0.07,0.02,0.08,0.02,0.08,0.04,0.01,0.02,0.01,0.04,0.02,0.14,0.01,0.123057807083,0.00640022278497,19.227113058
63,0.03,0.1,0.01,0.03,0.01,0.04,0.02,0.04,0.05,0.04,0.07,0.01,0.02,0.07,0.06,0.01,0.05,0.07,0.01,0.04,0.1,0.05,0.01,0.03,0.03,0.112796078405,0.00597237750736,18.8862941543
64,0.04,0.06,0.07,0.05,0.08,0.1,0.02,0.01,0.06,0.04,0.03,0.13,0.02,0.06,0.02,0.01,0.01,0.01,0.05,0.04,0.03,0.01,0.02,0.02,0.01,0.153418646044,0.0059176166563,25.9257493269
65,0.01,0.07,0.07,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.08,0.05,0.08,0.01,0.08,0.02,0.01,0.04,0.01,0.09,0.04,0.1,0.03,0.07,0.02,0.0714160835693,0.00566095687229,12.6155498408
66,0.04,0.04,0.01,0.04,0.01,0.03,0.06,0.02,0.02,0.07,0.02,0.07,0.07,0.01,0.02,0.01,0.08,0.05,0.01,0.04,0.02,0.05,0.1,0.05,0.06,0.104557268119,0.00554193994136,18.866546593
67,0.03,0.01,0.02,0.01,0.01,0.02,0.04,0.04,0.01,0.02,0.07,0.01,0.1,0.1,0.07,0.07,0.03,0.02,0.07,0.02,0.05,0.09,0.01,0.03,0.05,0.121547246242,0.00604210769595,20.1166964177
68,0.03,0.06,0.03,0.01,0.05,0.08,0.01,0.03,0.04,0.04,0.01,0.01,0.07,0.02,0.03,0.03,0.02,0.06,0.04,0.1,0.05,0.11,0.03,0.01,0.03,0.0966612939057,0.00545264679243,17.727407915
69,0.04,0.01,0.04,0.05,0.02,0.02,0.03,0.03,0.06,0.03,0.02,0.02,0.05,0.07,0.06,0.02,0.01,0.04,0.14,0.02,0.04,0.05,0.04,0.07,0.02,0.146241271211,0.00529967881951,27.5943649023
70,0.08,0.04,0.08,0.03,0.03,0.06,0.05,0.03,0.07,0.11,0.06,0.01,0.01,0.02,0.08,0.01,0.03,0.01,0.02,0.01,0.06,0.02,0.02,0.02,0.04,0.13781287365,0.00593923387227,23.2038132551
71,0.07,0.03,0.02,0.01,0.06,0.03,0.02,0.01,0.06,0.01,0.01,0.04,0.11,0.03,0.01,0.06,0.08,0.02,0.03,0.01,0.13,0.02,0.02,0.05,0.06,0.118705392991,0.00656839241962,18.0722139312
72,0.04,0.04,0.02,0.18,0.01,0.07,0.03,0.02,0.01,0.07,0.02,0.08,0.01,0.01,0.01,0.01,0.06,0.03,0.05,0.03,0.07,0.03,0.02,0.06,0.02,0.130215955902,0.00559366190287,23.2791967342
73,0.08,0.02,0.06,0.04,0.02,0.09,0.02,0.03,0.03,0.01,0.01,0.11,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.06,0.06,0.02,0.11,0.02,0.03,0.159261013028,0.0054478365986,29.2338087139
74,0.07,0.01,0.04,0.08,0.01,0.01,0.01,0.01,0.01,0.08,0.04,0.04,0.1,0.09,0.01,0.01,0.01,0.02,0.09,0.02,0.02,0.08,0.04,0.01,0.09,0.173280577816,0.00551851856562,31.3998359805
75,0.03,0.01,0.01,0.01,0.08,0.02,0.06,0.02,0.05,0.04,0.04,0.05,0.02,0.02,0.09,0.06,0.02,0.12,0.02,0.06,0.09,0.01,0.02,0.04,0.01,0.0879095155838,0.00571604573344,15.3794283117
76,0.06,0.06,0.01,0.03,0.01,0.01,0.03,0.05,0.1,0.02,0.04,0.02,0.01,0.07,0.07,0.06,0.02,0.03,0.02,0.03,0.08,0.05,0.07,0.03,0.02,0.133146387414,0.00587073295963,22.6796872434
77,0.01,0.01,0.06,0.02,0.05,0.03,0.01,0.03,0.08,0.03,0.01,0.06,0.01,0.04,0.11,0.02,0.08,0.08,0.03,0.02,0.01,0.03,0.07,0.02,0.08,0.0699469228184,0.00530409160554,13.1873519578
78,0.01,0.03,0.03,0.01,0.03,0.02,0.11,0.01,0.01,0.07,0.06,0.06,0.04,0.05,0.06,0.01,0.04,0.02,0.02,0.03,0.01,0.01,0.05,0.01,0.2,0.0835799590232,0.00526122485328,15.8860268006
79,0.02,0.09,0.02,0.04,0.01,0.02,0.03,0.03,0.02,0.01,0.02,0.01,0.08,0.04,0.01,0.01,0.04,0.11,0.08,0.11,0.01,0.06,0.05,0.06,0.02,0.115389320637,0.00531510392393,21.7097016894
80,0.05,0.03,0.02,0.04,0.03,0.05,0.08,0.03,0.08,0.06,0.1,0.02,0.01,0.07,0.01,0.02,0.07,0.01,0.01,0.01,0.01,0.07,0.02,0.04,0.06,0.118516574738,0.00622226619765,19.0471720389
81,0.03,0.02,0.03,0.07,0.05,0.03,0.15,0.06,0.01,0.05,0.02,0.08,0.01,0.03,0.04,0.06,0.02,0.09,0.02,0.04,0.02,0.01,0.02,0.03,0.01,0.127391383097,0.00551650005068,23.092791068
82,0.03,0.03,0.01,0.01,0.04,0.02,0.03,0.05,0.14,0.07,0.07,0.01,0.01,0.1,0.01,0.03,0.02,0.05,0.03,0.03,0.08,0.05,0.03,0.04,0.01,0.124535714514,0.0064302899184,19.3670450468
83,0.03,0.04,0.01,0.02,0.02,0.01,0.02,0.05,0.03,0.07,0.04,0.08,0.02,0.02,0.03,0.2,0.02,0.04,0.01,0.01,0.03,0.02,0.01,0.05,0.12,0.0890699121694,0.00685904037767,12.9857687468
84,0.01,0.19,0.07,0.05,0.01,0.05,0.08,0.02,0.01,0.06,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.02,0.07,0.01,0.02,0.09,0.102712397677,0.00541118294029,18.9815053031
85,0.06,0.05,0.03,0.01,0.01,0.08,0.03,0.04,0.06,0.04,0.01,0.02,0.03,0.06,0.01,0.04,0.03,0.04,0.1,0.01,0.02,0.09,0.02,0.09,0.02,0.159183129186,0.00576206370016,27.6260620274
86,0.06,0.02,0.01,0.01,0.09,0.02,0.04,0.06,0.06,0.05,0.01,0.03,0.04,0.05,0.12,0.01,0.02,0.02,0.04,0.04,0.03,0.07,0.07,0.02,0.01,0.119678652618,0.0054848879332,21.8197079094
87,0.05,0.04,0.05,0.04,0.02,0.1,0.02,0.13,0.02,0.04,0.02,0.03,0.07,0.03,0.01,0.02,0.02,0.08,0.09,0.03,0.01,0.02,0.04,0.01,0.01,0.181299626523,0.00609831824579,29.7294465812
88,0.08,0.08,0.02,0.03,0.01,0.04,0.03,0.07,0.04,0.01,0.03,0.09,0.07,0.03,0.04,0.02,0.01,0.01,0.04,0.01,0.02,0.02,0.05,0.09,0.06,0.175843342659,0.00588904652248,29.8593909877
89,0.01,0.03,0.11,0.01,0.01,0.01,0.07,0.01,0.06,0.02,0.01,0.07,0.05,0.02,0.01,0.01,0.01,0.03,0.02,0.06,0.17,0.04,0.12,0.03,0.01,0.0938528089058,0.00566617195163,16.5637064507
90,0.15,0.03,0.03,0.06,0.03,0.02,0.02,0.05,0.01,0.01,0.03,0.01,0.07,0.09,0.03,0.02,0.07,0.04,0.05,0.04,0.05,0.02,0.02,0.04,0.01,0.219889995535,0.00612311601841,35.9114533962
91,0.02,0.07,0.01,0.01,0.02,0.17,0.2,0.03,0.04,0.04,0.01,0.03,0.02,0.01,0.07,0.03,0.01,0.01,0.03,0.05,0.01,0.06,0.01,0.03,0.01,0.12064368931,0.00525174276645,22.9721246212
92,0.03,0.06,0.05,0.06,0.03,0.06,0.06,0.01,0.01,0.03,0.08,0.04,0.05,0.03,0.03,0.04,0.02,0.08,0.03,0.01,0.06,0.03,0.02,0.05,0.03,0.128101952269,0.00587856645971,21.7913590239
93,0.02,0.03,0.02,0.01,0.04,0.1,0.01,0.01,0.02,0.03,0.02,0.02,0.08,0.07,0.09,0.02,0.02,0.05,0.04,0.02,0.02,0.07,0.04,0.14,0.01,0.124821762773,0.00593682326475,21.0250090337
94,0.02,0.09,0.02,0.02,0.05,0.01,0.05,0.03,0.01,0.07,0.03,0.04,0.04,0.03,0.05,0.05,0.04,0.01,0.07,0.03,0.08,0.04,0.01,0.07,0.04,0.0923916710044,0.00593278227979,15.5730762814
95,0.11,0.05,0.05,0.02,0.04,0.07,0.02,0.02,0.03,0.03,0.02,0.04,0.03,0.1,0.02,0.07,0.02,0.01,0.03,0.02,0.06,0.03,0.05,0.02,0.04,0.200930302348,0.00619561871942,32.4310309346
96,0.06,0.07,0.07,0.02,0.04,0.11,0.01,0.01,0.03,0.01,0.04,0.03,0.02,0.03,0.02,0.04,0.01,0.02,0.07,0.01,0.09,0.01,0.03,0.07,0.08,0.152552892103,0.00598589674213,25.4853865135
97,0.02,0.07,0.06,0.01,0.01,0.05,0.08,0.02,0.03,0.03,0.01,0.07,0.06,0.08,0.07,0.01,0.02,0.01,0.03,0.02,0.01,0.05,0.11,0.03,0.04,0.135662995958,0.00532694568138,25.467313555
98,0.02,0.08,0.03,0.03,0.01,0.01,0.01,0.03,0.06,0.01,0.03,0.02,0.12,0.12,0.02,0.02,0.01,0.1,0.04,0.03,0.01,0.04,0.02,0.08,0.05,0.155984377063,0.00598990818267,26.0411966771
99,0.03,0.09,0.05,0.04,0.09,0.01,0.01,0.02,0.06,0.02,0.01,0.05,0.09,0.01,0.08,0.03,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.1,0.1,0.0943971916156,0.00585198161207,16.1308079678
100,0.05,0.07,0.01,0.1,0.08,0.04,0.01,0.04,0.01,0.03,0.02,0.01,0.03,0.02,0.02,0.01,0.01,0.03,0.08,0.08,0.04,0.06,0.04,0.03,0.08,0.122899879198,0.00531079051295,23.1415415273
101,0.02,0.03,0.01,0.04,0.03,0.06,0.01,0.01,0.13,0.07,0.03,0.01,0.01,0.02,0.01,0.15,0.03,0.04,0.03,0.03,0.06,0.01,0.02,0.07,0.07,0.0815967508058,0.00659024562457,12.3814430378
102,0.03,0.01,0.03,0.1,0.08,0.02,0.05,0.02,0.03,0.06,0.01,0.01,0.02,0.06,0.01,0.08,0.02,0.02,0.01,0.05,0.12,0.01,0.01,0.03,0.11,0.0995297073183,0.00605282003176,16.44352662
103,0.04,0.04,0.05,0.06,0.05,0.03,0.09,0.01,0.04,0.02,0.03,0.04,0.02,0.05,0.03,0.08,0.01,0.01,0.02,0.06,0.01,0.05,0.02,0.03,0.11,0.107378475702,0.0054735222993,19.6178018158
104,0.03,0.03,0.04,0.01,0.01,0.03,0.01,0.03,0.08,0.06,0.03,0.09,0.03,0.02,0.02,0.01,0.06,0.03,0.06,0.02,0.08,0.08,0.02,0.03,0.09,0.0893267334944,0.00550899069046,16.2147185417
105,0.12,0.06,0.01,0.04,0.01,0.05,0.15,0.02,0.14,0.01,0.02,0.01,0.01,0.01,0.07,0.02,0.01,0.01,0.06,0.04,0.01,0.03,0.03,0.02,0.04,0.172410757064,0.00512212504224,33.6600054943
106,0.01,0.01,0.01,0.07,0.02,0.01,0.03,0.01,0.01,0.05,0.07,0.01,0.07,0.09,0.03,0.02,0.09,0.09,0.04,0.05,0.08,0.01,0.02,0.07,0.03,0.10100400806,0.00619539257116,16.3030844131
107,0.02,0.04,0.03,0.03,0.05,0.04,0.01,0.01,0.14,0.02,0.01,0.11,0.09,0.06,0.01,0.04,0.01,0.04,0.04,0.04,0.04,0.02,0.01,0.06,0.03,0.123498464959,0.00597233953012,20.6784065668
108,0.03,0.06,0.01,0.02,0.03,0.01,0.1,0.05,0.04,0.07,0.01,0.01,0.01,0.01,0.03,0.05,0.05,0.1,0.04,0.08,0.03,0.06,0.02,0.02,0.06,0.0846688230991,0.00531535485432,15.9291007693
109,0.03,0.1,0.01,0.02,0.08,0.03,0.03,0.03,0.06,0.04,0.08,0.01,0.03,0.03,0.09,0.04,0.03,0.01,0.02,0.01,0.05,0.1,0.03,0.01,0.03,0.081164051071,0.00613187301757,13.2364207215
